record_id,year,season,species,site,transition,threshold_stage,interval_start_date,interval_start_doy,interval_end_date,interval_end_doy,role,source_object_id
CAL0405-HB-2000-SPRING-BEAL2-7T-HALF_EXPANSION,2000,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2000-05-30,151,2000-06-05,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-BEAL2-HQ-HALF_EXPANSION,2000,SPRING,BEAL2,HQ,HALF_EXPANSION,3.0,2000-05-08,129,2000-05-15,136,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-1B-HALF_EXPANSION,2000,SPRING,FAGR,1B,HALF_EXPANSION,3.0,2000-05-08,129,2000-05-15,136,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-4B-HALF_EXPANSION,2000,SPRING,FAGR,4B,HALF_EXPANSION,3.0,2000-05-15,136,2000-05-22,143,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-4T-HALF_EXPANSION,2000,SPRING,FAGR,4T,HALF_EXPANSION,3.0,2000-05-22,143,2000-05-30,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-5B-HALF_EXPANSION,2000,SPRING,FAGR,5B,HALF_EXPANSION,3.0,2000-05-15,136,2000-05-22,143,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-5T-HALF_EXPANSION,2000,SPRING,FAGR,5T,HALF_EXPANSION,3.0,2000-05-22,143,2000-05-30,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-6T-HALF_EXPANSION,2000,SPRING,FAGR,6T,HALF_EXPANSION,3.0,2000-05-22,143,2000-05-30,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-7B-HALF_EXPANSION,2000,SPRING,FAGR,7B,HALF_EXPANSION,3.0,2000-05-15,136,2000-05-22,143,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-7T-HALF_EXPANSION,2000,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2000-05-30,151,2000-06-05,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2000-SPRING-FAGR-HQ-HALF_EXPANSION,2000,SPRING,FAGR,HQ,HALF_EXPANSION,3.0,2000-05-08,129,2000-05-15,136,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-4T-HALF_EXPANSION,2001,SPRING,ACSA3,4T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-5B-HALF_EXPANSION,2001,SPRING,ACSA3,5B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-5T-HALF_EXPANSION,2001,SPRING,ACSA3,5T,HALF_EXPANSION,3.0,2001-05-21,141,2001-05-29,149,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-6T-HALF_EXPANSION,2001,SPRING,ACSA3,6T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-7B-HALF_EXPANSION,2001,SPRING,ACSA3,7B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-ACSA3-7T-HALF_EXPANSION,2001,SPRING,ACSA3,7T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-1B-HALF_EXPANSION,2001,SPRING,BEAL2,1B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-4B-HALF_EXPANSION,2001,SPRING,BEAL2,4B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-4T-HALF_EXPANSION,2001,SPRING,BEAL2,4T,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-5B-HALF_EXPANSION,2001,SPRING,BEAL2,5B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-5T-HALF_EXPANSION,2001,SPRING,BEAL2,5T,HALF_EXPANSION,3.0,2001-05-21,141,2001-05-29,149,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-6T-HALF_EXPANSION,2001,SPRING,BEAL2,6T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-7B-HALF_EXPANSION,2001,SPRING,BEAL2,7B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-BEAL2-7T-HALF_EXPANSION,2001,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2001-05-21,141,2001-05-29,149,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-1B-HALF_EXPANSION,2001,SPRING,FAGR,1B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-4T-HALF_EXPANSION,2001,SPRING,FAGR,4T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-5B-HALF_EXPANSION,2001,SPRING,FAGR,5B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-5T-HALF_EXPANSION,2001,SPRING,FAGR,5T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-6T-HALF_EXPANSION,2001,SPRING,FAGR,6T,HALF_EXPANSION,3.0,2001-05-14,134,2001-05-21,141,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-7B-HALF_EXPANSION,2001,SPRING,FAGR,7B,HALF_EXPANSION,3.0,2001-05-08,128,2001-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2001-SPRING-FAGR-7T-HALF_EXPANSION,2001,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2001-05-29,149,2001-06-04,155,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-1B-HALF_EXPANSION,2002,SPRING,ACSA3,1B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-4B-HALF_EXPANSION,2002,SPRING,ACSA3,4B,HALF_EXPANSION,3.0,2002-05-14,134,2002-05-20,140,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-4T-HALF_EXPANSION,2002,SPRING,ACSA3,4T,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-5B-HALF_EXPANSION,2002,SPRING,ACSA3,5B,HALF_EXPANSION,3.0,2002-05-14,134,2002-05-20,140,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-5T-HALF_EXPANSION,2002,SPRING,ACSA3,5T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-6T-HALF_EXPANSION,2002,SPRING,ACSA3,6T,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-7B-HALF_EXPANSION,2002,SPRING,ACSA3,7B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-7T-HALF_EXPANSION,2002,SPRING,ACSA3,7T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-ACSA3-HQ-HALF_EXPANSION,2002,SPRING,ACSA3,HQ,HALF_EXPANSION,3.0,2002-05-06,126,2002-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-1B-HALF_EXPANSION,2002,SPRING,BEAL2,1B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-4B-HALF_EXPANSION,2002,SPRING,BEAL2,4B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-4T-HALF_EXPANSION,2002,SPRING,BEAL2,4T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-5B-HALF_EXPANSION,2002,SPRING,BEAL2,5B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-5T-HALF_EXPANSION,2002,SPRING,BEAL2,5T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-6T-HALF_EXPANSION,2002,SPRING,BEAL2,6T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-7B-HALF_EXPANSION,2002,SPRING,BEAL2,7B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-7T-HALF_EXPANSION,2002,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-BEAL2-HQ-HALF_EXPANSION,2002,SPRING,BEAL2,HQ,HALF_EXPANSION,3.0,2002-05-14,134,2002-05-20,140,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-1B-HALF_EXPANSION,2002,SPRING,FAGR,1B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-4B-HALF_EXPANSION,2002,SPRING,FAGR,4B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-4T-HALF_EXPANSION,2002,SPRING,FAGR,4T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-5B-HALF_EXPANSION,2002,SPRING,FAGR,5B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-5T-HALF_EXPANSION,2002,SPRING,FAGR,5T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-6T-HALF_EXPANSION,2002,SPRING,FAGR,6T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-7B-HALF_EXPANSION,2002,SPRING,FAGR,7B,HALF_EXPANSION,3.0,2002-05-20,140,2002-05-28,148,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-7T-HALF_EXPANSION,2002,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2002-05-28,148,2002-06-03,154,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2002-SPRING-FAGR-HQ-HALF_EXPANSION,2002,SPRING,FAGR,HQ,HALF_EXPANSION,3.0,2002-05-06,126,2002-05-14,134,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2003-SPRING-ACSA3-7T-HALF_EXPANSION,2003,SPRING,ACSA3,7T,HALF_EXPANSION,3.0,2003-05-27,147,2003-06-16,167,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2003-SPRING-BEAL2-7B-HALF_EXPANSION,2003,SPRING,BEAL2,7B,HALF_EXPANSION,3.0,2003-05-27,147,2003-06-16,167,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2003-SPRING-BEAL2-7T-HALF_EXPANSION,2003,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2003-05-27,147,2003-06-16,167,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2003-SPRING-BEAL2-HQ-HALF_EXPANSION,2003,SPRING,BEAL2,HQ,HALF_EXPANSION,3.0,2003-05-27,147,2003-06-10,161,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2003-SPRING-FAGR-7T-HALF_EXPANSION,2003,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2003-05-27,147,2003-06-16,167,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-1B-HALF_EXPANSION,2004,SPRING,ACSA3,1B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-4B-HALF_EXPANSION,2004,SPRING,ACSA3,4B,HALF_EXPANSION,3.0,2004-05-04,125,2004-05-10,131,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-4T-HALF_EXPANSION,2004,SPRING,ACSA3,4T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-5B-HALF_EXPANSION,2004,SPRING,ACSA3,5B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-5T-HALF_EXPANSION,2004,SPRING,ACSA3,5T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-6T-HALF_EXPANSION,2004,SPRING,ACSA3,6T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-7B-HALF_EXPANSION,2004,SPRING,ACSA3,7B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-7T-HALF_EXPANSION,2004,SPRING,ACSA3,7T,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-ACSA3-HQ-HALF_EXPANSION,2004,SPRING,ACSA3,HQ,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-1B-HALF_EXPANSION,2004,SPRING,BEAL2,1B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-4B-HALF_EXPANSION,2004,SPRING,BEAL2,4B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-4T-HALF_EXPANSION,2004,SPRING,BEAL2,4T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-5B-HALF_EXPANSION,2004,SPRING,BEAL2,5B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-5T-HALF_EXPANSION,2004,SPRING,BEAL2,5T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-6T-HALF_EXPANSION,2004,SPRING,BEAL2,6T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-7B-HALF_EXPANSION,2004,SPRING,BEAL2,7B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-7T-HALF_EXPANSION,2004,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-BEAL2-HQ-HALF_EXPANSION,2004,SPRING,BEAL2,HQ,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-1B-HALF_EXPANSION,2004,SPRING,FAGR,1B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-4B-HALF_EXPANSION,2004,SPRING,FAGR,4B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-4T-HALF_EXPANSION,2004,SPRING,FAGR,4T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-5B-HALF_EXPANSION,2004,SPRING,FAGR,5B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-5T-HALF_EXPANSION,2004,SPRING,FAGR,5T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-6T-HALF_EXPANSION,2004,SPRING,FAGR,6T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-7B-HALF_EXPANSION,2004,SPRING,FAGR,7B,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-7T-HALF_EXPANSION,2004,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2004-05-17,138,2004-05-24,145,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2004-SPRING-FAGR-HQ-HALF_EXPANSION,2004,SPRING,FAGR,HQ,HALF_EXPANSION,3.0,2004-05-10,131,2004-05-17,138,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-1B-HALF_EXPANSION,2005,SPRING,ACSA3,1B,HALF_EXPANSION,3.0,2005-05-19,137,2005-05-24,144,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-4B-HALF_EXPANSION,2005,SPRING,ACSA3,4B,HALF_EXPANSION,3.0,2005-05-09,129,2005-05-19,137,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-4T-HALF_EXPANSION,2005,SPRING,ACSA3,4T,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-5B-HALF_EXPANSION,2005,SPRING,ACSA3,5B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-5T-HALF_EXPANSION,2005,SPRING,ACSA3,5T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-6T-HALF_EXPANSION,2005,SPRING,ACSA3,6T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-7B-HALF_EXPANSION,2005,SPRING,ACSA3,7B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-7T-HALF_EXPANSION,2005,SPRING,ACSA3,7T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-ACSA3-HQ-HALF_EXPANSION,2005,SPRING,ACSA3,HQ,HALF_EXPANSION,3.0,2005-05-19,137,2005-05-24,144,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-1B-HALF_EXPANSION,2005,SPRING,BEAL2,1B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-4B-HALF_EXPANSION,2005,SPRING,BEAL2,4B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-4T-HALF_EXPANSION,2005,SPRING,BEAL2,4T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-5B-HALF_EXPANSION,2005,SPRING,BEAL2,5B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-5T-HALF_EXPANSION,2005,SPRING,BEAL2,5T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-6T-HALF_EXPANSION,2005,SPRING,BEAL2,6T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-7B-HALF_EXPANSION,2005,SPRING,BEAL2,7B,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-7T-HALF_EXPANSION,2005,SPRING,BEAL2,7T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-BEAL2-HQ-HALF_EXPANSION,2005,SPRING,BEAL2,HQ,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-1B-HALF_EXPANSION,2005,SPRING,FAGR,1B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-4B-HALF_EXPANSION,2005,SPRING,FAGR,4B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-4T-HALF_EXPANSION,2005,SPRING,FAGR,4T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-5B-HALF_EXPANSION,2005,SPRING,FAGR,5B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-5T-HALF_EXPANSION,2005,SPRING,FAGR,5T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-6T-HALF_EXPANSION,2005,SPRING,FAGR,6T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-7B-HALF_EXPANSION,2005,SPRING,FAGR,7B,HALF_EXPANSION,3.0,2005-05-24,144,2005-05-31,151,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-7T-HALF_EXPANSION,2005,SPRING,FAGR,7T,HALF_EXPANSION,3.0,2005-05-31,151,2005-06-06,157,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2005-SPRING-FAGR-HQ-HALF_EXPANSION,2005,SPRING,FAGR,HQ,HALF_EXPANSION,3.0,2005-05-19,137,2005-05-24,144,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2006-SPRING-ACSA3-1B-HALF_EXPANSION,2006,SPRING,ACSA3,1B,HALF_EXPANSION,3.0,2006-05-08,128,2006-05-17,137,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2006-SPRING-ACSA3-4B-HALF_EXPANSION,2006,SPRING,ACSA3,4B,HALF_EXPANSION,3.0,2006-05-01,121,2006-05-08,128,CALIBRATION,SRC-HB-PHENO-EDI-51-16
CAL0405-HB-2006-SPRING-ACSA3-4T-HALF_EXPANSION,2006,SPRING,ACSA3,4T,HALF_EXPANSION,3.0,2006-05-22,142,2006-05-30,150,CALIBRATION,SRC-HB-PHENO-EDI-51-16
