prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,825,0.8480780737680635,0.04569471668003601,0.14290652227496753,0.0018023343413580328,0.31164122174313574
p2,844,0.8309569950647998,0.04844392842481852,0.15320345764455504,0.00011543566127038076,0.31327590826693996
p3,813,0.8437765044775345,0.04266087591624357,0.12540938950989938,0.004692216416652339,0.31342376955489143
p4,837,0.8413211818779524,0.044259908735722726,0.1471583266455451,0.0006950709669425693,0.3109999481178093
p5,833,0.845628614359535,0.040139802317384086,0.13662194895092172,0.003913135474637557,0.30883322196195384
p6,833,0.8460904618104664,0.040060267485402104,0.13669315509643656,0.004203513066007447,0.30883322196195384
p7,821,0.8444031168286946,0.034863464068166775,0.11688291045329623,0.0007182278792803223,0.31061576977370964
p8,838,0.8437965207157516,0.03728616393038043,0.12206725710601284,0.002498982342377511,0.3205415988069661
p9,823,0.8482792019704627,0.03482543324198258,0.11715423124002217,0.0012963010263638856,0.3106157697737096
p10,822,0.8504419650839453,0.03449131005385113,0.11628768121667744,0.00040384318200552223,0.3106157697737095
p11,837,0.7660670172107185,0.05595277272297513,0.1342197637596648,0.0008800767642603195,0.31136496982288586
p12,822,0.8483945334290315,0.03445167670849383,0.11621067151992197,0.0007931852935748759,0.3106157697737096
p13,838,0.8431601766769241,0.03732346792542932,0.12199461802639988,0.001990093262877356,0.3205415988069659
p14,822,0.8477865781215818,0.034893619731858755,0.11738807636113038,0.0005825795591750596,0.3106157697737096
p15,821,0.8494666322577165,0.03448127686716334,0.11674023919651094,0.003134128067392025,0.3106157697737096
p16,825,0.8468527113200452,0.034831271166906645,0.11701843513212747,0.0012150005425723828,0.3106157697737096
p17,821,0.8511450171487914,0.03412990404370967,0.11711782784999576,0.0029410457334197566,0.3106157697737096
p18,822,0.8470916087328392,0.03480214033357618,0.11711175888190001,0.0022827369748787815,0.3106157697737095
p19,822,0.8501897697868109,0.034313553719232136,0.11653688226877307,0.002984039031967003,0.3106157697737097
p20,816,0.8438060523577074,0.04262149183109754,0.12530814797830755,0.004831679159372031,0.3134237695548914
p21,824,0.8479122300875978,0.045714935731635015,0.14289672637032896,0.0027618436352195293,0.31164122174313563
p22,838,0.843198362316921,0.03730430890745078,0.12201576295614827,0.002080622125327671,0.3205415988069661
p23,838,0.8458223484698026,0.03711515597609403,0.12223148724321227,0.0033517395457150125,0.32054159880696603
p24,822,0.8503262046414068,0.03429962757968696,0.11656939641816413,0.003200810152968868,0.3106157697737095
p25,828,0.8439176719722744,0.04681655547243904,0.1645277816892735,0.004233501210887298,0.3299507281096833
p26,839,0.8454052801019665,0.03721828823994926,0.1222095350711401,5.273601141105281e-05,0.3205415988069661
p27,823,0.8464549903979864,0.03462146221943881,0.11695031195812193,0.0005375686671157533,0.3106157697737096
p28,838,0.8444598753258842,0.037212909890627394,0.12214793800769942,0.002842830990256665,0.32054159880696614
p29,823,0.8467598067654871,0.034518571805391585,0.11692939848307196,0.000694183352209445,0.3106157697737097
p30,825,0.8463378392084413,0.03484150370908616,0.11698609305168343,0.001275110231630898,0.3106157697737096
p31,825,0.8470913893914668,0.03456974500255403,0.1169498954232987,0.0003984483841273164,0.31061576977370947
p32,813,0.842946376065002,0.04268739168328128,0.12533089787264437,0.005041056061771591,0.3134237695548917
p33,828,0.8437970373163363,0.04684675253459552,0.16451059244860305,0.004122696994358903,0.3299507281096833
p34,834,0.8430136876001361,0.040225383623672326,0.1363998191662111,0.002061679777299665,0.30883322196195373
p35,827,0.8446508473585388,0.04678555222008238,0.16457511163796162,0.00520201584490578,0.3299507281096831
p36,833,0.845499686334572,0.0401636211653123,0.13663955907531747,0.004001488399512418,0.3088332219619537
p37,833,0.846127157039989,0.039994336130061675,0.13670526605005934,0.004052487576515783,0.30883322196195384
p38,829,0.84347794349857,0.04697352267590613,0.16439226901578766,0.0010159501058973003,0.3299507281096834
p39,833,0.8457035697138231,0.040089453760380075,0.13666240484944406,0.004028131901230036,0.3088332219619538
p40,829,0.8421581713630177,0.0468381901080836,0.16434966964711745,0.0029907219855465515,0.32995072810968334
p41,833,0.8452081012675363,0.04016807586487822,0.1366311224287024,0.003856893083977979,0.30883322196195384
p42,829,0.8442348573843712,0.04679225626080625,0.16454929861566228,0.004335524197019411,0.3299507281096833
p43,833,0.8445838086691057,0.040221860295831025,0.13656200072988967,0.0035347412457290357,0.3088332219619538
