prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,wat_flux_balance_mm,initial_storage_mm,final_storage_mm,rm_mm,irr_mm,interception_mm,q_mm,ep_mm,es_mm,er_mm,dp_mm,latqcc_mm,tile_mm,ledger
p1,1,-0.9616983498050331,0.9616983498050331,-314.6546096860622,-315.61630803586723,605.8465601499813,291.1919504639191,1011.2,0.0,93.75848944941498,917.441510550585,260.4151256686011,0.04424324775918255,0.0,39.96780305026056,15.189136069246373,0.0,independent_wat_flux_minus_additive_storage_delta
p1,2,-2.842170943040401e-14,2.842170943040401e-14,-14.63015837549898,-14.630158375499008,291.1919504639191,276.56179208842013,970.4444774860931,0.0,87.40963838211141,883.0348391039818,14.630158375498894,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,3,7.105427357601002e-14,7.105427357601002e-14,-5.425460309238815,-5.425460309238744,276.56179208842013,271.1363317791813,886.6377659398838,0.0,77.43923411289717,809.1985318269867,5.425460309238744,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,4,-2.460254222569347e-13,2.460254222569347e-13,-2.0804673654155863,-2.0804673654158323,271.1363317791813,269.05586441376573,1133.2810899073563,0.0,102.08406391576321,1031.1970259915934,2.080467365415605,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,5,3.4861002973229915e-14,3.4861002973229915e-14,-0.9546664462864669,-0.954666446286432,269.05586441376573,268.10119796747927,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.9546664462865457,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,6,9.547918011776346e-15,9.547918011776346e-15,-0.5455901998163313,-0.5455901998163217,268.10119796747927,267.55560776766293,750.7,0.0,91.2840639157632,659.4159360842368,0.5455901998163217,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,7,-2.4778901153155175e-10,2.4778901153155175e-10,-0.3531228139441396,-0.3531228141919286,267.55560776766293,267.2024849537188,718.656296303368,0.0,95.89800008163374,622.7582962217341,0.3531228141920423,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,1,-1.050506195072586,1.050506195072586,-232.6756863202963,-233.7261925153689,372.3159799599493,139.64029363965298,1011.2,0.0,93.75848944941498,917.441510550585,181.773655226886,0.03515902198627612,0.0,29.811258578844058,22.10611968765255,0.0,independent_wat_flux_minus_additive_storage_delta
p2,2,-1.127986593019159e-13,1.127986593019159e-13,-3.785247867102896,-3.785247867103009,139.64029363965298,135.85504577255008,970.571889862038,0.0,87.40963838211141,883.1622514799267,3.7852478671028953,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,3,-1.2922996006636822e-13,1.2922996006636822e-13,-1.216044882771854,-1.2160448827719832,135.85504577255008,134.63900088977823,887.7584684293508,0.0,77.65144687972305,810.1070215496279,1.2160448827718695,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
