prefix,simulation_year,julian,hour,legacy_frost_depth_mm,open_frdp_before_mm,open_frdp_after_mm,depth_delta_mm,legacy_snow_depth_mm,snow_depth_m,legacy_residue_depth_mm,residue_depth_m,hourly_air_temp_c,surface_temp_c,open_surface_resistance_m2_c_w,legacy_top_resistance_est_m2_c_w,legacy_est_to_open_resistance_ratio,signed_surface_flux_w_m2,lower_front_heat_w_m2,signed_net_flux_w_m2,frzflg,soilf_sum_m,slsic_sum_m,execution_index
p2,1,2.0,6.0,14.1,153.42112036999998,157.052958284,142.952958284,0.0,0.0,23.0,0.0,-9.350459772268,-9.350459772268,0.08766921164,0.4628571428571428,5.279586005150746,-106.656140706325,2.079147813535,-104.57699289279,1,0.042468207257,0.048277372642,1
p2,1,2.0,7.0,14.8,157.052958284,160.727971061,145.927971061,0.0,0.0,23.0,0.0,-9.722611285746,-9.722611285746,0.089744547591,0.4628571428571428,5.157495973644646,-108.336512320237,2.115002397767,-106.221509922469,1,0.042468207257,0.049414544854,1
p2,1,2.0,8.0,15.5,160.727971061,164.412095461,148.912095461,0.0,0.0,23.0,0.0,-9.940679190759,-9.940679190759,0.091844554892,0.4628571428571428,5.039570864069367,-108.233734731762,2.151178110981,-106.082556620781,1,0.042468207257,0.050554536507,1
p2,1,2.0,9.0,16.2,164.412095461,168.025988232,151.82598823200001,0.0,0.0,23.0,0.0,-9.981938288462,-9.981938288462,0.093949768835,0.4628571428571428,4.926644829430493,-106.247608825915,2.187337556157,-104.060271269758,1,0.042468207257,0.051672796138,1
p2,1,2.0,10.0,16.9,168.025988232,171.171862361,154.271862361,0.0,0.0,23.0,0.0,-8.910812646031,-8.910812646031,0.096014850418,0.4628571428571428,4.820682851059991,-92.8066086364,2.222704761608,-90.583903874792,1,0.042468207257,0.052646235105,1
p2,1,2.0,11.0,17.3,171.171862361,173.39910984099998,156.09910984099997,0.0,0.0,23.0,0.0,-6.493371198812,-6.493371198812,0.097812492778,0.4628571428571428,4.732086154962495,-66.385908531684,2.253408858444,-64.13249967324,1,0.042468207257,0.053335420177,1
p2,1,2.0,12.0,17.5,173.39910984099998,174.53253691,157.03253691,0.0,0.0,23.0,0.0,-3.459220833668,-3.459220833668,0.099085205623,0.4628571428571428,4.671304257249306,-34.911577484265,2.275100477943,-32.636477006323,1,0.042468207257,0.053686140526,1
p2,1,2.0,13.0,17.5,174.53253691,174.705286521,157.205286521,0.0,0.0,23.0,0.0,-0.724097071192,-0.724097071192,0.099732878235,0.4628571428571428,4.64096846544943,-7.260364726357,2.286124345494,-4.974240380864,1,0.042468207257,0.05373959505,1
p2,1,2.0,14.0,17.5,174.705286521,174.625833748,157.125833748,0.0,0.0,23.0,0.0,0.886513648885,0.886513648885,0.099831592298,0.4628571428571428,4.636379448656911,8.880091246477,2.287803655031,11.167894901509,3,0.042468207257,0.053631650951,1
p2,1,2.0,15.0,17.5,174.625833748,174.546407798,157.046407798,0.0,0.0,23.0,0.0,1.079689103815,1.079689103815,0.099786190713,0.4628571428571428,4.63848894872026,10.820025256969,2.287031318568,13.107056575537,3,0.042468207257,0.053505687456,1
p2,1,2.0,16.0,17.5,174.546407798,174.46700866199998,156.96700866199998,0.0,0.0,23.0,0.0,0.918092808425,0.918092808425,0.099740804456,0.4628571428571428,4.640599656094905,9.204786480643,2.286259193803,11.491045674446,3,0.042468207257,0.053395047512,1
p2,1,2.0,17.0,17.5,174.46700866199998,174.38763633500002,156.88763633500002,0.0,0.0,23.0,0.0,0.599622610204,0.599622610204,0.099695433521,0.4628571428571428,4.642711571735589,6.014544388083,2.285487280712,8.300031668795,3,0.042468207257,0.053314350282,1
p2,1,2.0,18.0,17.5,174.38763633500002,174.308290807,156.808290807,0.0,0.0,23.0,0.0,0.133585289924,0.133585289924,0.099650077906,0.4628571428571428,4.6448246964117414,1.340543758038,2.284715579271,3.625259337309,3,0.042468207257,0.053277303122,1
p2,1,2.0,19.0,17.5,174.308290807,174.228972073,156.728972073,0.0,0.0,23.0,0.0,-0.466399959172,-0.466399959172,0.099604737604,0.4628571428571428,4.646939031126518,-4.682507784178,2.283944089458,-2.39856369472,2,0.042468207257,0.053303078731,1
p2,1,2.0,20.0,17.5,174.228972073,174.228972073,156.728972073,0.0,0.0,23.0,0.0,-1.182799530454,-1.182799530454,0.099559412613,0.4628571428571428,4.649054576650898,-11.880338577852,2.283172811249,-9.597165766603,1,0.042468207257,0.053406212453,1
p2,1,2.0,21.0,17.5,174.228972073,174.24439221400002,156.74439221400002,0.0,0.0,23.0,0.0,-1.994677795431,-1.994677795431,0.099559412613,0.4628571428571428,4.649054576650898,-20.035049856973,2.283172811249,-17.751877045725,1,0.042468207257,0.053596978893,1
p2,1,2.0,22.0,17.7,174.24439221400002,175.169033189,157.46903318900002,0.0,0.0,23.0,0.0,-2.878308913924,-2.878308913924,0.099568224122,0.4628571428571428,4.648643148340261,-28.907906506359,2.283322757191,-26.624583749168,1,0.042468207257,0.053883093823,1
p2,1,2.0,23.0,17.9,175.169033189,176.410577026,158.510577026,0.0,0.0,23.0,0.0,-3.807870183685,-3.807870183685,0.100096590394,0.4628571428571428,4.624104987345178,-38.041956960858,2.292310617893,-35.749646342965,1,0.042468207257,0.054267269127,1
p2,1,2.0,24.0,18.3,176.410577026,177.969113475,159.669113475,0.0,0.0,23.0,0.0,-4.756196667462,-4.756196667462,0.100806044015,0.4628571428571428,4.591561422530075,-47.181661714304,2.304368447011,-44.877293267293,1,0.042468207257,0.054749532577,1
p2,1,3.0,1.0,18.5,177.969113475,179.621784482,161.121784482,0.0,0.0,23.0,0.0,-3.557420976716,-3.557420976716,0.101696636271,0.4628571428571428,4.551351547397561,-34.980714280646,2.045749555193,-32.934964725454,1,0.054749532577,0.055103460556,1
p2,1,3.0,2.0,18.9,179.621784482,181.126576223,162.226576223,0.0,0.0,23.0,0.0,-4.322199909377,-4.322199909377,0.102641019704,0.4628571428571428,4.509475297419565,-42.109869152177,2.061628482383,-40.048240669794,1,0.054749532577,0.055533057819,1
p2,1,3.0,3.0,20.0,181.126576223,182.743500741,162.743500741,0.0,0.0,23.0,0.0,-5.03369428088,-5.03369428088,0.103500900699,0.4628571428571428,4.472010772188525,-48.634304116219,2.075755002048,-46.55854911417,1,0.054749532577,0.056033388496,1
p2,1,3.0,4.0,20.0,182.743500741,184.556941454,164.556941454,0.0,0.0,23.0,0.0,-5.67109865426,-5.67109865426,0.104424857566,0.4628571428571428,4.43244217560557,-54.3079376541,2.090801054085,-52.217136600015,1,0.054749532577,0.056594527874,1
p2,1,3.0,5.0,20.0,184.556941454,186.53062893799998,166.53062893799998,0.0,0.0,23.0,0.0,-6.215774123795,-6.215774123795,0.105461109402,0.4628571428571428,4.388889378100597,-58.939017037043,2.107653171933,-56.83136386511,1,0.054749532577,0.057205252978,1
p2,1,3.0,6.0,20.0,186.53062893799998,188.624086175,168.624086175,0.0,0.0,23.0,0.0,-6.651793351755,-6.651793351755,0.106588930822,0.4628571428571428,4.34245037723569,-62.406042545714,2.125967326747,-60.280075218967,1,0.054749532577,0.057853038861,1
p2,1,3.0,7.0,21.1,188.624086175,190.79418566799998,169.694185668,0.0,0.0,23.0,0.0,-6.96640631379,-6.96640631379,0.1077851921,0.4628571428571428,4.294255396675615,-64.632313382272,2.145361975348,-62.486951406924,1,0.054749532577,0.058524540429,1
p2,1,3.0,8.0,21.7,190.79418566799998,192.996671326,171.29667132600002,0.0,0.0,23.0,0.0,-7.150413133677,-7.150413133677,0.109025248953,0.4628571428571428,4.2454123911854325,-65.584928283281,2.165433153021,-63.41949513026,1,0.054749532577,0.059206063361,1
p2,1,3.0,9.0,22.3,192.996671326,195.18287284800002,172.882872848,0.0,0.0,23.0,0.0,-7.183487246114,-7.183487246114,0.110283812186,0.4628571428571428,4.196963576816764,-65.136370458367,2.185769012659,-62.950601445708,1,0.054749532577,0.059882547437,1
p2,1,3.0,10.0,22.8,195.18287284800002,197.05872342299998,174.25872342299996,0.0,0.0,23.0,0.0,-6.270402347881,-6.270402347881,0.111533070199,0.4628571428571428,4.1499542873813295,-56.220117824278,2.205919822425,-54.014198001852,1,0.054749532577,0.06046299852,1
p2,1,3.0,11.0,23.0,197.05872342299998,198.28352833,175.28352833,0.0,0.0,23.0,0.0,-4.221655420573,-4.221655420573,0.112604984813,0.4628571428571428,4.11044984931881,-37.490839571511,2.223182511563,-35.267657059949,1,0.054749532577,0.060841994237,1
p2,1,3.0,12.0,23.1,198.28352833,198.71299658700002,175.61299658700003,0.0,0.0,23.0,0.0,-1.654338190179,-1.654338190179,0.113304873331,0.4628571428571428,4.085059444045165,-14.600768188877,2.234440180119,-12.366328008758,1,0.054749532577,0.06097488612,1
p2,1,3.0,13.0,23.1,198.71299658700002,198.635260066,175.535260066,0.0,0.0,23.0,0.0,0.658261925636,0.658261925636,0.113550283764,0.4628571428571428,4.076230613559128,5.79709626269,2.238385029467,8.035481292157,3,0.054749532577,0.060888935563,1
p2,1,3.0,14.0,23.1,198.635260066,198.557548339,175.457548339,0.0,0.0,23.0,0.0,2.019579441908,2.019579441908,0.113505862895,0.4628571428571428,4.077825858963026,17.792732378749,2.237671084982,20.030403463731,3,0.054749532577,0.060675177935,1
p2,1,3.0,15.0,23.1,198.557548339,198.479861401,175.379861401,0.0,0.0,23.0,0.0,2.182788879202,2.182788879202,0.113461456194,0.4628571428571428,4.079421844064252,19.238153223331,2.236957324627,21.475110547958,3,0.054749532577,0.060446722755,1
p2,1,3.0,16.0,23.1,198.479861401,198.402199244,175.302199244,0.0,0.0,23.0,0.0,2.045855302846,2.045855302846,0.113417063658,0.4628571428571428,4.081018569241496,18.038337767429,2.236243748382,20.274581515811,3,0.054749532577,0.060231727166,1
p2,1,3.0,17.0,23.1,198.402199244,198.324561862,175.224561862,0.0,0.0,23.0,0.0,1.7759923461,1.7759923461,0.113372685282,0.4628571428571428,4.0826160349456755,15.665081423084,2.235530356231,17.900611779315,3,0.054749532577,0.060042435042,1
p2,1,3.0,18.0,23.1,198.324561862,198.24694925,175.14694925,0.0,0.0,23.0,0.0,1.381091310652,1.381091310652,0.113328321064,0.4628571428571428,4.084214241520026,12.186638764995,2.234817148154,14.421455913148,3,0.054749532577,0.059890237655,1
p2,1,3.0,19.0,23.1,198.24694925,198.169361399,175.069361399,0.0,0.0,23.0,0.0,0.872699847377,0.872699847377,0.113283971,0.4628571428571428,4.085813189380012,7.703648094915,2.234104124133,9.937752219048,3,0.054749532577,0.05978539786,1
p2,1,3.0,20.0,23.1,198.169361399,198.091798305,174.991798305,0.0,0.0,23.0,0.0,0.265684281245,0.265684281245,0.113239635085,0.4628571428571428,4.087412878977513,2.346212799475,2.23339128415,4.579604083624,3,0.054749532577,0.059736820555,1
p2,1,3.0,21.0,23.1,198.091798305,198.014259961,174.914259961,0.0,0.0,23.0,0.0,-0.422205108044,-0.422205108044,0.113195313317,0.4628571428571428,4.089013310656472,-3.729881526638,2.232678628185,-1.497202898453,2,0.054749532577,0.059752909899,1
p2,1,3.0,22.0,23.1,198.014259961,197.93674636,174.83674636,0.0,0.0,23.0,0.0,-1.170853137714,-1.170853137714,0.113151005692,0.4628571428571428,4.0906144848332335,-10.34770420779,2.231966156221,-8.115738051569,2,0.054749532577,0.059840123801,1
p2,1,3.0,23.0,23.1,197.93674636,197.859257496,174.759257496,0.0,0.0,23.0,0.0,-1.95836792778,-1.95836792778,0.113106712206,0.4628571428571428,4.0922164019244605,-17.314338730141,2.23125386824,-15.083084861901,2,0.054749532577,0.060002210683,1
p2,1,3.0,24.0,23.1,197.859257496,197.781793362,174.681793362,0.0,0.0,23.0,0.0,-2.761721060899,-2.761721060899,0.113062432855,0.4628571428571428,4.0938190623471415,-24.426513663036,2.230541764222,-22.195971898814,2,0.054749532577,0.06024073456,1
p2,1,1.0,2.0,5.0,0.8513386940000001,41.417581693,36.417581693,0.0,0.0,23.0,0.0,-7.791745903141,-7.791745903141,0.000486479254,0.4628571428571428,951.442716316003,-16016.604700111066,0.717575329825,-16015.88712478124,1,0.0,0.012815988903,1
p2,5,91.0,9.0,0.0,610.456458222,610.3477501220001,610.3477501220001,0.0,0.0,23.0,0.0,2.778266800919,2.778266800919,0.309741170582,0.4628571428571428,1.4943352283051028,8.969640024607,1.076589929353,10.04622995396,3,0.083696392807,0.083027392174,1
p2,5,70.0,24.0,90.0,628.2625706379999,628.3880720479999,538.3880720479999,248.7,0.2487,23.0,0.0,-2.661483788682,-2.661483788682,1.939139507349,0.4628571428571428,0.23869202865652267,-1.372507639907,0.129605276275,-1.242902363633,1,0.111773428445,0.11212260524,2
