prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,wat_flux_balance_mm,initial_storage_mm,final_storage_mm,rm_mm,irr_mm,interception_mm,q_mm,ep_mm,es_mm,er_mm,dp_mm,latqcc_mm,tile_mm,ledger
p1,1,-0.9616983498051468,0.9616983498051468,-314.8713789209141,-315.83307727071923,605.8465601499814,290.97518122906735,1011.2,0.0,93.75848944941498,917.441510550585,261.46938067013974,0.04281419057651407,0.0,39.58006181663857,14.740820593364415,0.0,independent_wat_flux_minus_additive_storage_delta
p1,2,-9.41296818268711e-10,9.41296818268711e-10,-14.501425414935397,-14.501425415876694,290.97518122906735,276.47375581413195,970.4444774860931,0.0,87.40963838211141,883.0348391039818,14.50142541587658,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,3,5.1514348342607263e-14,5.1514348342607263e-14,-5.379686202813332,-5.37968620281328,276.47375581413195,271.0940696113186,886.6377659398838,0.0,77.43923411289717,809.1985318269867,5.37968620281328,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,4,-2.544631172440859e-13,2.544631172440859e-13,-2.055618318177551,-2.0556183181778054,271.0940696113186,269.03845129314107,1133.2810899073563,0.0,102.08406391576321,1031.1970259915934,2.055618318177578,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,5,7.238654120556021e-14,7.238654120556021e-14,-0.9466859723387984,-0.946685972338726,269.03845129314107,268.09176532080227,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.9466859723388397,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,6,-5.950795411990839e-14,5.950795411990839e-14,-0.5420850890112661,-0.5420850890113256,268.09176532080227,267.549680231791,750.7,0.0,91.2840639157632,659.4159360842368,0.5420850890113256,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,7,5.639932965095795e-14,5.639932965095795e-14,-0.3512751838163126,-0.3512751838162562,267.549680231791,267.1984050479747,718.656296303368,0.0,95.89800008163374,622.7582962217341,0.3512751838163699,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,1,-1.0505061950727281,1.0505061950727281,-232.8898253579454,-233.94033155301813,372.3159799599492,139.42615460200378,1011.2,0.0,93.75848944941498,917.441510550585,182.0136261828117,0.02232684151415568,0.0,29.806876623208495,22.09750190548379,0.0,independent_wat_flux_minus_additive_storage_delta
p2,2,-1.7053025658242404e-13,1.7053025658242404e-13,-3.625277074544755,-3.6252770745449254,139.42615460200378,135.80087752745902,970.571889862038,0.0,87.40963838211141,883.1622514799267,3.6252770745448117,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,3,-1.9939605522267811e-13,1.9939605522267811e-13,-1.184991100899225,-1.1849911008994245,135.80087752745902,134.6158864265598,887.7584684293508,0.0,77.65144687972305,810.1070215496279,1.1849911008993108,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,4,-2.375877272697835e-14,2.375877272697835e-14,-0.5743451485297726,-0.5743451485297963,134.6158864265598,134.04154127803002,1132.0329750419444,0.0,102.08406391576321,1029.9489111261812,0.5743451485297963,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,5,-3.930189507173054e-14,3.930189507173054e-14,-0.3353706005150059,-0.3353706005150452,134.04154127803002,133.70617067751502,810.4366666666667,0.0,95.57127668258909,714.8653899840776,0.3353706005150452,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,6,-5.845324224651449e-14,5.845324224651449e-14,-0.2280845547324475,-0.22808455473250594,133.70617067751502,133.47808612278257,750.7,0.0,91.2840639157632,659.4159360842368,0.22808455473250594,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,7,-9.420242363944453e-14,9.420242363944453e-14,-0.13025792406060077,-0.13025792406069497,133.47808612278257,133.34782819872197,732.0419084384423,0.0,95.99800008163375,636.0439083568086,0.1302579240605813,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,1,-0.929553675483362,0.929553675483362,-268.9075215100507,-269.83707518553405,554.8511975036711,285.9436759936204,1011.2,0.0,93.75848944941498,917.441510550585,259.92605947977825,0.09942986705678573,0.0,9.81158583869899,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,2,-6.974971711315447e-10,6.974971711315447e-10,-12.207515884654583,-12.20751588535208,285.9436759936204,273.7361601089658,969.2162088031613,0.0,87.40963838211141,881.80657042105,12.207515885351967,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,3,-1.1368683772161603e-13,1.1368683772161603e-13,-3.59980514089915,-3.5998051408992637,273.7361601089658,270.13635496806666,887.7191865995632,0.0,76.81423411289717,810.904952486666,3.59980514089915,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,4,-2.7755575615628914e-14,2.7755575615628914e-14,-1.263294991442649,-1.2632949914426768,270.13635496806666,268.873059976624,1133.427937930609,0.0,102.08406391576321,1031.3438740148458,1.2632949914426768,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,5,3.275157922644212e-14,3.275157922644212e-14,-0.6300686528531969,-0.6300686528531642,268.873059976624,268.2429913237708,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.6300686528532778,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,6,-4.0745185003743245e-14,4.0745185003743245e-14,-0.3776017422995892,-0.37760174229962995,268.2429913237708,267.8653895814712,750.7,0.0,91.2840639157632,659.4159360842368,0.37760174229962995,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,7,-1.4460654895742664e-13,1.4460654895742664e-13,-0.25207770788051675,-0.25207770788066136,267.8653895814712,267.6133118735907,718.48202753806,0.0,95.06078731480784,623.4212402232523,0.2520777078805477,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
