prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,wat_flux_balance_mm,initial_storage_mm,final_storage_mm,rm_mm,irr_mm,interception_mm,q_mm,ep_mm,es_mm,er_mm,dp_mm,latqcc_mm,tile_mm,ledger
p1,1,-0.9616983498057721,0.9616983498057721,-314.6547680535603,-315.6164664033661,605.8465601499813,291.191792096421,1011.2,0.0,93.75848944941498,917.441510550585,260.4145299570906,0.04553339840765448,0.0,39.967568002374946,15.18883504549285,0.0,independent_wat_flux_minus_additive_storage_delta
p1,2,1.2256862191861728e-13,1.2256862191861728e-13,-14.630068986003437,-14.630068986003314,291.191792096421,276.5617231104176,970.4444774860931,0.0,87.40963838211141,883.0348391039818,14.630068986003323,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,3,-2.007283228522283e-13,2.007283228522283e-13,-5.425425072698829,-5.42542507269903,276.5617231104176,271.13629803771875,886.6377659398838,0.0,77.43923411289717,809.1985318269867,5.425425072699017,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,4,1.509903313490213e-14,1.509903313490213e-14,-2.080447529977107,-2.080447529977092,271.13629803771875,269.05585050774164,1133.2810899073563,0.0,102.08406391576321,1031.1970259915934,2.080447529977087,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,5,3.175237850427948e-14,3.175237850427948e-14,-0.9546600778510879,-0.9546600778510561,269.05585050774164,268.10119042989055,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.9546600778510691,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,6,-9.692247004977617e-14,9.692247004977617e-14,-0.5455874068944695,-0.5455874068945664,268.10119042989055,267.5556030229961,750.7,0.0,91.2840639157632,659.4159360842368,0.5455874068945528,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,7,-3.818683147471802e-10,3.818683147471802e-10,-0.35312140105781964,-0.35312140143968795,267.5556030229961,267.20248162193826,718.656296303368,0.0,95.89800008163374,622.7582962217341,0.3531214014396963,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,1,-1.0505061950726713,1.0505061950726713,-232.67451030403004,-233.7250164991027,372.31597995994923,139.6414696559192,1011.2,0.0,93.75848944941498,917.441510550585,181.7694507178119,0.035539356076020004,0.0,29.813906737562228,22.10611968765255,0.0,independent_wat_flux_minus_additive_storage_delta
p2,2,-3.375077994860476e-14,3.375077994860476e-14,-3.7862422882219278,-3.7862422882219615,139.6414696559192,135.85522736769727,970.571889862038,0.0,87.40963838211141,883.1622514799267,3.78624228822197,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,3,6.439293542825908e-15,6.439293542825908e-15,-1.216185169924529,-1.2161851699245225,135.85522736769727,134.63904219777274,887.7584684293508,0.0,77.65144687972305,810.1070215496279,1.2161851699245092,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,4,-2.4868995751603507e-14,2.4868995751603507e-14,-0.5847346205492556,-0.5847346205492805,134.63904219777274,134.05430757722348,1132.0329750419444,0.0,102.08406391576321,1029.9489111261812,0.5847346205492758,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,5,-2.0872192862952943e-14,2.0872192862952943e-14,-0.3454488149607471,-0.34544881496076796,134.05430757722348,133.70885876226274,810.4366666666667,0.0,95.57127668258909,714.8653899840776,0.34544881496078106,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,6,8.049116928532385e-16,8.049116928532385e-16,-0.22861018617626883,-0.22861018617626802,133.70885876226274,133.48024857608647,750.7,0.0,91.2840639157632,659.4159360842368,0.2286101861762472,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,7,-4.013456234019941e-14,4.013456234019941e-14,-0.16296173547078752,-0.16296173547082765,133.48024857608647,133.31728684061568,732.0419084384423,0.0,95.99800008163375,636.0439083568086,0.16296173547083592,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,1,-0.9295536754836462,0.9295536754836462,-268.66316914572576,-269.5927228212094,554.8511975036711,286.1880283579453,1011.2,0.0,93.75848944941498,917.441510550585,256.4240816481631,0.06330055860866501,0.0,13.105340614437647,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,2,-6.927791673660977e-14,6.927791673660977e-14,-12.308189625889781,-12.30818962588985,286.1880283579453,273.87983873205553,969.2162088031613,0.0,87.40963838211141,881.80657042105,12.308189625889856,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,3,-4.75175454539567e-14,4.75175454539567e-14,-3.688016650725615,-3.6880166507256624,273.87983873205553,270.1918220813299,887.7191865995632,0.0,76.81423411289717,810.904952486666,3.688016650725649,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,4,7.505107646466058e-14,7.505107646466058e-14,-1.2923674691563747,-1.2923674691562996,270.1918220813299,268.89945461217354,1133.427937930609,0.0,102.08406391576321,1031.3438740148458,1.2923674691563056,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,5,1.3988810110276972e-14,1.3988810110276972e-14,-0.6407562288412691,-0.6407562288412552,268.89945461217354,268.2586983833323,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.640756228841268,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,6,-2.2315482794965646e-14,2.2315482794965646e-14,-0.3827481709874405,-0.38274817098746283,268.2586983833323,267.87595021234483,750.7,0.0,91.2840639157632,659.4159360842368,0.3827481709874492,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,7,-1.8590684547348246e-13,1.8590684547348246e-13,-0.2549750315890833,-0.2549750315892692,267.87595021234483,267.62097518075575,718.48202753806,0.0,95.06078731480784,623.4212402232523,0.2549750315892767,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,1,-1.0116601615703473,1.0116601615703473,-135.036569839763,-136.04823000133334,372.35482622709446,237.31825638733147,1011.2,0.0,105.40370668500316,905.7962933149969,49.88644584924225,26.24393484126519,0.0,36.3563158448097,23.56153346601618,0.0,independent_wat_flux_minus_additive_storage_delta
p4,2,-2.842170943040401e-14,2.842170943040401e-14,-23.81089633928221,-23.810896339282237,237.31825638733147,213.50736004804926,1018.7669189072363,0.0,54.95845243133979,963.8084664758967,23.81089633928225,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,3,2.1316282072803006e-14,2.1316282072803006e-14,-8.744872748823411,-8.74487274882339,213.50736004804926,204.76248729922585,850.7645387621703,0.0,110.83686277676838,739.927675985402,8.744872748823386,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,4,-7.993605777301127e-15,7.993605777301127e-15,-5.999739186547032,-5.99973918654704,204.76248729922585,198.76274811267882,1120.8318756639264,0.0,65.96807771344166,1054.863797950485,5.9997391865470355,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,5,-6.306066779870889e-14,6.306066779870889e-14,-4.429617660217161,-4.429617660217224,198.76274811267882,194.33313045246166,810.8785614794263,0.0,135.92984508358256,674.9487163958438,4.429617660217222,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,6,2.4424906541753444e-15,2.4424906541753444e-15,-1.8344302204451708,-1.8344302204451683,194.33313045246166,192.4987002320165,750.2581051872405,0.0,54.43485064418687,695.8232545430536,1.834430220445153,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p4,7,-3.064215547965432e-14,3.064215547965432e-14,-3.6613729436169535,-3.661372943616984,192.4987002320165,188.83732728839954,747.2662421819563,0.0,87.48158350397877,659.7846586779776,3.6613729436169895,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p5,1,-1.0188870850305989,1.0188870850305989,-165.6040924649222,-166.6229795499528,605.789371604914,440.1852791399918,1011.2,0.0,105.40370668500316,905.7962933149969,65.81530656734625,28.564480380249858,0.0,69.18741817898429,3.055774423372385,0.0,independent_wat_flux_minus_additive_storage_delta
p5,2,-1.4210854715202004e-14,1.4210854715202004e-14,-27.286034825054855,-27.28603482505487,440.1852791399918,412.89924431493694,1001.7579852588149,0.0,54.95845243133979,946.7995328274751,27.28603482505488,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p5,3,6.039613253960852e-14,6.039613253960852e-14,-10.136020405924455,-10.136020405924395,412.89924431493694,402.7632239090125,865.3352589522027,0.0,110.83686277676838,754.4983961754343,10.13602040592439,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p5,4,-1.3322676295501878e-13,1.3322676295501878e-13,-6.362520941508876,-6.362520941509009,402.7632239090125,396.4007029675036,1123.2700891223158,0.0,65.96807771344166,1057.302011408874,6.362520941509005,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p5,5,1.0036416142611415e-13,1.0036416142611415e-13,-7.46282909471546,-7.462829094715359,396.4007029675036,388.93787387278815,810.4366666666667,0.0,135.92984508358256,674.5068215830842,7.462829094715357,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
