prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p1,387.9,406.49074963549907,18.590749635499094,100.59940649776296,150.44215111596026,-0.062375970024348346,827,287,777,287,-490,89,89,1800.0,1393.509250364501,False,1260,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p2,280.0,406.5965627478507,126.59656274785073,70.52824358069485,109.31740423774492,0.0593263494288643,825,290,741,290,-451,88,88,1800.0,1393.4034372521492,False,1247,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p3,384.5,407.34205302060707,22.842053020607068,110.03179702205625,158.09249147791098,-0.06882760027727476,815,277,782,277,-505,94,94,1800.0,1392.6579469793928,False,1264,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p4,240.0,407.02991224209137,167.02991224209137,50.61921288375762,92.73698833597362,0.18461818718568115,928,320,728,320,-408,94,94,1800.0,1392.9700877579087,False,1211,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p5,420.0,406.5156532796139,-13.4843467203861,96.8062429516679,146.73980104125172,-0.06581518042763083,910,311,761,311,-450,92,92,1800.0,1393.4843467203862,False,1229,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p6,420.0,406.49057259737253,-13.509427402627466,97.7882833616447,148.00262003969618,-0.06620961394452174,910,311,764,311,-453,92,92,1800.0,1393.5094274026274,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p7,420.0,407.3592499312031,-12.640750068796876,100.08361051504536,151.834080805296,-0.06673426842304872,888,301,750,301,-449,98,98,1800.0,1392.640750068797,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p8,440.0,443.990392740042,3.9903927400420116,96.14239699995086,151.15742092111788,-0.037545195342630316,911,301,759,301,-458,90,90,1800.0,1356.009607259958,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p9,460.0,407.3793893110318,-52.62061068896821,105.26441660528403,159.72411686524347,-0.06913311296811002,894,301,755,301,-454,98,98,1800.0,1392.620610688968,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p10,421.1,407.32940690891496,-13.770593091085061,100.6116335006062,152.71472149776662,-0.04870204436576943,902,304,755,304,-451,99,99,1800.0,1392.670593091085,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p11,503.2,404.3915279204948,-98.80847207950518,83.51684884009849,134.4318180242165,0.12658218901014298,819,278,773,278,-495,91,91,1800.0,1395.6084720795052,False,1270,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p12,440.0,407.3553443870972,-32.644655612902795,101.76236110883406,154.44753604365286,-0.042741825096554754,892,304,753,304,-449,99,99,1800.0,1392.6446556129029,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p13,440.0,443.9885105327858,3.988510532785824,96.22485029960775,151.31460249047225,-0.036763975046416555,909,303,758,303,-455,90,90,1800.0,1356.0114894672142,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p14,460.0,407.36180330210595,-52.638196697894045,104.83324288415282,159.0459105753247,-0.07638011292463864,895,300,757,300,-457,97,97,1800.0,1392.638196697894,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p15,420.0,407.3476048206476,-12.652395179352425,100.42288707279447,152.32578952170667,-0.05202825491945122,901,304,755,304,-451,99,99,1800.0,1392.6523951793524,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p16,424.1,407.32940691982503,-16.77059308017499,102.2210451650055,154.70825855283323,-0.06615387263694035,897,301,760,301,-459,98,98,1800.0,1392.670593080175,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p17,440.0,407.37626458210264,-32.623735417897365,103.32115979067542,156.59856391658005,-0.05715378181221566,894,302,758,302,-456,98,98,1800.0,1392.6237354178975,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p18,440.0,407.3416776842663,-32.6583223157337,103.14803542141934,156.31918672115052,-0.06879060492506266,899,301,759,301,-458,98,98,1800.0,1392.6583223157336,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p19,420.0,407.3294069095351,-12.670593090464877,100.06166862414982,151.9819579290523,-0.04850416292904766,901,304,755,304,-451,99,99,1800.0,1392.670593090465,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p20,374.3,407.32946723414386,33.02946723414385,109.41004496021583,156.5076645927567,-0.07158231816342395,816,277,779,277,-502,94,94,1800.0,1392.670532765856,False,1264,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p21,387.0,406.5302051662589,19.530205166258895,100.55797157843357,150.3705383302439,-0.061550758223823374,821,287,777,287,-490,89,89,1800.0,1393.4697948337412,False,1260,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p22,426.1,443.98099650492316,17.880996504923132,95.59104799672065,150.57992447854153,-0.037904458555205675,910,303,759,303,-456,90,90,1800.0,1356.019003495077,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p23,440.0,443.98872915274785,3.988729152747851,97.14540282855619,152.15053845598598,-0.0420249035068075,912,301,764,301,-463,90,90,1800.0,1356.011270847252,False,1229,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p24,420.0,407.3294069097544,-12.670593090245575,100.33926759120993,152.39941122327104,-0.05056690200713274,901,304,755,304,-451,99,99,1800.0,1392.6705930902456,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p25,400.0,385.7956048970502,-14.204395102949775,86.27049405565735,135.16747275407099,-0.04074739689489395,917,324,755,324,-431,88,88,1800.0,1414.2043951029498,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p26,440.0,443.9728782032863,3.9728782032863137,98.57109525455078,153.72384709998062,-0.04198049420522367,914,300,764,300,-464,90,90,1800.0,1356.0271217967138,False,1229,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p27,420.0,407.3444755427616,-12.655524457238414,99.46436170764574,150.86539943458374,-0.0617400112309962,894,302,754,302,-452,98,98,1800.0,1392.6555244572385,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p28,440.0,443.9728782073969,3.9728782073968887,99.621084761662,155.26927498373055,-0.041866391295203066,917,301,768,301,-467,90,90,1800.0,1356.027121792603,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p29,420.0,407.3543663755999,-12.64563362440009,100.29422808275875,152.04721377872434,-0.06289954678194667,892,302,751,302,-449,98,98,1800.0,1392.6456336244,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p30,420.0,407.3294069195382,-12.6705930804618,100.26152742346123,152.03419423655342,-0.06632777962556555,891,302,754,302,-452,98,98,1800.0,1392.670593080462,False,1230,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p31,440.0,407.3294069162292,-32.670593083770825,102.49447325290717,155.207891288699,-0.06283787513048632,906,302,763,302,-461,98,98,1800.0,1392.6705930837709,False,1229,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p32,403.3,407.3677986180888,4.067798618088773,111.53160569345226,161.18139441196055,-0.07396448589047447,814,277,781,277,-504,94,94,1800.0,1392.6322013819113,False,1263,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p33,400.0,385.7965960702169,-14.203403929783121,80.732959911964,129.3347394304404,-0.04961715577705583,918,324,756,324,-432,88,88,1800.0,1414.2034039297832,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p34,420.0,406.51525425970215,-13.484745740297853,95.4089140936575,145.69855424176058,-0.0621306527055008,904,313,761,313,-448,93,93,1800.0,1393.484745740298,False,1228,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
p35,400.0,385.7920154626782,-14.207984537321806,86.75034597475775,135.9008508318789,-0.045324048371588065,915,323,755,323,-432,88,88,1800.0,1414.2079845373219,False,1227,legacy FDMC01 winter-depth pairs joined to Db WAT frdp by sim_day_index; duration uses full WAT frozwt days
