prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,804,0.8338951669794608,0.05787102612088096,0.1731670601005073,0.14499999999999996,0.3289636169626172
p2,570,0.7721271837107606,0.053156788969848795,0.16185356991007294,0.07453523099032462,0.31327590826693996
p3,849,0.8498279084528931,0.05639456419332161,0.16693665635143748,0.11699999999999998,0.32293707715812947
p4,706,0.8555901398045787,0.04708649338146618,0.16016394946057214,0.1025014761825121,0.31099994811780957
p5,1095,0.9385233494292464,0.04926085798095651,0.19238574830150085,0.14499999999999996,0.3288339696267063
p6,1094,0.9392834066333637,0.04912672158191685,0.19230302818498696,0.14499999999999996,0.32881920713029733
p7,1141,0.9445507809705471,0.050724090687856,0.18747582738794624,0.11699999999999999,0.321718699725237
p8,1056,0.921306512261269,0.05523309562871856,0.1834175616379769,0.12171112787290614,0.33511472506400397
p9,1147,0.943746050619941,0.050846840201233236,0.18786466093188925,0.11699999999999998,0.3218950275826048
p10,1144,0.9457886691613544,0.0507611780059444,0.18699827896359078,0.11699999999999999,0.3216910183342748
p11,1167,0.9860178382757524,0.04885594506432885,0.22723677213225907,0.11699999999999999,0.3219274064580256
p12,1148,0.9453493166246323,0.05071370023816381,0.18721813181902291,0.11699999999999998,0.3216184748959294
p13,1058,0.9217905064930264,0.055203592738585106,0.18332140539154893,0.12167798084051475,0.33508903461642076
p14,1139,0.9442639844812554,0.05076494837434595,0.1875232246299284,0.11699999999999999,0.3218462724513512
p15,1145,0.9453612730263908,0.05072381386226451,0.18719954706411995,0.11699999999999999,0.32164389195357723
p16,1137,0.9452470656820307,0.050654257638296785,0.18733306315888915,0.11699999999999999,0.3217145519468481
p17,1147,0.9442922878103526,0.0506963261488166,0.18759138163635938,0.11699999999999998,0.3220050670651595
p18,1137,0.9447904590972838,0.050715002398407934,0.18741226489810078,0.11699999999999999,0.3216477235780356
p19,1144,0.9457854143234111,0.05074433791428362,0.18702150870694534,0.11699999999999999,0.3216939459576298
p20,849,0.8523786519381478,0.056349776012018786,0.16692040649215337,0.11699999999999998,0.3228615680134922
p21,805,0.8312793470459837,0.057983128784287075,0.1731923602024472,0.14499999999999996,0.32898140495053046
p22,1058,0.9222022197611491,0.05517110437616121,0.18326264773225878,0.12167442477835286,0.3350120808781282
p23,1055,0.9212625294750644,0.055249287922309064,0.18342361092031179,0.12168163076492139,0.33510863465072965
p24,1142,0.9455996801933807,0.0507251833725281,0.18710634334464135,0.11699999999999999,0.32169472948875333
p25,1159,0.9453040778544842,0.04624989978668289,0.2111023527598584,0.17320819126730108,0.34512843574092467
p26,1053,0.9217391601758924,0.055169496970595464,0.18340172335716126,0.12170618884300828,0.33495012552816306
p27,1142,0.9451988643652818,0.05072009254922065,0.18726403224606286,0.11699999999999999,0.3216503374303452
p28,1055,0.9220825757718004,0.05514531437811728,0.18331938164056916,0.12171166877155597,0.3349408170650454
p29,1143,0.9449453182467166,0.050729257666377564,0.18733768647265112,0.11699999999999998,0.32161065500704
p30,1138,0.9453500886122805,0.050671841038811075,0.1872760889466776,0.11699999999999998,0.32171345409403446
p31,1139,0.9453702439723117,0.0506783498588413,0.1872492014146913,0.11699999999999999,0.32170488034411077
p32,849,0.8481059356437844,0.05641023937535408,0.16702864261241632,0.11699999999999999,0.3230006678310656
p33,1159,0.9454135315398621,0.04624520454115592,0.21110442938617532,0.17320834891209866,0.34514435833900636
p34,1098,0.938972221631343,0.049226368314369606,0.1922940245036635,0.14499999999999996,0.3288312362038848
p35,1160,0.9448973975460843,0.046413598333777166,0.21127329341691137,0.17320852754005617,0.34506337708436685
p36,1094,0.9392667895640976,0.0491276842858079,0.1923056292661159,0.14499999999999996,0.32881920713029733
p37,1095,0.938274216833663,0.049297164121741566,0.1924243314878601,0.14499999999999996,0.3288381992261892
p38,1159,0.9450920768201182,0.04625621647116387,0.21112858555118907,0.17320822065002972,0.3451043353144096
p39,1094,0.9390736069601155,0.049166400087803125,0.19232352182273443,0.14499999999999996,0.32882256554350986
p40,1160,0.9452073492167633,0.04624553594525202,0.21114013457217395,0.17320905066830256,0.3451154382467379
p41,1094,0.9392538110641694,0.04912745294480099,0.19230690655386046,0.14499999999999996,0.32881920713029733
p42,1159,0.9453312385613777,0.0462495873498166,0.2111046007400479,0.17320830658242703,0.345132373607809
p43,1095,0.9389048667112005,0.04920647649419124,0.19233784881712612,0.14499999999999996,0.3288269454592196
