prefix,rows,frost_active_days_frdp_gt0,frost_active_days_frozwt_gt0,max_frdp_mm,max_frozwt_mm,profile_depth_mm
p1,2557,861,861,1793.1566138762416,509.5656559364806,1800.0
p2,2557,569,569,1789.8414971347097,370.5436593991683,1800.0
p3,2557,832,832,1791.5663216911562,471.6226605466295,1800.0
p4,2557,748,748,1789.8039934588865,370.57527272237496,1800.0
p5,2557,1177,1177,1794.4555065666807,558.9221390076168,1800.0
p6,2557,1174,1174,1794.4925992018545,558.1733222094697,1800.0
p7,2557,1136,1136,1793.5558846044428,548.4717899270748,1800.0
p8,2557,1122,1122,1793.6676841701003,517.1970525299756,1800.0
p9,2557,1133,1133,1793.8383591440236,515.4978267581705,1800.0
p10,2557,1140,1140,1793.540629003969,544.8019652062354,1800.0
p11,2557,1193,1193,1793.511399112497,509.58467366504436,1800.0
p12,2557,1141,1141,1793.5568555543434,547.5911784376736,1800.0
p13,2557,1124,1124,1793.6667018288206,517.1520902542766,1800.0
p14,2557,1132,1132,1793.5555531418208,515.0203774598369,1800.0
p15,2557,1139,1139,1793.5513627196765,545.8552831024648,1800.0
p16,2557,1135,1135,1793.540629003969,544.3469264219088,1800.0
p17,2557,1137,1137,1793.7397043136639,518.6565358629293,1800.0
p18,2557,1134,1134,1793.5449874952408,545.7603357130474,1800.0
p19,2557,1139,1139,1793.5408922360145,544.7441941337391,1800.0
p20,2557,833,833,1791.5561569490953,482.9477734642058,1800.0
p21,2557,862,862,1793.1786617114049,497.14400893706716,1800.0
p22,2557,1123,1123,1793.6615531911311,517.0655637094175,1800.0
p23,2557,1121,1121,1793.6656998715496,517.1837714341754,1800.0
p24,2557,1139,1139,1793.540629003969,544.7273690687505,1800.0
p25,2557,1235,1235,1794.4482828139778,569.6583435118176,1800.0
p26,2557,1118,1118,1793.6559739554193,516.9854307571645,1800.0
p27,2557,1137,1137,1793.548511274363,545.7019441072597,1800.0
p28,2557,1121,1121,1793.6559739554193,516.948322523715,1800.0
p29,2557,1137,1137,1793.5539208425578,547.9396154747807,1800.0
p30,2557,1136,1136,1793.540629003969,544.367225198058,1800.0
p31,2557,1136,1136,1793.540629003969,544.5290222064932,1800.0
p32,2557,833,833,1791.591341152229,472.38593804856646,1800.0
p33,2557,1233,1233,1794.4481194935606,569.4318847023794,1800.0
p34,2557,1175,1175,1794.4563352106854,556.5475789218123,1800.0
p35,2557,1235,1235,1794.4532582847432,569.6348350629933,1800.0
p36,2557,1174,1174,1794.4925992018545,558.0435772817085,1800.0
p37,2557,1173,1173,1794.458379935067,556.6890172060541,1800.0
p38,2557,1235,1235,1794.4506453274157,569.7540710231766,1800.0
p39,2557,1174,1174,1794.4935741802738,558.4054837872858,1800.0
p40,2557,1233,1233,1794.450694880989,568.7927569460298,1800.0
p41,2557,1177,1177,1794.4925992018545,559.3546149892909,1800.0
p42,2557,1234,1234,1794.4481194935606,569.5062968710745,1800.0
p43,2557,1170,1170,1794.4509791830333,553.6586937940547,1800.0
