prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,1342,0.7330657604392546,0.05301734258805423,0.14037341824718616,0.00011394903869864295,0.3116412217431357
p2,1347,0.6229913035114073,0.05785672934547545,0.1318026852474446,0.00027331488930107384,0.31327590826693985
p3,1333,0.7361240072686024,0.05453753700865195,0.13227228409427488,0.00022727451679571743,0.31342376955489154
p4,1347,0.67825553209718,0.05633146899331568,0.13788858768597342,0.0006455532429730016,0.3109999481178094
p5,1329,0.7315948559241287,0.054763274320882495,0.1423638685481811,5.392297142677186e-05,0.3088332219619538
p6,1329,0.7316780606012344,0.05472713653616606,0.14240675703344674,5.735547504703803e-05,0.30883322196195384
p7,1320,0.7294155141500367,0.05675031855201025,0.13450764457486525,8.811655717748068e-05,0.3106157697737096
p8,1329,0.7174186092072967,0.0542063028197222,0.13042591731381178,0.0005044438554823386,0.32054159880696614
p9,1319,0.7314213074701361,0.056759055330269405,0.13443501307511463,0.000332401827403489,0.3106157697737095
p10,1325,0.7279583063073963,0.05709295651705443,0.1344118733286932,2.1629165309912026e-05,0.3106157697737096
p11,1310,0.7889919205846698,0.06094070522095121,0.15034788707366267,0.00037765554588982327,0.31136496982288586
p12,1326,0.7279507336217084,0.05711610144961115,0.13443356079720042,0.00023254814617750457,0.31061576977370947
p13,1329,0.7182627224648849,0.05414976943407059,0.130499252375605,0.0008182993709695476,0.3205415988069661
p14,1319,0.7320022021260187,0.05680623569570832,0.13439615775856792,0.0002569443404760614,0.3106157697737096
p15,1322,0.731770953388744,0.05693247254373122,0.1345276028010078,4.74354666748306e-05,0.3106157697737095
p16,1320,0.731895585305618,0.05674124254029833,0.13451066173772916,1.254824717675293e-05,0.3106157697737096
p17,1321,0.7309303813346052,0.05696907114534032,0.13441893121592263,0.0012942274209809983,0.3106157697737096
p18,1319,0.7315440257681115,0.05674335296985937,0.13446839178345643,0.00037404520875800637,0.3106157697737095
p19,1323,0.7312788725847065,0.05695294845193303,0.1345317001119919,0.000433745435058835,0.3106157697737096
p20,1333,0.7364955367921123,0.05449659551261458,0.13233946015376113,0.0004842514507631215,0.3134237695548915
p21,1342,0.7330793839916334,0.053066476934952825,0.1403343162515251,0.0005325564471661327,0.3116412217431357
p22,1329,0.718188105766606,0.05413294769469644,0.1304899155165624,0.0008558938964705446,0.3205415988069661
p23,1328,0.7165404984115867,0.05389804870405762,0.13068274767213595,0.0004622055031694777,0.32054159880696603
p24,1323,0.7310463891451389,0.05697450151964266,0.13450077361731463,0.00022994954422026463,0.3106157697737096
p25,1326,0.7432747351443557,0.05882479843609571,0.16427436289335814,0.0023046475083457496,0.330905756327989
p26,1327,0.7191930215683305,0.05384906306502648,0.13073537065716334,0.0014528798561856925,0.32054159880696603
p27,1321,0.7300989248025201,0.05701987757366429,0.13435291878865613,0.000887281719585943,0.3106157697737096
p28,1329,0.7171162326264598,0.054223216327364133,0.13046044219721042,0.00010653891031202588,0.32054159880696614
p29,1321,0.7298013143490439,0.0570435311991744,0.13431716189851978,0.000870515778070056,0.3106157697737096
p30,1321,0.7286228233315335,0.0568202721112169,0.13444001278838352,0.0001853107438462782,0.3106157697737096
p31,1321,0.7304611963093036,0.05697907834073547,0.13440227126652537,0.001041055579171442,0.3106157697737096
p32,1333,0.7364098096325218,0.05453012791337365,0.1322983379601779,0.0003346061885810402,0.3134237695548915
p33,1326,0.7433824417933803,0.05880828380755743,0.16429643619417975,0.0022746008908467864,0.3309058925757098
p34,1328,0.7341477735446744,0.054836600468372056,0.1424060079994753,0.0007494724337347627,0.30883322196195384
p35,1326,0.7422049893939363,0.059017450052820795,0.16413403586798533,0.0015789394130599594,0.33090377735203025
p36,1327,0.7333301101076773,0.05486471588175511,0.14233323706704326,0.00011394903869864295,0.30883322196195384
p37,1328,0.7317983546673802,0.05467595911450564,0.14247405026517518,8.808395647949365e-05,0.30883322196195384
p38,1325,0.7447086094964954,0.0591581419658751,0.1640530238813077,0.0026241196585175346,0.3309053935187644
p39,1327,0.7331973200240767,0.05486909230297332,0.14231868161503677,0.00015906610586551552,0.3088332219619538
p40,1330,0.736925234521881,0.05969275055423995,0.16362537400763755,0.00023488606873169087,0.3309056534609194
p41,1327,0.7334221869107896,0.05484277070782074,0.1423230866130243,0.00011394903869864295,0.30883322196195384
p42,1326,0.7432580022458894,0.058837571033446945,0.1642745073100251,0.0021615553171138893,0.3309057970874797
p43,1328,0.7324171043369048,0.05499190629173553,0.1422504944510594,0.00023616168718775088,0.30883322196195384
