prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,861,0.7864935753996383,0.06453307455516841,0.15457669642471394,0.00042916946837008536,0.3289636169626172
p2,569,0.7563990173013623,0.05741919018991399,0.14039549982416183,0.0007990060095879339,0.3034368761368724
p3,832,0.8017085131296774,0.06272777022985111,0.1509727107058658,0.00017082369223779114,0.3204173001138095
p4,748,0.8275975778962785,0.05006481692039332,0.13579384367576633,0.000290251131835333,0.30024944490411454
p5,1177,0.8724217672673225,0.06139766579527225,0.17803072777676868,0.0007470678107998185,0.3288339696267063
p6,1174,0.8739529879268277,0.061064143935954315,0.17737819763717808,0.0010243415649634627,0.32881920713029733
p7,1136,0.887370609892485,0.06011095868853023,0.17410716217094582,0.00408243139527006,0.31922041560061487
p8,1122,0.8669992423911814,0.06164423683585277,0.16783219298269517,0.00463788226192545,0.3337388018572566
p9,1133,0.8907471468708067,0.05928631876516319,0.1729368169103001,0.004385758089035948,0.31886322890109303
p10,1140,0.8892179141705723,0.060074868682960775,0.17359281877714328,0.004156542601768993,0.31939227004802856
p11,1193,0.9441102161636825,0.05980390431007709,0.21078957997685055,0.002122506204087794,0.3202894919249726
p12,1141,0.8881926829591635,0.05993879494525087,0.17400304408191647,0.004096629558011693,0.3192897688243057
p13,1124,0.8675347086837449,0.061519197689185075,0.16779826127155997,0.0046407469036046515,0.3337587470979325
p14,1132,0.8920292338680089,0.05952909608808871,0.1725391682288979,0.0018801489541153224,0.3191632596779195
p15,1139,0.8883612892313043,0.06006075221671257,0.17382902904572833,0.004129755299000822,0.31928606322774344
p16,1135,0.8885394619931574,0.06013449679794326,0.17369185270306878,0.004184909682050168,0.3194417934712386
p17,1137,0.8909348664941265,0.059313762134324224,0.17351904411992278,0.004014113017707489,0.31903032396599
p18,1134,0.8879655582086557,0.060118485342362644,0.1739011661658628,0.00412009681363921,0.3193008205881798
p19,1139,0.8889688685966953,0.060026131121622396,0.17367551303138126,0.004164506184720232,0.3193962902421325
p20,833,0.7998500780112751,0.06335500599099912,0.15158024603613804,0.00015308916793450652,0.32070693157875196
p21,862,0.7883643442239949,0.06429606276831315,0.15360036225148319,0.00040570974828044203,0.32898140495053046
p22,1123,0.8675327873856344,0.061591070050213866,0.16779577226301406,0.004642066853261814,0.33382110821434563
p23,1121,0.866914809769649,0.06171093753979967,0.1677768033320111,0.004640873094277343,0.3337450063417338
p24,1139,0.8890678361839831,0.06008335369935738,0.17361891551797423,0.004162683752934132,0.31940010447288125
p25,1235,0.8834903444956959,0.06062222959669708,0.19297672794867557,0.0011445014561669647,0.34437307805431683
p26,1118,0.8668089782557667,0.0617554229346688,0.16769702700909112,0.004464953010205773,0.3338733112152143
p27,1137,0.8882234815397704,0.06016951359312076,0.173792584533779,0.002689157486949291,0.3193025894002685
p28,1121,0.8676783945946029,0.06165854052608115,0.16752355223029156,0.0044646767352073125,0.3338804039772873
p29,1137,0.8876777679918427,0.060100160734425215,0.17402302751181228,0.004098208993719326,0.3192159673539052
p30,1136,0.8886981876893275,0.06013136724746165,0.17367562497563843,0.004193138593047543,0.3194394915592242
p31,1136,0.8886110145724377,0.060113232236362064,0.17370756678019322,0.004168676887017941,0.31942148675792964
p32,833,0.8006559490468236,0.06287519861095124,0.15092311112123658,0.00016842965055100952,0.32029557240251527
p33,1233,0.8842352178525162,0.060192011731266634,0.19307981455740522,0.003446369166934097,0.3443839888211705
p34,1175,0.8755350687256834,0.06042498651555069,0.17706045507424498,0.00033936705354407085,0.3288312362038848
p35,1235,0.8832364882400479,0.0603906828602613,0.19310844384950007,0.0006361044067265153,0.34432857296232494
p36,1174,0.8739317573073934,0.06105985203441976,0.17737388980974036,0.0007891637905450338,0.32881920713029733
p37,1173,0.8748784186275426,0.06047945938294899,0.1771875562765435,0.0008276153936562394,0.3288381992261892
p38,1235,0.8831449770567324,0.060581894603761954,0.19310709439821602,0.0036922477114335215,0.34435667431918343
p39,1174,0.8734925016300696,0.061100716606261485,0.17777766112961127,0.0013540212050845363,0.32882256554350986
p40,1233,0.8843568481533527,0.059983185312736734,0.19251843937484167,0.002393739527091779,0.34436426664711317
p41,1177,0.873155557123273,0.061453031764580134,0.17807459777329399,0.0007793691249220827,0.32881920713029733
p42,1234,0.8843995234161756,0.06040543880747487,0.19298328660212472,0.00029464440548213256,0.3443757785041635
p43,1170,0.877358137433922,0.05957822878863346,0.17660285713787446,0.0010793553483563981,0.3288269454592196
