prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p17,440.0,677.1212042357289,237.1212042357289,155.45559551504562,212.96801980914356,0.7724419683024476,894,1015,758,1015,257,618,657,1800.0,1122.8787957642712,False,1230,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p18,440.0,667.1576777786851,227.15767777868507,154.02718143709123,211.58457809834846,0.7684772490374979,899,1010,759,1010,251,615,654,1800.0,1132.842322221315,False,1230,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p19,420.0,689.5864428075847,269.5864428075847,160.90275383273365,220.4187349701031,0.7563759710060869,901,1020,755,1020,265,620,662,1800.0,1110.4135571924153,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p20,374.3,654.1005391690477,279.8005391690477,151.58585494878193,196.33566803701302,0.9083416232450123,816,1019,779,1019,240,635,651,1800.0,1145.8994608309522,False,1264,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p21,387.0,693.3469084413512,306.34690844135116,168.9899654749181,221.3738757740636,0.8342349988216639,821,1073,777,1073,296,634,662,1800.0,1106.6530915586488,False,1260,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p22,426.1,734.9506863142133,308.85068631421325,181.68041511802622,245.14437763278977,0.7438989283941277,910,1058,759,1058,299,597,641,1800.0,1065.0493136857867,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p23,440.0,723.9424074103072,283.94240741030717,178.98825159428003,241.81568263128892,0.746163306608445,912,1052,764,1052,288,598,640,1800.0,1076.0575925896928,False,1229,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p24,420.0,688.4317537049452,268.4317537049452,160.40049184798463,219.99769701586277,0.7557788899757929,901,1020,755,1020,265,620,662,1800.0,1111.568246295055,False,1228,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p25,400.0,674.3990242666805,274.3990242666805,165.50235839159737,224.18042657599005,0.7069637444671142,917,1084,755,1084,329,593,643,1800.0,1125.6009757333195,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p26,440.0,720.3666251114839,280.3666251114839,176.91307671045507,239.6462435119233,0.746935595169092,914,1052,764,1052,288,597,638,1800.0,1079.633374888516,False,1229,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p27,420.0,673.4035109396659,253.40351093966592,159.88759864303753,218.64734617608497,0.7624364482436422,894,1014,754,1014,260,618,657,1800.0,1126.596489060334,False,1230,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p28,440.0,730.2569309554309,290.2569309554309,177.0674788845989,240.11980592298644,0.7447717134393534,917,1056,768,1056,288,598,640,1800.0,1069.743069044569,False,1228,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p29,420.0,672.0796108624083,252.07961086240834,158.773124521111,217.26489458591809,0.7643528277897766,892,1014,751,1014,263,618,657,1800.0,1127.9203891375917,False,1230,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p30,420.0,668.3723670198019,248.3723670198019,158.34288269204862,216.47286989598825,0.7659311500277706,891,1013,754,1013,259,618,657,1800.0,1131.627632980198,False,1230,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p31,440.0,675.7436064023964,235.74360640239638,157.0431748707349,215.71879825441104,0.761054770623199,906,1014,763,1014,251,618,657,1800.0,1124.2563935976036,False,1229,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p32,403.3,654.0963279044958,250.79632790449574,149.63013770500663,193.8094671466052,0.8965349183136899,814,1019,781,1019,238,634,651,1800.0,1145.9036720955041,False,1263,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p33,400.0,675.046587730412,275.04658773041206,172.59051010348747,235.06479557813907,0.6557535444523114,918,1084,756,1084,328,593,643,1800.0,1124.953412269588,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p34,420.0,720.5036631528316,300.50366315283156,174.18436276560786,236.0717113299942,0.7291589907343919,904,1067,761,1067,306,616,664,1800.0,1079.4963368471685,False,1228,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p35,400.0,669.8680888180232,269.86808881802324,164.55167485627996,222.91496841277012,0.7086394984911933,915,1081,755,1081,326,592,641,1800.0,1130.1319111819766,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p36,420.0,710.9034818460442,290.9034818460442,170.62728649228345,231.1429834659584,0.7396304298302397,909,1064,764,1064,300,615,662,1800.0,1089.096518153956,False,1228,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p37,420.0,708.0033098020018,288.0033098020018,174.94123511367414,235.84331958904946,0.7279211557960024,902,1062,755,1062,307,612,661,1800.0,1091.9966901979983,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p38,400.0,676.4695099559515,276.4695099559515,168.6021173946542,229.45592392405666,0.6794177283287175,914,1083,750,1083,333,594,645,1800.0,1123.5304900440485,False,1225,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p39,420.0,710.3629837103043,290.3629837103043,175.94605819071538,236.44808018396236,0.7315450800017205,907,1063,756,1063,307,612,661,1800.0,1089.6370162896956,False,1226,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p40,400.0,685.0896526411523,285.08965264115227,179.15882636535991,244.71138475450041,0.6089275940268065,913,1083,746,1083,337,594,647,1800.0,1114.9103473588477,False,1223,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p41,420.0,711.4755169210489,291.4755169210489,172.13156174584694,232.95846535380295,0.7364833610134234,906,1064,760,1064,304,615,662,1800.0,1088.524483078951,False,1228,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p42,400.0,674.2017785521506,274.2017785521506,165.32323053144134,223.98108617869397,0.7068604121972374,917,1084,756,1084,328,593,643,1800.0,1125.7982214478493,False,1227,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p43,420.0,712.4279904592838,292.4279904592838,171.11693241795768,232.6781385755536,0.7253914303925248,917,1063,770,1063,293,615,662,1800.0,1087.5720095407162,False,1229,legacy FDMC01 winter-depth pairs joined to De native-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
