prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p1,387.9,576.264320786213,188.36432078621306,59.94085392036299,102.66940767805579,0.8919549176618433,779,818,777,834,57,392,408,1800.0,1223.735679213787,False,1260,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p2,280.0,609.5619112734453,329.5619112734453,86.1095171321461,160.91569208258323,0.5695990796702265,743,823,741,857,116,375,408,1800.0,1190.4380887265547,False,1247,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p3,384.5,574.0247839639139,189.52478396391393,58.488681740580176,92.22128612993043,0.9477509496760157,785,810,782,820,38,472,482,1800.0,1225.975216036086,False,1264,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p4,240.0,477.301475821728,237.301475821728,95.17206485877254,149.9171716643623,0.4235142183177091,737,773,728,857,129,312,377,1800.0,1322.698524178272,False,1211,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p5,404.7,470.22663037588393,65.52663037588394,45.86996812225196,96.73268117752617,0.7540359030474801,768,782,761,838,77,345,389,1800.0,1329.7733696241162,False,1229,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p6,406.3,470.3947318730555,64.09473187305548,45.24032115389752,96.16789422358963,0.7561949300472589,771,781,764,839,75,345,390,1800.0,1329.6052681269446,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p7,420.0,479.11874349877536,59.11874349877536,51.564687348648526,101.29192215424281,0.7720790977988983,759,772,750,823,73,401,442,1800.0,1320.8812565012247,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p8,426.7,530.0236467111324,103.32364671113243,61.792676762277836,117.44277957385391,0.7401034564722326,766,779,759,836,77,354,400,1800.0,1269.9763532888676,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p9,449.9,478.6619926779695,28.761992677969545,46.06709863565405,96.71890331532676,0.7863844376919095,765,772,755,823,68,402,443,1800.0,1321.3380073220305,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p10,421.1,480.2130983723353,59.11309837233529,52.53364571118165,103.30704729457162,0.7686537917943171,764,773,755,827,72,404,447,1800.0,1319.7869016276647,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p11,503.2,530.7100701123559,27.51007011235589,116.83679279134161,173.93949113782017,0.6531254309557777,781,874,773,881,108,546,553,1800.0,1269.2899298876441,False,1270,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p12,428.8,480.2738095713911,51.47380957139109,50.34468486552711,99.97416059427383,0.7810046994164249,760,773,753,827,74,403,446,1800.0,1319.7261904286088,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p13,426.7,530.2943188973877,103.59431889738772,61.813457460218345,117.65974153756086,0.740437920353178,766,780,758,837,79,354,400,1800.0,1269.7056811026123,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p14,446.8,478.4505713289298,31.6505713289298,46.5375444848131,97.97912417841987,0.7781681448028591,765,772,757,823,66,400,441,1800.0,1321.5494286710702,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p15,418.9,479.9623081040541,61.062308104054125,52.497962398705425,102.80324229354146,0.7700990462464666,763,771,755,825,70,404,447,1800.0,1320.037691895946,False,1227,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p16,424.1,479.1909484744987,55.0909484744987,50.31247651934978,100.67797755960402,0.7752215933460209,767,772,760,823,63,403,444,1800.0,1320.8090515255012,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p17,440.0,479.356967770298,39.35696777029801,48.45544637341301,98.1574893241176,0.7860142170287748,766,774,758,825,67,406,447,1800.0,1320.643032229702,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p18,433.0,478.99578387434195,45.99578387434195,48.79931587873866,99.24755867584697,0.7787567549651889,769,772,759,823,64,403,444,1800.0,1321.004216125658,False,1230,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p19,418.2,480.07383316684593,61.87383316684594,53.18641860821885,103.7214235132955,0.7675434460037535,763,773,755,827,72,405,448,1800.0,1319.9261668331542,False,1227,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p20,374.3,574.3639141990689,200.06391419906885,60.23749673255096,94.88879276195831,0.9457216312738445,782,814,779,824,45,474,484,1800.0,1225.6360858009311,False,1264,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p21,387.0,576.0891988435076,189.08919884350757,59.99500115953215,102.86997372178271,0.8914300796836072,779,817,777,833,56,392,408,1800.0,1223.9108011564924,False,1260,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p22,426.1,530.3060217802586,104.20602178025854,62.41539600938027,118.06222816287934,0.7408621796864725,768,780,759,837,78,354,400,1800.0,1269.6939782197414,False,1227,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p23,428.1,529.87536997041,101.77536997041,60.71575879291902,116.01851824938163,0.744059590308205,769,780,764,836,72,354,399,1800.0,1270.12463002959,False,1229,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p24,420.0,480.03197005967934,60.03197005967934,52.55274637367035,103.0526119401847,0.7697632685863928,763,773,755,827,72,405,448,1800.0,1319.9680299403208,False,1228,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p25,400.0,407.5069592033056,7.506959203305598,40.008750124703795,85.67010504035517,0.7291666606574806,767,781,755,841,86,258,300,1800.0,1392.4930407966945,False,1227,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p26,428.9,529.7660244760915,100.86602447609152,59.486791210419234,114.83725903278724,0.7453495217500972,772,780,764,836,72,354,399,1800.0,1270.2339755239086,False,1229,legacy FDMC01 winter-depth pairs joined to Dg forced legacy-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
