prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,834,0.8519753605771361,0.04522645328872909,0.1430446152566947,0.0013347521471433544,0.31164122174313574
p2,857,0.8355918846123084,0.04799992780878781,0.15328900180698676,0.0011675506510104015,0.31327590826693996
p3,820,0.8493297117419683,0.04241052210919952,0.1252931894639232,0.0016897354714918741,0.31342376955489143
p4,857,0.8717667755889614,0.0424248282243122,0.14798750796281893,0.000990213560088265,0.31099994811780945
p5,838,0.8770712515458211,0.03757700240377965,0.13638657028099418,0.003260865558889954,0.3088332219619538
p6,839,0.8737758140004185,0.03782957280050107,0.13623941075353532,1.847969166323714e-05,0.30883322196195384
p7,823,0.8823748666735862,0.031903824342016426,0.11697846526043004,0.002954087681641923,0.3106157697737096
p8,836,0.8775379494401464,0.03492509561039652,0.1224411529300052,0.0014047473779973704,0.3205415988069661
p9,823,0.8824914386805784,0.031809319205580944,0.11707927264994451,0.00260107195030668,0.31061576977370964
p10,827,0.8849632053937526,0.031836209807390436,0.11703779692192676,0.001519197736430961,0.3106157697737096
p11,881,0.7925859041027007,0.05564850321759877,0.13368835801550424,0.00015145543964228817,0.3113649698228858
p12,827,0.8836121033632651,0.032028989895027296,0.11693996537083184,0.0017948007511384189,0.3106157697737097
p13,837,0.878099320869181,0.034834121749954705,0.12250086448144694,0.0015367351574095433,0.3205415988069661
p14,823,0.8820463749241888,0.031996529228411286,0.11682951343799307,0.0014021751246367008,0.3106157697737095
p15,825,0.8833483691133831,0.032020161104466816,0.11713628510291854,0.0017425153178099893,0.3106157697737095
p16,823,0.8828395288175392,0.031809226064507784,0.11712152354688037,0.0029477777995381184,0.3106157697737096
p17,825,0.882665026874581,0.03180759084428573,0.11720609387572388,0.003738922609433519,0.3106157697737095
p18,823,0.8824711258336748,0.031890475203107144,0.11696090952713782,0.002630981708736939,0.3106157697737097
p19,827,0.8849778094512624,0.03179657780105438,0.11705253397626256,0.0034493750018527876,0.3106157697737096
p20,824,0.8499710295369141,0.042481185676011474,0.12524789965748132,0.0003547550626787387,0.3134237695548915
p21,833,0.851958116896014,0.04522539924288744,0.14305168274694602,0.0015848818407756494,0.3116412217431358
p22,837,0.8780703276334493,0.03483588702053615,0.12249979016332126,0.0015074485572587868,0.3205415988069661
p23,836,0.8774558797921567,0.03504023653815423,0.12233872129402194,0.000877756577316612,0.3205415988069661
p24,827,0.8847762937514094,0.031820092718500344,0.11702604859278277,0.002888502252991611,0.3106157697737096
p25,841,0.8769037808604059,0.04423104613423646,0.1644847246739447,0.0004994951001407007,0.32995072810968323
p26,836,0.8775758009022144,0.03508119397010258,0.12227445394611386,0.0006691377067367042,0.32054159880696603
p27,824,0.8830591913046836,0.03186981259493236,0.11719067407357386,0.0034934944354423295,0.31061576977370947
p28,836,0.8775489495295109,0.03493159389089963,0.12243839749667396,0.0012906310981441033,0.32054159880696603
p29,825,0.8816719376364565,0.03201758287467675,0.11700342846873951,0.0011547563096285258,0.3106157697737094
p30,823,0.8825068878699663,0.032011906161262885,0.117029211855682,0.0030301384125327687,0.3106157697737096
p31,825,0.8835668198250466,0.03181639812038421,0.11722260729910325,0.0036703413276470524,0.3106157697737096
p32,820,0.8484663338180412,0.042602184041262904,0.12522378164333414,0.00019751801007817307,0.3134237695548916
p33,841,0.8770480132666547,0.04422041670803884,0.1644982463986335,0.0006551607876695647,0.3299507281096834
p34,839,0.8724222987063723,0.03777773201973627,0.13631058911833435,0.00017952013518077932,0.3088332219619538
p35,840,0.8773004260003873,0.044069294261884995,0.16454295422620302,0.0007147578860793915,0.3299507281096833
p36,839,0.8738441919063605,0.0378102653429498,0.1362693200841508,9.639261615657529e-05,0.30883322196195384
p37,835,0.8758891848772796,0.037540039337656365,0.1363996464077714,0.003276906513291049,0.30883322196195384
p38,841,0.877006763189449,0.044203056520881336,0.16451696821745382,0.0008781860490543571,0.3299507281096833
p39,839,0.873810048196202,0.03781227365394298,0.13625992673249826,4.840783573381885e-05,0.3088332219619538
p40,841,0.8774928222781584,0.04391976133735274,0.1646786154645273,0.0013908545518982213,0.3299507281096833
p41,839,0.8737394503986055,0.0377916962469173,0.13628545535783082,4.1120444003679485e-05,0.30883322196195384
p42,841,0.8767825683074865,0.044249414795036864,0.16447504222349188,0.0004661226491681444,0.32995072810968334
p43,839,0.8737119628676315,0.037777574121839144,0.1362947033047342,4.4831904270339e-05,0.3088332219619538
