prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,flux_balance_mm,initial_storage_mm,final_storage_mm
p9,4,2.1316282072803006e-14,2.1316282072803006e-14,-6.345827115168447,-6.345827115168468,401.53973506084515,395.1939079456767
p9,5,4.263256414560601e-14,4.263256414560601e-14,-7.670637455588519,-7.670637455588562,395.1939079456767,387.5232704900882
p9,6,-1.2967404927621828e-13,1.2967404927621828e-13,-1.4283054878075063,-1.4283054878073767,387.5232704900882,386.0949650022807
p9,7,-3.836930773104541e-13,3.836930773104541e-13,-4.902467483967712,-4.902467483967328,386.0949650022807,381.19249751831296
p10,1,1.0159890926325659,1.0159890926325659,-116.21072859664434,-117.22671768927691,554.764762086523,438.55403348987863
p10,2,2.2737367544323206e-13,2.2737367544323206e-13,-27.098502450907915,-27.098502450908143,438.55403348987863,411.4555310389707
p10,3,1.4210854715202004e-14,1.4210854715202004e-14,-9.91579334329208,-9.915793343292094,411.4555310389707,401.53973769567864
p10,4,-1.2079226507921703e-13,1.2079226507921703e-13,-6.345828135977968,-6.345828135977847,401.53973769567864,395.19390955970067
p10,5,4.973799150320701e-14,4.973799150320701e-14,-7.670637922674985,-7.670637922675034,395.19390955970067,387.5232716370257
p10,6,9.059419880941277e-14,9.059419880941277e-14,-1.4283056579778304,-1.428305657977921,387.5232716370257,386.09496597904786
p10,7,4.263256414560601e-14,4.263256414560601e-14,-4.902467655127111,-4.902467655127154,386.09496597904786,381.19249832392074
p11,1,0.9035024884805267,0.9035024884805267,-79.88346482210613,-80.78696731058666,554.8772486906744,474.99378386856824
p11,2,-1.2789769243681803e-13,1.2789769243681803e-13,-1.5371412188757176,-1.5371412188755897,474.99378386856824,473.4566426496925
p11,3,1.4921397450962104e-13,1.4921397450962104e-13,-0.6033288338849161,-0.6033288338850653,473.4566426496925,472.8533138158076
p11,4,1.8474111129762605e-13,1.8474111129762605e-13,-0.2868666205438899,-0.28686662054407464,472.8533138158076,472.5664471952637
p11,5,1.3677947663381929e-13,1.3677947663381929e-13,-0.1292304327108127,-0.12923043271094947,472.5664471952637,472.4372167625529
p11,6,-5.861977570020827e-14,5.861977570020827e-14,-0.09251080035789983,-0.0925108003578412,472.4372167625529,472.344705962195
p11,7,2.842170943040401e-14,2.842170943040401e-14,-0.06487361953281834,-0.06487361953284676,472.344705962195,472.2798323426622
p12,1,1.0159890926326227,1.0159890926326227,-116.21073284893686,-117.22672194156948,554.764762086523,438.5540292375861
p12,2,4.263256414560601e-13,4.263256414560601e-13,-27.09849878903634,-27.098498789036768,438.5540292375861,411.4555304485498
p12,3,3.197442310920451e-13,3.197442310920451e-13,-9.915793064387344,-9.915793064387664,411.4555304485498,401.53973738416244
p12,4,2.913225216616411e-13,2.913225216616411e-13,-6.345828015482539,-6.34582801548283,401.53973738416244,395.1939093686799
p12,5,2.0605739337042905e-13,2.0605739337042905e-13,-7.670637867535675,-7.670637867535881,395.1939093686799,387.5232715011442
p12,6,4.085620730620576e-14,4.085620730620576e-14,-1.4283056378918673,-1.4283056378919081,387.5232715011442,386.09496586325236
p12,7,0.0,0.0,-4.902467634921095,-4.902467634921095,386.09496586325236,381.19249822833126
p13,1,1.0159890926349533,1.0159890926349533,-145.06185094931476,-146.0778400419497,570.2082575490879,425.1464065997731
p13,2,-1.4210854715202004e-14,1.4210854715202004e-14,-28.711793861640842,-28.711793861640828,425.1464065997731,396.4346127381323
p13,3,1.0658141036401503e-13,1.0658141036401503e-13,-10.530796348264232,-10.530796348264339,396.4346127381323,385.90381638986804
p13,4,4.973799150320701e-14,4.973799150320701e-14,-6.428962326442104,-6.428962326442154,385.90381638986804,379.47485406342594
p13,5,-2.2737367544323206e-13,2.2737367544323206e-13,-7.743900147035902,-7.743900147035674,379.47485406342594,371.73095391639004
p13,6,2.184918912462308e-13,2.184918912462308e-13,-1.4384039769141168,-1.4384039769143353,371.73095391639004,370.2925499394759
p13,7,-5.684341886080802e-14,5.684341886080802e-14,-5.00234692785898,-5.002346927858923,370.2925499394759,365.29020301161694
p14,1,1.0159890926325374,1.0159890926325374,-116.21073553330115,-117.22672462593368,554.7647620865231,438.55402655322195
p14,2,-7.815970093361102e-14,7.815970093361102e-14,-27.098496472377235,-27.098496472377157,438.55402655322195,411.4555300808447
p14,3,1.2079226507921703e-13,1.2079226507921703e-13,-9.915792887927637,-9.915792887927758,411.4555300808447,401.5397371929171
p14,4,-1.3500311979441904e-13,1.3500311979441904e-13,-6.345827939265121,-6.345827939264986,401.5397371929171,395.19390925365195
p14,5,1.4210854715202004e-13,1.4210854715202004e-13,-7.6706378326665,-7.6706378326666425,395.19390925365195,387.52327142098545
p14,6,-5.861977570020827e-14,5.861977570020827e-14,-1.4283056251916832,-1.4283056251916246,387.52327142098545,386.09496579579377
p14,7,7.815970093361102e-14,7.815970093361102e-14,-4.902467622144684,-4.902467622144762,386.09496579579377,381.1924981736491
p15,1,1.0159890926324806,1.0159890926324806,-116.21073156973222,-117.2267206623647,554.764762086523,438.55403051679076
p15,2,-2.842170943040401e-14,2.842170943040401e-14,-27.09849988732941,-27.098499887329382,438.55403051679076,411.45553062946135
p15,3,9.237055564881302e-14,9.237055564881302e-14,-9.915793148031526,-9.915793148031618,411.45553062946135,401.5397374814298
p15,4,8.171241461241152e-13,8.171241461241152e-13,-6.345828051625915,-6.345828051626732,401.5397374814298,395.1939094298039
p15,5,5.684341886080802e-14,5.684341886080802e-14,-7.670637884077848,-7.670637884077905,395.1939094298039,387.52327154572606
p15,6,-2.3092638912203256e-14,2.3092638912203256e-14,-1.4283056439193729,-1.4283056439193498,387.52327154572606,386.0949659018067
p15,7,-9.237055564881302e-14,9.237055564881302e-14,-4.9024676409839,-4.902467640983808,386.0949659018067,381.1924982608228
p16,1,1.0159890926325374,1.0159890926325374,-116.21072717949858,-117.22671627213111,554.764762086523,438.5540349070244
p16,2,4.902744876744691e-13,4.902744876744691e-13,-27.09850366880505,-27.09850366880554,438.5540349070244,411.45553123821935
p16,3,1.4921397450962104e-13,1.4921397450962104e-13,-9.915793436048489,-9.915793436048638,411.45553123821935,401.53973780217086
p16,4,1.4921397450962104e-13,1.4921397450962104e-13,-6.3458281760563295,-6.345828176056479,401.53973780217086,395.19390962611453
p16,5,7.815970093361102e-14,7.815970093361102e-14,-7.670637941013865,-7.670637941013943,395.19390962611453,387.52327168510067
p16,6,7.229772336359019e-13,7.229772336359019e-13,-1.42830566466057,-1.428305664661293,387.52327168510067,386.0949660204401
p16,7,-8.526512829121202e-14,8.526512829121202e-14,-4.902467661847311,-4.902467661847226,386.0949660204401,381.1924983585928
p17,1,1.0159890926324522,1.0159890926324522,-116.21073708891186,-117.22672618154431,554.7647620865231,438.55402499761124
p17,2,-3.019806626980426e-13,3.019806626980426e-13,-27.098495134575785,-27.098495134575483,438.55402499761124,411.45552986303545
p17,3,2.5579538487363607e-13,2.5579538487363607e-13,-9.915792786058603,-9.915792786058859,411.45552986303545,401.53973707697685
p17,4,1.2079226507921703e-13,1.2079226507921703e-13,-6.345827895237903,-6.345827895238024,401.53973707697685,395.19390918173895
p17,5,7.105427357601002e-14,7.105427357601002e-14,-7.6706378125171,-7.670637812517171,395.19390918173895,387.52327136922185
p17,6,5.329070518200751e-15,5.329070518200751e-15,-1.4283056178468883,-1.4283056178468936,387.52327136922185,386.09496575137496
p17,7,-3.126388037344441e-13,3.126388037344441e-13,-4.902467614759928,-4.902467614759615,386.09496575137496,381.19249813661503
p18,1,1.0159890926324522,1.0159890926324522,-116.21073136552911,-117.22672045816157,554.764762086523,438.55403072099386
p18,2,-6.394884621840902e-14,6.394884621840902e-14,-27.09850006348006,-27.098500063479996,438.55403072099386,411.4555306575138
p18,3,-7.105427357601002e-15,7.105427357601002e-15,-9.915793161456577,-9.91579316145657,411.4555306575138,401.5397374960572
p18,4,4.973799150320701e-14,4.973799150320701e-14,-6.345828057420647,-6.345828057420697,401.5397374960572,395.1939094386366
p18,5,1.6342482922482304e-13,1.6342482922482304e-13,-7.6706378867275475,-7.670637886727711,395.1939094386366,387.52327155190903
p18,6,3.375077994860476e-14,3.375077994860476e-14,-1.428305644883494,-1.4283056448835278,387.52327155190903,386.09496590702554
p18,7,1.2789769243681803e-13,1.2789769243681803e-13,-4.902467641954672,-4.9024676419548,386.09496590702554,381.19249826507087
p19,1,1.01598909263285,1.01598909263285,-116.21072842945671,-117.22671752208956,554.764762086523,438.55403365706627
p19,2,-2.842170943040401e-14,2.842170943040401e-14,-27.09850259537302,-27.09850259537299,438.55403365706627,411.45553106169325
p19,3,7.105427357601002e-15,7.105427357601002e-15,-9.915793354295772,-9.91579335429578,411.45553106169325,401.5397377073975
p19,4,7.815970093361102e-14,7.815970093361102e-14,-6.345828140729907,-6.345828140729985,401.5397377073975,395.19390956666757
p19,5,-1.1368683772161603e-13,1.1368683772161603e-13,-7.670637924846915,-7.670637924846801,395.19390956666757,387.52327164182066
p19,6,-8.704148513061227e-14,8.704148513061227e-14,-1.4283056587701708,-1.4283056587700838,387.52327164182066,386.0949659830505
p19,7,-2.4158453015843406e-13,2.4158453015843406e-13,-4.902467655922408,-4.902467655922166,386.0949659830505,381.1924983271281
p20,1,0.9295536754829072,0.9295536754829072,-268.55119835288866,-269.48075202837157,554.8511975036711,286.2999991507824
p20,2,1.4210854715202004e-14,1.4210854715202004e-14,-12.465505705169392,-12.465505705169406,286.2999991507824,273.834493445613
p20,3,1.4210854715202004e-13,1.4210854715202004e-13,-3.6765243291396246,-3.6765243291397667,273.834493445613,270.1579691164734
p20,4,-9.237055564881302e-14,9.237055564881302e-14,-1.2748170228824165,-1.2748170228823241,270.1579691164734,268.883152093591
p20,5,1.3855583347321954e-13,1.3855583347321954e-13,-0.6331029248700588,-0.6331029248701974,268.883152093591,268.2500491687209
p20,6,1.616484723854228e-13,1.616484723854228e-13,-0.3809617538161092,-0.38096175381627084,268.2500491687209,267.8690874149048
p20,7,-9.947598300641403e-14,9.947598300641403e-14,-0.25202059833543444,-0.25202059833533497,267.8690874149048,267.6170668165694
p21,1,0.9605372203573097,0.9605372203573097,-316.73923935240765,-317.69977657276496,605.8477212794259,289.1084819270182
p21,2,-8.526512829121202e-14,8.526512829121202e-14,-14.135580354888475,-14.13558035488839,289.1084819270182,274.97290157212973
p21,3,-1.1368683772161603e-13,1.1368683772161603e-13,-4.587233611929435,-4.587233611929321,274.97290157212973,270.3856679602003
p21,4,6.394884621840902e-14,6.394884621840902e-14,-1.6588135282046892,-1.6588135282047531,270.3856679602003,268.7268544319956
p21,5,9.059419880941277e-14,9.059419880941277e-14,-0.8093029229942772,-0.8093029229943678,268.7268544319956,267.9175515090013
p21,6,3.4638958368304884e-14,3.4638958368304884e-14,-0.48171011960681653,-0.4817101196068512,267.9175515090013,267.4358413893945
p21,7,-1.4210854715202004e-14,1.4210854715202004e-14,-0.31636297332312324,-0.31636297332310903,267.4358413893945,267.1194784160714
p22,1,1.0159890926344701,1.0159890926344701,-145.0618487719389,-146.07783786457338,570.2082575490879,425.14640877714896
p22,2,-2.4158453015843406e-13,2.4158453015843406e-13,-28.711795720799103,-28.71179572079886,425.14640877714896,396.43461305634986
p22,3,-1.4210854715202004e-13,1.4210854715202004e-13,-10.53079652682976,-10.530796526829619,396.43461305634986,385.9038165295201
p22,4,-4.973799150320701e-14,4.973799150320701e-14,-6.428962392218182,-6.428962392218132,385.9038165295201,379.4748541373019
p22,5,-7.105427357601002e-15,7.105427357601002e-15,-7.743900171152063,-7.743900171152056,379.4748541373019,371.73095396614985
p22,6,-1.438849039914203e-13,1.438849039914203e-13,-1.4384039851425996,-1.4384039851424557,371.73095396614985,370.29254998100726
p22,7,-7.815970093361102e-14,7.815970093361102e-14,-5.002346935776188,-5.00234693577611,370.29254998100726,365.29020304523107
p23,1,1.0159890926348112,1.0159890926348112,-145.06185139404977,-146.07784048668458,570.2082575490879,425.1464061550381
p23,2,-7.105427357601002e-14,7.105427357601002e-14,-28.71179347948089,-28.711793479480818,425.1464061550381,396.4346126755572
p23,3,6.394884621840902e-14,6.394884621840902e-14,-10.530796311555719,-10.530796311555783,396.4346126755572,385.9038163640015
p23,4,2.1316282072803006e-14,2.1316282072803006e-14,-6.428962312923204,-6.428962312923225,385.9038163640015,379.4748540510783
p23,5,6.394884621840902e-14,6.394884621840902e-14,-7.743900142077507,-7.743900142077571,379.4748540510783,371.7309539090008
p23,6,-7.283063041541027e-14,7.283063041541027e-14,-1.4384039752244462,-1.4384039752243734,371.7309539090008,370.29254993377634
p23,7,2.842170943040401e-14,2.842170943040401e-14,-5.002346926231212,-5.00234692623124,370.29254993377634,365.29020300754513
p24,1,1.0159890926322817,1.0159890926322817,-116.21072838857265,-117.22671748120493,554.764762086523,438.55403369795033
p24,2,-1.2789769243681803e-13,1.2789769243681803e-13,-27.098502630645726,-27.098502630645598,438.55403369795033,411.4555310673046
p24,3,7.105427357601002e-15,7.105427357601002e-15,-9.915793356981112,-9.91579335698112,411.4555310673046,401.5397377103235
p24,4,-4.973799150320701e-14,4.973799150320701e-14,-6.345828141889797,-6.345828141889747,401.5397377103235,395.1939095684337
p24,5,7.105427357601002e-14,7.105427357601002e-14,-7.670637925376127,-7.670637925376198,395.1939095684337,387.52327164305757
p24,6,1.3322676295501878e-13,1.3322676295501878e-13,-1.4283056589632679,-1.4283056589634011,387.52327164305757,386.0949659840943
p24,7,-1.7053025658242404e-13,1.7053025658242404e-13,-4.902467656116244,-4.902467656116073,386.0949659840943,381.19249832797806
p25,1,0.9453841922473885,0.9453841922473885,-154.88199037782113,-155.8273745700685,615.0414820768091,460.15949169898795
p25,2,-1.3500311979441904e-13,1.3500311979441904e-13,-26.102075406547783,-26.102075406547648,460.15949169898795,434.05741629244017
p25,3,1.2079226507921703e-13,1.2079226507921703e-13,-9.944398658410933,-9.944398658411053,434.05741629244017,424.11301763402923
p25,4,3.552713678800501e-14,3.552713678800501e-14,-6.073907682018216,-6.073907682018252,424.11301763402923,418.039109952011
p25,5,3.552713678800501e-14,3.552713678800501e-14,-7.4575750558793175,-7.457575055879353,418.039109952011,410.5815348961317
p25,6,1.1901590823981678e-13,1.1901590823981678e-13,-1.437408717282949,-1.437408717283068,410.5815348961317,409.14412617884875
p25,7,-5.684341886080802e-14,5.684341886080802e-14,-4.905517998871801,-4.905517998871744,409.14412617884875,404.23860817997695
p26,1,1.0159890926338448,1.0159890926338448,-145.06184026369237,-146.07782935632622,570.2082575490879,425.1464172853955
p26,2,-8.526512829121202e-14,8.526512829121202e-14,-28.711802984252245,-28.71180298425216,425.1464172853955,396.43461430114326
p26,3,-1.4921397450962104e-13,1.4921397450962104e-13,-10.530797224458638,-10.530797224458489,396.43461430114326,385.9038170766846
p26,4,3.552713678800501e-14,3.552713678800501e-14,-6.4289626491945455,-6.428962649194581,385.9038170766846,379.4748544274901
p26,5,-5.684341886080802e-14,5.684341886080802e-14,-7.743900265380262,-7.743900265380205,379.4748544274901,371.7309541621098
p26,6,-3.9968028886505635e-13,3.9968028886505635e-13,-1.438404017286814,-1.4384040172864143,371.7309541621098,370.292550144823
p26,7,-4.121147867408581e-13,4.121147867408581e-13,-5.002346966711116,-5.002346966710704,370.292550144823,365.2902031781119
p27,1,1.0159890926323953,1.0159890926323953,-116.21073121274827,-117.22672030538067,554.7647620865231,438.5540308737748
p27,2,-5.684341886080802e-14,5.684341886080802e-14,-27.098500195377653,-27.098500195377596,438.5540308737748,411.45553067839717
p27,3,3.552713678800501e-14,3.552713678800501e-14,-9.915793171503651,-9.915793171503687,411.45553067839717,401.5397375068935
p27,4,2.1316282072803006e-14,2.1316282072803006e-14,-6.34582806175996,-6.345828061759981,401.5397375068935,395.19390944513356
p27,5,-8.526512829121202e-14,8.526512829121202e-14,-7.670637888713827,-7.670637888713742,395.19390944513356,387.52327155641973
p27,6,1.1191048088221578e-13,1.1191048088221578e-13,-1.4283056456063719,-1.4283056456064838,387.52327155641973,386.09496591081336
p27,7,1.9184653865522705e-13,1.9184653865522705e-13,-4.902467642681643,-4.9024676426818345,386.09496591081336,381.1924982681317
p28,1,1.015989092634868,1.015989092634868,-145.06183432732968,-146.07782341996455,570.2082575490879,425.1464232217582
p28,2,9.947598300641403e-14,9.947598300641403e-14,-28.71180805558015,-28.71180805558025,425.1464232217582,396.43461516617805
p28,3,1.7763568394002505e-13,1.7763568394002505e-13,-10.53079771155177,-10.530797711551948,396.43461516617805,385.9038174546263
p28,4,1.2079226507921703e-13,1.2079226507921703e-13,-6.4289628286225025,-6.428962828622623,385.9038174546263,379.4748546260038
p28,5,-9.237055564881302e-14,9.237055564881302e-14,-7.743900331172085,-7.743900331171993,379.4748546260038,371.7309542948317
p28,6,1.474376176702208e-13,1.474376176702208e-13,-1.4384040397312674,-1.4384040397314148,371.7309542948317,370.2925502551004
p28,7,-2.842170943040401e-14,2.842170943040401e-14,-5.002346988310137,-5.002346988310109,370.2925502551004,365.2902032667903
p29,1,1.0159890926325374,1.0159890926325374,-116.21073326129692,-117.22672235392946,554.764762086523,438.55402882522606
p29,2,8.526512829121202e-14,8.526512829121202e-14,-27.09849843423234,-27.098498434232425,438.55402882522606,411.4555303909937
p29,3,-1.4921397450962104e-13,1.4921397450962104e-13,-9.915793037379501,-9.915793037379352,411.4555303909937,401.5397373536142
p29,4,3.552713678800501e-14,3.552713678800501e-14,-6.345828003809402,-6.345828003809437,401.5397373536142,395.1939093498048
p29,5,2.2026824808563106e-13,2.2026824808563106e-13,-7.670637862198134,-7.670637862198355,395.1939093498048,387.5232714876067
p29,6,5.329070518200751e-15,5.329070518200751e-15,-1.428305635944696,-1.4283056359447013,387.5232714876067,386.094965851662
p29,7,7.105427357601002e-14,7.105427357601002e-14,-4.902467632966022,-4.9024676329660934,386.094965851662,381.19249821869596
p30,1,1.0159890926324522,1.0159890926324522,-116.21072724713463,-117.22671633976708,554.764762086523,438.55403483938835
p30,2,-9.237055564881302e-14,9.237055564881302e-14,-27.098503610411285,-27.098503610411193,438.55403483938835,411.45553122897707
p30,3,-9.237055564881302e-14,9.237055564881302e-14,-9.915793431591794,-9.915793431591702,411.45553122897707,401.53973779738527
p30,4,-4.973799150320701e-14,4.973799150320701e-14,-6.3458281741370115,-6.345828174136962,401.53973779738527,395.19390962324826
p30,5,1.5631940186722204e-13,1.5631940186722204e-13,-7.670637940134952,-7.670637940135109,395.19390962324826,387.5232716831133
p30,6,3.375077994860476e-14,3.375077994860476e-14,-1.428305664342929,-1.4283056643429628,387.5232716831133,386.0949660187704
p30,7,-2.2026824808563106e-13,2.2026824808563106e-13,-4.902467661525293,-4.902467661525073,386.0949660187704,381.1924983572451
p31,1,1.0159890926326511,1.0159890926326511,-116.2107277920868,-117.22671688471945,554.764762086523,438.5540342944362
p31,2,5.115907697472721e-13,5.115907697472721e-13,-27.098503147044596,-27.098503147045108,438.5540342944362,411.4555311473916
p31,3,1.0658141036401503e-13,1.0658141036401503e-13,-9.915793396310903,-9.91579339631101,411.4555311473916,401.5397377510807
p31,4,-2.2026824808563106e-13,2.2026824808563106e-13,-6.345828158880522,-6.345828158880302,401.5397377510807,395.19390959220016
p31,5,-3.836930773104541e-13,3.836930773104541e-13,-7.670637933150147,-7.670637933149763,395.19390959220016,387.52327165905
p31,6,9.769962616701378e-14,9.769962616701378e-14,-1.4283056617957754,-1.4283056617958731,387.52327165905,386.09496599725423
p31,7,-2.1316282072803006e-14,2.1316282072803006e-14,-4.902467658964952,-4.90246765896493,386.09496599725423,381.1924983382893
p32,1,0.9295536754831346,0.9295536754831346,-268.5180545483671,-269.44760822385024,554.8511975036711,286.33314295530397
p32,2,-2.842170943040401e-14,2.842170943040401e-14,-12.517648244368615,-12.517648244368587,286.33314295530397,273.81549471093535
p32,3,-1.1368683772161603e-13,1.1368683772161603e-13,-3.6669532712551813,-3.6669532712550676,273.81549471093535,270.1485414396802
p32,4,4.263256414560601e-14,4.263256414560601e-14,-1.2702950518635134,-1.270295051863556,270.1485414396802,268.87824638781666
p32,5,-3.552713678800501e-14,3.552713678800501e-14,-0.6312921248368184,-0.6312921248367829,268.87824638781666,268.24695426297984
p32,6,-5.329070518200751e-15,5.329070518200751e-15,-0.3800610065935075,-0.38006100659350217,268.24695426297984,267.86689325638633
p32,7,2.842170943040401e-14,2.842170943040401e-14,-0.25146225535650046,-0.2514622553565289,267.86689325638633,267.61543100102983
p33,1,0.9454190947909638,0.9454190947909638,-154.8819553008641,-155.82737439565506,615.0414471742652,460.15949187340107
