prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,wat_flux_balance_mm,initial_storage_mm,final_storage_mm,rm_mm,irr_mm,interception_mm,q_mm,ep_mm,es_mm,er_mm,dp_mm,latqcc_mm,tile_mm,ledger
p1,1,-0.9616983498053742,0.9616983498053742,-314.87088578008667,-315.83258412989204,605.8465601499813,290.97567436989465,1011.2,0.0,93.75848944941498,917.441510550585,261.4342065739703,0.07749514591875659,0.0,39.58006181663857,14.740820593364415,0.0,independent_wat_flux_minus_additive_storage_delta
p1,2,-5.086047139002403e-10,5.086047139002403e-10,-14.501792490864148,-14.501792491372752,290.97567436989465,276.4738818790305,970.4444774860931,0.0,87.40963838211141,883.0348391039818,14.501792491372639,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,3,7.283063041541027e-14,7.283063041541027e-14,-5.379758429769538,-5.379758429769465,276.4738818790305,271.09412344926096,886.6377659398838,0.0,77.43923411289717,809.1985318269867,5.379758429769465,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,4,-1.5402759068194882e-09,1.5402759068194882e-09,-2.055650518568939,-2.055650520109215,271.09412344926096,269.038472930692,1133.2810899073563,0.0,102.08406391576321,1031.1970259915934,2.0556505201089874,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,5,1.6253665080512292e-13,1.6253665080512292e-13,-0.9466962543280033,-0.9466962543278408,269.038472930692,268.091776676364,810.4366666666667,0.0,95.48794334925576,714.9487233174109,0.9466962543279545,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,6,-5.906386491005833e-14,5.906386491005833e-14,-0.5420895275443058,-0.5420895275443649,268.091776676364,267.5496871488197,750.7,0.0,91.2840639157632,659.4159360842368,0.5420895275443649,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,7,2.9976021664879227e-14,2.9976021664879227e-14,-0.3512787468581564,-0.35127874685812643,267.5496871488197,267.19840840196156,718.656296303368,0.0,95.89800008163374,622.7582962217341,0.3512787468582401,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,1,-1.0505061950727281,1.0505061950727281,-232.76788310617493,-233.81838930124766,372.31597995994923,139.5480968537743,1011.2,0.0,93.75848944941498,917.441510550585,181.86758833654537,0.04642243600999939,0.0,29.806876623208495,22.09750190548379,0.0,independent_wat_flux_minus_additive_storage_delta
p2,2,-2.5757174171303632e-14,2.5757174171303632e-14,-3.715815112299481,-3.7158151122995067,139.5480968537743,135.83228174147482,970.571889862038,0.0,87.40963838211141,883.1622514799267,3.715815112299393,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,3,-1.794120407794253e-13,1.794120407794253e-13,-1.2029494764039157,-1.202949476404095,135.83228174147482,134.6293322650709,887.7584684293508,0.0,77.65144687972305,810.1070215496279,1.2029494764039814,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,4,-3.352873534367973e-14,3.352873534367973e-14,-0.5803593352695486,-0.5803593352695822,134.6293322650709,134.04897292980135,1132.0329750419444,0.0,102.08406391576321,1029.9489111261812,0.5803593352695822,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,5,4.729550084903167e-14,4.729550084903167e-14,-0.3434792114724132,-0.34347921147236593,134.04897292980135,133.70549371832894,810.4366666666667,0.0,95.57127668258909,714.8653899840776,0.34347921147236593,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,6,-7.882583474838611e-14,7.882583474838611e-14,-0.2275583359910911,-0.22755833599116992,133.70549371832894,133.47793538233785,750.7,0.0,91.2840639157632,659.4159360842368,0.22755833599116992,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,7,-1.1943224187405121e-13,1.1943224187405121e-13,-0.1623348619891658,-0.16233486198928523,133.47793538233785,133.31560052034868,732.0419084384423,0.0,95.99800008163375,636.0439083568086,0.16233486198917155,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,1,-0.9295536754834757,0.9295536754834757,-268.9059500416204,-269.83550371710385,554.851197503671,285.9452474620506,1011.2,0.0,93.75848944941498,917.441510550585,259.86485122074794,0.15906665765691083,0.0,9.81158583869899,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,2,-9.237055564881302e-14,9.237055564881302e-14,-12.208730320242353,-12.208730320242445,285.9452474620506,273.73651714180824,969.2162088031613,0.0,87.40963838211141,881.80657042105,12.208730320242331,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,3,-1.2922996006636822e-13,1.2922996006636822e-13,-3.6000467270542345,-3.6000467270543637,273.73651714180824,270.136470414754,887.7191865995632,0.0,76.81423411289717,810.904952486666,3.60004672705425,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
