prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p1,387.9,841.0670180145952,453.1670180145952,243.1128546264224,295.3622794767335,0.8055393744915028,827,1258,777,1258,481,750,808,1800.0,958.9329819854048,False,1260,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p2,280.0,1427.3939006063285,1147.3939006063285,297.0536977346172,412.073363233202,0.5065729762011417,825,1270,741,1270,529,703,786,1800.0,372.60609939367146,False,1247,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p3,384.5,842.7386689790654,458.23866897906544,239.2078747583912,283.71795413939964,0.8654444714256471,815,1252,782,1252,470,795,846,1800.0,957.2613310209346,False,1264,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p4,240.0,1179.5998883302707,939.5998883302707,387.47877103169117,476.72515895181704,0.4357068574368132,928,1286,728,1286,558,836,964,1800.0,620.4001116697293,False,1211,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p5,420.0,839.4177933896613,419.41779338966126,289.86365136428486,340.7210225537922,0.71094138624245,910,1264,761,1264,503,817,909,1800.0,960.5822066103387,False,1229,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p6,420.0,836.43290324403,416.43290324402994,289.086258257458,339.72838604598974,0.7131977196566043,910,1263,764,1263,499,816,907,1800.0,963.56709675597,False,1228,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p7,420.0,847.9143272735073,427.9143272735073,284.51550012656776,331.0457256215821,0.7221177626500112,888,1247,750,1247,497,870,954,1800.0,952.0856727264927,False,1230,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p8,440.0,883.5860352598404,443.5860352598404,323.8387896673798,376.73757380577104,0.7032430987154711,911,1269,759,1269,510,877,977,1800.0,916.4139647401596,False,1228,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p9,460.0,846.410878840401,386.410878840401,274.86026623954115,320.26319668880524,0.7326959621598444,894,1247,755,1247,492,863,947,1800.0,953.589121159599,False,1230,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p10,421.1,845.5659968905511,424.4659968905511,303.8835585418173,351.1427378738503,0.713069918107271,902,1259,755,1259,504,908,1004,1800.0,954.4340031094489,False,1228,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
p11,503.2,654.0796339074789,150.87963390747888,268.0112252992925,311.3555246525142,0.5818514652308983,819,1235,773,1235,462,893,935,1800.0,1145.9203660925211,False,1270,legacy FDMC01 winter-depth pairs joined to Dd forced-snow WAT frdp by sim_day_index; duration uses full WAT frozwt days
