prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,flux_balance_mm,initial_storage_mm,final_storage_mm
p7,7,-1.1402434552110208e-11,1.1402434552110208e-11,-6.756116010562096,-6.756116010573498,494.5471899353085,487.7910739247464
p8,1,-1.0159890926425277,1.0159890926425277,53.72137323326274,52.70538414062021,570.2082575490879,623.9296307823506
p8,2,-1.3429257705865894e-11,1.3429257705865894e-11,88.15641574168308,88.15641574166965,623.9296307823506,712.0860465240337
p8,3,-1.4381384971784428e-11,1.4381384971784428e-11,-102.10729653001181,-102.10729653002619,712.0860465240337,609.9787499940219
p8,4,-1.3379519714362686e-11,1.3379519714362686e-11,37.672121969849286,37.672121969835906,609.9787499940219,647.6508719638712
p8,5,-1.34718902700115e-11,1.34718902700115e-11,-66.23083730626058,-66.23083730627405,647.6508719638712,581.4200346576106
p8,6,-1.4082957022765186e-11,1.4082957022765186e-11,-40.0276363546152,-40.02763635462928,581.4200346576106,541.3923983029954
p8,7,-1.254818471352337e-11,1.254818471352337e-11,-19.547490373176743,-19.54749037318929,541.3923983029954,521.8449079298186
p9,1,-1.0159890926411492,1.0159890926411492,-56.13437630928354,-57.15036540192469,554.7647620865231,498.63038577723955
p9,2,-1.2391865311656147e-11,1.2391865311656147e-11,77.61725128929186,77.61725128927947,498.63038577723955,576.2476370665314
p9,3,-1.0786038728838321e-11,1.0786038728838321e-11,-74.71886980267789,-74.71886980268867,576.2476370665314,501.5287672638535
p9,4,-9.379164112033322e-12,9.379164112033322e-12,23.327481674808723,23.327481674799344,501.5287672638535,524.8562489386622
p9,5,-9.492850949754938e-12,9.492850949754938e-12,-43.807947056275566,-43.80794705628506,524.8562489386622,481.0483018823867
p9,6,-7.069900220812997e-12,7.069900220812997e-12,-6.1397918924355395,-6.139791892442609,481.0483018823867,474.90850998995114
p9,7,-7.16227077646181e-12,7.16227077646181e-12,-7.91852870929614,-7.9185287093033025,474.90850998995114,466.989981280655
p10,1,-1.015989092640183,1.015989092640183,31.97589124866306,30.959902156022878,554.7647620865231,586.7406533351862
p10,2,-1.261923898709938e-11,1.261923898709938e-11,82.0973042545263,82.09730425451369,586.7406533351862,668.8379575897125
p10,3,-1.3642420526593924e-11,1.3642420526593924e-11,-104.94960525668205,-104.94960525669569,668.8379575897125,563.8883523330304
p10,4,-1.3585577107733116e-11,1.3585577107733116e-11,47.398397064874075,47.39839706486049,563.8883523330304,611.2867493979045
p10,5,-1.261923898709938e-11,1.261923898709938e-11,-96.64506762210635,-96.64506762211897,611.2867493979045,514.6416817757981
p10,6,-1.1254996934439987e-11,1.1254996934439987e-11,-39.71983774873894,-39.719837748750194,514.6416817757981,474.9218440270592
p10,7,-7.677414259887883e-12,7.677414259887883e-12,7.62581057702306,7.625810577015383,474.9218440270592,482.54765460408225
p11,1,-0.9035024884896004,0.9035024884896004,45.11477759155241,44.21127510306281,554.8772486906744,599.9920262822268
p11,2,-1.2747136679536197e-11,1.2747136679536197e-11,26.031081512189417,26.03108151217667,599.9920262822268,626.0231077944162
p11,3,-1.2875034371973015e-11,1.2875034371973015e-11,-64.978222647797,-64.97822264780987,626.0231077944162,561.0448851466192
p11,4,-1.453770437365165e-11,1.453770437365165e-11,61.15630015701288,61.15630015699834,561.0448851466192,622.2011853036321
p11,5,-1.2022383089060895e-11,1.2022383089060895e-11,-88.35637401209294,-88.35637401210496,622.2011853036321,533.8448112915391
p11,6,-7.318590178329032e-12,7.318590178329032e-12,-56.08291447644359,-56.08291447645091,533.8448112915391,477.76189681509555
p11,7,-2.163602630389505e-12,2.163602630389505e-12,17.03536068074476,17.035360680742595,477.76189681509555,494.7972574958403
p12,1,-1.015989092640794,1.015989092640794,17.623776518920636,16.60778742627984,554.7647620865231,572.3885386054437
p12,2,-1.3287149158713873e-11,1.3287149158713873e-11,71.90284006381466,71.90284006380138,572.3885386054437,644.2913786692584
p12,3,-1.3415046851150692e-11,1.3415046851150692e-11,-112.37028460086935,-112.37028460088277,644.2913786692584,531.921094068389
p12,4,-1.2661871551244985e-11,1.2661871551244985e-11,61.274918062824895,61.27491806281223,531.921094068389,593.1960121312139
p12,5,-1.3500311979441904e-11,1.3500311979441904e-11,-101.36591062385583,-101.36591062386933,593.1960121312139,491.8301015073581
p12,6,-1.0228262681266642e-11,1.0228262681266642e-11,-16.911943685648737,-16.911943685658965,491.8301015073581,474.91815782170937
p12,7,-7.833733661755105e-12,7.833733661755105e-12,1.8929712696406682,1.8929712696328345,474.91815782170937,476.81112909135004
p13,1,-1.0159890926419095,1.0159890926419095,52.30032589977668,51.28433680713477,570.2082575490879,622.5085834488646
p13,2,-1.3727685654885136e-11,1.3727685654885136e-11,87.99459490332617,87.99459490331245,622.5085834488646,710.5031783521907
p13,3,-1.3642420526593924e-11,1.3642420526593924e-11,-102.92218761840286,-102.9221876184165,710.5031783521907,607.5809907337879
p13,4,-1.3486101124726702e-11,1.3486101124726702e-11,38.17963317031388,38.17963317030039,607.5809907337879,645.7606239041017
p13,5,-1.318767317570746e-11,1.318767317570746e-11,-68.06173017249682,-68.06173017251001,645.7606239041017,577.6988937316049
p13,6,-1.4345857834996423e-11,1.4345857834996423e-11,-41.62226124348467,-41.62226124349902,577.6988937316049,536.0766324881203
p13,7,-1.3660184094987926e-11,1.3660184094987926e-11,-19.63626131089518,-19.63626131090884,536.0766324881203,516.4403711772251
p14,1,-1.015989092641206,1.015989092641206,-26.28995010919516,-27.305939201836367,554.7647620865231,528.4748119773279
p14,2,-1.2875034371973015e-11,1.2875034371973015e-11,59.88825586257701,59.88825586256414,528.4748119773279,588.3630678399049
p14,3,-1.233502189279534e-11,1.233502189279534e-11,-87.39750971496682,-87.39750971497915,588.3630678399049,500.9655581249381
p14,4,-9.57811607804615e-12,9.57811607804615e-12,53.238719797913575,53.238719797904,500.9655581249381,554.2042779228517
p14,5,-1.1269207789155189e-11,1.1269207789155189e-11,-73.26116528829698,-73.26116528830825,554.2042779228517,480.9431126345547
p14,6,-7.37365724035044e-12,7.37365724035044e-12,-6.033607730432607,-6.03360773043998,480.9431126345547,474.9095049041221
p14,7,-7.275957614183426e-12,7.275957614183426e-12,-7.976513978320156,-7.976513978327432,474.9095049041221,466.93299092580196
p15,1,-1.0159890926403108,1.0159890926403108,37.853100465366424,36.83711137272611,554.7647620865231,592.6178625518895
p15,2,-1.2249756764504127e-11,1.2249756764504127e-11,86.17201744728186,86.17201744726961,592.6178625518895,678.7898799991714
p15,3,-1.3670842236024328e-11,1.3670842236024328e-11,-103.87110300723077,-103.87110300724444,678.7898799991714,574.9187769919406
p15,4,-1.4139800441625994e-11,1.4139800441625994e-11,43.67422994536378,43.67422994534964,574.9187769919406,618.5930069373044
p15,5,-1.3073986337985843e-11,1.3073986337985843e-11,-89.3660562015391,-89.36605620155217,618.5930069373044,529.2269507357653
p15,6,-1.3173462320992257e-11,1.3173462320992257e-11,-49.658580536481736,-49.65858053649491,529.2269507357653,479.56837019928355
p15,7,-8.544276397515205e-12,8.544276397515205e-12,5.591845911002679,5.5918459109941345,479.56837019928355,485.1602161102862
p16,1,-1.0159890926405382,1.0159890926405382,30.791060964908866,29.775071872268327,554.7647620865231,585.555823051432
p16,2,-1.3301360013429075e-11,1.3301360013429075e-11,78.51368762349898,78.51368762348568,585.555823051432,664.0695106749309
p16,3,-1.4878764886816498e-11,1.4878764886816498e-11,-102.49946279877213,-102.49946279878701,664.0695106749309,561.5700478761588
p16,4,-1.3642420526593924e-11,1.3642420526593924e-11,48.21743908648568,48.21743908647204,561.5700478761588,609.7874869626445
p16,5,-1.3997691894473974e-11,1.3997691894473974e-11,-97.79883170244955,-97.79883170246354,609.7874869626445,511.98865526019495
p16,6,-1.1688428003253648e-11,1.1688428003253648e-11,-37.066524403424864,-37.06652440343655,511.98865526019495,474.9221308567701
p16,7,-7.544187496932864e-12,7.544187496932864e-12,7.08489103508191,7.0848910350743655,474.9221308567701,482.007021891852
p17,1,-1.0159890926404955,1.0159890926404955,-3.175415325334029,-4.191404417974525,554.7647620865231,551.5893467611891
p17,2,-1.4139800441625994e-11,1.4139800441625994e-11,63.454421949700986,63.45442194968685,551.5893467611891,615.04376871089
p17,3,-1.4011902749189176e-11,1.4011902749189176e-11,-107.19783517205815,-107.19783517207216,615.04376871089,507.8459335388319
p17,4,-1.0231815394945443e-11,1.0231815394945443e-11,66.09970076840875,66.09970076839852,507.8459335388319,573.9456343072407
p17,5,-1.3443468560581096e-11,1.3443468560581096e-11,-93.02404031001288,-93.02404031002632,573.9456343072407,480.9215939972278
p17,6,-8.249401162174763e-12,8.249401162174763e-12,-6.009172630669866,-6.0091726306781155,480.9215939972278,474.9124213665579
p17,7,-8.01847477305273e-12,8.01847477305273e-12,-3.7108597142637905,-3.710859714271809,474.9124213665579,471.2015616522941
p18,1,-1.0159890926402966,1.0159890926402966,20.01682749881502,19.000838406174722,554.7647620865232,574.7815895853382
p18,2,-1.2704504115390591e-11,1.2704504115390591e-11,69.0026914034728,69.00269140346009,574.7815895853382,643.784280988811
p18,3,-1.2647660696529783e-11,1.2647660696529783e-11,-100.8799915735608,-100.87999157357345,643.784280988811,542.9042894152502
p18,4,-1.2818190953112207e-11,1.2818190953112207e-11,53.20657681467935,53.20657681466653,542.9042894152502,596.1108662299296
p18,5,-1.283240180782741e-11,1.283240180782741e-11,-102.43356318406165,-102.43356318407449,596.1108662299296,493.6773030458679
p18,6,-1.0739853451013914e-11,1.0739853451013914e-11,-18.758242650158195,-18.758242650168935,493.6773030458679,474.9190603957097
p18,7,-7.997158490979928e-12,7.997158490979928e-12,2.6980335072981916,2.6980335072901944,474.9190603957097,477.6170939030079
p19,1,-1.01598909264019,1.01598909264019,38.81482888182552,37.79883978918533,554.7647620865231,593.5795909683486
p19,2,-1.368505309073953e-11,1.368505309073953e-11,86.9184508530875,86.91845085307382,593.5795909683486,680.4980418214361
p19,3,-1.254818471352337e-11,1.254818471352337e-11,-103.43736684673013,-103.43736684674268,680.4980418214361,577.060674974706
p19,4,-1.3713474800169934e-11,1.3713474800169934e-11,42.57450566073703,42.57450566072332,577.060674974706,619.635180635443
p19,5,-1.3002932064409833e-11,1.3002932064409833e-11,-88.03780977090116,-88.03780977091417,619.635180635443,531.5973708645419
p19,6,-1.5191403690550942e-11,1.5191403690550942e-11,-49.97188596814493,-49.97188596816012,531.5973708645419,481.6254848963969
p19,7,-9.340084261566517e-12,9.340084261566517e-12,3.9588953370776494,3.9588953370683093,481.6254848963969,485.5843802334746
p20,1,-0.9295536754915474,0.9295536754915474,-86.97068462109536,-87.9002382965869,554.8511975036711,467.8805128825757
p20,2,-4.860112312599085e-12,4.860112312599085e-12,-42.74491115276612,-42.74491115277098,467.8805128825757,425.1356017298096
p20,3,-3.126388037344441e-13,3.126388037344441e-13,-70.30136257253389,-70.3013625725342,425.1356017298096,354.8342391572757
p20,4,-6.366462912410498e-12,6.366462912410498e-12,151.9918791809249,151.99187918091854,354.8342391572757,506.8261183382006
p20,5,-3.552713678800501e-12,3.552713678800501e-12,-129.57398788108992,-129.57398788109347,506.8261183382006,377.2521304571107
p20,6,6.465938895416912e-13,6.465938895416912e-13,-52.45340626990975,-52.4534062699091,377.2521304571107,324.79872418720095
p20,7,1.2683569483584733e-07,1.2683569483584733e-07,-0.5243617033574992,-0.5243615765218044,324.79872418720095,324.27436248384345
p21,1,-0.9605372203747038,0.9605372203747038,-134.1237773823371,-135.0843146027118,605.8477212794257,471.72394389708865
p21,2,-9.677592061052565e-12,9.677592061052565e-12,-52.37870926693171,-52.378709266941385,471.72394389708865,419.34523463015694
p21,3,-4.547473508864641e-13,4.547473508864641e-13,-67.4926130531914,-67.49261305319186,419.34523463015694,351.85262157696553
p21,4,-1.361399881716352e-11,1.361399881716352e-11,152.93047542624595,152.93047542623233,351.85262157696553,504.7830970032115
p21,5,-7.418066161335446e-12,7.418066161335446e-12,-128.49847116389878,-128.4984711639062,504.7830970032115,376.2846258393127
p21,6,2.984279490192421e-13,2.984279490192421e-13,-52.99168118668075,-52.99168118668045,376.2846258393127,323.29294465263195
p21,7,9.138252377027811e-08,9.138252377027811e-08,-1.580773545780744,-1.5807734543982201,323.29294465263195,321.7121711068512
p22,1,-1.0159890926435864,1.0159890926435864,56.92434316733511,55.90835407469152,570.2082575490879,627.132600716423
p22,2,-1.4708234630234074e-11,1.4708234630234074e-11,90.62781951432669,90.62781951431198,627.132600716423,717.7604202307497
p22,3,-1.3272938303998671e-11,1.3272938303998671e-11,-102.32522669268587,-102.32522669269915,717.7604202307497,615.4351935380638
p22,4,-1.2931877790833823e-11,1.2931877790833823e-11,36.581491831740436,36.581491831727504,615.4351935380638,652.0166853698042
p22,5,-1.3663736808666727e-11,1.3663736808666727e-11,-61.45147291583487,-61.451472915848534,652.0166853698042,590.5652124539694
p22,6,-1.3429257705865894e-11,1.3429257705865894e-11,-36.418361685915215,-36.418361685928645,590.5652124539694,554.1468507680542
p22,7,-1.2569500995596172e-11,1.2569500995596172e-11,-17.32454454388835,-17.32454454390092,554.1468507680542,536.8223062241658
p23,1,-1.0159890926422221,1.0159890926422221,51.118137321396716,50.102148228754494,570.2082575490879,621.3263948704846
p23,2,-1.2164491636212915e-11,1.2164491636212915e-11,85.20680986192338,85.20680986191121,621.3263948704846,706.533204732408
p23,3,-1.3059775483270641e-11,1.3059775483270641e-11,-101.7652299543239,-101.76522995433696,706.533204732408,604.7679747780841
p23,4,-1.3059775483270641e-11,1.3059775483270641e-11,39.5131313730252,39.51313137301214,604.7679747780841,644.2811061511093
p23,5,-1.3017142919125035e-11,1.3017142919125035e-11,-69.41680014346286,-69.41680014347588,644.2811061511093,574.8643060076464
p23,6,-1.3031353773840237e-11,1.3031353773840237e-11,-42.66162359269754,-42.66162359271057,574.8643060076464,532.2026824149489
p23,7,-1.3681500377060729e-11,1.3681500377060729e-11,-20.555233241899145,-20.555233241912827,532.2026824149489,511.6474491730497
p24,1,-1.015989092640531,1.015989092640531,35.316162381167146,34.300173288526615,554.7647620865231,590.0809244676902
p24,2,-1.3514522834157106e-11,1.3514522834157106e-11,84.59373823384806,84.59373823383454,590.0809244676902,674.6746627015383
p24,3,-1.5148771126405336e-11,1.5148771126405336e-11,-104.13765228776379,-104.13765228777893,674.6746627015383,570.5370104137745
p24,4,-1.4424017535930034e-11,1.4424017535930034e-11,44.99849491817679,44.998494918162365,570.5370104137745,615.5355053319513
p24,5,-1.361399881716352e-11,1.361399881716352e-11,-92.65782823942118,-92.65782823943479,615.5355053319513,522.8776770925301
p24,6,-1.2846612662542611e-11,1.2846612662542611e-11,-47.951416965035946,-47.95141696504879,522.8776770925301,474.9262601274942
p24,7,-7.741363106106292e-12,7.741363106106292e-12,9.123907930695964,9.123907930688222,474.9262601274942,484.05016805819014
p25,1,-0.945384192247289,0.945384192247289,86.45789518978881,85.51251099754153,615.0414820768091,701.4993772665979
p25,2,-1.3500311979441904e-12,1.3500311979441904e-12,97.19999235597345,97.1999923559721,701.4993772665979,798.6993696225713
p25,3,-1.9326762412674725e-12,1.9326762412674725e-12,-95.37919957779604,-95.37919957779798,798.6993696225713,703.3201700447753
p25,4,-3.318234575999668e-12,3.318234575999668e-12,23.111063682679628,23.11106368267631,703.3201700447753,726.4312337274549
p25,5,-2.120970066243899e-12,2.120970066243899e-12,-29.905248396457296,-29.905248396459417,726.4312337274549,696.5259853309976
p25,6,-3.0260238759183267e-12,3.0260238759183267e-12,-6.647507112687094,-6.64750711269012,696.5259853309976,689.8784782183105
p25,7,-2.6147972675971687e-12,2.6147972675971687e-12,-28.788107259018716,-28.78810725902133,689.8784782183105,661.0903709592918
p26,1,-1.0159890926435509,1.0159890926435509,43.05769673018244,42.04170763753889,570.2082575490879,613.2659542792703
p26,2,-1.3358203432289883e-11,1.3358203432289883e-11,79.42771905210452,79.42771905209116,613.2659542792703,692.6936733313748
p26,3,-1.4097167877480388e-11,1.4097167877480388e-11,-101.68124381804319,-101.68124381805728,692.6936733313748,591.0124295133317
p26,4,-1.2818190953112207e-11,1.2818190953112207e-11,42.75302982828475,42.753029828271934,591.0124295133317,633.7654593416164
p26,5,-1.340083599643549e-11,1.340083599643549e-11,-79.80679361803664,-79.80679361805004,633.7654593416164,553.9586657235798
p26,6,-1.3216094885137863e-11,1.3216094885137863e-11,-47.36089623284602,-47.36089623285923,553.9586657235798,506.59776949073375
p26,7,-1.2818190953112207e-11,1.2818190953112207e-11,-19.54035173356567,-19.54035173357849,506.59776949073375,487.0574177571681
p27,1,-1.0159890926410782,1.0159890926410782,49.71655725676817,48.70056816412709,554.7647620865231,604.4813193432913
p27,2,-1.3926637620897964e-11,1.3926637620897964e-11,91.39943293181523,91.3994329318013,604.4813193432913,695.8807522751065
p27,3,-1.3244516594568267e-11,1.3244516594568267e-11,-98.53456163261137,-98.53456163262462,695.8807522751065,597.3461906424951
p27,4,-1.3628209671878722e-11,1.3628209671878722e-11,35.45423390960218,35.45423390958855,597.3461906424951,632.8004245520973
p27,5,-1.3514522834157106e-11,1.3514522834157106e-11,-68.64688453286726,-68.64688453288078,632.8004245520973,564.15354001923
p27,6,-1.3884005056752358e-11,1.3884005056752358e-11,-48.16125895897767,-48.16125895899155,564.15354001923,515.9922810602524
p27,7,-1.368860580441833e-11,1.368860580441833e-11,-21.540794606027646,-21.540794606041334,515.9922810602524,494.4514864542247
p28,1,-1.0159890926419592,1.0159890926419592,24.245070252313553,23.229081159671594,570.2082575490879,594.4533278014014
p28,2,-1.3415046851150692e-11,1.3415046851150692e-11,75.1836350892388,75.18363508922539,594.4533278014014,669.6369628906402
p28,3,-1.3841372492606752e-11,1.3841372492606752e-11,-106.14096283571462,-106.14096283572846,669.6369628906402,563.4960000549256
p28,4,-1.261923898709938e-11,1.261923898709938e-11,50.45981527567449,50.45981527566187,563.4960000549256,613.9558153306001
p28,5,-1.1823431123048067e-11,1.1823431123048067e-11,-96.80575811594781,-96.80575811595963,613.9558153306001,517.1500572146523
p28,6,-1.3933743048255565e-11,1.3933743048255565e-11,-43.12846481388698,-43.12846481390091,517.1500572146523,474.0215924007653
p28,7,-9.887202168101794e-12,9.887202168101794e-12,-0.5243621868708033,-0.5243621868806905,474.0215924007653,473.4972302138945
p29,1,-1.0159890926412487,1.0159890926412487,40.350467121016436,39.33447802837519,554.764762086523,595.1152292075394
p29,2,-1.375610736431554e-11,1.375610736431554e-11,87.10267649031334,87.10267649029959,595.1152292075394,682.2179056978528
p29,3,-1.3088197192701045e-11,1.3088197192701045e-11,-102.64122060989428,-102.64122060990736,682.2179056978528,579.5766850879585
p29,4,-1.1723955140041653e-11,1.1723955140041653e-11,41.879342014009694,41.87934201399797,579.5766850879585,621.4560271019682
p29,5,-1.2221335055073723e-11,1.2221335055073723e-11,-85.81570983070628,-85.8157098307185,621.4560271019682,535.6403172712619
p29,6,-1.3670842236024328e-11,1.3670842236024328e-11,-50.39211923888206,-50.39211923889573,535.6403172712619,485.24819803237983
p29,7,-9.800160682971182e-12,9.800160682971182e-12,0.9995260261503063,0.9995260261405061,485.24819803237983,486.24772405853014
p30,1,-1.0159890926408508,1.0159890926408508,48.425033069983215,47.409043977342364,554.7647620865231,603.1897951565063
p30,2,-1.3145040611561853e-11,1.3145040611561853e-11,89.78274917952547,89.78274917951232,603.1897951565063,692.9725443360318
p30,3,-1.4125589586910792e-11,1.4125589586910792e-11,-98.1538308619107,-98.15383086192483,692.9725443360318,594.8187134741211
p30,4,-1.2896350654045818e-11,1.2896350654045818e-11,36.463228294984674,36.46322829497178,594.8187134741211,631.2819417691057
p30,5,-1.269029326067539e-11,1.269029326067539e-11,-71.19477848017823,-71.19477848019092,631.2819417691057,560.0871632889275
p30,6,-1.227107304657693e-11,1.227107304657693e-11,-49.09266262888855,-49.09266262890082,560.0871632889275,510.99450066003897
p30,7,-1.247713043994736e-11,1.247713043994736e-11,-20.97715411407995,-20.97715411409243,510.99450066003897,490.017346545959
p31,1,-1.0159890926401545,1.0159890926401545,24.025456408633318,23.009467315993163,554.7647620865231,578.7902184951564
p31,2,-1.3599787962448318e-11,1.3599787962448318e-11,75.8392018654315,75.8392018654179,578.7902184951564,654.6294203605879
p31,3,-1.4296119843493216e-11,1.4296119843493216e-11,-105.10237636522913,-105.10237636524343,654.6294203605879,549.5270439953588
p31,4,-1.3841372492606752e-11,1.3841372492606752e-11,51.60905816298691,51.60905816297307,549.5270439953588,601.1361021583457
p31,5,-1.2576606422953773e-11,1.2576606422953773e-11,-102.53183865695667,-102.53183865696924,601.1361021583457,498.604263501389
p31,6,-1.1098677532572765e-11,1.1098677532572765e-11,-23.68392472344408,-23.683924723455178,498.604263501389,474.92033877794495
p31,7,-7.780442956573097e-12,7.780442956573097e-12,4.206599897142667,4.206599897134886,474.92033877794495,479.1269386750876
p32,1,-0.9295536754914906,0.9295536754914906,-128.87180547567164,-129.80135915116313,554.8511975036711,425.97939202799944
p32,2,-2.4513724383723456e-13,2.4513724383723456e-13,-9.796784049707696,-9.796784049707941,425.97939202799944,416.18260797829174
p32,3,-1.8474111129762605e-13,1.8474111129762605e-13,-63.614701876719835,-63.61470187672002,416.18260797829174,352.5679061015719
p32,4,-6.0680349633912556e-12,6.0680349633912556e-12,123.54947510603188,123.54947510602581,352.5679061015719,476.1173812076038
p32,5,-5.400124791776761e-13,5.400124791776761e-13,-102.21918751422515,-102.2191875142257,476.1173812076038,373.89819369337863
p32,6,7.034373084024992e-13,7.034373084024992e-13,-49.34163353784561,-49.341633537844906,373.89819369337863,324.556560155533
p32,7,1.1662725274419472e-07,1.1662725274419472e-07,-0.2791022508657761,-0.27910213423852337,324.556560155533,324.27745790466724
p33,1,-0.9454190947930243,0.9454190947930243,83.61141149914408,82.66599240435106,615.041447174265,698.6528586734091
