prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,wat_flux_balance_mm,initial_storage_mm,final_storage_mm,rm_mm,irr_mm,interception_mm,q_mm,ep_mm,es_mm,er_mm,dp_mm,latqcc_mm,tile_mm,ledger
p1,1,-0.9616983498023615,0.9616983498023615,-314.67227763316225,-315.6339759829646,605.8465601499813,291.17428251681906,1011.1999999999997,0.0,93.75848944941488,917.4415105505852,278.1051642255882,0.0923873064781662,0.0,30.64230871598043,6.794115734917563,0.0,independent_wat_flux_minus_additive_storage_delta
p1,2,3.552713678800501e-15,3.552713678800501e-15,-15.906793242043534,-15.90679324204353,291.17428251681906,275.2674892747755,970.4444774860928,0.0,87.40963838211138,883.0348391039815,15.906793242043529,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,3,-1.1812772982011666e-13,1.1812772982011666e-13,-4.801350910523524,-4.8013509105236425,275.2674892747755,270.466138364252,886.637765939883,0.0,77.43923411289715,809.1985318269868,4.80135091052363,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,4,-7.771561172376096e-15,7.771561172376096e-15,-1.7067209869252906,-1.7067209869252984,270.466138364252,268.7594173773267,1133.2810899073552,0.0,102.08406391576307,1031.197025991593,1.7067209869252944,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,5,-4.8405723873656825e-14,4.8405723873656825e-14,-0.8236616246457515,-0.8236616246458,268.7594173773267,267.93575575268096,810.4366666666666,0.0,95.48794334925566,714.9487233174108,0.823661624645813,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,6,-7.005507285384738e-14,7.005507285384738e-14,-0.48845426281576465,-0.4884542628158347,267.93575575268096,267.4473014898652,750.6999999999999,0.0,91.28406391576311,659.4159360842365,0.48845426281582105,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p1,7,-6.42264019745653e-14,6.42264019745653e-14,-0.318867172301907,-0.3188671723019712,267.4473014898652,267.1284343175633,718.6562963033679,0.0,95.89800008163363,622.7582962217339,0.3188671723019795,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,1,-1.0505061950727566,1.0505061950727566,-232.52984228256068,-233.58034847763344,372.3159799599493,139.7861376773886,1011.1999999999997,0.0,93.75848944941488,917.4415105505852,191.9554836635693,0.06773778789340404,0.0,29.061999720044934,12.495127306125708,0.0,independent_wat_flux_minus_additive_storage_delta
p2,2,4.440892098500626e-15,4.440892098500626e-15,-3.9260527137290353,-3.926052713729031,139.7861376773886,135.86008496365957,970.5718898620379,0.0,87.40963838211138,883.1622514799267,3.926052713729039,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,3,-6.750155989720952e-14,6.750155989720952e-14,-1.2202582443634924,-1.22025824436356,135.86008496365957,134.63982671929608,887.75846842935,0.0,77.65144687972305,810.1070215496278,1.2202582443635461,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,4,-6.439293542825908e-15,6.439293542825908e-15,-0.5911956738708,-0.5911956738708064,134.63982671929608,134.04863104542528,1132.0329750419432,0.0,102.08406391576307,1029.948911126181,0.5911956738708017,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,5,-1.5931700403370996e-14,1.5931700403370996e-14,-0.3465874648996419,-0.3465874648996578,134.04863104542528,133.70204358052564,810.4366666666666,0.0,95.57127668258899,714.8653899840775,0.3465874648996709,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,6,-5.873079800267078e-14,5.873079800267078e-14,-0.22849260361670076,-0.2284926036167595,133.70204358052564,133.47355097690894,750.6999999999999,0.0,91.28406391576311,659.4159360842365,0.22849260361673868,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p2,7,-1.940114735532461e-14,1.940114735532461e-14,-0.16222701015388452,-0.16222701015390392,133.47355097690894,133.31132396675505,732.0419084384422,0.0,95.99800008163363,636.0439083568082,0.1622270101539122,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,1,-0.9295536754829072,0.9295536754829072,-267.5583317751832,-268.4878854506661,554.8511975036711,287.29286572848787,1011.1999999999997,0.0,93.75848944941488,917.4415105505852,261.8056859250842,0.18295394853605715,0.0,6.49924557704586,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,2,-8.526512829121202e-14,8.526512829121202e-14,-13.488852786793757,-13.488852786793842,287.29286572848787,273.8040129416941,969.2162088031612,0.0,87.40963838211138,881.8065704210501,13.488852786793844,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
p3,3,-7.37188088351104e-14,7.37188088351104e-14,-3.669246262999252,-3.6692462629993257,273.8040129416941,270.13476667869486,887.7191865995622,0.0,76.81423411289717,810.9049524866659,3.669246262999313,0.0,0.0,0.0,0.0,0.0,independent_wat_flux_minus_additive_storage_delta
