prefix,rows,frost_active_days_frdp_gt0,frost_active_days_frozwt_gt0,max_frdp_mm,max_frozwt_mm,profile_depth_mm
p1,2557,862,862,580.6930970612688,88.09020291853652,1800.0
p2,2557,886,886,615.1578103266359,90.36199873388753,1800.0
p3,2557,846,846,579.0686838588493,84.50633343905126,1800.0
p4,2557,850,850,483.7490934473947,73.2773661050946,1800.0
p5,2557,843,843,491.22775789575866,73.669449365844,1800.0
p6,2557,845,845,491.7751392338582,73.75551300137418,1800.0
p7,2557,831,831,499.6701924362916,71.20953943733345,1800.0
p8,2557,846,846,547.367681007837,71.62514083208629,1800.0
p9,2557,828,828,499.76022308631053,71.22649782091081,1800.0
p10,2557,828,828,495.3984628509568,70.5051576422083,1800.0
p11,2557,905,905,533.8601358582252,142.32697417996005,1800.0
p12,2557,828,828,493.9058461587659,70.2617658166666,1800.0
p13,2557,846,846,546.8405564289413,71.54240824336574,1800.0
p14,2557,829,829,502.99557171720676,71.756408337934,1800.0
p15,2557,828,828,496.0907998327884,70.62047300801855,1800.0
p16,2557,831,831,500.3602071485469,71.32200123111288,1800.0
p17,2557,828,828,496.5488367077736,70.69798382095554,1800.0
p18,2557,831,831,501.28136913764456,71.47358454012074,1800.0
p19,2557,828,828,495.918315732994,70.59121383329497,1800.0
p20,2557,847,847,578.5295256629216,84.41737239328555,1800.0
p21,2557,861,861,580.4860985485506,88.05729013675001,1800.0
p22,2557,846,846,547.0733117614338,71.57848070068843,1800.0
p23,2557,847,847,548.4793353890326,71.79919749117548,1800.0
p24,2557,828,828,496.07812544524154,70.61704074778902,1800.0
p25,2557,839,839,429.1516575661191,75.66512656957207,1800.0
p26,2557,848,848,549.7396794589708,71.99657401434845,1800.0
p27,2557,828,828,498.1006790326744,70.95073404352942,1800.0
p28,2557,846,846,548.0373345489655,71.7292285249019,1800.0
p29,2557,828,828,497.8858706468047,70.91577721160287,1800.0
p30,2557,831,831,500.1793349929633,71.29227026992152,1800.0
p31,2557,828,828,498.01739740029404,70.93628613585895,1800.0
p32,2557,845,845,578.7039180970796,84.44614705294468,1800.0
p33,2557,839,839,429.10853463271496,75.65780537238206,1800.0
p34,2557,843,843,489.19740947433166,73.34784020259958,1800.0
p35,2557,840,840,429.8292715347781,75.7807966973723,1800.0
p36,2557,844,844,491.41285506470837,73.69800378614458,1800.0
p37,2557,842,842,491.6613303800858,73.73866499897333,1800.0
p38,2557,838,838,428.72088479585256,75.59237569839252,1800.0
p39,2557,844,844,491.5899321154317,73.72613826678153,1800.0
p40,2557,838,838,426.97573085329185,75.296100119633,1800.0
p41,2557,843,843,491.3756777924223,73.6921352366316,1800.0
p42,2557,839,839,429.18765182626635,75.67124575252248,1800.0
p43,2557,843,843,490.9207253452133,73.62036509178598,1800.0
