prefix,year,residual_mm,abs_residual_mm,storage_delta_mm,flux_balance_mm,initial_storage_mm,final_storage_mm
p1,1,0.0,0.0,-314.67227763316225,-314.67227763316225,605.8465601499813,291.17428251681906
p1,2,0.0,0.0,-15.906793242043534,-15.906793242043534,291.17428251681906,275.2674892747755
p1,3,0.0,0.0,-4.801350910523524,-4.801350910523524,275.2674892747755,270.466138364252
p1,4,0.0,0.0,-1.7067209869252906,-1.7067209869252906,270.466138364252,268.7594173773267
p1,5,0.0,0.0,-0.8236616246457515,-0.8236616246457515,268.7594173773267,267.93575575268096
p1,6,0.0,0.0,-0.48845426281576465,-0.48845426281576465,267.93575575268096,267.4473014898652
p1,7,0.0,0.0,-0.318867172301907,-0.318867172301907,267.4473014898652,267.1284343175633
p2,1,0.0,0.0,-232.52984228256068,-232.52984228256068,372.3159799599493,139.7861376773886
p2,2,0.0,0.0,-3.9260527137290353,-3.9260527137290353,139.7861376773886,135.86008496365957
p2,3,0.0,0.0,-1.2202582443634924,-1.2202582443634924,135.86008496365957,134.63982671929608
p2,4,0.0,0.0,-0.5911956738708,-0.5911956738708,134.63982671929608,134.04863104542528
p2,5,0.0,0.0,-0.3465874648996419,-0.3465874648996419,134.04863104542528,133.70204358052564
p2,6,0.0,0.0,-0.22849260361670076,-0.22849260361670076,133.70204358052564,133.47355097690894
p2,7,0.0,0.0,-0.16222701015388452,-0.16222701015388452,133.47355097690894,133.31132396675505
p3,1,0.0,0.0,-267.5583317751832,-267.5583317751832,554.8511975036711,287.29286572848787
p3,2,0.0,0.0,-13.488852786793757,-13.488852786793757,287.29286572848787,273.8040129416941
p3,3,0.0,0.0,-3.669246262999252,-3.669246262999252,273.8040129416941,270.13476667869486
p3,4,0.0,0.0,-1.2647890765944112,-1.2647890765944112,270.13476667869486,268.86997760210045
p3,5,0.0,0.0,-0.6277150534506859,-0.6277150534506859,268.86997760210045,268.24226254864976
p3,6,0.0,0.0,-0.37850447969321976,-0.37850447969321976,268.24226254864976,267.86375806895654
p3,7,0.0,0.0,-0.2498379089981313,-0.2498379089981313,267.86375806895654,267.6139201599584
p4,1,0.0,0.0,-135.03697489788084,-135.03697489788084,372.3548262270945,237.31785132921368
p4,2,0.0,0.0,-23.8105578078341,-23.8105578078341,237.31785132921368,213.50729352137958
p4,3,0.0,0.0,-8.74483034231585,-8.74483034231585,213.50729352137958,204.76246317906373
p4,4,0.0,0.0,-5.999725625574229,-5.999725625574229,204.76246317906373,198.7627375534895
p4,5,0.0,0.0,-4.4296139602542155,-4.4296139602542155,198.7627375534895,194.33312359323529
p4,6,0.0,0.0,-1.8344285080273721,-1.8344285080273721,194.33312359323529,192.4986950852079
p4,7,0.0,0.0,-2.795216781816123,-2.795216781816123,192.4986950852079,189.7034783033918
p5,1,0.0,0.0,-102.99551752435491,-102.99551752435491,605.789371604914,502.7938540805591
p5,2,0.0,0.0,-92.28487955173256,-92.28487955173256,502.7938540805591,410.5089745288265
p5,3,0.0,0.0,-9.033821839884297,-9.033821839884297,410.5089745288265,401.4751526889422
p5,4,0.0,0.0,-5.076081979586775,-5.076081979586775,401.4751526889422,396.39907070935544
p5,5,0.0,0.0,-7.095989454276605,-7.095989454276605,396.39907070935544,389.30308125507884
p5,6,0.0,0.0,-1.2920231927296868,-1.2920231927296868,389.30308125507884,388.01105806234915
p5,7,0.0,0.0,-4.835547129372344,-4.835547129372344,388.01105806234915,383.1755109329768
p6,1,0.0,0.0,-109.11245503807743,-109.11245503807743,605.7876703583436,496.67521532026615
p6,2,0.0,0.0,-87.19638193144971,-87.19638193144971,496.67521532026615,409.47883338881644
p6,3,0.0,0.0,-8.934115641485903,-8.934115641485903,409.47883338881644,400.54471774733054
p6,4,0.0,0.0,-5.223707928989938,-5.223707928989938,400.54471774733054,395.3210098183406
p6,5,0.0,0.0,-7.099901866515324,-7.099901866515324,395.3210098183406,388.2211079518253
p6,6,0.0,0.0,-1.3317726296887713,-1.3317726296887713,388.2211079518253,386.8893353221365
p6,7,0.0,0.0,-4.815201583473424,-4.815201583473424,386.8893353221365,382.0741337386631
p7,1,0.0,0.0,-116.21016833057149,-116.21016833057149,554.7647620865232,438.5545937559517
p7,2,0.0,0.0,-27.098984841261313,-27.098984841261313,438.5545937559517,411.4556089146904
p7,3,0.0,0.0,-9.915830112861556,-9.915830112861556,411.4556089146904,401.53977880182885
p7,4,0.0,0.0,-6.345844040262364,-6.345844040262364,401.53977880182885,395.1939347615665
p7,5,0.0,0.0,-7.670645228254784,-7.670645228254784,395.1939347615665,387.5232895333117
p7,6,0.0,0.0,-1.4283083072568274,-1.4283083072568274,387.5232895333117,386.09498122605487
p7,7,0.0,0.0,-4.902470360192126,-4.902470360192126,386.09498122605487,381.19251086586274
p8,1,0.0,0.0,-145.03187817348976,-145.03187817348976,570.208257549088,425.17637937559823
p8,2,0.0,0.0,-28.721624988480812,-28.721624988480812,425.17637937559823,396.4547543871174
p8,3,0.0,0.0,-10.529446818181555,-10.529446818181555,396.4547543871174,385.92530756893586
p8,4,0.0,0.0,-6.42801535376816,-6.42801535376816,385.92530756893586,379.4972922151677
p8,5,0.0,0.0,-7.744694273936943,-7.744694273936943,379.4972922151677,371.75259794123076
p8,6,0.0,0.0,-1.4380049794477827,-1.4380049794477827,371.75259794123076,370.314592961783
p8,7,0.0,0.0,-5.001852334784303,-5.001852334784303,370.314592961783,365.3127406269987
p9,1,0.0,0.0,-116.21007795717549,-116.21007795717549,554.7647620865231,438.5546841293476
p9,2,0.0,0.0,-27.099062686024013,-27.099062686024013,438.5546841293476,411.4556214433236
p9,3,0.0,0.0,-9.915836056455817,-9.915836056455817,411.4556214433236,401.5397853868678
p9,4,0.0,0.0,-6.345846606698217,-6.345846606698217,401.5397853868678,395.19393878016956
p9,5,0.0,0.0,-7.67064639988007,-7.67064639988007,395.19393878016956,387.5232923802895
p9,6,0.0,0.0,-1.4283087355731823,-1.4283087355731823,387.5232923802895,386.0949836447163
p9,7,0.0,0.0,-4.902470794044973,-4.902470794044973,386.0949836447163,381.19251285067133
p10,1,0.0,0.0,-116.21015070022645,-116.21015070022645,554.7647620865231,438.55461138629664
p10,2,0.0,0.0,-27.098999833401763,-27.098999833401763,438.55461138629664,411.4556115528949
p10,3,0.0,0.0,-9.915831251660393,-9.915831251660393,411.4556115528949,401.5397803012345
p10,4,0.0,0.0,-6.3458445307197735,-6.3458445307197735,401.5397803012345,395.1939357705147
p10,5,0.0,0.0,-7.670645465477946,-7.670645465477946,395.1939357705147,387.52329030503677
p10,6,0.0,0.0,-1.4283083869414668,-1.4283083869414668,387.52329030503677,386.0949819180953
p10,7,0.0,0.0,-4.902470438883427,-4.902470438883427,386.0949819180953,381.1925114792119
p11,1,0.0,0.0,-79.73262404508745,-79.73262404508745,554.8772486906744,475.14462464558693
p11,2,0.0,0.0,-1.8855450553352853,-1.8855450553352853,475.14462464558693,473.25907959025164
p11,3,0.0,0.0,-0.5047354539178741,-0.5047354539178741,473.25907959025164,472.75434413633377
