prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p1,387.9,580.6930970612688,192.79309706126878,75.41817044307125,120.7844778866476,0.8787849779100185,779,836,779,862,83,491,517,1800.0,1219.3069029387311,False,1260,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p2,280.0,615.1578103266359,335.15781032663585,101.9986837537777,175.48269692729787,0.5994284224048698,743,842,743,886,143,463,506,1800.0,1184.8421896733641,False,1247,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p3,384.5,579.0686838588493,194.56868385884934,74.96711273654293,113.77704094703621,0.9280173004050569,785,827,785,846,61,525,544,1800.0,1220.9313161411505,False,1264,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p4,240.0,483.7490934473947,243.74909344739473,98.0587793809824,157.37738654520297,0.41222697572177425,737,794,737,850,113,317,363,1800.0,1316.2509065526053,False,1211,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p5,404.7,491.22775789575866,86.52775789575867,54.511972918469574,107.4502849163099,0.7615077795881012,768,800,768,843,75,390,427,1800.0,1308.7722421042413,False,1229,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p6,406.3,491.7751392338582,85.47513923385821,53.880379870710605,106.63904952570465,0.7647210012269202,771,801,771,845,74,390,427,1800.0,1308.2248607661418,False,1228,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p7,420.0,499.6701924362916,79.67019243629159,62.19394264663648,114.72028036361057,0.7730486251675399,759,791,759,831,72,434,468,1800.0,1300.3298075637085,False,1230,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p8,426.7,547.367681007837,120.66768100783696,72.1055664767207,133.03930400649736,0.7328775547885562,766,804,766,846,80,408,445,1800.0,1252.6323189921632,False,1228,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p9,449.9,499.76022308631053,49.860223086310555,56.567944661526404,108.50792111019109,0.7914672877007708,765,788,765,828,63,434,468,1800.0,1300.2397769136894,False,1230,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
p10,421.1,495.3984628509568,74.29846285095675,60.02013020893767,112.96276971014225,0.77077008638984,764,787,764,828,64,427,462,1800.0,1304.6015371490432,False,1228,legacy FDMC01 winter-depth hour-24 pairs joined to Dj native WAT frdp by calendar-derived sim_day_index; duration uses full WAT frozwt days
