prefix,year,inputs,outputs,initial_soil_water_total,final_soil_water_total,delta_soil_water_total,residual,abs_residual
p38,3,864.9293292836476,968.8979398167644,799.6979087452761,695.7292982121617,-103.96861053311443,-2.3874235921539366e-12,2.3874235921539366e-12
p38,4,1123.2167809246832,1100.3721044434487,695.7292982121617,763.9106650140976,68.18136680193595,-45.33669032070145,45.33669032070145
p38,5,810.4366666666667,843.9205990985763,763.9106650140976,746.9765497678942,-16.93411524620342,-16.54981718570616,16.54981718570616
p38,6,750.7,761.3001925289329,746.9765497678942,703.3143780372776,-43.66217173061659,33.0619792016837,33.0619792016837
p38,7,745.3407801032722,790.1997099239252,703.3143780372776,686.8891245476859,-16.425253489591682,-28.433676331061292,28.433676331061292
p39,2,1002.0809164755467,892.8639984063004,709.3258226854767,771.2430699320016,61.91724724652488,47.299670822721396,47.299670822721396
p39,3,865.0415246144032,974.309675328746,771.2430699320016,661.9749192176847,-109.2681507143169,-2.5920599000528455e-11,2.5920599000528455e-11
p39,4,1123.2408922433833,1091.85338855979,661.9749192176847,758.2631261070889,96.28820688940414,-64.90070320581071,64.90070320581071
p39,5,810.4366666666667,882.3006438805198,758.2631261070889,703.8368122509565,-54.42631385613231,-17.437663357720794,17.437663357720794
p39,6,750.7,798.7313841682871,703.8368122509565,621.352254634654,-82.4845576163026,34.45317344801549,34.45317344801549
p39,7,745.34091947651,802.9719582735613,621.352254634654,593.1810481908597,-28.17120644379429,-29.45983235325707,29.45983235325707
p40,2,1004.4685386821358,896.6978327032581,700.4831435749877,782.055748725692,81.57260515070425,26.198100828173438,26.198100828173438
p40,3,862.9951877764304,974.705440920854,782.055748725692,670.3454955812721,-111.71025314441988,-3.751665644813329e-12,3.751665644813329e-12
p40,4,1122.899606874767,1094.8406702955067,670.3454955812721,743.8439987806801,73.49850319940799,-45.43956662014773,45.43956662014773
p40,5,810.4366666666667,867.9597507035035,743.8439987806801,703.3396377356402,-40.5043610450399,-17.018722991796835,17.018722991796835
p40,6,750.7,775.3142584069468,703.3396377356402,645.0912618527711,-58.24837588286903,33.63411747592227,33.63411747592227
p40,7,745.6010708915874,783.2837743762486,645.0912618527711,635.8605209189367,-9.230740933834454,-28.451962550826806,28.451962550826806
p41,2,1002.3970263812566,892.6739753621174,715.3521652353201,777.7750541633193,62.422888927999225,47.30016209114001,47.30016209114001
p41,3,864.7669165698362,970.3720405842832,777.7750541633193,672.1699301488983,-105.605124014421,-2.603428583825007e-11,2.603428583825007e-11
p41,4,1123.1993903822404,1094.7315032361153,672.1699301488983,765.527706218508,93.35777606960971,-64.88988892348459,64.88988892348459
p41,5,810.4366666666667,868.428753976719,765.527706218508,725.0575289569883,-40.470177261519666,-17.521910048532618,17.521910048532618
p41,6,750.7,787.5158212480463,725.0575289569883,653.7147363197056,-71.34279263728274,34.52697138923645,34.52697138923645
p41,7,745.3881114820845,796.6444876343432,653.7147363197056,631.9036512803737,-21.811085039331942,-29.44529111292684,29.44529111292684
p42,2,1001.6341364791946,892.5107254077518,712.0644640121722,794.9903576023435,82.92589359017131,26.19751748127146,26.19751748127146
p42,3,865.4230298550315,970.4808590079288,794.9903576023435,689.9325284494473,-105.05782915289615,-1.1368683772161603e-12,1.1368683772161603e-12
p42,4,1123.306166999107,1099.2803906781396,689.9325284494473,759.2659368274653,69.33340837801802,-45.30763205705057,45.30763205705057
p42,5,810.4366666666667,850.134476437928,759.2659368274653,736.0001099668888,-23.265826860576567,-16.431982910684724,16.431982910684724
p42,6,750.7,764.8144334037784,736.0001099668888,688.9701296273255,-47.02998033956328,32.91554693578496,32.91554693578496
p42,7,745.2976021425397,784.4970553207424,688.9701296273255,678.2140935293513,-10.756036097974174,-28.443417080228528,28.443417080228528
p43,2,1002.626445068739,916.0624632697651,669.8144843522628,709.0792602071239,39.264775854861114,47.29920594411283,47.29920594411283
p43,3,864.5799540354592,997.4199869809986,709.0792602071239,576.2392272616121,-132.84003294551178,-2.7625901566352695e-11,2.7625901566352695e-11
p43,4,1123.156934229135,1042.9241101407974,576.2392272616121,721.3198812584859,145.08065399687382,-64.84782990853626,64.84782990853626
p43,5,810.4366666666667,937.0884557748888,721.3198812584859,612.294858293718,-109.02502296476791,-17.62676614345412,17.62676614345412
p43,6,750.7,800.7549812341024,612.294858293718,527.6495662023082,-84.64529209140983,34.590310857307486,34.590310857307486
p43,7,745.3806656962655,771.5029862238866,527.6495662023082,530.9768075879701,3.327241385661978,-29.449561913283105,29.449561913283105
