prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,1505,0.6377979672162771,0.0554845449391334,0.12887055987547885,0.00013436702738221952,0.31164122174313574
p2,1485,0.570614086688819,0.06041213480873259,0.12297561509783353,6.458571579551481e-05,0.3132759082669399
p3,1506,0.6510337969384012,0.05491076668738668,0.1213859788638594,0.0005852982273352489,0.3134237695548916
p4,1522,0.5395295048085124,0.06066090942816571,0.1261304763804765,3.059236497576549e-05,0.3109999481178094
p5,1508,0.6187968598941258,0.05774849066480032,0.12948767987625734,0.00028289550675898815,0.3088332219619538
p6,1507,0.6208908222702253,0.05760171347800108,0.12962204655322324,0.0005984954180347967,0.3088332219619539
p7,1513,0.6289644720270409,0.05784714347197256,0.12226540459844187,7.442760074838e-05,0.3106157697737095
p8,1515,0.6161888615254674,0.05513704644289275,0.11793875476345216,0.0011229096451899003,0.32054159880696603
p9,1511,0.6281873042062518,0.05782122561814833,0.12221601617800709,6.651666328900799e-05,0.3106157697737096
p10,1517,0.6297948175199248,0.05761305523646695,0.12268092486703182,0.0007457087349782075,0.31061576977370964
p11,1498,0.7044204014819017,0.060394014330482866,0.1376866535486891,0.0003184867730492398,0.31136496982288586
p12,1519,0.6298919323855511,0.05776394130980127,0.12257538769895382,9.834374971032755e-05,0.31061576977370947
p13,1517,0.6144422896289045,0.05520173715919848,0.11787419953418281,0.00015442098661118219,0.32054159880696603
p14,1508,0.6350437633742022,0.05778893399120786,0.12238750502522558,7.696003211115237e-05,0.3106157697737096
p15,1516,0.6280469932195937,0.057688166205391654,0.12248603645465862,0.00016411617876946287,0.3106157697737096
p16,1511,0.6299299604883769,0.05758029303750185,0.12253036500354482,0.0004632074103312023,0.31061576977370964
p17,1516,0.6274832767830184,0.057977169994443946,0.12220479948674791,8.354285666333378e-05,0.3106157697737095
p18,1510,0.6303855985412639,0.05763433189728284,0.1224155267186359,0.00037369597183893556,0.3106157697737095
p19,1517,0.6289096976501772,0.05767393500252061,0.12259701698543751,5.314201964261178e-05,0.31061576977370964
p20,1506,0.6519882413071932,0.054813851525591095,0.12148105924283308,0.0010634727749148775,0.3134237695548915
p21,1504,0.6379182401237697,0.05554183705699773,0.1288562617073252,3.471512203497425e-05,0.31164122174313563
p22,1517,0.6155149180320765,0.05515686916218169,0.11785982644295705,0.0001923147525977102,0.32054159880696614
p23,1516,0.6130682879160035,0.0552130509453376,0.11787886720168034,0.00017588596993420454,0.32054159880696614
p24,1516,0.6295249697830066,0.0576198497600716,0.1226396254597141,0.0008675248954560428,0.31061576977370964
p25,1498,0.6136532491949779,0.06406057915029147,0.14963486252673475,0.0003765708520142603,0.3299507281096833
p26,1513,0.61767587089272,0.05497485192429716,0.11812226787517849,0.0007902206596553979,0.3205415988069661
p27,1514,0.6286736219975304,0.05775280236631694,0.12237965563367358,3.650895641632551e-05,0.3106157697737095
p28,1515,0.6179749029921329,0.055066515132419835,0.11806508368321549,0.00026659365531671666,0.3205415988069661
p29,1512,0.6303031522558962,0.05766961393862359,0.12252391030921153,0.0006643904036201593,0.3106157697737096
p30,1512,0.6296071949218651,0.05762394111648231,0.12248390749524679,0.00010031212969899747,0.31061576977370964
p31,1514,0.6296405253558178,0.057681496525577025,0.12247877146972191,0.0003119896186813552,0.31061576977370964
p32,1507,0.6507630023644096,0.05508555865470736,0.12122966083876584,0.00032375139989936855,0.31342376955489154
p33,1498,0.6138594671422726,0.06403880303351822,0.14966097921128435,0.00048155111120123294,0.32995072810968323
p34,1510,0.6192004277477289,0.057803533551813245,0.12941900610815243,0.0002943786093742507,0.3088332219619538
p35,1497,0.6143273986285551,0.06417620041726389,0.14959133499526317,0.00013114710994141328,0.32995072810968323
p36,1506,0.622292058981852,0.05762062644044104,0.12960005349408027,0.0007967208367679325,0.3088332219619539
p37,1508,0.6183132890878991,0.0577698290971186,0.12946679364863306,1.1953889431780285e-05,0.30883322196195384
p38,1497,0.6149651242312935,0.06408908643628101,0.14957501965551637,0.0004819663312514816,0.3299507281096833
p39,1506,0.6220591284710089,0.057633749772645654,0.12957450826907996,0.0006999795240959704,0.3088332219619538
p40,1499,0.6133180474842616,0.06408810444263041,0.14955845764836453,0.00015570915235023046,0.3299507281096833
p41,1506,0.6223414892774586,0.057607337035656105,0.12959422978690885,0.0008660586919274282,0.3088332219619539
p42,1498,0.6136571072570276,0.06406656268835503,0.14963453093410897,0.00035525707791233234,0.32995072810968323
p43,1506,0.6225055509763039,0.057632535492730945,0.12964150733279428,0.0008905406232452554,0.30883322196195384
