prefix,legacy_max_depth_mm,openwepp_max_depth_mm,max_depth_delta_mm_open_minus_legacy,depth_mae_mm,depth_rmse_mm,depth_corr,legacy_depth_nonzero_days,openwepp_depth_nonzero_days,legacy_frozen_days_wat,openwepp_frozen_days_wat,frozen_days_delta_open_minus_legacy,open_days_above_200mm,open_full_wat_days_above_200mm,profile_depth_mm,margin_to_profile_mm,pinned_profile_bound,overlap_days,metric_basis
p1,387.9,1225.906504422607,838.006504422607,392.3504371890535,459.8067163336367,0.6545005945125139,827,1342,777,1342,565,987,1114,1800.0,574.093495577393,False,1260,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p2,280.0,1799.9999999999998,1519.9999999999998,531.7900718754535,700.3188165282835,0.5535927662862513,825,1347,741,1347,606,951,1096,1800.0,2.2737367544323206e-13,True,1247,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p3,384.5,1175.7495373889647,791.2495373889647,381.43434062100044,440.7133837840838,0.7107264754919944,815,1333,782,1333,551,1014,1131,1800.0,624.2504626110353,False,1264,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p4,240.0,1753.5505113206946,1513.5505113206946,516.057249489071,648.6090979066323,0.29559602424726483,928,1347,728,1347,619,948,1133,1800.0,46.44948867930543,False,1211,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p5,420.0,1123.217826692803,703.2178266928031,390.2535826144213,452.77357230371814,0.6401759727330357,910,1329,761,1329,568,973,1122,1800.0,676.7821733071969,False,1229,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p6,420.0,1122.9408004836887,702.9408004836887,389.421799445549,451.38945306982265,0.6473362790126836,910,1329,764,1329,565,971,1121,1800.0,677.0591995163113,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p7,420.0,1097.3952194286787,677.3952194286787,386.9039835264064,445.6869934974347,0.6389876090525644,888,1320,750,1320,570,986,1128,1800.0,702.6047805713213,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p8,440.0,1128.780189356124,688.7801893561241,414.92490279609456,475.89118356043156,0.6309106702794914,911,1329,759,1329,570,978,1129,1800.0,671.2198106438759,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p9,460.0,1094.6442845457464,634.6442845457464,380.031739549102,436.60772027976753,0.6640786998543594,894,1319,755,1319,564,985,1126,1800.0,705.3557154542536,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p10,421.1,1108.6527677612119,687.5527677612118,389.4414115692221,447.52634877165,0.648126657071608,902,1325,755,1325,570,993,1142,1800.0,691.3472322387881,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p11,503.2,877.0024741427947,373.80247414279467,341.0421361192231,388.9312966647767,0.49662370854489,819,1310,773,1310,537,1016,1108,1800.0,922.9975258572053,False,1270,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p12,440.0,1110.3558249519133,670.3558249519133,388.59275485548704,445.4739763027194,0.6642557112554944,892,1326,753,1326,573,1001,1151,1800.0,689.6441750480867,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p13,440.0,1130.261612304784,690.261612304784,415.4678796887332,476.3589214320726,0.6316843454572921,909,1329,758,1329,571,978,1129,1800.0,669.738387695216,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p14,460.0,1100.135605173093,640.1356051730929,379.7443879241276,437.7961979492899,0.6475037803714004,895,1319,757,1319,562,984,1125,1800.0,699.8643948269071,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p15,420.0,1105.569997503902,685.569997503902,388.764032965328,447.0869112362118,0.6459157739251145,901,1322,755,1322,567,987,1134,1800.0,694.430002496098,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p16,424.1,1097.094938079205,672.9949380792049,384.56691642016216,442.4440688632515,0.6495373629125127,897,1320,760,1320,560,986,1128,1800.0,702.9050619207951,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p17,440.0,1102.558784290246,662.558784290246,383.9763267786486,440.9208148243381,0.6633961050618429,894,1321,758,1321,563,989,1132,1800.0,697.441215709754,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p18,440.0,1094.8178003578291,654.8178003578291,382.63627120692075,440.2890110364399,0.6514741056787102,899,1319,759,1319,560,985,1126,1800.0,705.1821996421709,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p19,420.0,1107.2910120769882,687.2910120769882,389.6731490758988,447.86027221379135,0.6470747288730064,901,1323,755,1323,568,989,1137,1800.0,692.7089879230118,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p20,374.3,1177.0637402227374,802.7637402227374,382.83749735502903,441.9557988316408,0.7163661590700144,816,1333,779,1333,554,1014,1131,1800.0,622.9362597772626,False,1264,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p21,387.0,1225.8958379632618,838.8958379632618,392.1632572695897,459.688676747274,0.6539477566975613,821,1342,777,1342,565,986,1113,1800.0,574.1041620367382,False,1260,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p22,426.1,1130.6000369884166,704.5000369884166,416.4023245826523,477.3103195006759,0.631825355533604,910,1329,759,1329,570,976,1128,1800.0,669.3999630115834,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p23,440.0,1125.675728917869,685.675728917869,413.77508071467116,474.210646478401,0.6370502083175882,912,1328,764,1328,564,979,1128,1800.0,674.324271082131,False,1229,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p24,420.0,1106.8790650091546,686.8790650091546,389.10942858772586,447.2648232447033,0.6472025323341728,901,1323,755,1323,568,990,1137,1800.0,693.1209349908454,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p25,400.0,1100.7686199369564,700.7686199369564,371.5978345855438,435.02233518236415,0.6137500375699868,917,1326,755,1326,571,930,1075,1800.0,699.2313800630436,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p26,440.0,1123.5945808269287,683.5945808269287,411.27966396518417,471.34294811268825,0.641876561098372,914,1327,764,1327,563,977,1125,1800.0,676.4054191730713,False,1229,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p27,420.0,1101.2892917761772,681.2892917761772,388.3763783742298,447.1091746793293,0.6415921721982907,894,1321,754,1321,567,989,1132,1800.0,698.7107082238228,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p28,440.0,1127.346769694284,687.3467696942839,411.03266233732575,470.982731289396,0.6436560819474924,917,1329,768,1329,561,977,1128,1800.0,672.6532303057161,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p29,420.0,1100.7750711225947,680.7750711225947,387.1364412332996,446.03971961055487,0.6385568025444782,892,1321,751,1321,570,989,1132,1800.0,699.2249288774053,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p30,420.0,1097.6658864705903,677.6658864705903,387.0011230935269,445.4005458051883,0.6439896807149099,891,1321,754,1321,567,986,1129,1800.0,702.3341135294097,False,1230,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p31,440.0,1102.1339381731084,662.1339381731084,385.4316164764467,443.5845954836261,0.6469064308470662,906,1321,763,1321,558,988,1132,1800.0,697.8660618268916,False,1229,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p32,403.3,1176.4572269833975,773.1572269833975,380.2463586779562,438.9624506996639,0.7134677763300298,814,1333,781,1333,552,1013,1131,1800.0,623.5427730166025,False,1263,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p33,400.0,1100.6327995735007,700.6327995735007,378.61196272944846,448.43484551376105,0.5017862258013018,918,1326,756,1326,570,930,1075,1800.0,699.3672004264993,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p34,420.0,1126.485837520018,706.4858375200181,392.39132732461127,457.1823575372514,0.6069372563775327,904,1328,761,1328,567,973,1122,1800.0,673.5141624799819,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p35,400.0,1098.6065524618089,698.6065524618089,370.0813443413381,433.51806722123797,0.6129421582023663,915,1326,755,1326,571,929,1074,1800.0,701.3934475381911,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p36,420.0,1123.4280737658644,703.4280737658644,388.7699704193692,451.04364124245365,0.6448755638571126,909,1327,764,1327,563,971,1119,1800.0,676.5719262341356,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p37,420.0,1122.0141060645751,702.0141060645751,393.8170034787484,456.9292426423527,0.62467652048979,902,1328,755,1328,573,971,1121,1800.0,677.9858939354249,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p38,400.0,1101.5987856983081,701.5987856983081,373.8008654075617,437.8031158752187,0.6067183098911587,914,1325,750,1325,575,928,1074,1800.0,698.4012143016919,False,1225,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p39,420.0,1123.3687090581836,703.3687090581836,394.19064497064994,457.13798616643265,0.6292977134424437,907,1327,756,1327,571,969,1119,1800.0,676.6312909418164,False,1226,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p40,400.0,1103.4420309136199,703.4420309136199,384.2636714889535,456.0829044204589,0.46061490262349936,913,1330,746,1330,584,927,1080,1800.0,696.5579690863801,False,1223,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p41,420.0,1124.245024528254,704.2450245282539,390.4670978827546,453.26182263956423,0.6382380074076981,906,1327,760,1327,567,971,1119,1800.0,675.7549754717461,False,1228,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p42,400.0,1100.465865758799,700.465865758799,371.3681268932318,434.74346086418933,0.6140696502974275,917,1326,756,1326,570,930,1075,1800.0,699.534134241201,False,1227,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
p43,420.0,1123.6122937653477,703.6122937653477,388.7837374439916,453.11963367647303,0.6138407853469496,917,1328,770,1328,558,972,1120,1800.0,676.3877062346523,False,1229,legacy FDMC01 winter-depth pairs joined to Dc1 WAT frdp by sim_day_index; duration uses full WAT frozwt days
