prefix,active_days,corr_frozwt_frdp,ratio_std,ratio_mean,ratio_min,ratio_max
p1,874,0.845765933049881,0.04512321007552094,0.14346753750046942,0.000472470966953445,0.31164122174313574
p2,899,0.8423656611042218,0.04683654151455364,0.15359993178328799,0.0022221198624342076,0.31327590826693996
p3,853,0.8508403131992043,0.042200079354523946,0.1273109650794158,0.002469626592831371,0.31342376955489143
p4,864,0.8801310984810446,0.04117937217380945,0.1496224389001028,0.002531784635702988,0.31099994811780945
p5,848,0.8874527263370682,0.036516671290076026,0.13770007013928307,0.00409889014250628,0.3088332219619538
p6,848,0.8875411789400092,0.03651209485595123,0.13770460511099927,0.004132952134569255,0.30883322196195384
p7,834,0.8932375810849363,0.03127925937168824,0.11834379718679916,0.0029550350395488568,0.3106157697737096
p8,847,0.8869665666895096,0.034531933008651636,0.12310642179406872,0.0022731637902355353,0.3205415988069661
p9,833,0.8924872485434342,0.03137784494427799,0.1182784219669198,0.0025189759859004413,0.31061576977370964
p10,837,0.8915458456050225,0.03145683122898648,0.11827115942877559,0.00041485201170687506,0.3106157697737096
p11,954,0.8063617664023536,0.054676031881750034,0.1356949624665304,0.0002444761914431837,0.3113649698228858
p12,838,0.8917786453648499,0.031638209414313084,0.1181763214450215,0.0004498982229204314,0.3106157697737097
p13,847,0.8871406367079352,0.03448408959998954,0.12313016171458961,0.0025516354060963076,0.3205415988069661
p14,834,0.8917151526090227,0.03167372558162724,0.11817202741218835,0.0015341924329331414,0.3106157697737095
p15,836,0.8909743966294392,0.03158033152013931,0.11820029831777906,0.00028022737755484673,0.3106157697737095
p16,834,0.8931702333997673,0.0312799867630856,0.11835105449557627,0.0029042462874475324,0.3106157697737096
p17,836,0.890716941323111,0.03166750710313521,0.11811723491337901,0.00010708020980916067,0.3106157697737095
p18,833,0.8925552107035153,0.031374273482166495,0.11828817941952832,0.0025627307955163226,0.3106157697737097
p19,837,0.8914234341126605,0.03149759224822097,0.11824240449609742,0.0004168684665935484,0.3106157697737096
p20,854,0.8501475249775731,0.0423645191632123,0.12721083620869814,0.0009429951503167599,0.3134237695548915
p21,873,0.8453734445803188,0.04514936372389519,0.1434621168908309,0.0004372554714229388,0.3116412217431358
p22,848,0.8874624417360997,0.03445826278800193,0.12314595654247945,0.002568465862311848,0.3205415988069661
p23,847,0.8861203196051372,0.034290191035277987,0.1233175608467371,0.0016274753960873929,0.3205415988069661
p24,837,0.8913620831523996,0.03151474569213814,0.1182298317604881,0.0003559859179549551,0.3106157697737096
p25,850,0.8917602215715059,0.04203771414461218,0.16630484342634638,0.005185210333584951,0.32995072810968323
p26,848,0.8864027709444097,0.03433242379816379,0.12330505188627304,0.0013492862362878642,0.32054159880696603
p27,836,0.8904890850460375,0.03172165839814477,0.11809003004590116,6.186126403473327e-05,0.31061576977370947
p28,848,0.8872907623981334,0.03452817929574041,0.12311287744990966,0.0022149293060991144,0.32054159880696603
p29,835,0.8931427842712685,0.03149345252308679,0.11821233853310432,7.031737014895132e-05,0.3106157697737094
p30,835,0.8935848789809778,0.03124518951677195,0.11836533710124551,0.003053212930477476,0.3106157697737096
p31,836,0.8905634803075454,0.03169436651331036,0.11810925861092557,7.986349810496524e-05,0.3106157697737096
p32,852,0.8492051096618373,0.04242528601877961,0.12720775979555488,0.0005121210926347948,0.3134237695548916
p33,850,0.891848204174923,0.042025666789965076,0.16631046849671022,0.0052731194620203635,0.3299507281096834
p34,848,0.8886712473657115,0.03672302829154145,0.13753162841216388,0.005094588854612313,0.3088332219619538
p35,850,0.8915652590190275,0.042155531001086155,0.16624629644670383,0.004584479507485826,0.3299507281096833
p36,848,0.8881432833797055,0.03688203886133387,0.1374421450659763,0.004012555364632376,0.30883322196195384
p37,848,0.8874955742708689,0.036530481617801876,0.13769077138175903,0.004040740150255894,0.30883322196195384
p38,850,0.892521481460976,0.04247931064091456,0.165982502994832,0.005451771749147158,0.3299507281096833
p39,848,0.8881264950029506,0.036884507522927934,0.13744037433931075,0.003979397703323754,0.3088332219619538
p40,850,0.8928492045862525,0.042312766202375104,0.1660652988057714,0.006314545433346794,0.3299507281096833
p41,848,0.8881877754875952,0.03687210253995269,0.13744795695306686,0.0040708104224838415,0.30883322196195384
p42,850,0.8917834295130853,0.042058423505800226,0.16629446962159744,0.005126448916214948,0.32995072810968334
p43,848,0.8882621734906313,0.03685492294435649,0.13745693630074737,0.004259872660842825,0.3088332219619538
