prefix,sim_day_index,sim_year,julian,legacy_frdp_mm,open_proxy_frdp_mm,legacy_wat_frozwt_mm,open_wat_frozwt_mm
p16,3,1,3,9.0,200.0,2.67,31.000000000000007
p16,4,1,4,14.7,200.0,4.47,31.000000000000007
p16,5,1,5,20.0,200.0,6.01,31.000000000000007
p16,6,1,6,26.1,200.0,7.65,31.000000000000007
p16,7,1,7,30.0,200.0,8.49,31.000000000000007
p16,8,1,8,30.0,200.0,8.95,31.000000000000007
p16,9,1,9,34.1,200.0,9.8,31.000000000000007
p16,10,1,10,37.6,200.0,10.57,31.000000000000007
p16,11,1,11,40.0,200.0,11.09,31.000000000000007
p16,12,1,12,45.4,200.0,12.47,31.000000000000007
p16,13,1,13,52.4,200.0,14.15,31.000000000000007
p16,14,1,14,56.7,200.0,15.01,31.000000000000007
p16,15,1,15,60.0,200.0,15.85,31.000000000000007
p16,16,1,16,61.7,200.0,16.32,31.000000000000007
p16,17,1,17,63.0,200.0,16.35,31.000000000000007
p16,18,1,18,64.5,200.0,16.92,31.000000000000007
p16,19,1,19,67.7,200.0,17.42,31.000000000000007
p16,20,1,20,68.4,200.0,17.62,31.000000000000007
p16,21,1,21,72.0,200.0,18.88,31.000000000000007
p16,22,1,22,74.5,200.0,19.53,31.000000000000007
p16,23,1,23,75.7,200.0,19.82,31.000000000000007
p16,24,1,24,78.1,200.0,20.41,31.000000000000007
p16,25,1,25,81.2,200.0,21.47,31.000000000000007
p16,26,1,26,84.6,200.0,22.3,31.000000000000007
p16,27,1,27,87.1,200.0,22.83,31.000000000000007
p16,28,1,28,90.0,200.0,23.72,31.000000000000007
p16,29,1,29,94.2,200.0,24.38,31.000000000000007
p16,30,1,30,100.0,200.0,25.53,31.000000000000007
p16,31,1,31,105.5,200.0,26.64,31.000000000000007
p16,32,1,32,110.0,200.0,27.95,31.000000000000007
p16,33,1,33,114.2,200.0,28.99,31.000000000000007
p16,34,1,34,118.5,200.0,30.06,31.000000000000007
p16,35,1,35,122.1,200.0,31.22,31.000000000000007
p16,36,1,36,123.7,200.0,31.66,31.000000000000007
p16,37,1,37,127.2,200.0,32.6,31.000000000000007
p16,38,1,38,130.0,200.0,33.42,31.000000000000007
p16,39,1,39,131.5,200.0,34.0,31.000000000000007
p16,40,1,40,133.5,200.0,34.57,31.000000000000007
p16,41,1,41,137.7,200.0,35.76,31.000000000000007
p16,42,1,42,140.0,200.0,36.74,31.000000000000007
p16,43,1,43,141.6,200.0,36.36,31.000000000000007
p16,44,1,44,142.1,200.0,37.21,31.000000000000007
p16,45,1,45,147.8,200.0,38.92,31.000000000000007
p16,46,1,46,151.2,200.0,40.14,31.000000000000007
p16,47,1,47,153.7,200.0,40.87,31.000000000000007
p16,48,1,48,157.4,200.0,41.9,31.000000000000007
p16,49,1,49,160.0,200.0,42.88,31.000000000000007
p16,50,1,50,164.2,200.0,44.05,31.000000000000007
p16,51,1,51,167.5,200.0,44.95,31.000000000000007
p16,52,1,52,168.8,200.0,45.33,31.000000000000007
p16,53,1,53,170.0,200.0,45.83,31.000000000000007
p16,54,1,54,170.0,200.0,46.14,31.000000000000007
p16,55,1,55,173.7,200.0,46.93,31.000000000000007
p16,56,1,56,177.4,200.0,47.96,31.000000000000007
p16,57,1,57,180.0,200.0,48.73,31.000000000000007
p16,58,1,58,181.5,200.0,49.31,31.000000000000007
p16,59,1,59,183.7,200.0,49.93,31.000000000000007
p16,60,1,60,184.7,200.0,50.21,31.000000000000007
p16,61,1,61,185.8,200.0,50.5,31.000000000000007
p16,62,1,62,190.0,200.0,51.75,31.000000000000007
p16,63,1,63,191.3,200.0,52.28,31.000000000000007
p16,64,1,64,193.5,200.0,52.92,31.000000000000007
p16,65,1,65,195.0,200.0,53.38,31.000000000000007
p16,66,1,66,196.4,200.0,53.81,31.000000000000007
p16,67,1,67,196.8,200.0,53.93,31.000000000000007
p16,68,1,68,197.3,200.0,53.54,31.000000000000007
p16,69,1,69,197.3,200.0,52.06,31.000000000000007
p16,70,1,70,197.3,0.0,48.75,0.0
p16,71,1,71,197.3,0.0,44.95,0.0
p16,72,1,72,197.3,0.0,42.06,0.0
p16,73,1,73,197.3,0.0,38.85,0.0
p16,74,1,74,197.3,0.0,37.07,0.0
p16,75,1,75,197.3,0.0,35.79,0.0
p16,76,1,76,197.3,0.0,35.5,0.0
p16,77,1,77,197.3,101.66666666666667,35.8,15.758333333333336
p16,78,1,78,197.3,138.33333333333337,36.02,21.441666666666674
p16,79,1,79,197.3,138.33333333333337,35.24,21.441666666666674
p16,80,1,80,197.3,138.33333333333337,32.81,21.441666666666674
p16,81,1,81,197.3,138.33333333333337,32.13,21.441666666666674
p16,82,1,82,197.3,193.33333333333337,32.91,29.966666666666676
p16,83,1,83,197.3,193.33333333333337,33.1,29.966666666666676
p16,84,1,84,197.3,193.33333333333337,32.61,29.966666666666676
p16,85,1,85,197.3,193.33333333333337,32.06,29.966666666666676
p16,86,1,86,197.3,193.33333333333337,30.73,29.966666666666676
p16,87,1,87,197.3,193.33333333333337,29.63,29.966666666666676
p16,88,1,88,197.3,6.66666666666671,27.69,1.03333333333334
p16,89,1,89,197.3,6.66666666666671,25.29,1.03333333333334
p16,90,1,90,197.3,0.0,23.32,0.0
p16,91,1,91,197.3,0.0,21.92,0.0
p16,92,1,92,197.3,0.0,21.06,0.0
p16,93,1,93,197.3,0.0,19.25,0.0
p16,94,1,94,197.3,0.0,17.27,0.0
p16,95,1,95,197.3,0.0,16.26,0.0
p16,96,1,96,197.3,101.66666666666667,15.85,15.758333333333336
p16,97,1,97,197.3,101.66666666666667,14.16,15.758333333333336
p16,98,1,98,197.3,101.66666666666667,11.3,15.758333333333336
p16,99,1,99,190.0,0.0,8.66,0.0
p16,100,1,100,190.0,0.0,7.0,0.0
p16,101,1,101,190.0,36.66666666666667,5.94,5.683333333333335
p16,102,1,102,190.0,36.66666666666667,4.23,5.683333333333335
p16,103,1,103,190.0,36.66666666666667,2.2,5.683333333333335
p16,104,1,104,180.0,36.66666666666667,0.0,5.683333333333335
p16,105,1,105,0.0,36.66666666666667,0.0,5.683333333333335
p16,106,1,106,0.0,36.66666666666667,0.0,5.683333333333335
p16,107,1,107,5.0,36.66666666666667,0.0,5.683333333333335
p16,108,1,108,0.0,36.66666666666667,0.0,5.683333333333335
p16,120,1,120,0.0,0.0,0.0,0.0
p16,121,1,121,0.0,0.0,0.0,0.0
p16,284,1,284,0.0,0.0,0.0,0.0
p16,291,1,291,0.0,0.0,0.0,0.0
p16,292,1,292,0.0,0.0,0.0,0.0
p16,295,1,295,0.0,0.0,0.0,0.0
p16,297,1,297,0.0,0.0,0.0,0.0
p16,299,1,299,0.0,0.0,0.0,0.0
p16,301,1,301,0.0,0.0,0.0,0.0
p16,302,1,302,0.0,0.0,0.0,0.0
p16,307,1,307,0.0,0.0,0.0,0.0
p16,308,1,308,0.0,26.66666666666668,0.0,4.133333333333336
p16,309,1,309,0.0,26.66666666666668,0.0,4.133333333333336
p16,310,1,310,0.0,26.66666666666668,0.0,4.133333333333336
p16,311,1,311,0.0,185.0,0.0,28.675000000000004
p16,312,1,312,0.0,185.0,0.0,28.675000000000004
p16,313,1,313,0.0,185.0,0.0,28.675000000000004
p16,314,1,314,0.0,185.0,0.0,28.675000000000004
p16,315,1,315,0.0,185.0,0.0,28.675000000000004
p16,316,1,316,0.0,185.0,0.0,28.675000000000004
p16,317,1,317,0.0,185.0,0.0,28.675000000000004
p16,318,1,318,0.0,185.0,0.0,28.675000000000004
p16,320,1,320,0.0,0.0,0.0,0.0
p16,321,1,321,0.0,0.0,0.0,0.0
p16,322,1,322,0.0,0.0,0.0,0.0
p16,323,1,323,0.0,0.0,0.0,0.0
p16,326,1,326,0.0,0.0,0.0,0.0
p16,327,1,327,0.0,0.0,0.0,0.0
p16,328,1,328,0.0,0.0,0.0,0.0
p16,329,1,329,5.0,19.99999999999999,0.0,3.099999999999999
p16,330,1,330,5.0,19.99999999999999,0.0,3.099999999999999
p16,331,1,331,0.0,19.99999999999999,0.0,3.099999999999999
p16,332,1,332,5.0,130.0,0.0,20.150000000000006
p16,333,1,333,5.0,130.0,0.0,20.150000000000006
p16,334,1,334,0.0,130.0,0.0,20.150000000000006
p16,335,1,335,5.0,130.0,0.0,20.150000000000006
p16,336,1,336,5.0,130.0,0.0,20.150000000000006
p16,337,1,337,0.0,156.66666666666669,0.0,24.28333333333334
p16,338,1,338,0.0,200.0,0.0,31.000000000000007
p16,339,1,339,0.0,200.0,0.0,31.000000000000007
p16,340,1,340,0.0,200.0,0.0,31.000000000000007
p16,341,1,341,0.0,200.0,0.0,31.000000000000007
p16,342,1,342,0.0,200.0,0.0,31.000000000000007
p16,343,1,343,0.0,200.0,0.0,31.000000000000007
p16,344,1,344,0.0,200.0,0.0,31.000000000000007
p16,345,1,345,0.0,200.0,0.0,31.000000000000007
p16,346,1,346,0.0,200.0,0.0,31.000000000000007
p16,347,1,347,0.0,200.0,0.0,31.000000000000007
p16,348,1,348,0.0,200.0,0.0,31.000000000000007
p16,349,1,349,0.0,200.0,0.0,31.000000000000007
p16,350,1,350,0.0,200.0,0.0,31.000000000000007
p16,351,1,351,0.0,200.0,0.0,31.000000000000007
p16,352,1,352,0.0,200.0,0.0,31.000000000000007
p16,353,1,353,0.0,200.0,0.0,31.000000000000007
p16,354,1,354,0.0,200.0,0.0,31.000000000000007
p16,355,1,355,5.0,200.0,0.01,31.000000000000007
p16,356,1,356,5.0,200.0,0.18,31.000000000000007
p16,357,1,357,5.0,200.0,0.18,31.000000000000007
p16,358,1,358,5.0,200.0,0.18,31.000000000000007
p16,359,1,359,5.0,200.0,0.18,31.000000000000007
p16,360,1,360,5.0,200.0,0.18,31.000000000000007
p16,361,1,361,5.0,200.0,0.18,31.000000000000007
p16,362,1,362,5.0,200.0,0.18,31.000000000000007
p16,363,1,363,5.0,200.0,0.18,31.000000000000007
p16,364,1,364,5.0,200.0,0.18,31.000000000000007
p16,365,1,365,5.0,200.0,0.18,31.000000000000007
p16,366,2,1,5.0,200.0,0.18,31.000000000000007
p16,367,2,2,5.0,200.0,0.18,31.000000000000007
p16,368,2,3,5.0,200.0,0.18,31.000000000000007
p16,369,2,4,5.0,200.0,0.18,31.000000000000007
p16,370,2,5,5.0,200.0,0.18,31.000000000000007
p16,371,2,6,5.0,200.0,0.18,31.000000000000007
p16,372,2,7,5.0,200.0,0.18,31.000000000000007
p16,373,2,8,5.0,200.0,0.18,31.000000000000007
p16,374,2,9,5.0,200.0,0.18,31.000000000000007
p16,375,2,10,5.0,200.0,0.18,31.000000000000007
p16,376,2,11,5.0,200.0,0.18,31.000000000000007
p16,377,2,12,5.0,200.0,0.18,31.000000000000007
p16,378,2,13,5.0,200.0,0.18,31.000000000000007
p16,379,2,14,5.0,200.0,0.18,31.000000000000007
p16,380,2,15,5.0,200.0,0.18,31.000000000000007
p16,381,2,16,5.0,200.0,0.18,31.000000000000007
p16,382,2,17,5.0,200.0,0.18,31.000000000000007
p16,383,2,18,5.0,200.0,0.18,31.000000000000007
p16,384,2,19,5.0,200.0,0.18,31.000000000000007
p16,385,2,20,5.0,200.0,0.18,31.000000000000007
p16,386,2,21,5.0,200.0,0.18,31.000000000000007
p16,387,2,22,5.0,200.0,0.18,31.000000000000007
p16,388,2,23,5.0,200.0,0.18,31.000000000000007
p16,389,2,24,5.0,200.0,0.18,31.000000000000007
p16,390,2,25,5.0,200.0,0.18,31.000000000000007
p16,391,2,26,5.0,200.0,0.18,31.000000000000007
p16,392,2,27,5.0,200.0,0.18,31.000000000000007
p16,393,2,28,5.0,200.0,0.18,31.000000000000007
p16,394,2,29,5.0,200.0,0.18,31.000000000000007
p16,395,2,30,5.0,200.0,0.18,31.000000000000007
p16,396,2,31,5.0,200.0,0.18,31.000000000000007
p16,397,2,32,5.0,200.0,0.18,31.000000000000007
p16,398,2,33,5.0,200.0,0.18,31.000000000000007
p16,399,2,34,5.0,200.0,0.18,31.000000000000007
p16,400,2,35,5.0,200.0,0.18,31.000000000000007
p16,401,2,36,5.0,200.0,0.18,31.000000000000007
p16,402,2,37,5.0,200.0,0.18,31.000000000000007
p16,403,2,38,5.0,200.0,0.18,31.000000000000007
p16,404,2,39,5.0,200.0,0.18,31.000000000000007
p16,405,2,40,5.0,200.0,0.18,31.000000000000007
p16,406,2,41,5.0,200.0,0.18,31.000000000000007
p16,407,2,42,5.0,200.0,0.18,31.000000000000007
p16,408,2,43,5.0,200.0,0.18,31.000000000000007
p16,409,2,44,5.0,200.0,0.18,31.000000000000007
p16,410,2,45,5.0,200.0,0.18,31.000000000000007
p16,411,2,46,5.0,200.0,0.18,31.000000000000007
p16,412,2,47,5.0,200.0,0.18,31.000000000000007
p16,413,2,48,5.0,200.0,0.18,31.000000000000007
p16,414,2,49,5.0,200.0,0.18,31.000000000000007
p16,415,2,50,5.0,200.0,0.18,31.000000000000007
p16,416,2,51,5.0,200.0,0.18,31.000000000000007
p16,417,2,52,5.0,200.0,0.18,31.000000000000007
p16,418,2,53,5.0,200.0,0.18,31.000000000000007
p16,419,2,54,5.0,200.0,0.18,31.000000000000007
p16,420,2,55,5.0,200.0,0.18,31.000000000000007
p16,421,2,56,5.0,200.0,0.18,31.000000000000007
p16,422,2,57,5.0,200.0,0.18,31.000000000000007
p16,423,2,58,5.0,200.0,0.18,31.000000000000007
p16,424,2,59,5.0,200.0,0.18,31.000000000000007
p16,425,2,60,5.0,200.0,0.18,31.000000000000007
p16,426,2,61,5.0,200.0,0.18,31.000000000000007
p16,427,2,62,5.0,200.0,0.18,31.000000000000007
p16,428,2,63,5.0,200.0,0.18,31.000000000000007
p16,429,2,64,5.0,200.0,0.18,31.000000000000007
p16,430,2,65,5.0,200.0,0.18,31.000000000000007
p16,431,2,66,5.0,200.0,0.18,31.000000000000007
p16,432,2,67,5.0,200.0,0.18,31.000000000000007
p16,433,2,68,5.0,200.0,0.43,31.000000000000007
p16,434,2,69,5.0,200.0,0.43,31.000000000000007
p16,435,2,70,5.0,200.0,0.56,31.000000000000007
p16,436,2,71,2.5,200.0,0.81,31.000000000000007
p16,437,2,72,4.0,200.0,1.07,31.000000000000007
p16,438,2,73,6.9,200.0,1.54,31.000000000000007
p16,439,2,74,10.0,200.0,2.0,31.000000000000007
p16,440,2,75,10.0,200.0,2.11,31.000000000000007
p16,441,2,76,10.0,200.0,2.16,31.000000000000007
p16,442,2,77,10.0,200.0,2.19,31.000000000000007
p16,443,2,78,10.0,200.0,2.38,31.000000000000007
p16,444,2,79,10.0,0.0,0.95,0.0
p16,445,2,80,10.0,0.0,0.0,0.0
p16,447,2,82,5.0,0.0,0.0,0.0
p16,448,2,83,5.0,0.0,0.0,0.0
p16,449,2,84,0.0,0.0,0.0,0.0
p16,451,2,86,5.0,0.0,0.0,0.0
p16,452,2,87,5.0,45.00000000000001,0.11,6.975000000000002
p16,453,2,88,10.0,120.0,0.5,18.6
p16,454,2,89,5.8,120.0,1.38,18.6
p16,455,2,90,10.0,120.0,0.0,18.6
p16,456,2,91,5.0,120.0,0.0,18.6
p16,457,2,92,5.0,120.0,0.0,18.6
p16,465,2,100,5.0,0.0,0.0,0.0
p16,466,2,101,0.0,0.0,0.0,0.0
p16,467,2,102,0.0,0.0,0.0,0.0
p16,468,2,103,0.0,0.0,0.0,0.0
p16,628,2,263,0.0,0.0,0.0,0.0
p16,629,2,264,0.0,0.0,0.0,0.0
p16,634,2,269,0.0,0.0,0.0,0.0
p16,635,2,270,0.0,0.0,0.0,0.0
p16,636,2,271,0.0,0.0,0.0,0.0
p16,645,2,280,5.0,0.0,0.0,0.0
p16,648,2,283,0.0,0.0,0.0,0.0
p16,653,2,288,5.0,0.0,0.0,0.0
p16,654,2,289,0.0,0.0,0.0,0.0
p16,656,2,291,5.0,0.0,0.0,0.0
p16,657,2,292,15.4,0.0,0.0,0.0
p16,658,2,293,5.0,0.0,0.0,0.0
p16,667,2,302,5.0,0.0,0.0,0.0
p16,668,2,303,11.8,148.33333333333334,0.0,22.99166666666667
p16,669,2,304,0.0,148.33333333333334,0.0,22.99166666666667
p16,670,2,305,0.0,148.33333333333334,0.0,22.99166666666667
p16,671,2,306,0.0,200.0,0.0,31.000000000000007
p16,672,2,307,0.0,200.0,0.0,31.000000000000007
p16,673,2,308,0.0,200.0,0.0,31.000000000000007
p16,674,2,309,0.0,200.0,0.0,31.000000000000007
p16,675,2,310,0.0,200.0,0.0,31.000000000000007
p16,676,2,311,0.0,200.0,0.0,31.000000000000007
p16,677,2,312,0.0,200.0,0.0,31.000000000000007
p16,678,2,313,0.0,200.0,0.0,31.000000000000007
p16,679,2,314,0.0,200.0,0.0,31.000000000000007
p16,680,2,315,0.0,200.0,0.0,31.000000000000007
p16,681,2,316,0.0,200.0,0.0,31.000000000000007
p16,682,2,317,0.0,200.0,0.0,31.000000000000007
p16,683,2,318,0.0,200.0,0.0,31.000000000000007
p16,684,2,319,0.0,200.0,0.0,31.000000000000007
p16,685,2,320,0.0,200.0,0.0,31.000000000000007
p16,686,2,321,0.0,200.0,0.0,31.000000000000007
p16,687,2,322,0.0,0.0,0.0,0.0
p16,688,2,323,0.0,0.0,0.0,0.0
p16,689,2,324,0.0,0.0,0.0,0.0
p16,690,2,325,0.0,0.0,0.0,0.0
p16,691,2,326,0.0,0.0,0.0,0.0
p16,692,2,327,5.0,166.66666666666669,0.0,25.83333333333334
p16,693,2,328,0.0,200.0,0.0,31.000000000000007
p16,694,2,329,0.0,200.0,0.0,31.000000000000007
p16,695,2,330,0.0,200.0,0.0,31.000000000000007
p16,696,2,331,0.0,200.0,0.0,31.000000000000007
p16,697,2,332,0.0,200.0,0.0,31.000000000000007
p16,698,2,333,0.0,200.0,0.0,31.000000000000007
p16,699,2,334,0.0,200.0,0.0,31.000000000000007
p16,700,2,335,0.0,200.0,0.0,31.000000000000007
p16,701,2,336,0.0,200.0,0.0,31.000000000000007
p16,702,2,337,0.0,200.0,0.0,31.000000000000007
p16,703,2,338,0.0,200.0,0.0,31.000000000000007
p16,704,2,339,0.0,200.0,0.0,31.000000000000007
p16,705,2,340,0.0,200.0,0.0,31.000000000000007
p16,706,2,341,0.0,200.0,0.0,31.000000000000007
p16,707,2,342,0.0,200.0,0.0,31.000000000000007
p16,708,2,343,0.0,200.0,0.0,31.000000000000007
p16,709,2,344,0.0,200.0,0.0,31.000000000000007
p16,710,2,345,0.0,200.0,0.0,31.000000000000007
p16,711,2,346,0.0,200.0,0.0,31.000000000000007
p16,712,2,347,0.0,200.0,0.0,31.000000000000007
p16,713,2,348,0.0,200.0,0.0,31.000000000000007
p16,714,2,349,0.0,200.0,0.0,31.000000000000007
p16,715,2,350,0.0,200.0,0.0,31.000000000000007
p16,716,2,351,0.0,200.0,0.0,31.000000000000007
p16,717,2,352,5.0,200.0,0.0,31.000000000000007
p16,718,2,353,0.0,200.0,0.0,31.000000000000007
p16,719,2,354,0.0,200.0,0.0,31.000000000000007
p16,720,2,355,0.0,200.0,0.0,31.000000000000007
p16,721,2,356,0.0,200.0,0.0,31.000000000000007
p16,722,2,357,0.0,200.0,0.0,31.000000000000007
p16,723,2,358,0.0,200.0,0.0,31.000000000000007
p16,724,2,359,5.0,200.0,0.0,31.000000000000007
p16,725,2,360,5.0,200.0,0.0,31.000000000000007
p16,726,2,361,5.0,200.0,0.03,31.000000000000007
p16,727,2,362,5.0,200.0,0.01,31.000000000000007
p16,728,2,363,5.0,200.0,0.02,31.000000000000007
p16,729,2,364,5.0,200.0,0.08,31.000000000000007
p16,730,2,365,5.0,200.0,0.0,31.000000000000007
p16,731,3,1,5.0,200.0,0.0,31.000000000000007
p16,732,3,2,5.0,200.0,0.0,31.000000000000007
p16,733,3,3,5.0,200.0,0.19,31.000000000000007
p16,734,3,4,5.0,200.0,0.6,31.000000000000007
p16,735,3,5,2.6,200.0,0.82,31.000000000000007
p16,736,3,6,4.7,200.0,1.23,31.000000000000007
p16,737,3,7,6.4,200.0,1.56,31.000000000000007
p16,738,3,8,6.7,200.0,1.61,31.000000000000007
p16,739,3,9,8.9,200.0,2.01,31.000000000000007
p16,740,3,10,11.3,200.0,2.77,31.000000000000007
p16,741,3,11,12.6,200.0,3.04,31.000000000000007
p16,742,3,12,13.0,200.0,3.11,31.000000000000007
p16,743,3,13,15.0,200.0,3.5,31.000000000000007
p16,744,3,14,18.6,200.0,4.14,31.000000000000007
p16,745,3,15,23.3,200.0,5.37,31.000000000000007
p16,746,3,16,26.6,200.0,6.05,31.000000000000007
p16,747,3,17,30.0,200.0,6.91,31.000000000000007
p16,748,3,18,35.7,200.0,8.16,31.000000000000007
p16,749,3,19,40.0,200.0,9.04,31.000000000000007
p16,750,3,20,41.0,200.0,9.51,31.000000000000007
p16,751,3,21,42.8,200.0,9.88,31.000000000000007
p16,752,3,22,43.6,200.0,10.02,31.000000000000007
p16,753,3,23,45.1,200.0,10.3,31.000000000000007
p16,754,3,24,50.0,200.0,11.17,31.000000000000007
p16,755,3,25,51.3,200.0,11.67,31.000000000000007
p16,756,3,26,54.2,200.0,12.25,31.000000000000007
p16,757,3,27,56.5,200.0,12.7,31.000000000000007
p16,758,3,28,60.0,200.0,13.45,31.000000000000007
p16,759,3,29,60.0,200.0,13.73,31.000000000000007
p16,760,3,30,61.7,200.0,13.94,31.000000000000007
p16,761,3,31,63.8,200.0,14.3,31.000000000000007
p16,762,3,32,65.8,200.0,14.63,31.000000000000007
p16,763,3,33,67.9,200.0,14.92,31.000000000000007
p16,764,3,34,70.0,200.0,15.17,31.000000000000007
p16,765,3,35,70.0,200.0,15.52,31.000000000000007
p16,766,3,36,71.8,200.0,15.83,31.000000000000007
p16,767,3,37,73.2,200.0,16.04,31.000000000000007
p16,768,3,38,75.8,200.0,16.37,31.000000000000007
p16,769,3,39,80.0,200.0,17.12,31.000000000000007
p16,770,3,40,82.3,200.0,17.65,31.000000000000007
p16,771,3,41,83.2,200.0,17.83,31.000000000000007
p16,772,3,42,86.0,200.0,18.26,31.000000000000007
p16,773,3,43,88.7,200.0,18.63,31.000000000000007
p16,774,3,44,90.0,200.0,19.0,31.000000000000007
p16,775,3,45,91.0,200.0,19.29,31.000000000000007
p16,776,3,46,91.6,200.0,19.39,31.000000000000007
p16,777,3,47,93.5,200.0,19.63,31.000000000000007
p16,778,3,48,93.8,200.0,19.67,31.000000000000007
p16,779,3,49,94.3,200.0,19.72,31.000000000000007
p16,780,3,50,95.7,200.0,19.91,31.000000000000007
p16,781,3,51,96.8,200.0,20.05,31.000000000000007
p16,782,3,52,98.5,200.0,20.27,31.000000000000007
p16,783,3,53,100.0,200.0,20.66,31.000000000000007
p16,784,3,54,100.0,200.0,20.83,31.000000000000007
p16,785,3,55,101.1,200.0,20.97,31.000000000000007
p16,786,3,56,102.6,200.0,21.3,31.000000000000007
p16,787,3,57,103.9,200.0,21.58,31.000000000000007
p16,788,3,58,104.3,200.0,21.67,31.000000000000007
p16,789,3,59,104.8,200.0,21.76,31.000000000000007
p16,790,3,60,106.7,200.0,22.2,31.000000000000007
p16,791,3,61,107.3,200.0,22.34,31.000000000000007
p16,792,3,62,107.6,0.0,22.41,0.0
p16,793,3,63,108.6,0.0,22.69,0.0
p16,794,3,64,110.0,0.0,3.38,0.0
p16,795,3,65,110.0,0.0,0.0,0.0
p16,799,3,69,60.0,120.0,10.07,18.6
p16,800,3,70,120.0,200.0,35.15,31.000000000000007
p16,801,3,71,154.5,200.0,45.23,31.000000000000007
p16,802,3,72,172.2,200.0,50.8,31.000000000000007
p16,803,3,73,183.0,200.0,54.33,31.000000000000007
p16,804,3,74,188.1,200.0,55.76,31.000000000000007
p16,805,3,75,195.3,200.0,58.02,31.000000000000007
p16,806,3,76,198.1,200.0,58.79,31.000000000000007
p16,807,3,77,202.7,200.0,60.32,31.000000000000007
p16,808,3,78,206.7,200.0,61.49,31.000000000000007
p16,809,3,79,211.2,200.0,62.8,31.000000000000007
p16,810,3,80,214.1,200.0,63.65,31.000000000000007
p16,811,3,81,216.8,200.0,64.41,31.000000000000007
p16,812,3,82,220.0,200.0,65.6,31.000000000000007
p16,813,3,83,221.4,200.0,62.36,31.000000000000007
p16,814,3,84,221.4,200.0,42.9,31.000000000000007
p16,815,3,85,221.4,200.0,31.0,31.000000000000007
p16,816,3,86,221.4,200.0,29.49,31.000000000000007
p16,817,3,87,221.4,200.0,23.54,31.000000000000007
p16,818,3,88,221.4,200.0,18.48,31.000000000000007
p16,819,3,89,221.4,200.0,14.59,31.000000000000007
p16,820,3,90,221.4,200.0,6.48,31.000000000000007
p16,821,3,91,221.4,200.0,2.5,31.000000000000007
p16,822,3,92,221.4,200.0,3.19,31.000000000000007
p16,823,3,93,221.4,200.0,1.11,31.000000000000007
p16,824,3,94,10.0,200.0,0.0,31.000000000000007
p16,825,3,95,11.8,200.0,0.0,31.000000000000007
p16,826,3,96,0.0,200.0,0.0,31.000000000000007
p16,832,3,102,10.0,0.0,0.0,0.0
p16,833,3,103,42.0,101.66666666666667,2.25,15.758333333333336
p16,834,3,104,26.6,101.66666666666667,0.08,15.758333333333336
p16,835,3,105,0.0,0.0,0.0,0.0
p16,843,3,113,0.0,0.0,0.0,0.0
p16,844,3,114,5.0,0.0,0.0,0.0
p16,846,3,116,0.0,0.0,0.0,0.0
p16,848,3,118,10.0,0.0,0.0,0.0
p16,849,3,119,5.0,0.0,0.0,0.0
p16,1002,3,272,0.0,0.0,0.0,0.0
p16,1003,3,273,14.8,0.0,0.0,0.0
p16,1019,3,289,0.0,0.0,0.0,0.0
p16,1020,3,290,0.0,0.0,0.0,0.0
p16,1021,3,291,0.0,0.0,0.0,0.0
p16,1022,3,292,0.0,93.33333333333333,0.0,14.466666666666667
p16,1023,3,293,0.0,93.33333333333333,0.0,14.466666666666667
p16,1024,3,294,0.0,93.33333333333333,0.0,14.466666666666667
p16,1025,3,295,0.0,93.33333333333333,0.0,14.466666666666667
p16,1032,3,302,0.0,0.0,0.0,0.0
p16,1033,3,303,0.0,0.0,0.0,0.0
p16,1034,3,304,0.0,0.0,0.0,0.0
p16,1035,3,305,0.0,0.0,0.0,0.0
p16,1036,3,306,0.0,0.0,0.0,0.0
p16,1037,3,307,0.0,0.0,0.0,0.0
p16,1038,3,308,0.0,0.0,0.0,0.0
p16,1039,3,309,0.0,65.0,0.0,10.075000000000003
p16,1040,3,310,0.0,111.66666666666666,0.0,17.308333333333334
p16,1041,3,311,0.0,185.00000000000006,0.0,28.67500000000001
p16,1042,3,312,0.0,185.00000000000006,0.0,28.67500000000001
p16,1043,3,313,0.0,185.00000000000006,0.0,28.67500000000001
p16,1044,3,314,0.0,0.0,0.0,0.0
p16,1045,3,315,0.0,0.0,0.0,0.0
p16,1046,3,316,0.0,0.0,0.0,0.0
p16,1047,3,317,0.0,0.0,0.0,0.0
p16,1048,3,318,0.0,93.33333333333333,0.0,14.466666666666667
p16,1049,3,319,0.0,93.33333333333333,0.0,14.466666666666667
p16,1050,3,320,0.0,93.33333333333333,0.0,14.466666666666667
p16,1051,3,321,0.0,93.33333333333333,0.0,14.466666666666667
p16,1052,3,322,0.0,93.33333333333333,0.0,14.466666666666667
p16,1053,3,323,0.0,93.33333333333333,0.0,14.466666666666667
p16,1054,3,324,0.0,93.33333333333333,0.0,14.466666666666667
p16,1055,3,325,0.0,93.33333333333333,0.0,14.466666666666667
p16,1056,3,326,0.0,93.33333333333333,0.0,14.466666666666667
p16,1057,3,327,0.0,93.33333333333333,0.0,14.466666666666667
p16,1058,3,328,0.0,93.33333333333333,0.0,14.466666666666667
p16,1059,3,329,0.0,93.33333333333333,0.0,14.466666666666667
p16,1060,3,330,0.0,93.33333333333333,0.0,14.466666666666667
p16,1061,3,331,0.0,138.33333333333337,0.0,21.441666666666674
