prefix,sim_day_index,sim_year,julian,legacy_frdp_mm,open_proxy_frdp_mm,legacy_wat_frozwt_mm,open_wat_frozwt_mm
p29,741,3,11,11.8,200.0,3.08,31.000000000000007
p29,742,3,12,12.2,200.0,3.15,31.000000000000007
p29,743,3,13,14.1,200.0,3.54,31.000000000000007
p29,744,3,14,17.5,200.0,4.2,31.000000000000007
p29,745,3,15,22.3,200.0,5.48,31.000000000000007
p29,746,3,16,25.7,200.0,6.18,31.000000000000007
p29,747,3,17,30.0,200.0,7.06,31.000000000000007
p29,748,3,18,34.8,200.0,8.34,31.000000000000007
p29,749,3,19,38.3,200.0,9.06,31.000000000000007
p29,750,3,20,40.0,200.0,9.73,31.000000000000007
p29,751,3,21,42.1,200.0,10.11,31.000000000000007
p29,752,3,22,42.8,200.0,10.25,31.000000000000007
p29,753,3,23,44.3,200.0,10.54,31.000000000000007
p29,754,3,24,48.6,200.0,11.26,31.000000000000007
p29,755,3,25,50.0,200.0,11.9,31.000000000000007
p29,756,3,26,53.4,200.0,12.48,31.000000000000007
p29,757,3,27,55.8,200.0,12.93,31.000000000000007
p29,758,3,28,60.0,200.0,13.68,31.000000000000007
p29,759,3,29,60.0,200.0,13.96,31.000000000000007
p29,760,3,30,60.0,200.0,14.17,31.000000000000007
p29,761,3,31,63.0,200.0,14.54,31.000000000000007
p29,762,3,32,65.1,200.0,14.87,31.000000000000007
p29,763,3,33,67.1,200.0,15.16,31.000000000000007
p29,764,3,34,68.2,200.0,15.29,31.000000000000007
p29,765,3,35,70.0,200.0,15.76,31.000000000000007
p29,766,3,36,71.3,200.0,16.06,31.000000000000007
p29,767,3,37,72.7,200.0,16.28,31.000000000000007
p29,768,3,38,75.1,200.0,16.62,31.000000000000007
p29,769,3,39,80.0,200.0,17.39,31.000000000000007
p29,770,3,40,82.1,200.0,17.93,31.000000000000007
p29,771,3,41,83.1,200.0,18.11,31.000000000000007
p29,772,3,42,85.8,200.0,18.56,31.000000000000007
p29,773,3,43,88.6,200.0,18.93,31.000000000000007
p29,774,3,44,90.0,200.0,19.3,31.000000000000007
p29,775,3,45,90.0,200.0,19.59,31.000000000000007
p29,776,3,46,91.5,200.0,19.69,31.000000000000007
p29,777,3,47,93.4,200.0,19.94,31.000000000000007
p29,778,3,48,93.7,200.0,19.98,31.000000000000007
p29,779,3,49,94.2,200.0,20.04,31.000000000000007
p29,780,3,50,95.7,200.0,20.23,31.000000000000007
p29,781,3,51,96.8,200.0,20.37,31.000000000000007
p29,782,3,52,98.5,200.0,20.59,31.000000000000007
p29,783,3,53,100.0,200.0,20.99,31.000000000000007
p29,784,3,54,100.0,200.0,21.17,31.000000000000007
p29,785,3,55,101.2,200.0,21.31,31.000000000000007
p29,786,3,56,102.7,200.0,21.66,31.000000000000007
p29,787,3,57,104.1,200.0,21.95,31.000000000000007
p29,788,3,58,104.5,200.0,22.04,31.000000000000007
p29,789,3,59,105.0,200.0,22.14,31.000000000000007
p29,790,3,60,107.0,200.0,22.59,31.000000000000007
p29,791,3,61,107.6,200.0,22.73,31.000000000000007
p29,792,3,62,107.9,0.0,22.81,0.0
p29,793,3,63,108.9,0.0,23.12,0.0
p29,794,3,64,110.0,0.0,1.17,0.0
p29,795,3,65,110.0,0.0,0.0,0.0
p29,799,3,69,62.1,120.0,10.05,18.6
p29,800,3,70,121.9,200.0,35.07,31.000000000000007
p29,801,3,71,156.0,200.0,45.07,31.000000000000007
p29,802,3,72,173.1,200.0,50.5,31.000000000000007
p29,803,3,73,184.0,200.0,54.01,31.000000000000007
p29,804,3,74,190.0,200.0,55.69,31.000000000000007
p29,805,3,75,196.2,200.0,57.71,31.000000000000007
p29,806,3,76,198.9,200.0,58.47,31.000000000000007
p29,807,3,77,203.4,200.0,59.98,31.000000000000007
p29,808,3,78,207.7,200.0,61.14,31.000000000000007
p29,809,3,79,212.6,200.0,62.44,31.000000000000007
p29,810,3,80,215.7,200.0,63.28,31.000000000000007
p29,811,3,81,218.6,200.0,64.04,31.000000000000007
p29,812,3,82,221.8,200.0,65.19,31.000000000000007
p29,813,3,83,223.0,200.0,61.84,31.000000000000007
p29,814,3,84,223.0,200.0,42.1,31.000000000000007
p29,815,3,85,223.0,200.0,30.07,31.000000000000007
p29,816,3,86,223.0,200.0,28.54,31.000000000000007
p29,817,3,87,223.0,200.0,22.86,31.000000000000007
p29,818,3,88,223.0,200.0,17.82,31.000000000000007
p29,819,3,89,223.0,200.0,13.9,31.000000000000007
p29,820,3,90,223.0,200.0,6.0,31.000000000000007
p29,821,3,91,223.0,200.0,1.97,31.000000000000007
p29,822,3,92,223.0,200.0,2.52,31.000000000000007
p29,823,3,93,223.0,200.0,1.09,31.000000000000007
p29,824,3,94,10.0,200.0,0.0,31.000000000000007
p29,825,3,95,11.7,200.0,0.0,31.000000000000007
p29,826,3,96,0.0,200.0,0.0,31.000000000000007
p29,832,3,102,10.0,0.0,0.0,0.0
p29,833,3,103,42.0,101.66666666666667,2.23,15.758333333333336
p29,834,3,104,26.6,101.66666666666667,0.07,15.758333333333336
p29,835,3,105,0.0,0.0,0.0,0.0
p29,843,3,113,0.0,0.0,0.0,0.0
p29,844,3,114,5.0,0.0,0.0,0.0
p29,846,3,116,0.0,0.0,0.0,0.0
p29,848,3,118,10.0,0.0,0.0,0.0
p29,849,3,119,5.0,0.0,0.0,0.0
p29,1002,3,272,0.0,0.0,0.0,0.0
p29,1003,3,273,13.0,0.0,0.0,0.0
p29,1019,3,289,0.0,0.0,0.0,0.0
p29,1020,3,290,0.0,0.0,0.0,0.0
p29,1021,3,291,0.0,0.0,0.0,0.0
p29,1022,3,292,0.0,93.33333333333333,0.0,14.466666666666667
p29,1023,3,293,0.0,93.33333333333333,0.0,14.466666666666667
p29,1024,3,294,0.0,93.33333333333333,0.0,14.466666666666667
p29,1025,3,295,0.0,93.33333333333333,0.0,14.466666666666667
p29,1032,3,302,0.0,0.0,0.0,0.0
p29,1033,3,303,0.0,0.0,0.0,0.0
p29,1034,3,304,0.0,0.0,0.0,0.0
p29,1035,3,305,0.0,0.0,0.0,0.0
p29,1036,3,306,0.0,0.0,0.0,0.0
p29,1037,3,307,0.0,0.0,0.0,0.0
p29,1038,3,308,0.0,0.0,0.0,0.0
p29,1039,3,309,0.0,65.0,0.0,10.075000000000003
p29,1040,3,310,0.0,111.66666666666666,0.0,17.308333333333334
p29,1041,3,311,0.0,185.00000000000006,0.0,28.67500000000001
p29,1042,3,312,0.0,185.00000000000006,0.0,28.67500000000001
p29,1043,3,313,0.0,185.00000000000006,0.0,28.67500000000001
p29,1044,3,314,0.0,0.0,0.0,0.0
p29,1045,3,315,0.0,0.0,0.0,0.0
p29,1046,3,316,0.0,0.0,0.0,0.0
p29,1047,3,317,0.0,0.0,0.0,0.0
p29,1048,3,318,0.0,93.33333333333333,0.0,14.466666666666667
p29,1049,3,319,0.0,93.33333333333333,0.0,14.466666666666667
p29,1050,3,320,0.0,93.33333333333333,0.0,14.466666666666667
p29,1051,3,321,0.0,93.33333333333333,0.0,14.466666666666667
p29,1052,3,322,0.0,93.33333333333333,0.0,14.466666666666667
p29,1053,3,323,0.0,93.33333333333333,0.0,14.466666666666667
p29,1054,3,324,0.0,93.33333333333333,0.0,14.466666666666667
p29,1055,3,325,0.0,93.33333333333333,0.0,14.466666666666667
p29,1056,3,326,0.0,93.33333333333333,0.0,14.466666666666667
p29,1057,3,327,0.0,93.33333333333333,0.0,14.466666666666667
p29,1058,3,328,0.0,93.33333333333333,0.0,14.466666666666667
p29,1059,3,329,0.0,93.33333333333333,0.0,14.466666666666667
p29,1060,3,330,0.0,93.33333333333333,0.0,14.466666666666667
p29,1061,3,331,0.0,138.33333333333337,0.0,21.441666666666674
p29,1062,3,332,0.0,138.33333333333337,0.0,21.441666666666674
p29,1063,3,333,0.0,176.66666666666666,0.0,27.38333333333334
p29,1064,3,334,0.0,195.0,0.0,30.225000000000005
p29,1065,3,335,0.0,195.0,0.0,30.225000000000005
p29,1066,3,336,0.0,195.0,0.0,30.225000000000005
p29,1067,3,337,0.0,195.0,0.0,30.225000000000005
p29,1068,3,338,0.0,195.0,0.0,30.225000000000005
p29,1069,3,339,0.0,200.0,0.0,31.000000000000007
p29,1070,3,340,5.0,200.0,0.0,31.000000000000007
p29,1071,3,341,0.0,200.0,0.0,31.000000000000007
p29,1072,3,342,5.0,200.0,0.0,31.000000000000007
p29,1073,3,343,5.0,200.0,0.0,31.000000000000007
p29,1074,3,344,0.0,200.0,0.0,31.000000000000007
p29,1075,3,345,0.0,200.0,0.0,31.000000000000007
p29,1076,3,346,5.0,200.0,0.0,31.000000000000007
p29,1077,3,347,0.0,200.0,0.0,31.000000000000007
p29,1078,3,348,0.0,200.0,0.0,31.000000000000007
p29,1079,3,349,0.0,200.0,0.0,31.000000000000007
p29,1080,3,350,0.0,200.0,0.0,31.000000000000007
p29,1081,3,351,0.0,200.0,0.0,31.000000000000007
p29,1082,3,352,0.0,200.0,0.0,31.000000000000007
p29,1083,3,353,5.0,200.0,0.0,31.000000000000007
p29,1084,3,354,5.0,200.0,0.01,31.000000000000007
p29,1085,3,355,5.0,200.0,0.37,31.000000000000007
p29,1086,3,356,5.0,200.0,0.2,31.000000000000007
p29,1087,3,357,5.0,200.0,0.0,31.000000000000007
p29,1088,3,358,5.0,200.0,0.54,31.000000000000007
p29,1089,3,359,4.5,200.0,1.25,31.000000000000007
p29,1090,3,360,7.3,200.0,1.79,31.000000000000007
p29,1091,3,361,10.0,200.0,2.77,31.000000000000007
p29,1092,3,362,12.0,200.0,3.02,31.000000000000007
p29,1093,3,363,14.4,200.0,3.47,31.000000000000007
p29,1094,3,364,16.3,200.0,3.87,31.000000000000007
p29,1095,3,365,17.6,200.0,4.15,31.000000000000007
p29,1096,3,366,20.0,200.0,5.12,31.000000000000007
p29,1097,4,1,26.5,200.0,6.54,31.000000000000007
p29,1098,4,2,28.9,200.0,7.07,31.000000000000007
p29,1099,4,3,30.0,200.0,7.45,31.000000000000007
p29,1100,4,4,32.9,200.0,8.25,31.000000000000007
p29,1101,4,5,38.2,200.0,9.38,31.000000000000007
p29,1102,4,6,43.6,200.0,10.84,31.000000000000007
p29,1103,4,7,50.0,200.0,12.29,31.000000000000007
p29,1104,4,8,54.6,200.0,13.65,31.000000000000007
p29,1105,4,9,58.7,200.0,14.56,31.000000000000007
p29,1106,4,10,62.1,200.0,15.61,31.000000000000007
p29,1107,4,11,65.7,200.0,16.41,31.000000000000007
p29,1108,4,12,67.0,200.0,16.67,31.000000000000007
p29,1109,4,13,68.4,200.0,16.94,31.000000000000007
p29,1110,4,14,70.0,200.0,17.43,31.000000000000007
p29,1111,4,15,72.2,200.0,18.0,31.000000000000007
p29,1112,4,16,74.7,200.0,18.49,31.000000000000007
p29,1113,4,17,80.0,200.0,19.5,31.000000000000007
p29,1114,4,18,82.2,200.0,20.23,31.000000000000007
p29,1115,4,19,85.0,200.0,20.82,31.000000000000007
p29,1116,4,20,87.0,200.0,21.2,31.000000000000007
p29,1117,4,21,87.8,200.0,21.33,31.000000000000007
p29,1118,4,22,90.0,200.0,21.73,31.000000000000007
p29,1119,4,23,90.0,200.0,21.91,31.000000000000007
p29,1120,4,24,93.3,200.0,22.49,31.000000000000007
p29,1121,4,25,100.0,200.0,23.31,31.000000000000007
p29,1122,4,26,100.0,200.0,23.63,31.000000000000007
p29,1123,4,27,101.8,200.0,24.0,31.000000000000007
p29,1124,4,28,104.2,200.0,24.56,31.000000000000007
p29,1125,4,29,108.0,200.0,25.38,31.000000000000007
p29,1126,4,30,110.0,200.0,26.06,31.000000000000007
p29,1127,4,31,110.0,200.0,26.29,31.000000000000007
p29,1128,4,32,112.4,200.0,26.67,31.000000000000007
p29,1129,4,33,113.7,200.0,27.01,31.000000000000007
p29,1130,4,34,114.7,200.0,27.28,31.000000000000007
p29,1131,4,35,116.1,200.0,27.65,31.000000000000007
p29,1132,4,36,117.4,200.0,27.97,31.000000000000007
p29,1133,4,37,118.6,200.0,28.28,31.000000000000007
p29,1134,4,38,120.0,200.0,28.86,31.000000000000007
p29,1135,4,39,121.3,200.0,29.24,31.000000000000007
p29,1136,4,40,122.0,200.0,29.43,31.000000000000007
p29,1137,4,41,122.6,200.0,29.62,31.000000000000007
p29,1138,4,42,123.4,200.0,29.87,31.000000000000007
p29,1139,4,43,124.5,200.0,30.18,31.000000000000007
p29,1140,4,44,125.5,200.0,30.48,31.000000000000007
p29,1141,4,45,127.3,200.0,31.01,31.000000000000007
p29,1142,4,46,130.0,200.0,31.88,31.000000000000007
p29,1143,4,47,132.1,200.0,32.62,31.000000000000007
p29,1144,4,48,135.9,200.0,33.68,31.000000000000007
p29,1145,4,49,140.0,200.0,34.85,31.000000000000007
p29,1146,4,50,141.7,200.0,35.56,31.000000000000007
p29,1147,4,51,143.1,200.0,35.95,31.000000000000007
p29,1148,4,52,143.9,200.0,36.18,31.000000000000007
p29,1149,4,53,145.5,200.0,36.61,31.000000000000007
p29,1150,4,54,148.3,200.0,37.39,31.000000000000007
p29,1151,4,55,151.5,200.0,38.52,31.000000000000007
p29,1152,4,56,153.6,200.0,39.11,31.000000000000007
p29,1153,4,57,156.1,200.0,39.81,31.000000000000007
p29,1154,4,58,157.6,200.0,40.23,31.000000000000007
p29,1155,4,59,160.0,200.0,40.97,31.000000000000007
p29,1156,4,60,160.0,200.0,41.34,31.000000000000007
p29,1157,4,61,161.8,200.0,41.61,31.000000000000007
p29,1158,4,62,162.5,200.0,41.81,31.000000000000007
p29,1159,4,63,163.1,200.0,41.99,31.000000000000007
p29,1160,4,64,164.0,200.0,42.24,31.000000000000007
p29,1161,4,65,164.9,200.0,42.5,31.000000000000007
p29,1162,4,66,165.5,200.0,42.66,31.000000000000007
p29,1163,4,67,165.7,200.0,42.7,31.000000000000007
p29,1164,4,68,166.0,200.0,42.79,31.000000000000007
p29,1165,4,69,166.3,200.0,42.89,31.000000000000007
p29,1166,4,70,167.1,200.0,43.13,31.000000000000007
p29,1167,4,71,168.2,200.0,43.45,31.000000000000007
p29,1168,4,72,170.0,200.0,44.27,31.000000000000007
p29,1169,4,73,172.1,200.0,44.81,31.000000000000007
p29,1170,4,74,173.1,200.0,45.09,31.000000000000007
p29,1171,4,75,173.7,200.0,45.27,31.000000000000007
p29,1172,4,76,175.5,200.0,45.76,31.000000000000007
p29,1173,4,77,177.1,200.0,46.22,31.000000000000007
p29,1174,4,78,177.5,200.0,46.33,31.000000000000007
p29,1175,4,79,178.1,200.0,46.48,31.000000000000007
p29,1176,4,80,178.6,200.0,46.63,31.000000000000007
p29,1177,4,81,178.9,200.0,46.71,31.000000000000007
p29,1178,4,82,180.0,200.0,47.06,31.000000000000007
p29,1179,4,83,180.0,200.0,47.18,31.000000000000007
p29,1180,4,84,180.0,200.0,47.35,31.000000000000007
p29,1181,4,85,181.0,200.0,47.52,31.000000000000007
p29,1182,4,86,181.5,200.0,47.68,31.000000000000007
p29,1183,4,87,182.0,200.0,47.85,31.000000000000007
p29,1184,4,88,182.0,0.0,44.0,0.0
p29,1185,4,89,182.0,0.0,41.26,0.0
p29,1186,4,90,182.0,0.0,40.2,0.0
p29,1187,4,91,182.0,83.33333333333334,40.03,12.91666666666667
p29,1188,4,92,182.0,83.33333333333334,39.04,12.91666666666667
p29,1189,4,93,182.0,83.33333333333334,36.51,12.91666666666667
p29,1190,4,94,182.0,83.33333333333334,33.78,12.91666666666667
p29,1191,4,95,180.0,83.33333333333334,31.16,12.91666666666667
p29,1192,4,96,180.0,83.33333333333334,27.52,12.91666666666667
p29,1193,4,97,180.0,0.0,24.77,0.0
p29,1194,4,98,180.0,0.0,21.15,0.0
p29,1195,4,99,180.0,0.0,17.45,0.0
p29,1196,4,100,180.0,0.0,12.72,0.0
p29,1197,4,101,170.0,0.0,10.4,0.0
p29,1198,4,102,170.0,0.0,6.93,0.0
p29,1199,4,103,170.0,0.0,3.98,0.0
p29,1200,4,104,170.0,0.0,1.83,0.0
p29,1201,4,105,160.0,0.0,0.87,0.0
p29,1202,4,106,160.0,0.0,0.0,0.0
p29,1203,4,107,0.0,0.0,0.0,0.0
p29,1205,4,109,0.0,0.0,0.0,0.0
p29,1206,4,110,5.0,0.0,0.0,0.0
p29,1207,4,111,0.0,0.0,0.0,0.0
p29,1208,4,112,0.0,0.0,0.0,0.0
p29,1212,4,116,0.0,0.0,0.0,0.0
p29,1369,4,273,0.0,0.0,0.0,0.0
p29,1371,4,275,5.0,0.0,0.0,0.0
p29,1374,4,278,0.0,0.0,0.0,0.0
p29,1378,4,282,7.8,0.0,0.0,0.0
p29,1379,4,283,6.8,0.0,0.0,0.0
p29,1380,4,284,5.0,0.0,0.0,0.0
p29,1381,4,285,5.0,0.0,0.0,0.0
p29,1382,4,286,5.0,0.0,0.0,0.0
p29,1390,4,294,0.0,0.0,0.0,0.0
p29,1391,4,295,5.0,0.0,0.0,0.0
p29,1396,4,300,0.0,0.0,0.0,0.0
p29,1397,4,301,0.0,0.0,0.0,0.0
p29,1398,4,302,5.0,36.66666666666667,0.0,5.683333333333335
p29,1399,4,303,5.0,63.333333333333336,0.0,9.81666666666667
p29,1400,4,304,8.4,101.66666666666667,0.2,15.758333333333336
p29,1401,4,305,23.9,101.66666666666667,0.03,15.758333333333336
p29,1402,4,306,5.0,101.66666666666667,0.0,15.758333333333336
p29,1403,4,307,5.0,101.66666666666667,0.0,15.758333333333336
p29,1405,4,309,25.8,28.33333333333332,1.16,4.391666666666665
p29,1406,4,310,25.7,175.00000000000003,3.72,27.125000000000007
p29,1407,4,311,36.0,175.00000000000003,2.93,27.125000000000007
p29,1408,4,312,24.4,175.00000000000003,0.0,27.125000000000007
p29,1409,4,313,5.0,175.00000000000003,0.0,27.125000000000007
p29,1410,4,314,14.9,175.00000000000003,0.03,27.125000000000007
p29,1411,4,315,10.0,175.00000000000003,0.0,27.125000000000007
p29,1412,4,316,10.0,175.00000000000003,0.0,27.125000000000007
p29,1413,4,317,0.0,175.00000000000003,0.0,27.125000000000007
p29,1414,4,318,5.0,175.00000000000003,0.0,27.125000000000007
p29,1415,4,319,10.0,175.00000000000003,0.0,27.125000000000007
p29,1416,4,320,10.0,175.00000000000003,0.0,27.125000000000007
p29,1417,4,321,21.8,175.00000000000003,2.39,27.125000000000007
p29,1418,4,322,20.0,175.00000000000003,0.0,27.125000000000007
p29,1419,4,323,17.3,175.00000000000003,0.43,27.125000000000007
p29,1420,4,324,12.8,175.00000000000003,0.0,27.125000000000007
p29,1421,4,325,10.0,175.00000000000003,0.0,27.125000000000007
p29,1422,4,326,14.2,175.00000000000003,0.05,27.125000000000007
p29,1423,4,327,10.0,175.00000000000003,0.0,27.125000000000007
p29,1424,4,328,5.0,175.00000000000003,0.0,27.125000000000007
p29,1425,4,329,0.0,175.00000000000003,0.0,27.125000000000007
p29,1426,4,330,0.0,200.0,0.0,31.000000000000007
p29,1427,4,331,0.0,200.0,0.0,31.000000000000007
p29,1428,4,332,0.0,200.0,0.0,31.000000000000007
p29,1429,4,333,0.0,200.0,0.0,31.000000000000007
p29,1430,4,334,0.0,200.0,0.0,31.000000000000007
p29,1431,4,335,0.0,200.0,0.0,31.000000000000007
p29,1432,4,336,0.0,200.0,0.0,31.000000000000007
p29,1433,4,337,0.0,200.0,0.0,31.000000000000007
p29,1434,4,338,0.0,200.0,0.0,31.000000000000007
p29,1435,4,339,0.0,200.0,0.0,31.000000000000007
p29,1436,4,340,0.0,200.0,0.0,31.000000000000007
p29,1437,4,341,0.0,200.0,0.0,31.000000000000007
p29,1438,4,342,5.0,200.0,0.0,31.000000000000007
p29,1439,4,343,0.0,200.0,0.0,31.000000000000007
p29,1440,4,344,5.0,200.0,0.0,31.000000000000007
p29,1441,4,345,5.0,200.0,0.06,31.000000000000007
p29,1442,4,346,5.0,200.0,0.0,31.000000000000007
p29,1443,4,347,0.0,200.0,0.0,31.000000000000007
p29,1444,4,348,0.0,200.0,0.0,31.000000000000007
p29,1445,4,349,0.0,200.0,0.0,31.000000000000007
p29,1446,4,350,0.0,200.0,0.0,31.000000000000007
p29,1447,4,351,0.0,200.0,0.0,31.000000000000007
p29,1448,4,352,0.0,200.0,0.0,31.000000000000007
p29,1449,4,353,0.0,200.0,0.0,31.000000000000007
p29,1450,4,354,5.0,200.0,0.0,31.000000000000007
p29,1451,4,355,5.0,200.0,0.13,31.000000000000007
p29,1452,4,356,5.0,200.0,0.44,31.000000000000007
p29,1453,4,357,5.0,200.0,0.44,31.000000000000007
p29,1454,4,358,5.0,200.0,0.44,31.000000000000007
p29,1455,4,359,12.5,200.0,2.43,31.000000000000007
p29,1456,4,360,26.5,200.0,5.14,31.000000000000007
p29,1457,4,361,43.2,200.0,8.97,31.000000000000007
p29,1458,4,362,60.0,200.0,12.69,31.000000000000007
p29,1459,4,363,72.9,200.0,15.7,31.000000000000007
p29,1460,4,364,82.0,200.0,17.86,31.000000000000007
p29,1461,4,365,87.0,200.0,18.78,31.000000000000007
p29,1462,5,1,92.6,200.0,20.25,31.000000000000007
p29,1463,5,2,98.0,200.0,21.23,31.000000000000007
p29,1464,5,3,104.8,200.0,22.89,31.000000000000007
p29,1465,5,4,112.1,200.0,24.91,31.000000000000007
p29,1466,5,5,120.0,200.0,26.85,31.000000000000007
p29,1467,5,6,124.0,200.0,28.13,31.000000000000007
p29,1468,5,7,133.7,200.0,30.86,31.000000000000007
p29,1469,5,8,142.8,200.0,33.44,31.000000000000007
p29,1470,5,9,151.6,200.0,35.96,31.000000000000007
p29,1471,5,10,155.0,200.0,36.8,31.000000000000007
p29,1472,5,11,162.5,200.0,39.05,31.000000000000007
p29,1473,5,12,168.4,200.0,40.59,31.000000000000007
p29,1474,5,13,177.6,200.0,43.3,31.000000000000007
p29,1475,5,14,190.0,200.0,47.16,31.000000000000007
p29,1476,5,15,204.9,200.0,51.38,31.000000000000007
p29,1477,5,16,214.3,200.0,54.03,31.000000000000007
p29,1478,5,17,222.5,200.0,56.57,31.000000000000007
p29,1479,5,18,233.1,200.0,59.6,31.000000000000007
p29,1480,5,19,242.4,200.0,62.47,31.000000000000007
p29,1481,5,20,252.2,200.0,65.26,31.000000000000007
p29,1482,5,21,258.9,200.0,67.17,31.000000000000007
p29,1483,5,22,264.0,200.0,68.87,31.000000000000007
p29,1484,5,23,268.0,200.0,70.02,31.000000000000007
p29,1485,5,24,272.6,200.0,71.34,31.000000000000007
p29,1486,5,25,276.1,200.0,72.34,31.000000000000007
p29,1487,5,26,280.0,200.0,73.74,31.000000000000007
p29,1488,5,27,282.7,200.0,74.48,31.000000000000007
p29,1489,5,28,285.1,200.0,75.18,31.000000000000007
p29,1490,5,29,288.6,200.0,76.17,31.000000000000007
p29,1491,5,30,294.5,200.0,77.91,31.000000000000007
p29,1492,5,31,300.0,200.0,79.83,31.000000000000007
p29,1493,5,32,304.2,200.0,80.94,31.000000000000007
p29,1494,5,33,307.7,200.0,81.97,31.000000000000007
p29,1495,5,34,312.2,200.0,83.28,31.000000000000007
p29,1496,5,35,316.8,200.0,84.63,31.000000000000007
p29,1497,5,36,320.0,200.0,86.04,31.000000000000007
p29,1498,5,37,324.7,200.0,87.18,31.000000000000007
p29,1499,5,38,330.2,200.0,88.8,31.000000000000007
p29,1500,5,39,335.6,200.0,90.36,31.000000000000007
p29,1501,5,40,341.1,200.0,92.21,31.000000000000007
p29,1502,5,41,346.1,200.0,93.67,31.000000000000007
p29,1503,5,42,349.8,200.0,94.76,31.000000000000007
p29,1504,5,43,352.4,200.0,95.55,31.000000000000007
p29,1505,5,44,356.0,200.0,96.61,31.000000000000007
p29,1506,5,45,358.4,200.0,97.32,31.000000000000007
p29,1507,5,46,361.0,200.0,98.31,31.000000000000007
p29,1508,5,47,363.1,200.0,98.92,31.000000000000007
p29,1509,5,48,365.1,200.0,99.49,31.000000000000007
p29,1510,5,49,365.8,200.0,99.71,31.000000000000007
p29,1511,5,50,366.2,200.0,99.81,31.000000000000007
p29,1512,5,51,369.5,200.0,100.8,31.000000000000007
p29,1513,5,52,373.5,200.0,101.98,31.000000000000007
p29,1514,5,53,376.3,200.0,102.83,31.000000000000007
p29,1515,5,54,378.8,200.0,103.55,31.000000000000007
p29,1516,5,55,382.2,200.0,104.77,31.000000000000007
p29,1517,5,56,384.4,200.0,105.43,31.000000000000007
p29,1518,5,57,388.3,200.0,106.57,31.000000000000007
p29,1519,5,58,390.9,200.0,107.36,31.000000000000007
p29,1520,5,59,392.5,200.0,107.82,31.000000000000007
p29,1521,5,60,394.6,200.0,108.45,31.000000000000007
p29,1522,5,61,396.6,200.0,109.02,31.000000000000007
p29,1523,5,62,397.8,200.0,109.38,31.000000000000007
p29,1524,5,63,398.5,200.0,109.61,31.000000000000007
p29,1525,5,64,398.8,200.0,109.69,31.000000000000007
p29,1526,5,65,400.0,200.0,110.19,31.000000000000007
p29,1527,5,66,401.8,200.0,110.79,31.000000000000007
p29,1528,5,67,405.3,200.0,111.83,31.000000000000007
p29,1529,5,68,410.5,200.0,113.35,31.000000000000007
p29,1530,5,69,412.8,200.0,114.06,31.000000000000007
p29,1531,5,70,415.0,200.0,114.69,31.000000000000007
p29,1532,5,71,416.2,200.0,115.05,31.000000000000007
p29,1533,5,72,418.2,200.0,115.65,31.000000000000007
p29,1534,5,73,418.6,200.0,101.77,31.000000000000007
p29,1535,5,74,418.6,200.0,98.02,31.000000000000007
p29,1536,5,75,418.6,200.0,94.15,31.000000000000007
p29,1537,5,76,418.6,200.0,88.6,31.000000000000007
p29,1538,5,77,418.6,200.0,80.67,31.000000000000007
p29,1539,5,78,418.6,200.0,75.96,31.000000000000007
p29,1540,5,79,418.6,200.0,63.1,31.000000000000007
p29,1541,5,80,418.6,200.0,53.86,31.000000000000007
p29,1542,5,81,418.6,200.0,40.77,31.000000000000007
p29,1543,5,82,418.6,200.0,30.35,31.000000000000007
p29,1544,5,83,418.6,200.0,28.57,31.000000000000007
p29,1545,5,84,418.6,200.0,24.19,31.000000000000007
p29,1546,5,85,418.6,200.0,20.19,31.000000000000007
p29,1547,5,86,418.6,200.0,15.37,31.000000000000007
p29,1548,5,87,418.6,200.0,13.05,31.000000000000007
p29,1549,5,88,418.6,200.0,10.96,31.000000000000007
p29,1550,5,89,418.6,200.0,7.42,31.000000000000007
p29,1551,5,90,420.0,200.0,0.98,31.000000000000007
p29,1552,5,91,420.0,0.0,0.0,0.0
p29,1553,5,92,10.0,0.0,0.0,0.0
p29,1554,5,93,28.4,0.0,0.24,0.0
p29,1555,5,94,10.0,0.0,0.0,0.0
p29,1556,5,95,40.0,83.33333333333334,1.32,12.91666666666667
p29,1557,5,96,34.3,83.33333333333334,5.24,12.91666666666667
p29,1558,5,97,40.0,83.33333333333334,0.0,12.91666666666667
p29,1560,5,99,0.0,0.0,0.0,0.0
p29,1561,5,100,10.0,0.0,0.0,0.0
p29,1562,5,101,5.0,0.0,0.0,0.0
p29,1571,5,110,0.0,0.0,0.0,0.0
p29,1579,5,118,5.0,0.0,0.0,0.0
p29,1580,5,119,5.0,0.0,0.0,0.0
p29,1581,5,120,5.0,0.0,0.0,0.0
p29,1587,5,126,0.0,0.0,0.0,0.0
p29,1759,5,298,0.0,0.0,0.0,0.0
p29,1760,5,299,0.0,0.0,0.0,0.0
p29,1764,5,303,0.0,0.0,0.0,0.0
p29,1765,5,304,0.0,0.0,0.0,0.0
p29,1766,5,305,0.0,0.0,0.0,0.0
p29,1771,5,310,0.0,0.0,0.0,0.0
p29,1774,5,313,0.0,0.0,0.0,0.0
p29,1775,5,314,0.0,0.0,0.0,0.0
p29,1776,5,315,0.0,0.0,0.0,0.0
p29,1777,5,316,0.0,0.0,0.0,0.0
p29,1779,5,318,0.0,0.0,0.0,0.0
p29,1780,5,319,0.0,0.0,0.0,0.0
