path,sha256,bytes
artifacts/forcing-diagnostics.csv,a705f8c935f6aa5486f3a28ab63a85e5289e8a9776a474d9dedb8093528a1719,294945
artifacts/negative-vpd-days.csv,a31a5d078922580a920f469d2cfd0d3d1c911f1016c6f7b75a61b642d060eb17,376
artifacts/observation-source-summary.csv,aeea1445e32b5f6b32d907fc161d9191e156640e726dc81b2d748208c73a18a6,234
artifacts/figures/cal07-forcing-vpd-compatibility.svg,921d532bc4439de50ccbfbb61837db0600d80e275387c0e97349181d6d90a8e4,53729
artifacts/figures/cal07-hold-evidence-boundaries.svg,385d5224545d405b35ae2e0d995e84fb8e31714296dbd4f0aa729c39f762fb97,3027
artifacts/figures/cal07-negative-vpd-operands.svg,6a9e5ae5ffd0b9b10e9e0bf17ab44348a5a332629cdcc5ff82588e79a0606f07,3509
artifacts/figures/cal07-observational-lanes.svg,72c5ef1022cb835af307adfc5631445569528fe167204ba921a3a76a19549c11,31809
artifacts/figures/cal07-forcing-vpd-compatibility.md,b6e8b1015f585cc091bb4ba057dfc9c0d57ac0a231befb085faccfe7182c61e3,2319
artifacts/figures/cal07-hold-evidence-boundaries.md,25a4a2a3e10e45a0e875bc68341ca7483087ab64ed79b987070c6edbed9c173a,1937
artifacts/figures/cal07-negative-vpd-operands.md,c6c677a806507a9c25d7ab26aabbea3051b3baac7d46cd36a870388b2f856f51,1877
artifacts/figures/cal07-observational-lanes.md,650a8ff00246d9b6e0b10ab26a7b51fd20d5ca6fcf21fa96248558d579c2071c,2227
