55	ConstructedAudit::as_value	3	3	100
66	construct_audit	17	20	85
88	build_audit	20	22	90.9090909090909
101	build_unsealed_audit	42	45	93.33333333333333
149	build_audit_checks	23	26	88.46153846153847
171	audit_check_prefix	42	46	91.30434782608695
207	audit_check_middle	26	29	89.65517241379311
232	audit_check_suffix	29	33	87.87878787878788
259	audit_reason_codes	10	10	100
270	audit_status	9	9	100
293	audit_document	45	47	95.74468085106383
327	seal_audit	16	20	80
335	validate_sealed_audit_identity	11	13	84.61538461538461
352	build_failure_audit	89	97	91.75257731958763
414	failure_combined_execution	9	9	100
425	failure_status	16	16	100
441	failure_check_index	5	5	100
459	validate_audit	15	17	88.23529411764706
470	validate_audit_admission	11	12	91.66666666666667
480	validate_audit_evidence	12	14	85.71428571428571
491	validate_audit_schema	9	10	90
496	validate_audit_bindings	10	11	90.9090909090909
506	validate_ready_audit	6	7	85.71428571428571
511	validate_embedded_light_receipt	9	10	90
521	validate_audit_core_binding	9	9	100
526	validate_audit_identity_fields	13	15	86.66666666666667
531	validate_audit_plan_fields	9	11	81.81818181818181
536	validate_audit_context_binding	10	11	90.9090909090909
546	validate_audit_artifact_fields	9	11	81.81818181818181
551	validate_audit_policy_fields	7	8	87.5
560	require_audit_binding	5	5	100
568	require_ready_audit_status	7	7	100
578	validate_ready_check_set	10	11	90.9090909090909
584	ready_checks	10	12	83.33333333333333
595	validate_ready_checks	12	12	100
602	validate_ready_reason_codes	8	9	88.88888888888889
611	validate_ready_check	11	11	100
623	invalid_ready_check_set	3	3	100
630	validate_embedded_light_receipt_id	6	6	100
641	validate_current_audit_inventory	9	10	90
661	validate_audit_for_execution	15	18	83.33333333333333
674	validate_executor_binary_binding	8	9	88.88888888888889
685	validate_execution_claim_binding	9	9	100
696	validate_current_execution_context	6	7	85.71428571428571
700	execution_context_is_current	6	6	100
711	execution_claims_match	6	6	100
724	validate_resume_ledger	21	26	80.76923076923077
760	admit_attempt_ledger	4	4	100
770	record_heavy_failure	45	50	90
808	failure_class	11	12	91.66666666666667
825	reconcile_orphaned_attempts	59	63	93.65079365079364
888	append_attempt_record	58	68	85.29411764705883
934	check	17	21	80.95238095238095
950	package_admission	24	25	96
966	select_package_admission	16	16	100
990	package_admitted	14	14	100
1007	is_digest	5	5	100
1015	light_stage_passed	7	8	87.5
1022	require_light_node_pass	10	11	90.9090909090909
1034	cheap_prerequisites	16	20	80
1042	require_clean_diff	19	21	90.47619047619048
1058	enforce_authorized_rust_line_limit	20	23	86.95652173913044
1084	active_package_path	7	7	100
1093	require_single_active_prompt	21	23	91.30434782608695
1117	inventory_and_arguments_are_exact	8	9	88.88888888888889
1126	validate_exact_node_shapes	12	13	92.3076923076923
1134	validate_exact_node_shape	14	15	93.33333333333333
1149	reconstruct_exact_plan	9	9	100
1156	audit_reconstruction_root	4	4	100
1160	with_disposable_audit_reconstruction	10	11	90.9090909090909
1170	reconstructed_plan_is_exact	8	10	80
1182	documentation_scope_is_exact	61	69	88.40579710144928
1256	execution_identities	12	13	92.3076923076923
1263	require_execution_context_digests	12	14	85.71428571428571
1277	require_nonempty_execution_claims	16	17	94.11764705882354
1294	require_positive_execution_attempt	8	8	100
1307	require_executor_binary_digest	9	10	90
1317	artifact_identity	6	6	100
1328	light_attempt_isolated	15	17	88.23529411764706
1339	validate_light_node_checkpoint	19	22	86.36363636363636
1350	validate_checkpoint_identity	8	9	88.88888888888889
1358	validate_checkpoint_artifacts	14	14	100
1374	validate_checkpoint_artifact	15	17	88.23529411764706
1396	separated_roots	12	12	100
1412	valid_stage_order	12	13	92.3076923076923
1420	validate_node_stage_order	31	34	91.17647058823529
1437	durable_ledger	14	14	100
1451	ledger_head	13	14	92.85714285714286
1465	validate_started_successor	35	38	92.10526315789474
1507	verify_ledger_chain	40	45	88.88888888888889
1539	no_open_tooling_defect	10	11	90.9090909090909
1545	tooling_defect_statuses	28	31	90.3225806451613
1562	reject_open_tooling_defects	9	9	100
1571	no_open_tooling_defect_at_head	10	12	83.33333333333333
1584	validate_combined_decision	10	10	100
1597	quality_definition_ids	8	8	100
1605	combined_decision_is_valid	32	32	100
1624	validate_stage_receipt	20	23	86.95652173913044
1638	validate_stage_receipt_plan_binding	8	8	100
1643	validate_stage_receipt_identity	10	12	83.33333333333333
1651	validate_stage_receipt_plan_fields	8	10	80
1659	invalid_stage_receipt_binding	3	3	100
1666	validate_stage_receipt_execution_binding	9	9	100
1684	validate_stage_receipt_binary_binding	8	9	88.88888888888889
1697	node_manifest	11	11	100
1711	nodes	6	6	100
1718	string	5	5	100
1724	path_digest	4	4	100
1728	file_digest	6	6	100
1734	read_json	8	9	88.88888888888889
1740	audit_error	6	6	100
