lane_id,role,response,units,status,B,L,S,LS,longwave_main,sublimation_main,combined,interaction
marcell_conifer,INDEPENDENT_VALIDATION,total_sublimation_m,m,AVAILABLE,0.0,0.0,1.2921711926420147,0.6778285034925109,0.0,1.2921711926420147,0.6778285034925109,-0.6143426891495039
marcell_conifer,INDEPENDENT_VALIDATION,total_snowpack_swe_loss_m,m,AVAILABLE,5.50234829686298,5.50234829686298,4.120279288366922,4.821825840479173,0.0,-1.3820690084960576,-0.680522456383807,0.7015465521122506
marcell_conifer,INDEPENDENT_VALIDATION,total_refreeze_m,m,AVAILABLE,9.275960202162e-05,0.03079645252362909,0.1128619919210215,0.07318032985332239,0.03070369292160747,0.11276923231899988,0.07308757025130076,-0.07038535498930658
marcell_conifer,INDEPENDENT_VALIDATION,median_disappearance_dowy,day_of_water_year,AVAILABLE,186.0,186.0,181.0,183.0,0.0,-5.0,-3.0,2.0
marcell_conifer,INDEPENDENT_VALIDATION,median_runoff_centroid_dowy,day_of_water_year,AVAILABLE,113.5,113.5,97.0,102.5,0.0,-16.5,-11.0,5.5
marcell_deciduous,INDEPENDENT_VALIDATION,mean_swe_m,m,AVAILABLE,0.018297279214289842,0.018297279214289842,0.012079388275252333,0.015210685620845007,0.0,-0.006217890939037509,-0.0030865935934448353,0.003131297345592674
marcell_deciduous,INDEPENDENT_VALIDATION,peak_swe_m,m,AVAILABLE,0.21110779326696488,0.21110779326696488,0.1550761052470455,0.1895155658139707,0.0,-0.056031688019919396,-0.02159222745299419,0.034439460566925206
marcell_deciduous,INDEPENDENT_VALIDATION,mean_depth_m,m,AVAILABLE,0.08819321079325257,0.08819321079325257,0.06041283602891793,0.07505190119166201,0.0,-0.02778037476433464,-0.013141309601590559,0.014639065162744075
marcell_deciduous,INDEPENDENT_VALIDATION,total_sublimation_m,m,AVAILABLE,0.0,0.0,2.1873898748732663,1.0120079174305516,0.0,2.1873898748732663,1.0120079174305516,-1.1753819574427147
marcell_deciduous,INDEPENDENT_VALIDATION,total_snowpack_swe_loss_m,m,AVAILABLE,5.403775750740428,5.403775750740428,3.1557882534602677,4.354746374911868,0.0,-2.24798749728016,-1.0490293758285594,1.1989581214516
marcell_deciduous,INDEPENDENT_VALIDATION,total_refreeze_m,m,AVAILABLE,7.53182164957e-05,0.36300973304944606,0.17064039291349653,0.3741306181457583,0.36293441483295036,0.17056507469700083,0.3740552999292626,-0.15944418960068857
marcell_deciduous,INDEPENDENT_VALIDATION,median_disappearance_dowy,day_of_water_year,AVAILABLE,180.0,180.0,175.0,178.0,0.0,-5.0,-2.0,3.0
marcell_deciduous,INDEPENDENT_VALIDATION,median_runoff_centroid_dowy,day_of_water_year,AVAILABLE,106.0,106.0,75.0,96.5,0.0,-31.0,-9.5,21.5
marcell_open,INDEPENDENT_VALIDATION,mean_swe_m,m,AVAILABLE,0.019143882510458878,0.019143882510458878,0.018626423475941237,0.01880515507123517,0.0,-0.0005174590345176401,-0.0003387274392237065,0.00017873159529393362
marcell_open,INDEPENDENT_VALIDATION,peak_swe_m,m,AVAILABLE,0.21064497794713777,0.21064497794713777,0.20801534605661745,0.20834850021443285,0.0,-0.0026296318905203175,-0.0022964777327049157,0.0003331541578154018
