#
# ROI List for bezamahafaly
#
# Site: bezamahafaly
# Veg Type: DB
# ROI ID Number: 1000
# Owner: oscarz
# Creation Date: 2023-12-26
# Creation Time: 15:10:22
# Update Date: 2024-03-28
# Update Time: 15:38:00
# Description: Foreground tropical dry forest
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2023-07-04,12:15:06,9999-12-31,00:00:00,bezamahafaly_DB_1000_01.tif,bezamahafaly_2023_07_04_121506.jpg

