year,archive,contact,project,type,size,lat,long,obs.exp,treatment,treat.year,tract,site,plot,nbasket,bask.area,foliar.gcm2,nonfoliar.gcm2,total.gcm2,notes
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,154.1016731,43.67310167,197.7747748,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,146.1879022,40.38738739,186.5752896,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,158.7477477,28.28442728,187.032175,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,175.01287,98.00514801,273.018018,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,107.8442728,84.33075933,192.1750322,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,86.83526384,10.70785071,97.54311454,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,115.2921493,28.74646075,144.03861,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,154.7554698,92.5984556,247.3539254,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,108.3423423,50.17503218,158.5173745,NA
2006,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,112.0630631,74.4967825,186.5598456,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,2.6,0.1295,144.6087516,23.85714286,168.4658945,1 basket 4/23/07
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,119.7528958,43.48262548,163.2355212,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,92.62676963,27.43243243,120.0592021,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,122.9163449,29.98712999,152.9034749,NA
2006,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,149.5392535,58.67181467,208.2110682,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,244.0720721,4.166409266,248.2384813,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,217.8330759,8.589060489,226.4221364,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,198.696139,31.52110682,230.2172458,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A4,3,0.1295,40.94465894,10.10810811,51.05276705,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,A5,3,0.1295,43.27927928,15.30630631,58.58558559,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,204.2172458,3.203989704,207.4212355,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,164.0947233,22.84903475,186.943758,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,177.4788932,9.554826255,187.0337194,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,182.2675676,8.866023166,191.1335907,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,B5,3,0.1295,40.85585586,21.73873874,62.59459459,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,168.2504505,24.98326898,193.2337194,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,192.9307593,43.64182754,236.5725869,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,199.4945946,6.52960103,206.0241956,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,193.4989704,55.34144144,248.8404118,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,162.3110682,9.915830116,172.2268983,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,171.6254826,24.31930502,195.9447876,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,173.551094,17.39279279,190.9438867,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,171.6303732,16.40566281,188.036036,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,162.3602317,3.187258687,165.5474903,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,177.8279279,12.78185328,190.6097812,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,180.3293436,38.28674389,218.6160875,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,162.3393822,16.28983269,178.6292149,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,139.6655084,8.820592021,148.4861004,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,199.067825,25.29086229,224.3586873,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,176.4777349,33.28957529,209.7673102,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,166.3150579,28.93796654,195.2530245,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,158.058816,11.64247104,169.701287,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,174.2954955,25.56254826,199.8580438,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,179.1416988,33.76409266,212.9057915,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,150.114157,28.79009009,178.9042471,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,171.792278,66.39330759,238.1855856,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,134.7459459,38.67142857,173.4173745,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,100.5795367,1.327027027,101.9065637,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,146.1198198,29.3047619,175.4245817,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,164.3956242,33.36885457,197.7644788,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,151.8693694,35.25250965,187.121879,NA
2007,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,124.0344916,50.88352638,174.918018,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X1,3,0.1295,62.32303732,6.951093951,69.27413127,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X2,3,0.1295,62.42767053,23.69446589,86.12213642,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X3,3,0.1295,72.33333333,12.01801802,84.35135135,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X5,3,0.1295,65.04247104,12.53024453,77.57271557,NA
2007,hf069,munger,ems,hardwood,706.8583,42.54,-72.17,exp,harvest,2001,PH,harv,X6,3,0.1295,56.17760618,10.05148005,66.22908623,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,190.8970399,19.27027027,210.1673102,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,193.8301158,23.26383526,217.0939511,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,156.8610039,36.5032175,193.3642214,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,200.8416988,38.38095238,239.2226512,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,247.1119691,23.07979408,270.1917632,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,175.5559846,40.89060489,216.4465894,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,192.6319176,9.850707851,202.4826255,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,202.5418275,32.57271557,235.1145431,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,169.8738739,59.97168597,229.8455598,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,187.1003861,14.38867439,201.4890605,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,174.3075933,38.53667954,212.8442728,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,159.6936937,17.31402831,177.007722,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,139.1248391,18.4980695,157.6229086,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,191.7220077,22.06821107,213.7902188,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,165.6254826,11.75160875,177.3770914,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,166.019305,18.07593308,184.0952381,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,193.4723295,12.29214929,205.7644788,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,172.2329472,30.99099099,203.2239382,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,181.7310167,68.48391248,250.2149292,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,129.0501931,18.99099099,148.041184,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,164.6010296,22.21750322,186.8185328,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,155.8211068,22.01673102,177.8378378,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,189.005148,56.04247104,245.047619,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,153.7516088,33.5958816,187.3474903,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,96.12870013,22.59073359,118.7194337,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,184.3256113,16.6975547,201.023166,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,136.4157014,22.14543115,158.5611326,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,228.3848134,107.6087516,335.993565,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,124.990991,57.66023166,182.6512227,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,30.46203346,1.501930502,31.96396396,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,133.3758044,26.81338481,160.1891892,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,158.6319176,28.04118404,186.6731017,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,147.8712999,20.28957529,168.1608752,NA
2008,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,118.2042471,19.35907336,137.5633205,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,155.7876448,57.61647362,213.4041184,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,173.0707851,66.86357786,239.9343629,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,189.6164736,47.58687259,237.2033462,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,171.4890605,34.43886744,205.9279279,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,141.6435006,20.83268983,162.4761905,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,143.1647362,49.99356499,193.1583012,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,206.1454311,60.05019305,266.1956242,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,165.1325611,48.96396396,214.0965251,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,153.7477477,97.62805663,251.3758044,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,146.4414414,11.79407979,158.2355212,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,148.4465894,82.40797941,230.8545689,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,153.9137709,54.96653797,208.8803089,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,148.7052767,69.11840412,217.8236808,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,150.3178893,43.45688546,193.7747748,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,175.1750322,83.8043758,258.979408,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,157.9227799,15.03861004,172.96139,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,128.2406692,43.38610039,171.6267696,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,162.5083655,106.6100386,269.1184041,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,146.1737452,56.47104247,202.6447876,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,147.7413127,40.86486486,188.6061776,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,174.6537967,36.7001287,211.3539254,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,131.6653797,126.993565,258.6589447,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,172.7104247,56.45688546,229.1673102,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,154.9498069,66.01029601,220.960103,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,139.1171171,63.88674389,203.003861,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,148.4633205,82.60617761,231.0694981,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,142.5122265,56.17503218,198.6872587,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,168.6936937,213.7644788,382.4581725,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,113.009009,75.67181467,188.6808237,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G4,3,0.1295,60.81081081,22.82625483,83.63706564,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,93.62419562,79.37966538,173.003861,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,128.1338481,70.5006435,198.6344916,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,138.8030888,75.75675676,214.5598456,NA
2009,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,91.15186615,31.10553411,122.2574003,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,194.1338481,50.39382239,244.5276705,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,189.6010296,63.71299871,253.3140283,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,167.962677,41.56499356,209.5276705,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,197.7245817,44.98455598,242.7091377,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,183.3204633,26.996139,210.3166023,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,164.9176319,52.72329472,217.6409266,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,205.018018,58.73359073,263.7516088,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,160.4568855,52.03088803,212.4877735,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,148.5006435,104.1608752,252.6615187,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,168.4504505,17.6023166,186.0527671,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,165.8481338,42.02831403,207.8764479,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,180.7915058,65.27413127,246.0656371,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,154.7142857,99.75546976,254.4697555,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,166.8687259,94.68983269,261.5585586,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,154.5508366,38.9047619,193.4555985,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,153.9420849,84.27413127,238.2162162,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,162.985843,50.04633205,213.032175,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,143.3835264,61.40540541,204.7889318,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,170.981982,51.94079794,222.9227799,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,161.03861,33.75546976,194.7940798,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E4,3,0.1295,183.1454311,51.85971686,235.005148,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E5,3,0.1295,139.2303732,37.56628057,176.7966538,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F1,3,0.1295,139.1814672,46.32689833,185.5083655,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F2,3,0.1295,131.007722,48.47104247,179.4787645,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F3,3,0.1295,145.3938224,79.55598456,224.9498069,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F4,3,0.1295,148.7245817,31.40540541,180.1299871,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,F5,3,0.1295,171.7619048,60.20592021,231.967825,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G1,3,0.1295,104.2496782,55.83268983,160.0823681,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G2,3,0.1295,103.1505792,78.44401544,181.5945946,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,G5,3,0.1295,96.97039897,62.39382239,159.3642214,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H1,3,0.1295,160.6846847,84.15057915,244.8352638,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H2,3,0.1295,131.5366795,38.31917632,169.8558559,NA
2010,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,H5,3,0.1295,105.9369369,24.08751609,130.024453,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A1,3,0.1295,163.6048906,16.14671815,179.7516088,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A2,3,0.1295,171.0733591,20.4993565,191.5727156,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,A3,3,0.1295,158.2574003,17.89317889,176.1505792,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B1,3,0.1295,162.980695,54.75546976,217.7361647,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B2,3,0.1295,229.1119691,30.56241956,259.6743887,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B3,3,0.1295,226.1003861,17.87387387,243.97426,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,B4,3,0.1295,183.2908623,35.62162162,218.9124839,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C1,3,0.1295,158.7027027,38.98069498,197.6833977,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C2,3,0.1295,174.6113256,24.86615187,199.4774775,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C3,3,0.1295,163.009009,16.03732304,179.046332,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C4,3,0.1295,194.0952381,36.38996139,230.4851995,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,C5,3,0.1295,216.7799228,11.82882883,228.6087516,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D1,3,0.1295,154.7876448,48.2046332,202.992278,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D2,3,0.1295,191.4993565,26.21621622,217.7155727,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D3,3,0.1295,158.3191763,34.58172458,192.9009009,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D4,3,0.1295,150.5379665,30.38610039,180.9240669,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,D5,3,0.1295,155.6666667,8.967824968,164.6344916,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E1,3,0.1295,136.984556,49.73230373,186.7168597,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E2,3,0.1295,143.1956242,15.58429858,158.7799228,NA
2011,hf069,munger,ems,hardwood,314.1593,42.54,-72.17,obs,NA,NA,PH,ems,E3,3,0.1295,281.0566281,24.23552124,305.2921493,NA
