year,project,archive,contact,type,plot,lat,long,obs.exp,treatment,treat.year,tract,transect,distance.m,size.class,count,d2q,a,dens,volume,mass
2005,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,7,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,8,2,1,5,0.000154,1.13,0.387,0.000536689,207.6984713
2005,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,8,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,1,2,1,1,0.000154,1.13,0.387,0.000107338,41.53969425
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,1,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,2,2,1,2,0.000154,1.13,0.387,0.000214675,83.07938851
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,2,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,3,2,1,12,0.000154,1.13,0.387,0.001288053,498.476331
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,3,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,4,2,1,5,0.000154,1.13,0.387,0.000536689,207.6984713
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,4,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,5,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,5,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,6,2,1,8,0.000154,1.13,0.387,0.000858702,332.317554
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,6,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,7,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,7,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,8,2,1,7,0.000154,1.13,0.387,0.000751364,290.7778598
2005,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,8,2,2,0,0.00189,1.13,0.389,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,1,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,1,2,1,6,0.000172,1.11,0.39,0.000706571,275.5627115
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,2,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,2,2,1,3,0.000172,1.11,0.39,0.000353286,137.7813557
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,3,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,3,2,1,2,0.000172,1.11,0.39,0.000235524,91.85423715
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,4,2,2,2,0.001758,1.03,0.342,0.002233774,763.9507533
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,4,2,1,1,0.000172,1.11,0.39,0.000117762,45.92711858
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,5,2,2,5,0.001758,1.03,0.342,0.005584435,1909.876883
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,5,2,1,2,0.000172,1.11,0.39,0.000235524,91.85423715
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,6,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,6,2,1,4,0.000172,1.11,0.39,0.000471047,183.7084743
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,7,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,7,2,1,14,0.000172,1.11,0.39,0.001648666,642.9796601
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,8,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,8,2,1,2,0.000172,1.11,0.39,0.000235524,91.85423715
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,1,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,1,2,1,1,0.000172,1.11,0.39,0.000117762,45.92711858
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,2,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,2,2,1,4,0.000172,1.11,0.39,0.000471047,183.7084743
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,3,2,2,3,0.001758,1.03,0.342,0.003350661,1145.92613
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,3,2,1,14,0.000172,1.11,0.39,0.001648666,642.9796601
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,4,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,4,2,1,3,0.000172,1.11,0.39,0.000353286,137.7813557
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,5,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,5,2,1,3,0.000172,1.11,0.39,0.000353286,137.7813557
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,6,2,2,0,0.001758,1.03,0.342,0,0
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,6,2,1,5,0.000172,1.11,0.39,0.000588809,229.6355929
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,7,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,7,2,1,2,0.000172,1.11,0.39,0.000235524,91.85423715
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,8,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2005,hf-here,hf125,barker.plotkin,AcerBetula,8,42.46583351,-72.2182264,obs,hardwood control,NA,simes,8,2,1,5,0.000172,1.11,0.39,0.000588809,229.6355929
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,1,2,1,20,0.000154,1.13,0.387,0.002146754,830.7938851
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,1,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,2,2,1,6,0.000154,1.13,0.387,0.000644026,249.2381655
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,2,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,3,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,3,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,4,2,1,3,0.000154,1.13,0.387,0.000322013,124.6190828
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,4,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,5,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,5,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,6,2,1,0,0.000154,1.13,0.387,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,6,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,7,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,7,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,8,2,1,13,0.000154,1.13,0.387,0.00139539,540.0160253
2007,hf-here,hf125,barker.plotkin,Tsuga,1,42.47216557,-72.21646061,exp,girdled,2005,simes,8,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,1,2,1,16,0.000154,1.13,0.387,0.001717403,664.6351081
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,1,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,2,2,1,20,0.000154,1.13,0.387,0.002146754,830.7938851
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,2,2,2,6,0.00189,1.13,0.389,0.007903959,3074.639949
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,3,2,1,24,0.000154,1.13,0.387,0.002576105,996.9526621
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,3,2,2,2,0.00189,1.13,0.389,0.002634653,1024.879983
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,4,2,1,6,0.000154,1.13,0.387,0.000644026,249.2381655
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,4,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,5,2,1,6,0.000154,1.13,0.387,0.000644026,249.2381655
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,5,2,2,2,0.00189,1.13,0.389,0.002634653,1024.879983
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,6,2,1,24,0.000154,1.13,0.387,0.002576105,996.9526621
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,6,2,2,6,0.00189,1.13,0.389,0.007903959,3074.639949
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,7,2,1,10,0.000154,1.13,0.387,0.001073377,415.3969425
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,7,2,2,4,0.00189,1.13,0.389,0.005269306,2049.759966
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,8,2,1,39,0.000154,1.13,0.387,0.004186171,1620.048076
2007,hf-here,hf125,barker.plotkin,Tsuga,2,42.47152645,-72.21707956,exp,logged,2005,simes,8,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,1,2,1,6,0.000154,1.13,0.387,0.000644026,249.2381655
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,1,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,2,2,1,1,0.000154,1.13,0.387,0.000107338,41.53969425
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,2,2,2,4,0.00189,1.13,0.389,0.005269306,2049.759966
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,3,2,1,10,0.000154,1.13,0.387,0.001073377,415.3969425
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,3,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,4,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,4,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,5,2,1,8,0.000154,1.13,0.387,0.000858702,332.317554
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,5,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,6,2,1,5,0.000154,1.13,0.387,0.000536689,207.6984713
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,6,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,7,2,1,14,0.000154,1.13,0.387,0.001502728,581.5557196
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,7,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,8,2,1,10,0.000154,1.13,0.387,0.001073377,415.3969425
2007,hf-here,hf125,barker.plotkin,Tsuga,3,42.47137391,-72.21773966,obs,hemlock control,NA,simes,8,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,1,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,1,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,2,2,1,17,0.000154,1.13,0.387,0.001824741,706.1748023
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,2,2,2,6,0.00189,1.13,0.389,0.007903959,3074.639949
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,3,2,1,27,0.000154,1.13,0.387,0.002898118,1121.571745
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,3,2,2,8,0.00189,1.13,0.389,0.010538612,4099.519932
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,4,2,1,7,0.000154,1.13,0.387,0.000751364,290.7778598
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,4,2,2,2,0.00189,1.13,0.389,0.002634653,1024.879983
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,5,2,1,20,0.000154,1.13,0.387,0.002146754,830.7938851
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,5,2,2,8,0.00189,1.13,0.389,0.010538612,4099.519932
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,6,2,1,34,0.000154,1.13,0.387,0.003649482,1412.349605
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,6,2,2,4,0.00189,1.13,0.389,0.005269306,2049.759966
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,7,2,1,24,0.000154,1.13,0.387,0.002576105,996.9526621
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,7,2,2,4,0.00189,1.13,0.389,0.005269306,2049.759966
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,8,2,1,40,0.000154,1.13,0.387,0.004293508,1661.58777
2007,hf-here,hf125,barker.plotkin,Tsuga,4,42.4742015,-72.21330672,exp,logged,2005,simes,8,2,2,11,0.00189,1.13,0.389,0.014490591,5636.839906
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,1,2,1,8,0.000154,1.13,0.387,0.000858702,332.317554
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,1,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,2,2,1,9,0.000154,1.13,0.387,0.000966039,373.8572483
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,2,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,3,2,1,3,0.000154,1.13,0.387,0.000322013,124.6190828
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,3,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,4,2,1,2,0.000154,1.13,0.387,0.000214675,83.07938851
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,4,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,5,2,1,5,0.000154,1.13,0.387,0.000536689,207.6984713
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,5,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,6,2,1,10,0.000154,1.13,0.387,0.001073377,415.3969425
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,6,2,2,3,0.00189,1.13,0.389,0.003951979,1537.319974
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,7,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,7,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,8,2,1,6,0.000154,1.13,0.387,0.000644026,249.2381655
2007,hf-here,hf125,barker.plotkin,Tsuga,5,42.47535568,-72.2132209,exp,girdled,2005,simes,8,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,1,2,1,3,0.000154,1.13,0.387,0.000322013,124.6190828
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,1,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,2,2,1,2,0.000154,1.13,0.387,0.000214675,83.07938851
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,2,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,3,2,1,9,0.000154,1.13,0.387,0.000966039,373.8572483
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,3,2,2,4,0.00189,1.13,0.389,0.005269306,2049.759966
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,4,2,1,5,0.000154,1.13,0.387,0.000536689,207.6984713
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,4,2,2,2,0.00189,1.13,0.389,0.002634653,1024.879983
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,5,2,1,3,0.000154,1.13,0.387,0.000322013,124.6190828
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,5,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,6,2,1,2,0.000154,1.13,0.387,0.000214675,83.07938851
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,6,2,2,1,0.00189,1.13,0.389,0.001317326,512.4399915
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,7,2,1,4,0.000154,1.13,0.387,0.000429351,166.158777
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,7,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,8,2,1,7,0.000154,1.13,0.387,0.000751364,290.7778598
2007,hf-here,hf125,barker.plotkin,Tsuga,6,42.47577663,-72.2125902,obs,hemlock control,NA,simes,8,2,2,0,0.00189,1.13,0.389,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,1,2,2,2,0.001758,1.03,0.342,0.002233774,763.9507533
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,1,2,1,4,0.000172,1.11,0.39,0.000471047,183.7084743
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,2,2,2,0,0.001758,1.03,0.342,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,2,2,1,1,0.000172,1.11,0.39,0.000117762,45.92711858
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,3,2,2,0,0.001758,1.03,0.342,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,3,2,1,3,0.000172,1.11,0.39,0.000353286,137.7813557
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,4,2,2,1,0.001758,1.03,0.342,0.001116887,381.9753767
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,4,2,1,2,0.000172,1.11,0.39,0.000235524,91.85423715
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,5,2,2,2,0.001758,1.03,0.342,0.002233774,763.9507533
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,5,2,1,8,0.000172,1.11,0.39,0.000942095,367.4169486
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,6,2,2,0,0.001758,1.03,0.342,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,6,2,1,0,0.000172,1.11,0.39,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,7,2,2,0,0.001758,1.03,0.342,0,0
2007,hf-here,hf125,barker.plotkin,AcerBetula,7,42.47916557,-72.21188137,obs,hardwood control,NA,simes,7,2,1,8,0.000172,1.11,0.39,0.000942095,367.4169486
