year,month,day,doy,project,archive,contact,lat,long,plot,site,type,obs.exp,treatment,treat.year,tract,species,sample,sublot.replicate,horizon,depth,soil.mass,bulk.density,rock.volume,per.om,n,per.c,per.c.se,per.n,per.n.se,c.mass,c.mass.rocks,use.not,notes
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,1,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,13.82,NA,NA,NA,2.348,2.347651192,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,21.93,NA,NA,NA,7.423,7.423496316,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,15.34,NA,NA,NA,5.193,5.192723825,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,12.64,NA,NA,NA,4.279,4.27875027,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,12.18,NA,NA,NA,1.865,1.865328542,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,18.33,NA,NA,NA,2.807,2.807181624,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,19.7,NA,NA,NA,3.017,3.016992798,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,21.55,NA,NA,NA,10.203,10.20302452,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,19.28,NA,NA,NA,9.128,9.128274371,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,18.59,NA,NA,NA,8.802,8.801588203,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,16.78,NA,NA,NA,2.85,2.850476629,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,31.48,NA,NA,NA,5.348,5.347616464,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,15.06,NA,NA,NA,2.558,2.55829428,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,10.72,NA,NA,NA,1.855,1.855324386,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,15.15,NA,NA,NA,2.622,2.622030265,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,18.49,NA,NA,NA,3.2,3.200088423,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,24.52,NA,NA,NA,8.3,8.300233911,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,43.87,NA,NA,NA,14.85,14.85037772,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,24.88,NA,NA,NA,8.422,8.422097051,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,10,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,34.17,NA,NA,NA,11.567,11.5668431,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,10,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,30.14,NA,NA,NA,10.203,10.20265294,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,10,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,28.53,NA,NA,NA,9.658,9.657653894,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,11,TS,hardwood,exp,trenched,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,16.63,NA,NA,NA,2.878,2.878175796,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,11,TS,hardwood,exp,trenched,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,13.87,NA,NA,NA,2.4,2.400498995,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,11,TS,hardwood,exp,trenched,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,15.99,NA,NA,NA,2.767,2.767410161,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,12,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,23.21,NA,NA,NA,3.555,3.554538215,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,12,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,13.85,NA,NA,NA,2.121,2.121083769,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,12,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,24.05,NA,NA,NA,3.683,3.683181563,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,13,TS,hardwood,exp,trenched,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,16.96,NA,NA,NA,2.935,2.935289327,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,13,TS,hardwood,exp,trenched,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,24.56,NA,NA,NA,4.251,4.250631242,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,13,TS,hardwood,exp,trenched,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,15.09,NA,NA,NA,2.612,2.611645987,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,14,TS,hardwood,exp,control,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,27.88,NA,NA,NA,4.736,4.736072015,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,14,TS,hardwood,exp,control,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,33.95,NA,NA,NA,5.767,5.767203906,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,14,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,26.72,NA,NA,NA,4.539,4.539018803,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,15,TS,hardwood,exp,control,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,17.22,NA,NA,NA,2.925,2.92522095,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,15,TS,hardwood,exp,control,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,30.62,NA,NA,NA,5.202,5.20152529,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,15,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,19.76,NA,NA,NA,3.357,3.356699534,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,16,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,12.59,NA,NA,NA,5.961,5.960838918,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,16,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,20.99,NA,NA,NA,9.938,9.937887918,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,16,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,16.45,NA,NA,NA,7.788,7.788387625,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,17,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,14.68,NA,NA,NA,6.95,6.950366586,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,17,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,9.31,NA,NA,NA,4.408,4.407895975,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,17,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,12.94,NA,NA,NA,6.127,6.126549293,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,18,TS,hardwood,exp,control,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,16.64,NA,NA,NA,2.827,2.826694344,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,18,TS,hardwood,exp,control,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,25.56,NA,NA,NA,4.342,4.341965592,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,18,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,19.13,NA,NA,NA,3.25,3.249679255,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,19,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,30.62,NA,NA,NA,4.689,4.689356318,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,19,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,39.61,NA,NA,NA,6.066,6.066146433,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,19,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,39.12,NA,NA,NA,5.991,5.99110448,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,20,TS,hardwood,exp,control,1990,TS,DECD,NA,A,organic,NA,NA,NA,NA,NA,1,20.78,NA,NA,NA,3.53,3.529970461,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,20,TS,hardwood,exp,control,1990,TS,DECD,NA,B,organic,NA,NA,NA,NA,NA,1,33.58,NA,NA,NA,5.704,5.704350726,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,20,TS,hardwood,exp,control,1990,TS,DECD,NA,C,organic,NA,NA,NA,NA,NA,1,16.26,NA,NA,NA,2.762,2.76214243,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,1,TS,hardwood,exp,control,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,3.64,NA,NA,NA,2.181,2.181226208,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,1,TS,hardwood,exp,control,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,5.04,NA,NA,NA,3.02,3.020159365,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,1,TS,hardwood,exp,control,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,5.25,NA,NA,NA,3.146,3.145999339,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,4.26,NA,NA,NA,2.553,2.552753749,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,3.66,NA,NA,NA,2.193,2.193210968,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,2,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,4.01,NA,NA,NA,2.403,2.402944257,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,6.63,NA,NA,NA,3.973,3.972947737,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,4.64,NA,NA,NA,2.78,2.780464178,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,3,TS,hardwood,exp,double_litter,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,4.97,NA,NA,NA,2.978,2.978212708,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,4.01,NA,NA,NA,2.403,2.402944257,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,5.27,NA,NA,NA,3.158,3.157984098,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,4,TS,hardwood,exp,trenched_no_litter,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,4.43,NA,NA,NA,2.655,2.654624204,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,5,TS,hardwood,exp,OAless,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,1.68,NA,NA,NA,1.372,1.372105727,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,5,TS,hardwood,exp,OAless,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,1.2,NA,NA,NA,0.98,0.980075519,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,5,TS,hardwood,exp,OAless,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,1.24,NA,NA,NA,1.013,1.012744703,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,3.12,NA,NA,NA,1.87,1.869622464,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,3.87,NA,NA,NA,2.319,2.319050941,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,6,TS,hardwood,exp,control,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,4.04,NA,NA,NA,2.421,2.420921396,1,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,7,TS,hardwood,exp,OAless,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,2.94,NA,NA,NA,2.401,2.401185022,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,7,TS,hardwood,exp,OAless,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,1.57,NA,NA,NA,1.282,1.282265471,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,7,TS,hardwood,exp,OAless,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,1.26,NA,NA,NA,1.029,1.029079295,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,4.15,NA,NA,NA,2.487,2.486837573,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,5.19,NA,NA,NA,3.11,3.110045061,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,8,TS,hardwood,exp,trenched,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,5.43,NA,NA,NA,3.254,3.253862173,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,7.93,NA,NA,NA,4.752,4.751957097,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,7.73,NA,NA,NA,4.632,4.632109503,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,9,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,C,mineral,0-10,NA,NA,NA,NA,1,5.79,NA,NA,NA,3.47,3.469587842,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,10,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,A,mineral,0-10,NA,NA,NA,NA,1,5.11,NA,NA,NA,3.062,3.062106023,0,Corrected for rock volume by the principal investigator
2000,NA,NA,NA,DIRT,Harvard Forest DIRT_soil_C_1995_2000_2010_master.xls (provided by Kate Lajtha),lajtha,42.49,-72.2,10,TS,hardwood,exp,no_litter,1990,TS,DECD,NA,B,mineral,0-10,NA,NA,NA,NA,1,4.91,NA,NA,NA,2.942,2.942258429,0,Corrected for rock volume by the principal investigator
