site_id,arm_id,lane_index,year,current_kg_m2,previous_kg_m2,old_kg_m2,total_kg_m2,year_over_year_drift_kg_m2
hubbard_brook,deciduous,0,1980,0.2720940411240413,0.0,0.2,0.4720940411240413,0.2720940411240413
hubbard_brook,deciduous,0,1981,0.2937691151808794,0.2720940411240413,0.2,0.7658631563049207,0.29376911518087945
hubbard_brook,deciduous,0,1982,0.24053045108425106,0.2937691151808794,0.4720940411240413,1.0063936073891717,0.24053045108425097
hubbard_brook,deciduous,0,1983,0.26350898653734856,0.24053045108425106,0.7658631563049207,1.2699025939265205,0.2635089865373488
hubbard_brook,deciduous,0,1984,0.2830821386589211,0.26350898653734856,1.0063936073891717,1.5529847325854413,0.28308213865892107
hubbard_brook,deciduous,0,1985,0.26236210655046355,0.2830821386589211,1.2699025939265203,1.8153468391359049,0.26236210655046355
hubbard_brook,deciduous,0,1986,0.25936608170402964,0.26236210655046355,1.5529847325854413,2.0747129208399344,0.2593660817040295
hubbard_brook,deciduous,0,1987,0.31142076851199,0.25936608170402964,1.8153468391359049,2.3861336893519245,0.3114207685119901
hubbard_brook,deciduous,0,1988,0.29245544145022134,0.31142076851199,2.0747129208399344,2.6785891308021457,0.2924554414502212
hubbard_brook,deciduous,0,1989,0.25523865337026713,0.29245544145022134,2.3861336893519245,2.933827784172413,0.2552386533702675
hubbard_brook,deciduous,0,1990,0.2871802159079147,0.25523865337026713,2.6785891308021457,3.2210080000803276,0.28718021590791487
hubbard_brook,deciduous,0,1991,0.2578244842235203,0.2871802159079147,2.9338277841724127,3.478832484303848,0.2578244842235202
hubbard_brook,deciduous,0,1992,0.2463631806325918,0.2578244842235203,3.2210080000803276,3.7251956649364395,0.24636318063259166
hubbard_brook,deciduous,0,1993,0.25418684457534646,0.2463631806325918,3.478832484303848,3.979382509511786,0.25418684457534635
hubbard_brook,deciduous,0,1994,0.24065431811003454,0.25418684457534646,3.7251956649364395,4.22003682762182,0.24065431811003446
hubbard_brook,deciduous,0,1995,0.28288137365847427,0.24065431811003454,3.979382509511786,4.502918201280295,0.28288137365847454
hubbard_brook,deciduous,0,1996,0.25388503149115565,0.28288137365847427,4.22003682762182,4.75680323277145,0.25388503149115493
hubbard_brook,deciduous,0,1997,0.23876903871595356,0.25388503149115565,4.502918201280295,4.995572271487404,0.23876903871595356
hubbard_brook,deciduous,0,1998,0.27514446217581556,0.23876903871595356,4.756803232771451,5.27071673366322,0.2751444621758159
hubbard_brook,deciduous,0,1999,0.2514293502458031,0.27514446217581556,4.995572271487404,5.522146083909023,0.25142935024580293
hubbard_brook,deciduous,0,2000,0.2426463484364964,0.2514293502458031,5.27071673366322,5.764792432345519,0.24264634843649624
hubbard_brook,deciduous,0,2001,0.26039556403384095,0.2426463484364964,5.522146083909023,6.02518799637936,0.2603955640338409
hubbard_brook,deciduous,0,2002,0.26624192730901874,0.26039556403384095,5.764792432345519,6.291429923688379,0.26624192730901886
hubbard_brook,deciduous,0,2003,0.23300575033576232,0.26624192730901874,6.02518799637936,6.524435674024141,0.23300575033576187
hubbard_brook,deciduous,0,2004,0.24606873093899861,0.23300575033576232,6.291429923688379,6.77050440496314,0.2460687309389984
hubbard_brook,deciduous,0,2005,0.2250059618428118,0.24606873093899861,6.524435674024142,6.995510366805952,0.22500596184281196
hubbard_brook,deciduous,0,2006,0.23686046100390482,0.2250059618428118,6.77050440496314,7.232370827809857,0.23686046100390445
hubbard_brook,deciduous,0,2007,0.24877006182919031,0.23686046100390482,6.995510366805952,7.481140889639048,0.24877006182919104
hubbard_brook,deciduous,0,2008,0.22958861012678142,0.24877006182919031,7.232370827809857,7.710729499765828,0.22958861012678167
hubbard_brook,deciduous,0,2009,0.2392889043375379,0.22958861012678142,7.481140889639047,7.950018404103366,0.23928890433753747
hubbard_brook,deciduous,0,2010,0.27522976458725545,0.2392889043375379,7.710729499765828,8.225248168690621,0.27522976458725523
hubbard_brook,deciduous,0,2011,0.23024774369618686,0.27522976458725545,7.950018404103366,8.455495912386809,0.2302477436961876
hubbard_brook,deciduous,0,2012,0.27836484839657744,0.23024774369618686,8.225248168690621,8.733860760783385,0.27836484839657594
hubbard_brook,deciduous,0,2013,0.23630432025205578,0.27836484839657744,8.455495912386809,8.970165081035441,0.23630432025205472
hubbard_brook,deciduous,0,2014,0.2229072520331817,0.23630432025205578,8.733860760783386,9.193072333068624,0.22290725203318118
hubbard_brook,deciduous,0,2015,0.219589618705735,0.2229072520331817,8.970165081035443,9.41266195177436,0.21958961870573646
hubbard_brook,deciduous,0,2016,0.2509997575458762,0.219589618705735,9.193072333068624,9.663661709320236,0.2509997575458769
hubbard_brook,deciduous,0,2017,0.23103347704562793,0.2509997575458762,9.412661951774359,9.894695186365864,0.23103347704562793
hubbard_brook,deciduous,0,2018,0.23189354071009527,0.23103347704562793,9.663661709320236,10.126588727075958,0.23189354071009483
hubbard_brook,deciduous,0,2019,0.2403163139853768,0.23189354071009527,9.894695186365864,10.366905041061337,0.24031631398537812
hubbard_brook,deciduous,0,2020,0.2590129684818214,0.2403163139853768,10.126588727075958,10.625918009543156,0.2590129684818212
hubbard_brook,deciduous,0,2021,0.2405806443902843,0.2590129684818214,10.366905041061335,10.86649865393344,0.2405806443902847
hubbard_brook,deciduous,0,2022,0.23915571996367105,0.2405806443902843,10.625918009543156,11.105654373897112,0.23915571996367113
hubbard_brook,deciduous,0,2023,0.24484916095600395,0.23915571996367105,10.86649865393344,11.350503534853116,0.2448491609560044
hubbard_brook,deciduous,0,2024,0.24121139064214975,0.24484916095600395,11.105654373897112,11.591714925495266,0.24121139064214958
