site_id,arm_id,lane_index,year,day_count,gross_leaf_on_kg_m2,gross_leaf_off_kg_m2,net_foliar_change_kg_m2,seasonal_foliar_amplitude_kg_m2,phenology_churn_ratio,residue_end_kg_m2,residue_seasonal_range_kg_m2,residue_year_over_year_drift_kg_m2,first_practical_equilibrium_year,cal02_years_91_100_equilibrium
hubbard_brook,deciduous,0,1980,366,0.2720940411240414,0.2720940411240414,0.0,0.19671467486300864,1.3831913725477099,0.47209404112404135,0.27209404112404134,,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1981,365,0.2937691151808793,0.2937691151808793,0.0,0.19931731511121523,1.4738765421205968,0.7658631563049201,0.2937691151808787,0.2937691151808787,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1982,365,0.24053045108425108,0.24053045108425108,0.0,0.1996880265855998,1.2045311639210547,1.006393607389171,0.24053045108425097,0.24053045108425097,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1983,365,0.2635089865373486,0.2635089865373486,0.0,0.19520998312276006,1.3498745418754425,1.2699025939265187,0.26350898653734767,0.26350898653734767,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1984,366,0.2830821386589211,0.2830821386589211,0.0,0.1971575215620457,1.4358170888744657,1.5529847325854393,0.2830821386589206,0.2830821386589206,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1985,365,0.2623621065504636,0.2623621065504636,0.0,0.19922350895715688,1.316923428985907,1.815346839135902,0.26236210655046266,0.26236210655046266,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1986,365,0.2593660817040297,0.2593660817040297,0.0,0.19911866094240716,1.3025704395383033,2.074712920839931,0.25936608170402886,0.25936608170402886,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1987,365,0.3114207685119901,0.3114207685119901,0.0,0.19616141317972413,1.5875740466177448,2.3861336893519214,0.3114207685119905,0.3114207685119905,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1988,366,0.2924554414502213,0.2924554414502213,0.0,0.19365766278932572,1.5101671539244728,2.6785891308021417,0.2924554414502203,0.2924554414502203,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1989,365,0.25523865337026713,0.25523865337026713,0.0,0.1996119677388626,1.278674100864417,2.9338277841724056,0.25523865337026397,0.25523865337026397,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1990,365,0.2871802159079148,0.2871802159079148,0.0,0.19906580392338086,1.4426396209087153,3.221008000080318,0.2871802159079122,0.2871802159079122,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1991,365,0.25782448422352033,0.25782448422352033,0.0,0.196370720852772,1.3129476894716041,3.478832484303838,0.2578244842235202,0.2578244842235202,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1992,366,0.24636318063259183,0.24636318063259183,0.0,0.1993874774696656,1.2356000675622822,3.7251956649364297,0.24636318063259166,0.24636318063259166,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1993,365,0.25418684457534646,0.25418684457534646,0.0,0.1987437943672299,1.2789674534726423,3.9793825095117783,0.25418684457534857,0.25418684457534857,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1994,365,0.2406543181100346,0.2406543181100346,0.0,0.19837185010236436,1.2131475206076443,4.220036827621808,0.24065431811002957,0.24065431811002957,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1995,365,0.28288137365847427,0.28288137365847427,0.0,0.19526032297318874,1.448739658682818,4.502918201280282,0.28288137365847454,0.28288137365847454,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1996,366,0.2538850314911556,0.2538850314911556,0.0,0.19862861029589052,1.2781896380030622,4.75680323277144,0.2538850314911576,0.2538850314911576,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1997,365,0.2387690387159536,0.2387690387159536,0.0,0.19916222591857372,1.1988670924654803,4.995572271487395,0.23876903871595534,0.23876903871595534,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1998,365,0.2751444621758156,0.2751444621758156,0.0,0.1993126916088517,1.3804663413797185,5.2707167336632095,0.2751444621758141,0.2751444621758141,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,1999,365,0.25142935024580315,0.25142935024580315,0.0,0.1975283800947633,1.2728770930292705,5.52214608390901,0.25142935024580026,0.25142935024580026,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2000,366,0.2426463484364964,0.2426463484364964,0.0,0.1996149567674076,1.2155719810075616,5.764792432345506,0.24264634843649624,0.24264634843649624,,NOT_EVALUABLE_PERIOD_LT_100
