site_id,arm_id,lane_index,year,day_count,gross_leaf_on_kg_m2,gross_leaf_off_kg_m2,net_foliar_change_kg_m2,seasonal_foliar_amplitude_kg_m2,phenology_churn_ratio,residue_end_kg_m2,residue_seasonal_range_kg_m2,residue_year_over_year_drift_kg_m2,first_practical_equilibrium_year,cal02_years_91_100_equilibrium
hubbard_brook,deciduous,0,2001,365,0.26039556403384106,0.26039556403384106,0.0,0.1988714889948169,1.3093659898158032,6.025187996379346,0.26039556403384,0.26039556403384,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2002,365,0.2662419273090187,0.2662419273090187,0.0,0.19700318084001225,1.351460043303746,6.2914299236883675,0.2662419273090215,0.2662419273090215,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2003,365,0.2330057503357623,0.2330057503357623,0.0,0.1986357392102036,1.1730303482254374,6.5244356740241285,0.23300575033576099,0.23300575033576099,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2004,366,0.24606873093899861,0.24606873093899861,0.0,0.19926273987700638,1.2348958520337667,6.770504404963127,0.2460687309389984,0.2460687309389984,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2005,365,0.2250059618428118,0.2250059618428118,0.0,0.19857750734353638,1.133088862141645,6.995510366805939,0.22500596184281196,0.22500596184281196,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2006,365,0.2368604610039048,0.2368604610039048,0.0,0.1999996784196294,1.1843042092644565,7.232370827809849,0.23686046100390978,0.23686046100390978,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2007,365,0.24877006182919031,0.24877006182919031,0.0,0.19950429480898435,1.2469408844926146,7.481140889639039,0.24877006182919015,0.24877006182919015,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2008,366,0.2295886101267814,0.2295886101267814,0.0,0.2,1.1479430506339068,7.7107294997658204,0.22958861012678167,0.22958861012678167,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2009,365,0.23928890433753786,0.23928890433753786,0.0,0.2,1.196444521687689,7.950018404103356,0.2392889043375357,0.2392889043375357,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2010,365,0.2752297645872554,0.2752297645872554,0.0,0.1986713433041254,1.3853521097198938,8.225248168690605,0.275229764587249,0.275229764587249,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2011,365,0.2302477436961869,0.2302477436961869,0.0,0.19939878565915647,1.1547098591150011,8.455495912386793,0.2302477436961876,0.2302477436961876,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2012,366,0.2783648483965774,0.2783648483965774,0.0,0.19965458387493448,1.3942321933913011,8.733860760783374,0.27836484839658127,0.27836484839658127,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2013,365,0.23630432025205578,0.23630432025205578,0.0,0.19991387842298058,1.182030592954031,8.970165081035432,0.23630432025205828,0.23630432025205828,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2014,365,0.2229072520331817,0.2229072520331817,0.0,0.19886792553229077,1.1208808631987646,9.193072333068617,0.22290725203318473,0.22290725203318473,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2015,365,0.21958961870573498,0.21958961870573498,0.0,0.19997012963774763,1.0981120985595634,9.412661951774359,0.21958961870574178,0.21958961870574178,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2016,366,0.2509997575458763,0.2509997575458763,0.0,0.19802693397103463,1.2675031245122947,9.663661709320234,0.2509997575458751,0.2509997575458751,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2017,365,0.23103347704562793,0.23103347704562793,0.0,0.19908703647757475,1.1604646949056958,9.894695186365858,0.23103347704562438,0.23103347704562438,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2018,365,0.23189354071009524,0.23189354071009524,0.0,0.1982464833819725,1.1697233502159687,10.126588727075951,0.23189354071009305,0.23189354071009305,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2019,365,0.2403163139853769,0.2403163139853769,0.0,0.1988586062893884,1.2084783176829537,10.366905041061324,0.2403163139853728,0.2403163139853728,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2020,366,0.25901296848182137,0.25901296848182137,0.0,0.1980065894046046,1.3081027720373333,10.625918009543142,0.25901296848181765,0.25901296848181765,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2021,365,0.24058064439028432,0.24058064439028432,0.0,0.19994677672381247,1.2032234194132552,10.866498653933427,0.2405806443902847,0.2405806443902847,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2022,365,0.2391557199636711,0.2391557199636711,0.0,0.19867129498696645,1.2037759152843925,11.105654373897087,0.23915571996366047,0.23915571996366047,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2023,365,0.24484916095600395,0.24484916095600395,0.0,0.19945002409081308,1.227621616352976,11.350503534853091,0.2448491609560044,0.2448491609560044,,NOT_EVALUABLE_PERIOD_LT_100
hubbard_brook,deciduous,0,2024,366,0.2412113906421497,0.2412113906421497,0.0,0.1998973879658057,1.2066760506315928,11.591714925495241,0.24121139064214958,0.24121139064214958,,NOT_EVALUABLE_PERIOD_LT_100
