schema,value_count,raw_path,raw_bytes,raw_sha256,compressed_path,compressed_bytes,compressed_sha256,decompressed_sha256,decompressed_bytes,producer_identity_sha256,compression_command,exact_command,source_sha256,state
CAL04B03,540101520,/home/workdir/cal04b-attempt-20260728-pathfix/objects/hubbard-gsi.bin,4320812180,30d24d96fd2b47abe7dd4d3b3bebce0d8062f3fa43b913bbd542d2515c714620,/home/workdir/cal04b-attempt-20260728-pathfix/objects/hubbard-gsi.bin.zst,1019727699,ff78edbe12a8b6e2434687c5304a7cd70281af4b0cada87f672da39df8aa2ab0,30d24d96fd2b47abe7dd4d3b3bebce0d8062f3fa43b913bbd542d2515c714620,4320812180,0b653ebee4953909a698cdc257b7d7079627a081cc5623b4b3c3bf5a41f8de6b,zstd -T1 -19 --keep /home/workdir/cal04b-attempt-20260728-pathfix/objects/hubbard-gsi.bin -o /home/workdir/cal04b-attempt-20260728-pathfix/objects/hubbard-gsi.bin.zst.partial,PYTHONDONTWRITEBYTECODE=1 /home/workdir/openWEPP/.venv/bin/python /home/workdir/openWEPP/docs/work-packages/20260727-canopy-cal-04b-calibration-readiness-and-ensemble-execution-001/tools/retain.py --execution-root /home/workdir/cal04b-attempt-20260728-pathfix/objects,854c4c071fd8740f9664e5d4f34774a343cd7b6841f2f91fe3b96c7d1a60ae1d,PASS
