verifier_id,invocation_id,freeze_digest,verifier_script_sha256,command,command_sha256,timestamp,state
verifier_a,2003031d721a39cde2887f6415f3128f,6066be76a584386b33ea2a9c5ce774588f0b5b8190261f9c0523daebd0e7349d,262ad44773427a2a8c8888f19141271f68abcc78f3b2e8b7993e5a97eb2c5b3d,PYTHONDONTWRITEBYTECODE=1 .venv/bin/python docs/work-packages/20260727-canopy-cal-04b-calibration-readiness-and-ensemble-execution-001/tools/freeze-verify.py --execution-root /home/workdir/cal04b-attempt-20260728-pathfix/objects --custody-root /home/workdir/cal04b-custody-20260728-pathfix --verifier-id verifier_a,090d53c1c3f0920ef0354a5941fb284cd4e7a1b939d2c5c98738cd57ff67c439,2026-07-28T18:34:00.726272+00:00,PASS
verifier_b,b7d0215356d5846e7c13af8cabc31d4a,6066be76a584386b33ea2a9c5ce774588f0b5b8190261f9c0523daebd0e7349d,262ad44773427a2a8c8888f19141271f68abcc78f3b2e8b7993e5a97eb2c5b3d,PYTHONDONTWRITEBYTECODE=1 .venv/bin/python docs/work-packages/20260727-canopy-cal-04b-calibration-readiness-and-ensemble-execution-001/tools/freeze-verify.py --execution-root /home/workdir/cal04b-attempt-20260728-pathfix/objects --custody-root /home/workdir/cal04b-custody-20260728-pathfix --verifier-id verifier_b,005e7c9259a52e814270402816930f9244435815644b9039dab2759af6b4c279,2026-07-28T18:37:33.975692+00:00,PASS
