candidate_id,configuration_id,state,objective,boundary_flags,saturation_flags,evidence
GSI-2291,temperature-q00-q100|vpd-q00-q95|photoperiod-q00-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2292,temperature-q00-q100|vpd-q00-q95|photoperiod-q00-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2293,temperature-q00-q100|vpd-q00-q95|photoperiod-q00-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2294,temperature-q00-q100|vpd-q00-q95|photoperiod-q00-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2295,temperature-q00-q100|vpd-q00-q95|photoperiod-q00-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2296,temperature-q00-q100|vpd-q00-q95|photoperiod-q05-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2297,temperature-q00-q100|vpd-q00-q95|photoperiod-q05-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2298,temperature-q00-q100|vpd-q00-q95|photoperiod-q05-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2299,temperature-q00-q100|vpd-q00-q95|photoperiod-q05-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2300,temperature-q00-q100|vpd-q00-q95|photoperiod-q05-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2301,temperature-q00-q100|vpd-q00-q95|photoperiod-q25-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2302,temperature-q00-q100|vpd-q00-q95|photoperiod-q25-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2303,temperature-q00-q100|vpd-q00-q95|photoperiod-q25-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2304,temperature-q00-q100|vpd-q00-q95|photoperiod-q25-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2305,temperature-q00-q100|vpd-q00-q95|photoperiod-q50-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2306,temperature-q00-q100|vpd-q00-q95|photoperiod-q50-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2307,temperature-q00-q100|vpd-q00-q95|photoperiod-q50-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2308,temperature-q00-q100|vpd-q00-q95|photoperiod-q75-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2309,temperature-q00-q100|vpd-q00-q95|photoperiod-q75-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2310,temperature-q00-q100|vpd-q00-q95|photoperiod-q95-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,photoperiod,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2311,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q05,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2312,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2313,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2314,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2315,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2316,temperature-q00-q100|vpd-q00-q100|photoperiod-q00-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2317,temperature-q00-q100|vpd-q00-q100|photoperiod-q05-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2318,temperature-q00-q100|vpd-q00-q100|photoperiod-q05-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2319,temperature-q00-q100|vpd-q00-q100|photoperiod-q05-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2320,temperature-q00-q100|vpd-q00-q100|photoperiod-q05-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2321,temperature-q00-q100|vpd-q00-q100|photoperiod-q05-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2322,temperature-q00-q100|vpd-q00-q100|photoperiod-q25-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2323,temperature-q00-q100|vpd-q00-q100|photoperiod-q25-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2324,temperature-q00-q100|vpd-q00-q100|photoperiod-q25-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2325,temperature-q00-q100|vpd-q00-q100|photoperiod-q25-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2326,temperature-q00-q100|vpd-q00-q100|photoperiod-q50-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2327,temperature-q00-q100|vpd-q00-q100|photoperiod-q50-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2328,temperature-q00-q100|vpd-q00-q100|photoperiod-q50-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2329,temperature-q00-q100|vpd-q00-q100|photoperiod-q75-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2330,temperature-q00-q100|vpd-q00-q100|photoperiod-q75-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2331,temperature-q00-q100|vpd-q00-q100|photoperiod-q95-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,photoperiod,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2332,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q05,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2333,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2334,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2335,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2336,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2337,temperature-q00-q100|vpd-q05-q25|photoperiod-q00-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2338,temperature-q00-q100|vpd-q05-q25|photoperiod-q05-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2339,temperature-q00-q100|vpd-q05-q25|photoperiod-q05-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2340,temperature-q00-q100|vpd-q05-q25|photoperiod-q05-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2341,temperature-q00-q100|vpd-q05-q25|photoperiod-q05-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2342,temperature-q00-q100|vpd-q05-q25|photoperiod-q05-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2343,temperature-q00-q100|vpd-q05-q25|photoperiod-q25-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2344,temperature-q00-q100|vpd-q05-q25|photoperiod-q25-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2345,temperature-q00-q100|vpd-q05-q25|photoperiod-q25-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2346,temperature-q00-q100|vpd-q05-q25|photoperiod-q25-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2347,temperature-q00-q100|vpd-q05-q25|photoperiod-q50-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2348,temperature-q00-q100|vpd-q05-q25|photoperiod-q50-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2349,temperature-q00-q100|vpd-q05-q25|photoperiod-q50-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2350,temperature-q00-q100|vpd-q05-q25|photoperiod-q75-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2351,temperature-q00-q100|vpd-q05-q25|photoperiod-q75-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2352,temperature-q00-q100|vpd-q05-q25|photoperiod-q95-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,photoperiod,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2353,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q05,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2354,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2355,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2356,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2357,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2358,temperature-q00-q100|vpd-q05-q50|photoperiod-q00-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2359,temperature-q00-q100|vpd-q05-q50|photoperiod-q05-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2360,temperature-q00-q100|vpd-q05-q50|photoperiod-q05-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2361,temperature-q00-q100|vpd-q05-q50|photoperiod-q05-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2362,temperature-q00-q100|vpd-q05-q50|photoperiod-q05-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2363,temperature-q00-q100|vpd-q05-q50|photoperiod-q05-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2364,temperature-q00-q100|vpd-q05-q50|photoperiod-q25-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2365,temperature-q00-q100|vpd-q05-q50|photoperiod-q25-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2366,temperature-q00-q100|vpd-q05-q50|photoperiod-q25-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2367,temperature-q00-q100|vpd-q05-q50|photoperiod-q25-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2368,temperature-q00-q100|vpd-q05-q50|photoperiod-q50-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2369,temperature-q00-q100|vpd-q05-q50|photoperiod-q50-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2370,temperature-q00-q100|vpd-q05-q50|photoperiod-q50-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2371,temperature-q00-q100|vpd-q05-q50|photoperiod-q75-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2372,temperature-q00-q100|vpd-q05-q50|photoperiod-q75-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2373,temperature-q00-q100|vpd-q05-q50|photoperiod-q95-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,photoperiod,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2374,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q05,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2375,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2376,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2377,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2378,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2379,temperature-q00-q100|vpd-q05-q75|photoperiod-q00-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2380,temperature-q00-q100|vpd-q05-q75|photoperiod-q05-q25,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2381,temperature-q00-q100|vpd-q05-q75|photoperiod-q05-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2382,temperature-q00-q100|vpd-q05-q75|photoperiod-q05-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2383,temperature-q00-q100|vpd-q05-q75|photoperiod-q05-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2384,temperature-q00-q100|vpd-q05-q75|photoperiod-q05-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2385,temperature-q00-q100|vpd-q05-q75|photoperiod-q25-q50,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2386,temperature-q00-q100|vpd-q05-q75|photoperiod-q25-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2387,temperature-q00-q100|vpd-q05-q75|photoperiod-q25-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2388,temperature-q00-q100|vpd-q05-q75|photoperiod-q25-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2389,temperature-q00-q100|vpd-q05-q75|photoperiod-q50-q75,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2390,temperature-q00-q100|vpd-q05-q75|photoperiod-q50-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2391,temperature-q00-q100|vpd-q05-q75|photoperiod-q50-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2392,temperature-q00-q100|vpd-q05-q75|photoperiod-q75-q95,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2393,temperature-q00-q100|vpd-q05-q75|photoperiod-q75-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,NONE,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
GSI-2394,temperature-q00-q100|vpd-q05-q75|photoperiod-q95-q100,FAILED_REQUIRED_PLOT_YEAR_CROSSING,+infinity,DOUBLE_BOUNDARY,photoperiod,/home/workdir/cal04b-attempt-20260728-pathfix/objects/primary/candidate-observation-components.csv
