candidate_id,family,plot_year_windows,population_rows,minimum_yday,maximum_interval_upper_doy,factor_min,factor_max,factor_range,result
GSI-2181,vpd,313,27353,60,167,0.20934362799496986,1,0.79065637200503014,ACTIVE_ON_OBSERVED_FORCING
GSI-2181,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-2182,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2182,vpd,313,27353,60,167,0.20934362799496986,1,0.79065637200503014,ACTIVE_ON_OBSERVED_FORCING
GSI-2182,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-2183,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2183,vpd,313,27353,60,167,0.20934362799496986,1,0.79065637200503014,ACTIVE_ON_OBSERVED_FORCING
GSI-2183,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-2184,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2184,vpd,313,27353,60,167,0.20934362799496986,1,0.79065637200503014,ACTIVE_ON_OBSERVED_FORCING
GSI-2184,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-2185,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2185,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2185,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2186,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2186,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2186,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2187,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2187,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2187,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2188,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2188,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2188,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2189,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2189,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2189,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-2190,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2190,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2190,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-2191,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2191,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2191,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2192,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2192,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2192,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2193,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2193,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2193,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2194,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2194,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2194,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-2195,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2195,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2195,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-2196,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2196,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2196,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2197,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2197,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2197,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2198,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2198,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2198,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-2199,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2199,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2199,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-2200,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2200,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2200,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2201,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2201,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2201,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-2202,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2202,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2202,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-2203,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2203,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2203,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-2204,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2204,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2204,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-2205,temperature,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2205,vpd,313,27353,60,167,0.29762277301588858,1,0.70237722698411142,ACTIVE_ON_OBSERVED_FORCING
GSI-2205,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-2206,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2206,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2206,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2207,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2207,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2207,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2208,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2208,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2208,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2209,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2209,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2209,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2210,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2210,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2210,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-2211,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2211,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2211,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-2212,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2212,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2212,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2213,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2213,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2213,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2214,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2214,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2214,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2215,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2215,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2215,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-2216,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2216,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2216,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-2217,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2217,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2217,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2218,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2218,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2218,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2219,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2219,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2219,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-2220,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2220,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2220,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-2221,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2221,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2221,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2222,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2222,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2222,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-2223,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2223,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2223,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-2224,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2224,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2224,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-2225,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2225,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2225,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-2226,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2226,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2226,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-2227,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2227,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2227,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2228,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2228,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2228,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2229,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2229,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2229,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2230,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2230,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2230,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2231,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2231,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2231,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-2232,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2232,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2232,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-2233,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2233,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2233,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2234,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2234,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2234,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2235,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2235,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2235,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2236,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2236,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2236,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-2237,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2237,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2237,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-2238,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2238,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2238,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2239,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2239,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2239,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2240,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2240,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2240,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-2241,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2241,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2241,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-2242,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2242,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2242,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2243,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2243,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2243,photoperiod,313,27353,60,167,0,0.99123218573081051,0.99123218573081051,ACTIVE_ON_OBSERVED_FORCING
GSI-2244,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2244,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2244,photoperiod,313,27353,60,167,0,0.98647642506895861,0.98647642506895861,ACTIVE_ON_OBSERVED_FORCING
GSI-2245,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2245,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2245,photoperiod,313,27353,60,167,0,0.95604808568546529,0.95604808568546529,ACTIVE_ON_OBSERVED_FORCING
GSI-2246,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2246,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2246,photoperiod,313,27353,60,167,0,0.93348862244056252,0.93348862244056252,ACTIVE_ON_OBSERVED_FORCING
GSI-2247,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2247,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2247,photoperiod,313,27353,60,167,0,0,0,SATURATED_ON_OBSERVED_FORCING
GSI-2248,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2248,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2248,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2249,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2249,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2249,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2250,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2250,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2250,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2251,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2251,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2251,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2252,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2252,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2252,photoperiod,313,27353,60,167,0,0.99729902737416121,0.99729902737416121,ACTIVE_ON_OBSERVED_FORCING
GSI-2253,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2253,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2253,photoperiod,313,27353,60,167,0,0.99582011305394014,0.99582011305394014,ACTIVE_ON_OBSERVED_FORCING
GSI-2254,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2254,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2254,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2255,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2255,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2255,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2256,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2256,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2256,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2257,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2257,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2257,photoperiod,313,27353,60,167,0,0.99709660466678374,0.99709660466678374,ACTIVE_ON_OBSERVED_FORCING
GSI-2258,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2258,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2258,photoperiod,313,27353,60,167,0,0.99550735333300555,0.99550735333300555,ACTIVE_ON_OBSERVED_FORCING
GSI-2259,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2259,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2259,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2260,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2260,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2260,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2261,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2261,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2261,photoperiod,313,27353,60,167,0,0.99581573564623116,0.99581573564623116,ACTIVE_ON_OBSERVED_FORCING
GSI-2262,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2262,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2262,photoperiod,313,27353,60,167,0,0.99352991578997696,0.99352991578997696,ACTIVE_ON_OBSERVED_FORCING
GSI-2263,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2263,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2263,photoperiod,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
GSI-2264,temperature,313,27353,60,167,0,0.91693021294539323,0.91693021294539323,ACTIVE_ON_OBSERVED_FORCING
GSI-2264,vpd,313,27353,60,167,0,1,1,ACTIVE_ON_OBSERVED_FORCING
