candidate_id,temperature_pair_id,vpd_pair_id,photoperiod_pair_id,minimum_temperature_inactive_c,minimum_temperature_unconstrained_c,vapor_pressure_deficit_unconstrained_pa,vapor_pressure_deficit_inactive_pa,photoperiod_inactive_hours,photoperiod_unconstrained_hours,boundary_class,saturation_flags
GSI-3963,temperature-q05-q75,vpd-q95-q100,photoperiod-q25-q100,-14.298500000,6.700000000,1100.647927550,2155.325437000,12.478643418,15.294208010,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3964,temperature-q05-q75,vpd-q95-q100,photoperiod-q50-q75,-14.298500000,6.700000000,1100.647927550,2155.325437000,13.947157389,15.020315923,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3965,temperature-q05-q75,vpd-q95-q100,photoperiod-q50-q95,-14.298500000,6.700000000,1100.647927550,2155.325437000,13.947157389,15.287745094,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3966,temperature-q05-q75,vpd-q95-q100,photoperiod-q50-q100,-14.298500000,6.700000000,1100.647927550,2155.325437000,13.947157389,15.294208010,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3967,temperature-q05-q75,vpd-q95-q100,photoperiod-q75-q95,-14.298500000,6.700000000,1100.647927550,2155.325437000,15.020315923,15.287745094,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3968,temperature-q05-q75,vpd-q95-q100,photoperiod-q75-q100,-14.298500000,6.700000000,1100.647927550,2155.325437000,15.020315923,15.294208010,UPPER_SUPPORT_BOUNDARY,NONE
GSI-3969,temperature-q05-q75,vpd-q95-q100,photoperiod-q95-q100,-14.298500000,6.700000000,1100.647927550,2155.325437000,15.287745094,15.294208010,UPPER_SUPPORT_BOUNDARY,photoperiod
GSI-3970,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3971,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3972,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3973,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3974,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3975,temperature-q05-q95,vpd-q00-q05,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,111.993704700,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3976,temperature-q05-q95,vpd-q00-q05,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,111.993704700,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3977,temperature-q05-q95,vpd-q00-q05,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,111.993704700,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3978,temperature-q05-q95,vpd-q00-q05,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,111.993704700,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3979,temperature-q05-q95,vpd-q00-q05,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,111.993704700,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3980,temperature-q05-q95,vpd-q00-q05,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,111.993704700,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3981,temperature-q05-q95,vpd-q00-q05,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,111.993704700,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3982,temperature-q05-q95,vpd-q00-q05,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,111.993704700,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3983,temperature-q05-q95,vpd-q00-q05,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,111.993704700,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3984,temperature-q05-q95,vpd-q00-q05,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,111.993704700,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3985,temperature-q05-q95,vpd-q00-q05,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,111.993704700,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3986,temperature-q05-q95,vpd-q00-q05,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,111.993704700,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3987,temperature-q05-q95,vpd-q00-q05,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,111.993704700,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3988,temperature-q05-q95,vpd-q00-q05,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,111.993704700,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3989,temperature-q05-q95,vpd-q00-q05,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,111.993704700,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3990,temperature-q05-q95,vpd-q00-q05,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,111.993704700,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-3991,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3992,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3993,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3994,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3995,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3996,temperature-q05-q95,vpd-q00-q25,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,221.146809000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-3997,temperature-q05-q95,vpd-q00-q25,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,221.146809000,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3998,temperature-q05-q95,vpd-q00-q25,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,221.146809000,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-3999,temperature-q05-q95,vpd-q00-q25,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,221.146809000,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4000,temperature-q05-q95,vpd-q00-q25,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,221.146809000,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4001,temperature-q05-q95,vpd-q00-q25,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,221.146809000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4002,temperature-q05-q95,vpd-q00-q25,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,221.146809000,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4003,temperature-q05-q95,vpd-q00-q25,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,221.146809000,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4004,temperature-q05-q95,vpd-q00-q25,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,221.146809000,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4005,temperature-q05-q95,vpd-q00-q25,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,221.146809000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4006,temperature-q05-q95,vpd-q00-q25,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,221.146809000,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4007,temperature-q05-q95,vpd-q00-q25,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,221.146809000,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4008,temperature-q05-q95,vpd-q00-q25,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,221.146809000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4009,temperature-q05-q95,vpd-q00-q25,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,221.146809000,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4010,temperature-q05-q95,vpd-q00-q25,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,221.146809000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4011,temperature-q05-q95,vpd-q00-q25,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,221.146809000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-4012,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4013,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4014,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4015,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4016,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4017,temperature-q05-q95,vpd-q00-q50,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,386.206216000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4018,temperature-q05-q95,vpd-q00-q50,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,386.206216000,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4019,temperature-q05-q95,vpd-q00-q50,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,386.206216000,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4020,temperature-q05-q95,vpd-q00-q50,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,386.206216000,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4021,temperature-q05-q95,vpd-q00-q50,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,386.206216000,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4022,temperature-q05-q95,vpd-q00-q50,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,386.206216000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4023,temperature-q05-q95,vpd-q00-q50,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,386.206216000,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4024,temperature-q05-q95,vpd-q00-q50,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,386.206216000,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4025,temperature-q05-q95,vpd-q00-q50,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,386.206216000,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4026,temperature-q05-q95,vpd-q00-q50,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,386.206216000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4027,temperature-q05-q95,vpd-q00-q50,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,386.206216000,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4028,temperature-q05-q95,vpd-q00-q50,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,386.206216000,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4029,temperature-q05-q95,vpd-q00-q50,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,386.206216000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4030,temperature-q05-q95,vpd-q00-q50,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,386.206216000,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4031,temperature-q05-q95,vpd-q00-q50,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,386.206216000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4032,temperature-q05-q95,vpd-q00-q50,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,386.206216000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-4033,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4034,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4035,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4036,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4037,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4038,temperature-q05-q95,vpd-q00-q75,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,655.895776750,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4039,temperature-q05-q95,vpd-q00-q75,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,655.895776750,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4040,temperature-q05-q95,vpd-q00-q75,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,655.895776750,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4041,temperature-q05-q95,vpd-q00-q75,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,655.895776750,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4042,temperature-q05-q95,vpd-q00-q75,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,655.895776750,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4043,temperature-q05-q95,vpd-q00-q75,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,655.895776750,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4044,temperature-q05-q95,vpd-q00-q75,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,655.895776750,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4045,temperature-q05-q95,vpd-q00-q75,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,655.895776750,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4046,temperature-q05-q95,vpd-q00-q75,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,655.895776750,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4047,temperature-q05-q95,vpd-q00-q75,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,655.895776750,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4048,temperature-q05-q95,vpd-q00-q75,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,655.895776750,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4049,temperature-q05-q95,vpd-q00-q75,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,655.895776750,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4050,temperature-q05-q95,vpd-q00-q75,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,655.895776750,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4051,temperature-q05-q95,vpd-q00-q75,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,655.895776750,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4052,temperature-q05-q95,vpd-q00-q75,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,655.895776750,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4053,temperature-q05-q95,vpd-q00-q75,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,655.895776750,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-4054,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4055,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4056,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4057,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4058,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4059,temperature-q05-q95,vpd-q00-q95,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4060,temperature-q05-q95,vpd-q00-q95,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,1100.647927550,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4061,temperature-q05-q95,vpd-q00-q95,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,1100.647927550,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4062,temperature-q05-q95,vpd-q00-q95,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,1100.647927550,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4063,temperature-q05-q95,vpd-q00-q95,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,1100.647927550,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4064,temperature-q05-q95,vpd-q00-q95,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4065,temperature-q05-q95,vpd-q00-q95,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,1100.647927550,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4066,temperature-q05-q95,vpd-q00-q95,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,1100.647927550,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4067,temperature-q05-q95,vpd-q00-q95,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,1100.647927550,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4068,temperature-q05-q95,vpd-q00-q95,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4069,temperature-q05-q95,vpd-q00-q95,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,1100.647927550,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4070,temperature-q05-q95,vpd-q00-q95,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,1100.647927550,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4071,temperature-q05-q95,vpd-q00-q95,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4072,temperature-q05-q95,vpd-q00-q95,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,1100.647927550,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4073,temperature-q05-q95,vpd-q00-q95,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4074,temperature-q05-q95,vpd-q00-q95,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,1100.647927550,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-4075,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q05,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,11.239373219,DOUBLE_BOUNDARY,NONE
GSI-4076,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q25,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,12.478643418,DOUBLE_BOUNDARY,NONE
GSI-4077,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q50,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-4078,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q75,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-4079,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q95,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-4080,temperature-q05-q95,vpd-q00-q100,photoperiod-q00-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4081,temperature-q05-q95,vpd-q00-q100,photoperiod-q05-q25,-14.298500000,12.610000000,30.266994000,2155.325437000,11.239373219,12.478643418,DOUBLE_BOUNDARY,NONE
GSI-4082,temperature-q05-q95,vpd-q00-q100,photoperiod-q05-q50,-14.298500000,12.610000000,30.266994000,2155.325437000,11.239373219,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-4083,temperature-q05-q95,vpd-q00-q100,photoperiod-q05-q75,-14.298500000,12.610000000,30.266994000,2155.325437000,11.239373219,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-4084,temperature-q05-q95,vpd-q00-q100,photoperiod-q05-q95,-14.298500000,12.610000000,30.266994000,2155.325437000,11.239373219,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-4085,temperature-q05-q95,vpd-q00-q100,photoperiod-q05-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4086,temperature-q05-q95,vpd-q00-q100,photoperiod-q25-q50,-14.298500000,12.610000000,30.266994000,2155.325437000,12.478643418,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-4087,temperature-q05-q95,vpd-q00-q100,photoperiod-q25-q75,-14.298500000,12.610000000,30.266994000,2155.325437000,12.478643418,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-4088,temperature-q05-q95,vpd-q00-q100,photoperiod-q25-q95,-14.298500000,12.610000000,30.266994000,2155.325437000,12.478643418,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-4089,temperature-q05-q95,vpd-q00-q100,photoperiod-q25-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4090,temperature-q05-q95,vpd-q00-q100,photoperiod-q50-q75,-14.298500000,12.610000000,30.266994000,2155.325437000,13.947157389,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-4091,temperature-q05-q95,vpd-q00-q100,photoperiod-q50-q95,-14.298500000,12.610000000,30.266994000,2155.325437000,13.947157389,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-4092,temperature-q05-q95,vpd-q00-q100,photoperiod-q50-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4093,temperature-q05-q95,vpd-q00-q100,photoperiod-q75-q95,-14.298500000,12.610000000,30.266994000,2155.325437000,15.020315923,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-4094,temperature-q05-q95,vpd-q00-q100,photoperiod-q75-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4095,temperature-q05-q95,vpd-q00-q100,photoperiod-q95-q100,-14.298500000,12.610000000,30.266994000,2155.325437000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-4096,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q05,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4097,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q25,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4098,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q50,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4099,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q75,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4100,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q95,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-4101,temperature-q05-q95,vpd-q05-q25,photoperiod-q00-q100,-14.298500000,12.610000000,111.993704700,221.146809000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-4102,temperature-q05-q95,vpd-q05-q25,photoperiod-q05-q25,-14.298500000,12.610000000,111.993704700,221.146809000,11.239373219,12.478643418,INTERIOR,NONE
