candidate_id,temperature_pair_id,vpd_pair_id,photoperiod_pair_id,minimum_temperature_inactive_c,minimum_temperature_unconstrained_c,vapor_pressure_deficit_unconstrained_pa,vapor_pressure_deficit_inactive_pa,photoperiod_inactive_hours,photoperiod_unconstrained_hours,boundary_class,saturation_flags
GSI-1037,temperature-q00-q50,vpd-q05-q50,photoperiod-q05-q50,-27.520000000,0.590000000,111.993704700,386.206216000,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1038,temperature-q00-q50,vpd-q05-q50,photoperiod-q05-q75,-27.520000000,0.590000000,111.993704700,386.206216000,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1039,temperature-q00-q50,vpd-q05-q50,photoperiod-q05-q95,-27.520000000,0.590000000,111.993704700,386.206216000,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1040,temperature-q00-q50,vpd-q05-q50,photoperiod-q05-q100,-27.520000000,0.590000000,111.993704700,386.206216000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1041,temperature-q00-q50,vpd-q05-q50,photoperiod-q25-q50,-27.520000000,0.590000000,111.993704700,386.206216000,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1042,temperature-q00-q50,vpd-q05-q50,photoperiod-q25-q75,-27.520000000,0.590000000,111.993704700,386.206216000,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1043,temperature-q00-q50,vpd-q05-q50,photoperiod-q25-q95,-27.520000000,0.590000000,111.993704700,386.206216000,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1044,temperature-q00-q50,vpd-q05-q50,photoperiod-q25-q100,-27.520000000,0.590000000,111.993704700,386.206216000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1045,temperature-q00-q50,vpd-q05-q50,photoperiod-q50-q75,-27.520000000,0.590000000,111.993704700,386.206216000,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1046,temperature-q00-q50,vpd-q05-q50,photoperiod-q50-q95,-27.520000000,0.590000000,111.993704700,386.206216000,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1047,temperature-q00-q50,vpd-q05-q50,photoperiod-q50-q100,-27.520000000,0.590000000,111.993704700,386.206216000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1048,temperature-q00-q50,vpd-q05-q50,photoperiod-q75-q95,-27.520000000,0.590000000,111.993704700,386.206216000,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1049,temperature-q00-q50,vpd-q05-q50,photoperiod-q75-q100,-27.520000000,0.590000000,111.993704700,386.206216000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1050,temperature-q00-q50,vpd-q05-q50,photoperiod-q95-q100,-27.520000000,0.590000000,111.993704700,386.206216000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1051,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q05,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1052,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q25,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1053,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q50,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1054,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q75,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1055,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q95,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1056,temperature-q00-q50,vpd-q05-q75,photoperiod-q00-q100,-27.520000000,0.590000000,111.993704700,655.895776750,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1057,temperature-q00-q50,vpd-q05-q75,photoperiod-q05-q25,-27.520000000,0.590000000,111.993704700,655.895776750,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1058,temperature-q00-q50,vpd-q05-q75,photoperiod-q05-q50,-27.520000000,0.590000000,111.993704700,655.895776750,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1059,temperature-q00-q50,vpd-q05-q75,photoperiod-q05-q75,-27.520000000,0.590000000,111.993704700,655.895776750,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1060,temperature-q00-q50,vpd-q05-q75,photoperiod-q05-q95,-27.520000000,0.590000000,111.993704700,655.895776750,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1061,temperature-q00-q50,vpd-q05-q75,photoperiod-q05-q100,-27.520000000,0.590000000,111.993704700,655.895776750,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1062,temperature-q00-q50,vpd-q05-q75,photoperiod-q25-q50,-27.520000000,0.590000000,111.993704700,655.895776750,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1063,temperature-q00-q50,vpd-q05-q75,photoperiod-q25-q75,-27.520000000,0.590000000,111.993704700,655.895776750,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1064,temperature-q00-q50,vpd-q05-q75,photoperiod-q25-q95,-27.520000000,0.590000000,111.993704700,655.895776750,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1065,temperature-q00-q50,vpd-q05-q75,photoperiod-q25-q100,-27.520000000,0.590000000,111.993704700,655.895776750,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1066,temperature-q00-q50,vpd-q05-q75,photoperiod-q50-q75,-27.520000000,0.590000000,111.993704700,655.895776750,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1067,temperature-q00-q50,vpd-q05-q75,photoperiod-q50-q95,-27.520000000,0.590000000,111.993704700,655.895776750,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1068,temperature-q00-q50,vpd-q05-q75,photoperiod-q50-q100,-27.520000000,0.590000000,111.993704700,655.895776750,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1069,temperature-q00-q50,vpd-q05-q75,photoperiod-q75-q95,-27.520000000,0.590000000,111.993704700,655.895776750,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1070,temperature-q00-q50,vpd-q05-q75,photoperiod-q75-q100,-27.520000000,0.590000000,111.993704700,655.895776750,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1071,temperature-q00-q50,vpd-q05-q75,photoperiod-q95-q100,-27.520000000,0.590000000,111.993704700,655.895776750,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1072,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q05,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1073,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q25,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1074,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q50,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1075,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q75,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1076,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q95,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1077,temperature-q00-q50,vpd-q05-q95,photoperiod-q00-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1078,temperature-q00-q50,vpd-q05-q95,photoperiod-q05-q25,-27.520000000,0.590000000,111.993704700,1100.647927550,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1079,temperature-q00-q50,vpd-q05-q95,photoperiod-q05-q50,-27.520000000,0.590000000,111.993704700,1100.647927550,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1080,temperature-q00-q50,vpd-q05-q95,photoperiod-q05-q75,-27.520000000,0.590000000,111.993704700,1100.647927550,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1081,temperature-q00-q50,vpd-q05-q95,photoperiod-q05-q95,-27.520000000,0.590000000,111.993704700,1100.647927550,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1082,temperature-q00-q50,vpd-q05-q95,photoperiod-q05-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1083,temperature-q00-q50,vpd-q05-q95,photoperiod-q25-q50,-27.520000000,0.590000000,111.993704700,1100.647927550,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1084,temperature-q00-q50,vpd-q05-q95,photoperiod-q25-q75,-27.520000000,0.590000000,111.993704700,1100.647927550,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1085,temperature-q00-q50,vpd-q05-q95,photoperiod-q25-q95,-27.520000000,0.590000000,111.993704700,1100.647927550,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1086,temperature-q00-q50,vpd-q05-q95,photoperiod-q25-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1087,temperature-q00-q50,vpd-q05-q95,photoperiod-q50-q75,-27.520000000,0.590000000,111.993704700,1100.647927550,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1088,temperature-q00-q50,vpd-q05-q95,photoperiod-q50-q95,-27.520000000,0.590000000,111.993704700,1100.647927550,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1089,temperature-q00-q50,vpd-q05-q95,photoperiod-q50-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1090,temperature-q00-q50,vpd-q05-q95,photoperiod-q75-q95,-27.520000000,0.590000000,111.993704700,1100.647927550,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1091,temperature-q00-q50,vpd-q05-q95,photoperiod-q75-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1092,temperature-q00-q50,vpd-q05-q95,photoperiod-q95-q100,-27.520000000,0.590000000,111.993704700,1100.647927550,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1093,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q05,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,11.239373219,DOUBLE_BOUNDARY,NONE
GSI-1094,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q25,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,12.478643418,DOUBLE_BOUNDARY,NONE
GSI-1095,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q50,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-1096,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q75,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-1097,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q95,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-1098,temperature-q00-q50,vpd-q05-q100,photoperiod-q00-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1099,temperature-q00-q50,vpd-q05-q100,photoperiod-q05-q25,-27.520000000,0.590000000,111.993704700,2155.325437000,11.239373219,12.478643418,DOUBLE_BOUNDARY,NONE
GSI-1100,temperature-q00-q50,vpd-q05-q100,photoperiod-q05-q50,-27.520000000,0.590000000,111.993704700,2155.325437000,11.239373219,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-1101,temperature-q00-q50,vpd-q05-q100,photoperiod-q05-q75,-27.520000000,0.590000000,111.993704700,2155.325437000,11.239373219,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-1102,temperature-q00-q50,vpd-q05-q100,photoperiod-q05-q95,-27.520000000,0.590000000,111.993704700,2155.325437000,11.239373219,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-1103,temperature-q00-q50,vpd-q05-q100,photoperiod-q05-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1104,temperature-q00-q50,vpd-q05-q100,photoperiod-q25-q50,-27.520000000,0.590000000,111.993704700,2155.325437000,12.478643418,13.947157389,DOUBLE_BOUNDARY,NONE
GSI-1105,temperature-q00-q50,vpd-q05-q100,photoperiod-q25-q75,-27.520000000,0.590000000,111.993704700,2155.325437000,12.478643418,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-1106,temperature-q00-q50,vpd-q05-q100,photoperiod-q25-q95,-27.520000000,0.590000000,111.993704700,2155.325437000,12.478643418,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-1107,temperature-q00-q50,vpd-q05-q100,photoperiod-q25-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1108,temperature-q00-q50,vpd-q05-q100,photoperiod-q50-q75,-27.520000000,0.590000000,111.993704700,2155.325437000,13.947157389,15.020315923,DOUBLE_BOUNDARY,NONE
GSI-1109,temperature-q00-q50,vpd-q05-q100,photoperiod-q50-q95,-27.520000000,0.590000000,111.993704700,2155.325437000,13.947157389,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-1110,temperature-q00-q50,vpd-q05-q100,photoperiod-q50-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1111,temperature-q00-q50,vpd-q05-q100,photoperiod-q75-q95,-27.520000000,0.590000000,111.993704700,2155.325437000,15.020315923,15.287745094,DOUBLE_BOUNDARY,NONE
GSI-1112,temperature-q00-q50,vpd-q05-q100,photoperiod-q75-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1113,temperature-q00-q50,vpd-q05-q100,photoperiod-q95-q100,-27.520000000,0.590000000,111.993704700,2155.325437000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1114,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q05,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1115,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q25,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1116,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q50,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1117,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q75,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1118,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q95,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1119,temperature-q00-q50,vpd-q25-q50,photoperiod-q00-q100,-27.520000000,0.590000000,221.146809000,386.206216000,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1120,temperature-q00-q50,vpd-q25-q50,photoperiod-q05-q25,-27.520000000,0.590000000,221.146809000,386.206216000,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1121,temperature-q00-q50,vpd-q25-q50,photoperiod-q05-q50,-27.520000000,0.590000000,221.146809000,386.206216000,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1122,temperature-q00-q50,vpd-q25-q50,photoperiod-q05-q75,-27.520000000,0.590000000,221.146809000,386.206216000,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1123,temperature-q00-q50,vpd-q25-q50,photoperiod-q05-q95,-27.520000000,0.590000000,221.146809000,386.206216000,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1124,temperature-q00-q50,vpd-q25-q50,photoperiod-q05-q100,-27.520000000,0.590000000,221.146809000,386.206216000,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1125,temperature-q00-q50,vpd-q25-q50,photoperiod-q25-q50,-27.520000000,0.590000000,221.146809000,386.206216000,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1126,temperature-q00-q50,vpd-q25-q50,photoperiod-q25-q75,-27.520000000,0.590000000,221.146809000,386.206216000,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1127,temperature-q00-q50,vpd-q25-q50,photoperiod-q25-q95,-27.520000000,0.590000000,221.146809000,386.206216000,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1128,temperature-q00-q50,vpd-q25-q50,photoperiod-q25-q100,-27.520000000,0.590000000,221.146809000,386.206216000,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1129,temperature-q00-q50,vpd-q25-q50,photoperiod-q50-q75,-27.520000000,0.590000000,221.146809000,386.206216000,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1130,temperature-q00-q50,vpd-q25-q50,photoperiod-q50-q95,-27.520000000,0.590000000,221.146809000,386.206216000,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1131,temperature-q00-q50,vpd-q25-q50,photoperiod-q50-q100,-27.520000000,0.590000000,221.146809000,386.206216000,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1132,temperature-q00-q50,vpd-q25-q50,photoperiod-q75-q95,-27.520000000,0.590000000,221.146809000,386.206216000,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1133,temperature-q00-q50,vpd-q25-q50,photoperiod-q75-q100,-27.520000000,0.590000000,221.146809000,386.206216000,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1134,temperature-q00-q50,vpd-q25-q50,photoperiod-q95-q100,-27.520000000,0.590000000,221.146809000,386.206216000,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1135,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q05,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1136,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q25,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1137,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q50,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1138,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q75,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1139,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q95,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1140,temperature-q00-q50,vpd-q25-q75,photoperiod-q00-q100,-27.520000000,0.590000000,221.146809000,655.895776750,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1141,temperature-q00-q50,vpd-q25-q75,photoperiod-q05-q25,-27.520000000,0.590000000,221.146809000,655.895776750,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1142,temperature-q00-q50,vpd-q25-q75,photoperiod-q05-q50,-27.520000000,0.590000000,221.146809000,655.895776750,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1143,temperature-q00-q50,vpd-q25-q75,photoperiod-q05-q75,-27.520000000,0.590000000,221.146809000,655.895776750,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1144,temperature-q00-q50,vpd-q25-q75,photoperiod-q05-q95,-27.520000000,0.590000000,221.146809000,655.895776750,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1145,temperature-q00-q50,vpd-q25-q75,photoperiod-q05-q100,-27.520000000,0.590000000,221.146809000,655.895776750,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1146,temperature-q00-q50,vpd-q25-q75,photoperiod-q25-q50,-27.520000000,0.590000000,221.146809000,655.895776750,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1147,temperature-q00-q50,vpd-q25-q75,photoperiod-q25-q75,-27.520000000,0.590000000,221.146809000,655.895776750,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1148,temperature-q00-q50,vpd-q25-q75,photoperiod-q25-q95,-27.520000000,0.590000000,221.146809000,655.895776750,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1149,temperature-q00-q50,vpd-q25-q75,photoperiod-q25-q100,-27.520000000,0.590000000,221.146809000,655.895776750,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1150,temperature-q00-q50,vpd-q25-q75,photoperiod-q50-q75,-27.520000000,0.590000000,221.146809000,655.895776750,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1151,temperature-q00-q50,vpd-q25-q75,photoperiod-q50-q95,-27.520000000,0.590000000,221.146809000,655.895776750,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1152,temperature-q00-q50,vpd-q25-q75,photoperiod-q50-q100,-27.520000000,0.590000000,221.146809000,655.895776750,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1153,temperature-q00-q50,vpd-q25-q75,photoperiod-q75-q95,-27.520000000,0.590000000,221.146809000,655.895776750,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1154,temperature-q00-q50,vpd-q25-q75,photoperiod-q75-q100,-27.520000000,0.590000000,221.146809000,655.895776750,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1155,temperature-q00-q50,vpd-q25-q75,photoperiod-q95-q100,-27.520000000,0.590000000,221.146809000,655.895776750,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
GSI-1156,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q05,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,11.239373219,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1157,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q25,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1158,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q50,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1159,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q75,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1160,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q95,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1161,temperature-q00-q50,vpd-q25-q95,photoperiod-q00-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,10.935970516,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1162,temperature-q00-q50,vpd-q25-q95,photoperiod-q05-q25,-27.520000000,0.590000000,221.146809000,1100.647927550,11.239373219,12.478643418,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1163,temperature-q00-q50,vpd-q25-q95,photoperiod-q05-q50,-27.520000000,0.590000000,221.146809000,1100.647927550,11.239373219,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1164,temperature-q00-q50,vpd-q25-q95,photoperiod-q05-q75,-27.520000000,0.590000000,221.146809000,1100.647927550,11.239373219,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1165,temperature-q00-q50,vpd-q25-q95,photoperiod-q05-q95,-27.520000000,0.590000000,221.146809000,1100.647927550,11.239373219,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1166,temperature-q00-q50,vpd-q25-q95,photoperiod-q05-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,11.239373219,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1167,temperature-q00-q50,vpd-q25-q95,photoperiod-q25-q50,-27.520000000,0.590000000,221.146809000,1100.647927550,12.478643418,13.947157389,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1168,temperature-q00-q50,vpd-q25-q95,photoperiod-q25-q75,-27.520000000,0.590000000,221.146809000,1100.647927550,12.478643418,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1169,temperature-q00-q50,vpd-q25-q95,photoperiod-q25-q95,-27.520000000,0.590000000,221.146809000,1100.647927550,12.478643418,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1170,temperature-q00-q50,vpd-q25-q95,photoperiod-q25-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,12.478643418,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1171,temperature-q00-q50,vpd-q25-q95,photoperiod-q50-q75,-27.520000000,0.590000000,221.146809000,1100.647927550,13.947157389,15.020315923,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1172,temperature-q00-q50,vpd-q25-q95,photoperiod-q50-q95,-27.520000000,0.590000000,221.146809000,1100.647927550,13.947157389,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1173,temperature-q00-q50,vpd-q25-q95,photoperiod-q50-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,13.947157389,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1174,temperature-q00-q50,vpd-q25-q95,photoperiod-q75-q95,-27.520000000,0.590000000,221.146809000,1100.647927550,15.020315923,15.287745094,LOWER_SUPPORT_BOUNDARY,NONE
GSI-1175,temperature-q00-q50,vpd-q25-q95,photoperiod-q75-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,15.020315923,15.294208010,DOUBLE_BOUNDARY,NONE
GSI-1176,temperature-q00-q50,vpd-q25-q95,photoperiod-q95-q100,-27.520000000,0.590000000,221.146809000,1100.647927550,15.287745094,15.294208010,DOUBLE_BOUNDARY,photoperiod
