site,stratum,fixture,member_id,quantity,units,matched_count,bias,mae,rmse,verdict
hubbard_brook,mixed,hubbardbrook_mixed_nh,GSI-5723,swe,mm,0,,,,NOT_EVALUATED
hubbard_brook,mixed,hubbardbrook_mixed_nh,GSI-5725,density,kg_m3,0,,,,NOT_EVALUATED
hubbard_brook,mixed,hubbardbrook_mixed_nh,GSI-5725,snow_depth,m,0,,,,NOT_EVALUATED
hubbard_brook,mixed,hubbardbrook_mixed_nh,GSI-5725,swe,mm,0,,,,NOT_EVALUATED
marcell,conifer,marcell_conifer_mn,GSI-2198,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2198,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2198,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2199,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2199,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2199,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2629,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2629,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2629,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2630,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2630,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2630,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2631,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2631,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2631,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2634,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2634,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2634,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2635,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2635,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2635,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2636,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2636,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2636,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2638,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2638,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-2638,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3941,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3941,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3941,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3942,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3942,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3942,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3962,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3962,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3962,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3963,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3963,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-3963,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4372,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4372,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4372,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4377,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4377,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4377,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4393,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4393,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4393,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4394,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4394,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4394,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4395,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4395,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4395,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4398,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4398,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4398,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4399,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4399,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4399,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4400,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4400,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4400,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4402,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4402,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4402,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4831,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4831,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4831,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4832,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4832,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4832,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4833,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4833,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4833,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4837,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4837,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4837,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4838,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4838,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4838,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4842,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4842,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-4842,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5695,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5695,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5695,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5700,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5700,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5700,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5716,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5716,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5716,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5717,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5717,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5717,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5718,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5718,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5718,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5721,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5721,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5721,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5722,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5722,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5722,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5723,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5723,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5723,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5725,density,kg_m3,125,144.2162964578979,148.01266043975534,173.22894665519038,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5725,snow_depth,m,152,-0.10652203762840197,0.11484331655894159,0.14262141336076958,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,conifer,marcell_conifer_mn,GSI-5725,swe,mm,152,-2.8824539905546693,21.080003250800495,26.62949144764083,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2198,density,kg_m3,113,124.20064112788685,136.86278834948715,165.18996528226228,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2198,snow_depth,m,150,-0.1546415519019791,0.15661874639034234,0.1892002709607763,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2198,swe,mm,149,-19.18211812423699,26.779866350549653,36.52486114612493,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2199,density,kg_m3,113,124.20060606536528,136.86275328696556,165.18992892951385,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2199,snow_depth,m,150,-0.1546416007080191,0.15661879519638236,0.18920038163361405,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2199,swe,mm,149,-19.1821435322644,26.77989175857706,36.524900033212546,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2629,density,kg_m3,113,124.28475233662579,136.94689955822608,165.2797154861554,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2629,snow_depth,m,150,-0.15429868398665936,0.1562758784750226,0.18850241352535504,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2629,swe,mm,149,-19.00926123669664,26.6070094630093,36.22320513603552,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2630,density,kg_m3,113,124.27730517866644,136.93945240026673,165.27145256154753,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2630,snow_depth,m,150,-0.15435207635630083,0.15632927084466408,0.18860376917065722,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2630,swe,mm,149,-19.036322680866196,26.634070907178856,36.270686687934294,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2631,density,kg_m3,113,124.27713229998065,136.93927952158094,165.27126116111404,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2631,snow_depth,m,150,-0.15435321883292807,0.15633041332129133,0.18860598187835884,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2631,swe,mm,149,-19.03689988409732,26.63464811040998,36.27174213516367,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2634,density,kg_m3,113,124.27114444764372,136.933291669244,165.26474702302616,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2634,snow_depth,m,150,-0.15441124963200423,0.15638844412036748,0.1887176164516237,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2634,swe,mm,149,-19.06699870379391,26.664746930106574,36.33855254414876,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2635,density,kg_m3,113,124.2640643098644,136.9262115314647,165.25708523836082,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2635,snow_depth,m,150,-0.1544530173197517,0.15643021180811495,0.18880153895161442,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2635,swe,mm,149,-19.087920145948214,26.685668372260874,36.37606223468152,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2636,density,kg_m3,113,124.26389997285668,136.92604719445697,165.25690780356916,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2636,snow_depth,m,150,-0.1544539323288343,0.15643112681719756,0.1888033829424897,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2636,swe,mm,149,-19.088377587432756,26.68612581374542,36.376867241050334,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2638,density,kg_m3,113,124.19964128192869,136.861788503529,165.1889289708799,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2638,snow_depth,m,150,-0.15464294251773283,0.15662013700609612,0.18920342504281062,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-2638,swe,mm,149,-19.182842057433,26.78059028374566,36.52597014398193,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3941,density,kg_m3,113,124.19886426412448,136.86101148572476,165.18812408216837,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3941,snow_depth,m,150,-0.15464402158599588,0.15662121607435914,0.18920587351820015,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3941,swe,mm,149,-19.18340378940037,26.781152015713026,36.52683211454298,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3942,density,kg_m3,113,124.19886426412448,136.86101148572476,165.18812408216837,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3942,snow_depth,m,150,-0.15464402158599588,0.15662121607435914,0.18920587351820015,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3942,swe,mm,149,-19.18340378940037,26.781152015713026,36.52683211454298,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3962,density,kg_m3,113,124.19886426412448,136.86101148572476,165.18812408216837,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3962,snow_depth,m,150,-0.15464402158599588,0.15662121607435914,0.18920587351820015,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3962,swe,mm,149,-19.18340378940037,26.781152015713026,36.52683211454298,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3963,density,kg_m3,113,124.19886426412448,136.86101148572476,165.18812408216837,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3963,snow_depth,m,150,-0.15464402158599588,0.15662121607435914,0.18920587351820015,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-3963,swe,mm,149,-19.18340378940037,26.781152015713026,36.52683211454298,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4372,density,kg_m3,113,124.23018710308568,136.89233432468598,165.2208945229732,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4372,snow_depth,m,150,-0.15459469122698952,0.1565718857153528,0.189093182826995,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4372,swe,mm,149,-19.158395504704732,26.756143731017396,36.48915421491348,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4377,density,kg_m3,113,124.2252519254447,136.887399147045,165.2156871598961,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4377,snow_depth,m,150,-0.15460746413250856,0.1565846586208718,0.1891226479540691,BOUNDED_NO_SOURCE_UNCERTAINTY
marcell,deciduous,marcell_deciduous_mn,GSI-4377,swe,mm,149,-19.164308301636165,26.76205652794883,36.497991632285235,BOUNDED_NO_SOURCE_UNCERTAINTY
