ridge_id,yearly_rate_yr-1,surface_rate_d-1,synthetic_annual_surface_litter_input_kg_m2_yr,target_terminal_stock_kg_m2,role
RIDGE-K000,0.0,0.0,0.03261355984468256,0.8522711968936513,ASSUMED_FOR_EXECUTION_ANALYTIC_RIDGE
RIDGE-K025,0.25,0.0006844626967830253,0.10972111845707773,0.8522711968936513,ASSUMED_FOR_EXECUTION_ANALYTIC_RIDGE
RIDGE-K050,0.5,0.0013689253935660506,0.2,0.8522711968936513,ASSUMED_FOR_EXECUTION_ANALYTIC_RIDGE
RIDGE-K100,1.0,0.0027378507871321013,0.37545966404345227,0.8522711968936513,ASSUMED_FOR_EXECUTION_ANALYTIC_RIDGE
RIDGE-K200,2.0,0.0054757015742642025,0.6788405873637503,0.8522711968936513,ASSUMED_FOR_EXECUTION_ANALYTIC_RIDGE
