candidate_id,row_count,terminal_stock_kg_m2,reconstruction_sse,maximum_abs_difference_kg_m2,first_divergence,state
RIDGE-K000,7300,0.85227119689365183,3.0814879110195774e-33,5.5511151231257827e-17,NONE,PASS
RIDGE-K025,7300,0.85227119689365227,3.543711097672514e-32,1.1102230246251565e-16,NONE,PASS
RIDGE-K050,7300,0.85227119689365127,4.2524533172070168e-31,1.1102230246251565e-16,NONE,PASS
RIDGE-K100,7300,0.85227119689365016,5.0536401740721069e-31,1.1102230246251565e-16,NONE,PASS
RIDGE-K200,7300,0.85227119689365161,7.7345346566591392e-31,1.1102230246251565e-16,NONE,PASS
