warning: Git tree '/workdir/openWEPP' is dirty
openWEPP Nix shell
   Compiling openwepp-management-schema v0.1.0 (/workdir/openWEPP/crates/openwepp-management-schema)
   Compiling openwepp-assurance v0.1.0 (/workdir/openWEPP/crates/openwepp-assurance)
   Compiling idna_adapter v1.2.2
   Compiling idna v1.1.0
   Compiling half v2.7.1
   Compiling toml v0.8.23
   Compiling referencing v0.42.2
   Compiling arrow-buffer v54.3.1
   Compiling arrow-data v54.3.1
   Compiling jsonschema v0.42.2
   Compiling openwepp-input-contract v0.1.0 (/workdir/openWEPP/crates/openwepp-input-contract)
   Compiling arrow-array v54.3.1
   Compiling arrow-select v54.3.1
   Compiling arrow-ipc v54.3.1
   Compiling openwepp-climate-runtime-adapter v0.1.0 (/workdir/openWEPP/crates/openwepp-climate-runtime-adapter)
   Compiling openwepp-landuse-migrate v0.1.0 (/workdir/openWEPP/crates/openwepp-landuse-migrate)
   Compiling openwepp-watershed-orchestrator v0.1.0 (/workdir/openWEPP/crates/openwepp-watershed-orchestrator)
   Compiling arrow-cast v54.3.1
   Compiling openwepp-hillslope-orchestrator v0.1.0 (/workdir/openWEPP/crates/openwepp-hillslope-orchestrator)
   Compiling parquet v54.3.1
error[E0425]: cannot find function `exact_common` in this scope
   --> crates/openwepp-hillslope-orchestrator/src/v9_real_consumer_shadow.rs:494:27
    |
494 |     let precipitation_m = exact_common(
    |                           ^^^^^^^^^^^^ not found in this scope

error[E0425]: cannot find function `exact_common` in this scope
   --> crates/openwepp-hillslope-orchestrator/src/v9_real_consumer_shadow.rs:500:35
    |
500 |     let effective_temperature_c = exact_common(
    |                                   ^^^^^^^^^^^^ not found in this scope

   Compiling openwepp-watershed-output v0.1.0 (/workdir/openWEPP/crates/openwepp-watershed-output)
   Compiling openwepp-hillslope-output v0.1.0 (/workdir/openWEPP/crates/openwepp-hillslope-output)
For more information about this error, try `rustc --explain E0425`.
error: could not compile `openwepp-hillslope-orchestrator` (lib) due to 2 previous errors
warning: build failed, waiting for other jobs to finish...
