warning: Git tree '/workdir/openWEPP' is dirty
openWEPP Nix shell
  target:  /workdir/.cache/openwepp/targets/child4-20260818T051250Z
  scratch: /tmp/openwepp-roger-child4-20260818T051250Z
  cache:   /workdir/.cache/openwepp
   Compiling syn v2.0.117
   Compiling serde_core v1.0.228
   Compiling serde v1.0.228
   Compiling autocfg v1.5.1
   Compiling libm v0.2.16
   Compiling libc v0.2.186
   Compiling zerocopy v0.8.48
   Compiling memchr v2.8.0
   Compiling getrandom v0.3.4
   Compiling ahash v0.8.12
   Compiling stable_deref_trait v1.2.1
   Compiling shlex v1.3.0
   Compiling find-msvc-tools v0.1.9
   Compiling once_cell v1.21.4
   Compiling bytes v1.11.1
   Compiling lexical-util v1.0.7
   Compiling pkg-config v0.3.33
   Compiling semver v1.0.28
   Compiling arrow-schema v54.3.1
   Compiling iana-time-zone v0.1.65
   Compiling hashbrown v0.15.5
   Compiling alloc-no-stdlib v2.0.4
   Compiling zstd-safe v7.2.4
   Compiling alloc-stdlib v0.2.2
   Compiling rustc_version v0.4.1
   Compiling num-traits v0.2.19
   Compiling lexical-write-integer v1.0.6
   Compiling lexical-parse-integer v1.0.6
   Compiling litemap v0.8.2
   Compiling bitflags v1.3.2
   Compiling smallvec v1.15.2
   Compiling writeable v0.6.3
   Compiling paste v1.0.15
   Compiling snap v1.1.1
   Compiling lexical-parse-float v1.0.6
   Compiling flatbuffers v24.12.23
   Compiling lexical-write-float v1.0.6
   Compiling brotli-decompressor v4.0.3
   Compiling twox-hash v2.1.2
   Compiling utf8_iter v1.0.4
   Compiling icu_properties_data v2.2.0
   Compiling byteorder v1.5.0
   Compiling static_assertions v1.1.0
   Compiling integer-encoding v3.0.4
   Compiling base64 v0.22.1
   Compiling icu_normalizer_data v2.2.0
   Compiling twox-hash v1.6.3
   Compiling lz4_flex v0.11.6
   Compiling ref-cast v1.0.25
   Compiling simdutf8 v0.1.5
   Compiling lexical-core v1.0.6
   Compiling parking_lot_core v0.9.12
   Compiling toml_write v0.1.2
   Compiling seq-macro v0.3.6
   Compiling winnow v0.7.15
   Compiling jobserver v0.1.34
   Compiling aho-corasick v1.1.4
   Compiling scopeguard v1.2.0
   Compiling regex-syntax v0.8.11
   Compiling powerfmt v0.2.0
   Compiling lock_api v0.4.14
   Compiling bit-vec v0.8.0
   Compiling cc v1.2.62
   Compiling num-conv v0.2.2
   Compiling brotli v7.0.0
   Compiling deranged v0.5.8
   Compiling time-core v0.1.8
   Compiling allocator-api2 v0.2.21
   Compiling openwepp-comparator-metadata v0.1.0 (/workdir/openWEPP/crates/openwepp-comparator-metadata)
   Compiling pulldown-cmark v0.13.4
   Compiling unicode-general-category v1.1.0
   Compiling borrow-or-share v0.2.4
   Compiling foldhash v0.2.0
   Compiling openwepp-summary-accumulator v0.1.0 (/workdir/openWEPP/crates/openwepp-summary-accumulator)
   Compiling num-integer v0.1.46
   Compiling num-complex v0.4.6
   Compiling chrono v0.4.44
   Compiling ordered-float v2.10.1
   Compiling atoi v2.0.0
   Compiling hashbrown v0.16.1
   Compiling parking_lot v0.12.5
   Compiling num-bigint v0.4.6
   Compiling num-iter v0.1.45
   Compiling thrift v0.17.0
   Compiling bit-set v0.8.0
   Compiling bitflags v2.13.0
   Compiling percent-encoding v2.3.2
   Compiling serde_json v1.0.150
   Compiling openwepp-legacy-bridge v0.1.0 (/workdir/openWEPP/crates/openwepp-legacy-bridge)
   Compiling outref v0.5.2
   Compiling vsimd v0.8.0
   Compiling lazy_static v1.5.0
   Compiling unicase v2.9.0
   Compiling time v0.3.47
   Compiling openwepp-plant-phenology v0.1.0 (/workdir/openWEPP/crates/openwepp-plant-phenology)
   Compiling uuid-simd v0.8.0
   Compiling quick-xml v0.41.0
   Compiling zstd-sys v2.0.16+zstd.1.5.7
   Compiling num-cmp v0.1.0
   Compiling bytecount v0.6.9
   Compiling data-encoding v2.11.0
   Compiling num-rational v0.4.2
   Compiling regex-automata v0.4.15
   Compiling synstructure v0.13.2
   Compiling num v0.4.3
   Compiling fraction v0.15.4
   Compiling serde_derive v1.0.228
   Compiling zerocopy-derive v0.8.48
   Compiling zerofrom-derive v0.1.7
   Compiling yoke-derive v0.8.2
   Compiling zerovec-derive v0.11.3
   Compiling displaydoc v0.2.6
   Compiling ref-cast-impl v1.0.25
   Compiling zerofrom v0.1.8
   Compiling yoke v0.8.3
   Compiling zerovec v0.11.6
   Compiling zerotrie v0.2.4
   Compiling tinystr v0.8.3
   Compiling potential_utf v0.1.5
   Compiling icu_collections v2.2.0
   Compiling icu_locale_core v2.2.0
   Compiling regex v1.13.0
   Compiling fancy-regex v0.17.0
   Compiling zstd v0.13.3
   Compiling icu_provider v2.2.0
   Compiling icu_normalizer v2.2.0
   Compiling icu_properties v2.2.0
   Compiling serde_yaml v0.9.34+deprecated
   Compiling openwepp-kernel-contract v0.1.0 (/workdir/openWEPP/crates/openwepp-kernel-contract)
   Compiling serde_spanned v0.6.9
   Compiling toml_datetime v0.6.11
   Compiling fluent-uri v0.4.1
   Compiling email_address v0.2.9
   Compiling toml_edit v0.22.27
   Compiling openwepp-biogeochemistry v0.1.0 (/workdir/openWEPP/crates/openwepp-biogeochemistry)
   Compiling openwepp-land-surface-energy v0.1.0 (/workdir/openWEPP/crates/openwepp-land-surface-energy)
   Compiling openwepp-vegetation v0.1.0 (/workdir/openWEPP/crates/openwepp-vegetation)
