site_id,year,candidate_id,paired_days,pearson_r,normalized_rmse
SH-DB-BEZA,2024,GSI-2198,329,0.632580267,0.446989038
SH-DB-BEZA,2024,GSI-2199,329,0.632580267,0.446989038
SH-DB-BEZA,2024,GSI-2629,329,0.737415052,0.335845803
SH-DB-BEZA,2024,GSI-2630,329,0.737415052,0.335845803
SH-DB-BEZA,2024,GSI-2631,329,0.737415052,0.335845803
SH-DB-BEZA,2024,GSI-2634,329,0.737815418,0.355752171
SH-DB-BEZA,2024,GSI-2635,329,0.737815418,0.355752171
SH-DB-BEZA,2024,GSI-2636,329,0.737815418,0.355752171
SH-DB-BEZA,2024,GSI-2638,329,0.632432986,0.447088485
SH-DB-BEZA,2024,GSI-3941,329,0.635405271,0.445851177
SH-DB-BEZA,2024,GSI-3942,329,0.635405271,0.445851177
SH-DB-BEZA,2024,GSI-3962,329,0.632580267,0.446989038
SH-DB-BEZA,2024,GSI-3963,329,0.632580267,0.446989038
SH-DB-BEZA,2024,GSI-4372,329,0.728395737,0.332578491
SH-DB-BEZA,2024,GSI-4377,329,0.732614521,0.351802473
SH-DB-BEZA,2024,GSI-4393,329,0.737809873,0.333930891
SH-DB-BEZA,2024,GSI-4394,329,0.737809873,0.333930891
SH-DB-BEZA,2024,GSI-4395,329,0.737809873,0.333930891
SH-DB-BEZA,2024,GSI-4398,329,0.738136497,0.354595265
SH-DB-BEZA,2024,GSI-4399,329,0.738136497,0.354595265
SH-DB-BEZA,2024,GSI-4400,329,0.738136497,0.354595265
SH-DB-BEZA,2024,GSI-4402,329,0.632580267,0.446989038
SH-DB-BEZA,2024,GSI-4831,329,0.568286718,0.348713128
SH-DB-BEZA,2024,GSI-4832,329,0.678061514,0.342440920
SH-DB-BEZA,2024,GSI-4833,329,0.737223535,0.336612446
SH-DB-BEZA,2024,GSI-4837,329,0.683711251,0.351233284
SH-DB-BEZA,2024,GSI-4838,329,0.737670234,0.356210010
SH-DB-BEZA,2024,GSI-4842,329,0.632375895,0.447126950
SH-DB-BEZA,2024,GSI-5695,329,0.728430521,0.332532511
SH-DB-BEZA,2024,GSI-5700,329,0.732638008,0.351783720
SH-DB-BEZA,2024,GSI-5716,329,0.737845498,0.333884871
SH-DB-BEZA,2024,GSI-5717,329,0.737845498,0.333884871
SH-DB-BEZA,2024,GSI-5718,329,0.737845498,0.333884871
SH-DB-BEZA,2024,GSI-5721,329,0.738160628,0.354576549
SH-DB-BEZA,2024,GSI-5722,329,0.738160628,0.354576549
SH-DB-BEZA,2024,GSI-5723,329,0.738160628,0.354576549
SH-DB-BEZA,2024,GSI-5725,329,0.632580267,0.446989038
SH-DB-BEZA,2025,GSI-2198,290,0.571457736,0.450296623
SH-DB-BEZA,2025,GSI-2199,290,0.571457736,0.450296623
SH-DB-BEZA,2025,GSI-2629,290,0.682150922,0.375274933
SH-DB-BEZA,2025,GSI-2630,290,0.682150922,0.375274933
SH-DB-BEZA,2025,GSI-2631,290,0.682150922,0.375274933
SH-DB-BEZA,2025,GSI-2634,290,0.684065176,0.385610119
SH-DB-BEZA,2025,GSI-2635,290,0.684065176,0.385610119
SH-DB-BEZA,2025,GSI-2636,290,0.684065176,0.385610119
SH-DB-BEZA,2025,GSI-2638,290,0.571208460,0.450459678
SH-DB-BEZA,2025,GSI-3941,290,0.560877828,0.456122058
SH-DB-BEZA,2025,GSI-3942,290,0.560877828,0.456122058
SH-DB-BEZA,2025,GSI-3962,290,0.571457736,0.450296623
SH-DB-BEZA,2025,GSI-3963,290,0.571457736,0.450296623
SH-DB-BEZA,2025,GSI-4372,290,0.669256933,0.385191999
SH-DB-BEZA,2025,GSI-4377,290,0.672103974,0.394250071
SH-DB-BEZA,2025,GSI-4393,290,0.681652087,0.374666716
SH-DB-BEZA,2025,GSI-4394,290,0.681652087,0.374666716
SH-DB-BEZA,2025,GSI-4395,290,0.681652087,0.374666716
SH-DB-BEZA,2025,GSI-4398,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-4399,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-4400,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-4402,290,0.571457736,0.450296623
SH-DB-BEZA,2025,GSI-4831,290,0.616104427,0.351912608
SH-DB-BEZA,2025,GSI-4832,290,0.667767583,0.371068971
SH-DB-BEZA,2025,GSI-4833,290,0.682370217,0.375512500
SH-DB-BEZA,2025,GSI-4837,290,0.672551576,0.380760320
SH-DB-BEZA,2025,GSI-4838,290,0.683834068,0.385809258
SH-DB-BEZA,2025,GSI-4842,290,0.571110689,0.450523115
SH-DB-BEZA,2025,GSI-5695,290,0.669192029,0.385191035
SH-DB-BEZA,2025,GSI-5700,290,0.672103974,0.394250071
SH-DB-BEZA,2025,GSI-5716,290,0.681574141,0.374665586
SH-DB-BEZA,2025,GSI-5717,290,0.681574141,0.374665586
SH-DB-BEZA,2025,GSI-5718,290,0.681574141,0.374665586
SH-DB-BEZA,2025,GSI-5721,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-5722,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-5723,290,0.684655995,0.385098049
SH-DB-BEZA,2025,GSI-5725,290,0.571457736,0.450296623
SH-EN-ALERCE,2024,GSI-2198,295,0.415519382,0.430182531
SH-EN-ALERCE,2024,GSI-2199,295,0.415519382,0.430182531
SH-EN-ALERCE,2024,GSI-2629,295,0.478451205,0.361161611
SH-EN-ALERCE,2024,GSI-2630,295,0.478451205,0.361161611
SH-EN-ALERCE,2024,GSI-2631,295,0.478451205,0.361161611
SH-EN-ALERCE,2024,GSI-2634,295,0.469413933,0.374456183
SH-EN-ALERCE,2024,GSI-2635,295,0.469413933,0.374456183
SH-EN-ALERCE,2024,GSI-2636,295,0.469413933,0.374456183
SH-EN-ALERCE,2024,GSI-2638,295,0.416277322,0.430120380
SH-EN-ALERCE,2024,GSI-3941,295,0.403015435,0.432302553
SH-EN-ALERCE,2024,GSI-3942,295,0.403015435,0.432302553
SH-EN-ALERCE,2024,GSI-3962,295,0.405659409,0.431768399
SH-EN-ALERCE,2024,GSI-3963,295,0.405659409,0.431768399
SH-EN-ALERCE,2024,GSI-4372,295,0.486125248,0.359977718
SH-EN-ALERCE,2024,GSI-4377,295,0.475761386,0.373492098
SH-EN-ALERCE,2024,GSI-4393,295,0.488520624,0.360126437
SH-EN-ALERCE,2024,GSI-4394,295,0.488520624,0.360126437
SH-EN-ALERCE,2024,GSI-4395,295,0.488520624,0.360126437
SH-EN-ALERCE,2024,GSI-4398,295,0.478149981,0.373536371
SH-EN-ALERCE,2024,GSI-4399,295,0.478149981,0.373536371
SH-EN-ALERCE,2024,GSI-4400,295,0.478149981,0.373536371
SH-EN-ALERCE,2024,GSI-4402,295,0.420641917,0.429472709
SH-EN-ALERCE,2024,GSI-4831,295,0.492803591,0.353340320
SH-EN-ALERCE,2024,GSI-4832,295,0.501199202,0.356110841
SH-EN-ALERCE,2024,GSI-4833,295,0.497070180,0.357591671
SH-EN-ALERCE,2024,GSI-4837,295,0.494373346,0.367634279
SH-EN-ALERCE,2024,GSI-4838,295,0.487788658,0.370853310
SH-EN-ALERCE,2024,GSI-4842,295,0.438444008,0.424480956
SH-EN-ALERCE,2024,GSI-5695,295,0.458672592,0.363989339
SH-EN-ALERCE,2024,GSI-5700,295,0.451004857,0.377170745
SH-EN-ALERCE,2024,GSI-5716,295,0.461490842,0.363850692
SH-EN-ALERCE,2024,GSI-5717,295,0.461490842,0.363850692
SH-EN-ALERCE,2024,GSI-5718,295,0.461490842,0.363850692
SH-EN-ALERCE,2024,GSI-5721,295,0.453766924,0.376957461
SH-EN-ALERCE,2024,GSI-5722,295,0.453766924,0.376957461
SH-EN-ALERCE,2024,GSI-5723,295,0.453766924,0.376957461
SH-EN-ALERCE,2024,GSI-5725,295,0.405684244,0.431782640
SH-EN-ALERCE,2025,GSI-2198,308,0.473840189,0.481758921
SH-EN-ALERCE,2025,GSI-2199,308,0.473840189,0.481758921
SH-EN-ALERCE,2025,GSI-2629,308,0.501365266,0.404095770
SH-EN-ALERCE,2025,GSI-2630,308,0.501365266,0.404095770
SH-EN-ALERCE,2025,GSI-2631,308,0.501365266,0.404095770
SH-EN-ALERCE,2025,GSI-2634,308,0.494047796,0.419970226
SH-EN-ALERCE,2025,GSI-2635,308,0.494047796,0.419970226
SH-EN-ALERCE,2025,GSI-2636,308,0.494047796,0.419970226
SH-EN-ALERCE,2025,GSI-2638,308,0.474086634,0.481699799
SH-EN-ALERCE,2025,GSI-3941,308,0.469563445,0.481414932
SH-EN-ALERCE,2025,GSI-3942,308,0.469563445,0.481414932
SH-EN-ALERCE,2025,GSI-3962,308,0.469654456,0.481466806
SH-EN-ALERCE,2025,GSI-3963,308,0.469654456,0.481466806
SH-EN-ALERCE,2025,GSI-4372,308,0.504768218,0.404900902
SH-EN-ALERCE,2025,GSI-4377,308,0.497142491,0.420605423
SH-EN-ALERCE,2025,GSI-4393,308,0.505032414,0.404862900
SH-EN-ALERCE,2025,GSI-4394,308,0.505032414,0.404862900
SH-EN-ALERCE,2025,GSI-4395,308,0.505032414,0.404862900
SH-EN-ALERCE,2025,GSI-4398,308,0.497346871,0.420600380
SH-EN-ALERCE,2025,GSI-4399,308,0.497346871,0.420600380
SH-EN-ALERCE,2025,GSI-4400,308,0.497346871,0.420600380
SH-EN-ALERCE,2025,GSI-4402,308,0.475952100,0.481985992
SH-EN-ALERCE,2025,GSI-4831,308,0.483479708,0.366227231
SH-EN-ALERCE,2025,GSI-4832,308,0.471668259,0.386898084
SH-EN-ALERCE,2025,GSI-4833,308,0.491646450,0.399592585
SH-EN-ALERCE,2025,GSI-4837,308,0.460979452,0.401878964
SH-EN-ALERCE,2025,GSI-4838,308,0.483337385,0.415055726
SH-EN-ALERCE,2025,GSI-4842,308,0.462603751,0.473516961
SH-EN-ALERCE,2025,GSI-5695,308,0.492938928,0.403370596
SH-EN-ALERCE,2025,GSI-5700,308,0.486382842,0.419293340
SH-EN-ALERCE,2025,GSI-5716,308,0.493220842,0.403330386
SH-EN-ALERCE,2025,GSI-5717,308,0.493220842,0.403330386
SH-EN-ALERCE,2025,GSI-5718,308,0.493220842,0.403330386
SH-EN-ALERCE,2025,GSI-5721,308,0.486601415,0.419287402
SH-EN-ALERCE,2025,GSI-5722,308,0.486601415,0.419287402
SH-EN-ALERCE,2025,GSI-5723,308,0.486601415,0.419287402
SH-EN-ALERCE,2025,GSI-5725,308,0.469655854,0.481467828
