path,sha256,bytes,retrieved,url,object_type,api_version,time_standard,fill_value,geometry_type,longitude_degrees,latitude_degrees,elevation_m,source_list,units,start,end,parameters,notes
inputs/source/power_daily_api_20260728.html,e2c8553c91af20b62a326fdd732e62ade027f114258c51b740844a44537c3f52,34207,2026-07-28T23:35:00-07:00,https://power.larc.nasa.gov/docs/services/api/temporal/daily/,POWER_METHOD_PAGE,,,,,,,,,,,,,retained POWER documentation/method authority page
inputs/source/power_hourly_alerce_20220101_20260724_lst.json,ad6fad499f1c4db3a10252dcf0b71182cef7b41360b9aade041423e2dd71f6df,1469631,2026-07-28T23:35:00-07:00,"https://power.larc.nasa.gov/api/temporal/hourly/point?parameters=T2M,T2MDEW&community=AG&longitude=-73.4439&latitude=-40.1726&start=20220101&end=20260724&format=JSON&time-standard=LST",POWER_HOURLY_JSON,v2.9.6,LST,-999.0,Point,-73.444000,-40.173000,99.400,GEOSIT;MERRA2,T2M:C;T2MDEW:C,20220101,20260724,T2M;T2MDEW,full-period Alerce LST hourly source used for admitted VPD
inputs/source/power_hourly_api_20260728.html,4e8d9ea3fd82436ecaa531081dc176f7b360e94afea38c63ef38b1f14c4c6536,32713,2026-07-28T23:35:00-07:00,https://power.larc.nasa.gov/docs/services/api/temporal/hourly/,POWER_METHOD_PAGE,,,,,,,,,,,,,retained POWER documentation/method authority page
inputs/source/power_meteorology_20260728.html,cdd5ca11ef652d3cda60889d3d3c735c39663f9126d3487b2eebb867265ff3bb,25236,2026-07-28T23:35:00-07:00,https://power.larc.nasa.gov/docs/methodology/meteorology/,POWER_METHOD_PAGE,,,,,,,,,,,,,retained POWER documentation/method authority page
inputs/source/power_temporal_processing_20260728.html,369800f309c0690d799a40794e2bdf696811aa23108ae0c720020752e11ff3ff,19806,2026-07-28T23:35:00-07:00,https://power.larc.nasa.gov/docs/methodology/data/processing/,POWER_METHOD_PAGE,,,,,,,,,,,,,retained POWER documentation/method authority page
inputs/source/power_time_faq_20260728.html,a6aff292bb5dda6a1a8c2719ce58ea78e85c413511bc55f88723e4e4836b5a9f,18976,2026-07-28T23:35:00-07:00,https://power.larc.nasa.gov/docs/faqs/other/,POWER_METHOD_PAGE,,,,,,,,,,,,,retained POWER documentation/method authority page
