date,hour_count,reported_tmin_c,reconstructed_tmin_c,tmin_residual_c,reported_tmax_c,reconstructed_tmax_c,tmax_residual_c,reported_tdew_mean_c,reconstructed_tdew_mean_c,tdew_residual_c,cal07_contract_vpd_pa,reconstructed_contract_vpd_pa,contract_vpd_residual_pa,mean_hourly_product_vpd_pa,minimum_hourly_product_vpd_pa,hourly_negative_count,temperature_extrema_summary_term_pa,dewpoint_nonlinearity_term_pa,contract_minus_hourly_mean_pa,decomposition_closure_residual_pa
2022-07-22,24,5.8600000000000003,5.8600000000000003,0,11.1,11.1,0,9.4399999999999995,9.4358333333333331,-0.0041666666666664298,-58.860502313193365,-58.528839289060897,0.3316630241324674,33.808484451875451,17.884672153070596,0,-99.143594131844566,6.8062703909081392,-92.337323740936341,8.5265128291212022e-14
2022-09-15,24,5.3200000000000003,5.3200000000000003,0,10.970000000000001,10.970000000000001,0,9.3000000000000007,9.2991666666666664,-0.00083333333333435178,-70.492437340680226,-70.426646153661522,0.065791187018703567,40.573438934082574,30.632806438954958,0,-116.88699885358687,5.8869137658427917,-111.0000850877441,-1.4210854715202004e-14
2025-09-09,24,9.7100000000000009,9.7100000000000009,0,12.289999999999999,12.289999999999999,0,11.06,11.056666666666667,-0.0033333333333338544,-1.002242143993044,-0.71038851435423567,0.29185362963880834,57.875183137412698,27.473560905400973,0,-59.955275790618316,1.3697041388513753,-58.585571651766934,7.1054273576010019e-15
