arm_id,site,day,month,year,precipitation_mm,runoff_mm,sediment_delivery_kg_m
santee_constant,SANTEE,24,5,85,74.9,2.4,0.0
santee_constant,SANTEE,12,6,85,90.9,7.1,0.0
santee_constant,SANTEE,27,8,87,80.3,3.2,0.0
santee_constant,SANTEE,24,5,88,84.7,15.3,0.0
santee_constant,SANTEE,22,9,89,104.9,24.0,0.0
santee_constant,SANTEE,6,8,90,69.5,0.8,0.0
santee_constant,SANTEE,7,8,90,135.3,83.4,0.0
santee_constant,SANTEE,21,10,90,82.9,9.6,0.0
santee_constant,SANTEE,15,10,91,125.9,42.8,0.0
santee_constant,SANTEE,9,7,95,83.1,6.4,0.0
santee_constant,SANTEE,30,10,95,88.4,18.0,0.0
santee_constant,SANTEE,14,11,96,90.2,6.6,0.0
santee_constant,SANTEE,12,7,97,65.4,0.0,0.0
santee_constant,SANTEE,10,8,97,80.6,3.2,0.0
santee_constant,SANTEE,11,8,97,84.5,29.2,0.0
santee_constant,SANTEE,25,12,97,52.1,7.5,0.0
santee_constant,SANTEE,26,6,98,103.3,33.8,0.0
santee_constant,SANTEE,22,7,98,76.5,5.0,0.0
santee_constant,SANTEE,12,9,98,187.6,120.1,0.0
santee_constant,SANTEE,5,10,98,79.0,0.4,0.0
santee_constant,SANTEE,23,10,98,86.6,0.1,0.0
santee_constant,SANTEE,21,4,99,111.0,40.1,0.0
santee_constant,SANTEE,21,10,99,130.9,58.7,0.0
santee_constant,SANTEE,15,7,100,105.2,43.1,0.0
santee_mixed,SANTEE,11,1,1,32.0,0.4,0.0
santee_mixed,SANTEE,29,4,1,36.4,0.2,0.0
santee_mixed,SANTEE,8,8,1,43.9,9.2,0.1
santee_mixed,SANTEE,12,8,1,39.2,0.1,0.0
santee_mixed,SANTEE,20,9,1,61.1,10.0,0.2
santee_mixed,SANTEE,1,1,2,74.7,47.5,2.0
santee_mixed,SANTEE,17,3,2,54.4,2.9,0.0
santee_mixed,SANTEE,30,5,2,33.7,1.4,0.0
santee_mixed,SANTEE,23,6,2,47.5,15.4,0.4
santee_mixed,SANTEE,23,7,2,64.0,22.3,0.8
santee_mixed,SANTEE,15,8,2,52.5,12.2,0.3
santee_mixed,SANTEE,19,10,2,44.6,0.7,0.0
santee_mixed,SANTEE,22,5,3,38.2,3.6,0.0
santee_mixed,SANTEE,13,6,3,39.8,0.2,0.0
santee_mixed,SANTEE,16,6,3,35.7,0.0,0.0
santee_mixed,SANTEE,22,6,3,32.5,2.6,0.0
santee_mixed,SANTEE,19,7,3,33.7,0.7,0.0
santee_mixed,SANTEE,13,9,3,102.8,67.9,4.7
santee_mixed,SANTEE,27,10,3,65.1,34.8,1.6
santee_mixed,SANTEE,25,11,3,46.2,18.3,0.5
santee_mixed,SANTEE,26,11,3,55.5,22.8,0.7
santee_mixed,SANTEE,31,12,3,43.2,4.9,0.0
santee_mixed,SANTEE,1,8,4,46.5,3.0,0.0
santee_mixed,SANTEE,12,8,4,65.2,30.5,1.7
santee_mixed,SANTEE,15,8,4,106.5,70.3,6.2
santee_mixed,SANTEE,10,2,5,38.3,6.7,0.1
santee_mixed,SANTEE,4,4,5,49.6,7.1,0.1
santee_mixed,SANTEE,30,5,5,51.5,18.4,0.6
santee_mixed,SANTEE,18,6,5,69.2,33.7,1.5
santee_mixed,SANTEE,25,7,5,44.1,6.3,0.0
santee_mixed,SANTEE,19,12,5,39.2,4.2,0.0
santee_mixed,SANTEE,3,4,6,44.5,2.6,0.0
santee_mixed,SANTEE,2,5,6,32.0,0.8,0.0
santee_mixed,SANTEE,10,7,6,45.9,9.2,0.1
santee_mixed,SANTEE,27,7,6,43.6,8.4,0.1
santee_mixed,SANTEE,1,8,6,49.8,17.1,0.5
santee_mixed,SANTEE,31,8,6,39.0,0.0,0.0
santee_mixed,SANTEE,1,9,6,93.2,60.8,7.4
santee_mixed,SANTEE,13,9,6,182.1,136.7,14.9
santee_mixed,SANTEE,22,10,6,57.8,21.3,0.7
santee_mixed,SANTEE,1,4,7,44.5,13.8,0.3
santee_mixed,SANTEE,12,6,7,46.0,1.5,0.0
santee_mixed,SANTEE,18,6,7,64.8,22.2,1.0
santee_mixed,SANTEE,13,8,7,43.7,3.7,0.0
santee_mixed,SANTEE,25,8,7,51.0,15.6,0.5
santee_mixed,SANTEE,31,10,7,71.3,39.9,2.9
santee_mixed,SANTEE,15,4,8,39.8,7.4,0.1
santee_mixed,SANTEE,24,5,8,68.4,25.1,1.3
santee_mixed,SANTEE,21,9,8,98.8,62.0,4.7
santee_mixed,SANTEE,17,10,8,75.5,46.4,2.8
santee_mixed,SANTEE,28,11,8,42.6,1.4,0.0
santee_mixed,SANTEE,11,1,9,59.5,29.1,1.2
santee_mixed,SANTEE,2,2,9,61.5,17.7,0.6
santee_mixed,SANTEE,12,3,9,43.3,4.0,0.0
santee_mixed,SANTEE,4,6,9,45.0,7.9,0.1
santee_mixed,SANTEE,17,7,9,43.1,0.0,0.0
santee_mixed,SANTEE,6,8,9,59.6,20.6,0.8
santee_mixed,SANTEE,7,8,9,69.9,38.3,2.3
santee_mixed,SANTEE,14,8,9,115.2,75.1,6.3
santee_mixed,SANTEE,18,10,9,43.7,2.1,0.0
santee_mixed,SANTEE,5,4,10,52.6,17.3,0.8
santee_mixed,SANTEE,29,7,10,47.0,8.2,0.1
santee_mixed,SANTEE,30,7,10,102.0,68.6,9.4
santee_mixed,SANTEE,31,7,10,38.4,6.1,0.0
santee_mixed,SANTEE,8,8,10,62.2,27.5,1.4
santee_mixed,SANTEE,29,8,10,45.7,13.0,0.3
santee_mixed,SANTEE,3,10,10,70.0,37.5,1.9
santee_mixed,SANTEE,16,4,11,38.7,0.0,0.0
santee_mixed,SANTEE,17,5,11,79.8,36.4,3.1
santee_mixed,SANTEE,22,5,11,52.9,12.2,0.3
santee_mixed,SANTEE,9,6,11,30.6,0.0,0.0
santee_mixed,SANTEE,28,6,11,64.7,22.3,1.1
santee_mixed,SANTEE,1,7,11,48.0,13.8,0.3
santee_mixed,SANTEE,4,2,12,96.9,61.4,4.3
santee_mixed,SANTEE,6,2,12,64.3,28.2,1.6
santee_mixed,SANTEE,24,3,12,49.1,0.0,0.0
santee_mixed,SANTEE,27,7,12,52.4,12.9,0.3
santee_mixed,SANTEE,26,8,12,53.1,19.9,0.7
santee_mixed,SANTEE,10,7,13,47.4,13.2,0.3
santee_mixed,SANTEE,16,7,13,36.2,1.0,0.0
santee_mixed,SANTEE,17,7,13,57.3,23.1,1.0
santee_mixed,SANTEE,10,9,13,68.1,37.5,2.5
santee_mixed,SANTEE,13,6,14,90.4,60.5,4.8
santee_mixed,SANTEE,20,6,14,66.7,37.2,3.2
santee_mixed,SANTEE,28,6,14,70.4,35.5,2.7
santee_mixed,SANTEE,30,7,14,37.5,0.5,0.0
santee_mixed,SANTEE,3,9,14,62.6,15.4,0.4
santee_mixed,SANTEE,25,9,14,33.6,0.9,0.0
santee_mixed,SANTEE,26,9,14,71.1,37.8,2.5
santee_mixed,SANTEE,17,10,14,38.7,5.4,0.0
santee_mixed,SANTEE,28,3,15,59.9,26.7,1.3
santee_mixed,SANTEE,31,3,15,39.6,8.4,0.1
santee_mixed,SANTEE,15,10,15,62.3,25.7,1.3
santee_mixed,SANTEE,9,12,15,68.3,29.9,1.1
santee_mixed,SANTEE,18,7,16,30.7,0.0,0.0
santee_mixed,SANTEE,22,7,16,38.5,0.2,0.0
santee_mixed,SANTEE,27,8,16,68.4,26.8,1.3
santee_mixed,SANTEE,30,8,16,92.9,57.9,5.3
santee_mixed,SANTEE,2,10,16,62.2,26.3,1.2
santee_mixed,SANTEE,13,11,16,41.1,2.2,0.0
santee_mixed,SANTEE,1,12,16,67.5,33.2,1.6
santee_mixed,SANTEE,17,6,17,30.6,0.1,0.0
santee_mixed,SANTEE,3,8,17,53.1,11.2,0.3
santee_mixed,SANTEE,18,8,17,34.5,1.6,0.0
santee_mixed,SANTEE,15,11,17,39.4,6.9,0.1
santee_mixed,SANTEE,27,11,17,45.5,12.1,0.3
santee_mixed,SANTEE,18,6,18,50.7,9.9,0.2
santee_mixed,SANTEE,28,6,18,38.8,0.1,0.0
santee_mixed,SANTEE,1,7,18,52.4,22.1,1.2
santee_mixed,SANTEE,17,8,18,46.3,8.9,0.1
santee_mixed,SANTEE,19,8,18,81.1,45.3,3.6
santee_mixed,SANTEE,20,8,18,58.1,24.7,1.5
