bench_strict_projection	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator all_open_topology_projects_empty_canonical_v8_passes	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_strict_projection.log	1	0	0	0	1
bench_one_open_tile	PASS	0	-	-	cargo test --test land_surface_energy_real_hydrology_shadow_contract public_v8_endpoint_closes_an_all_open_ofe	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_one_open_tile.log	1	0	0	0	1
bench_single_rank_covered	PASS	0	-	-	cargo test -p openwepp-land-surface-energy covered_single_rank_potential_fixed_cap_and_alternate_start_match_frozen_oracle	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_single_rank_covered.log	1	0	0	0	1
bench_two_rank_covered	PASS	0	-	-	cargo test -p openwepp-land-surface-energy covered_multirank_potential_fixed_cap_and_alternate_start_match_frozen_oracle	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_two_rank_covered.log	1	0	0	0	1
bench_mixed_open_covered	PASS	0	-	-	cargo test --test land_surface_energy_real_hydrology_shadow_contract public_v8_endpoint_closes_mixed_open_and_covered_owners_once	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_mixed_open_covered.log	1	0	0	0	1
bench_complete_public_envelope	PASS	0	-	-	cargo test --test land_surface_energy_real_hydrology_shadow_contract	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_complete_public_envelope.log	10	0	0	0	10
bench_actual_byte_rollback	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator every_injected_phase_preserves_all_six_actual_owner_byte_records	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/bench_actual_byte_rollback.log	1	0	0	0	1
child4_test_01_48_replaces_complete_shadow	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator forty_eight_interval_day_replaces_only_complete_shadow_state	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_01_48_replaces_complete_shadow.log	1	0	0	0	1
child4_test_02_48_late_failure	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator failed_late_interval_rolls_back_every_shadow_and_production_byte	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_02_48_late_failure.log	1	0	0	0	1
child4_test_03_half_day_restart	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator retained_half_day_restart_is_byte_identical_to_uninterrupted_day	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_03_half_day_restart.log	1	0	0	0	1
child4_test_04_shared_soil_aggregation	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator shared_soil_thermal_aggregation_is_ordered_complete_and_owner_bound	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_04_shared_soil_aggregation.log	1	0	0	0	1
child4_test_05_mixed_lineage_rejected	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator mixed_complete_owner_lineage_is_rejected_before_execution	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_05_mixed_lineage_rejected.log	1	0	0	0	1
child4_test_06_projection_source_lineage_mass	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator sealed_repository_receipts_project_into_real_child4_forcing_types	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_06_projection_source_lineage_mass.log	1	0	0	0	1
child4_test_07_scheduler_equivalence	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator explicit_scheduler_consumer_advances_shadow_without_changing_production	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_07_scheduler_equivalence.log	1	0	0	0	1
child4_test_08_downstream_rollback	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator downstream_scheduler_failure_discards_production_and_complete_shadow_candidate	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_08_downstream_rollback.log	1	0	0	0	1
child4_test_09_routing_unsupported	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator active_routing_is_typed_unsupported_before_any_shadow_or_production_change	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_09_routing_unsupported.log	1	0	0	0	1
child4_test_10_receipt_mismatch	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator repository_day_receipt_mismatch_discards_both_candidates	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_10_receipt_mismatch.log	1	0	0	0	1
child4_test_11_v10_root_template_poison	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator v10_ignores_caller_root_hydraulic_template_operands	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_11_v10_root_template_poison.log	1	0	0	0	1
child4_test_12_v10_dead_global_scalar	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator v10_canonicalizes_dead_global_ground_scalars_for_heterogeneous_tiles	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_12_v10_dead_global_scalar.log	1	0	0	0	1
child4_test_13_v10_external_runon_failclosed	PASS	0	-	-	cargo test -p openwepp-hillslope-orchestrator v10_rejects_unowned_external_runon_without_mutation	/workdir/openWEPP/docs/work-packages/20260814-vegetation-land-surface-real-consumer-shadow-001/artifacts/comparator-heavy/20260820T003717Z-child4-root-owner-final/logs/child4_test_13_v10_external_runon_failclosed.log	1	0	0	0	1
