product,member,event_id,year,direction,operator,source_level,observed_date,ci_start,ci_end,window_start,window_end,candidate_count,selected_crossing_date,selected_crossing_ordinal,residual_days,inside_observed_ci
gcc_90,GSI-2198,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2199,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2629,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2630,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2631,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2634,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2635,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2636,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2638,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-3941,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-3942,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-3962,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-3963,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4372,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4377,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4393,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4394,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4395,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4398,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4399,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4400,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4402,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4831,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,2,2024-05-03,739008.683291118,-6.316708881990053,False
gcc_90,GSI-4832,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,2,2024-04-02,738977.763911763,-37.236088237026706,False
gcc_90,GSI-4833,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4837,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,2,2024-03-30,738974.520762646,-40.479237354011275,False
gcc_90,GSI-4838,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-4842,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5695,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5700,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5716,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5717,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5718,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5721,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5722,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5723,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-5725,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-09,2024-05-05,2024-05-12,2024-01-01,2024-07-25,0,,,,False
gcc_90,GSI-2198,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2199,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2629,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2630,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2631,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2634,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2635,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2636,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-2638,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-3941,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-3942,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-3962,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-3963,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4372,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4377,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4393,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4394,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4395,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4398,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4399,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4400,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4402,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4831,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4832,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4833,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4837,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4838,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-4842,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-5695,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-5700,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
gcc_90,GSI-5716,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,2024-08-23,2024-08-25,2024-07-25,2025-01-01,0,,,,False
