product,member,event_id,year,direction,operator,source_level,observed_date,ci_start,ci_end,window_start,window_end,candidate_count,selected_crossing_date,selected_crossing_ordinal,residual_days,inside_observed_ci
gcc_90,GSI-2198,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-2199,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-2629,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-06,739012.356406752,-53.64359324797988,False
gcc_90,GSI-2630,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-06,739012.356406752,-53.64359324797988,False
gcc_90,GSI-2631,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-06,739012.356406752,-53.64359324797988,False
gcc_90,GSI-2634,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-26,739002.195415186,-63.80458481400274,False
gcc_90,GSI-2635,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-26,739002.195415186,-63.80458481400274,False
gcc_90,GSI-2636,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-26,739002.195415186,-63.80458481400274,False
gcc_90,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.911670192,-115.0883298079716,False
gcc_90,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.911670192,-115.0883298079716,False
gcc_90,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-3963,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-4372,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.523743148,-53.476256852038205,False
gcc_90,GSI-4377,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739003.214664984,-62.785335015971214,False
gcc_90,GSI-4393,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-4394,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-4395,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-4398,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-4399,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-4400,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-4402,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-4831,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-18,739024.268126201,-41.731873798999004,False
gcc_90,GSI-4832,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-09,739015.022697427,-50.977302573039196,False
gcc_90,GSI-4833,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-06,739012.274059491,-53.72594050900079,False
gcc_90,GSI-4837,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-30,739005.814009081,-60.18599091900978,False
gcc_90,GSI-4838,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-26,739002.059004017,-63.94099598296452,False
gcc_90,GSI-4842,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-5695,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.523743148,-53.476256852038205,False
gcc_90,GSI-5700,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739003.214664984,-62.785335015971214,False
gcc_90,GSI-5716,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-5717,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-5718,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-05-07,739012.568009859,-53.43199014104903,False
gcc_90,GSI-5721,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-5722,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-5723,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-04-27,739002.548357096,-63.45164290396497,False
gcc_90,GSI-5725,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-06-29,2024-06-27,2024-06-30,2024-01-01,2024-07-25,1,2024-03-06,738950.949840491,-115.05015950894449,False
gcc_90,GSI-2198,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738943.001655014,-104.99834498600103,False
gcc_90,GSI-2199,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738943.001655014,-104.99834498600103,False
gcc_90,GSI-2629,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-22,738997.959995448,-50.04000455199275,False
gcc_90,GSI-2630,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-22,738997.959995448,-50.04000455199275,False
gcc_90,GSI-2631,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-22,738997.959995448,-50.04000455199275,False
gcc_90,GSI-2634,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-12,738988.05889101,-59.94110898999497,False
gcc_90,GSI-2635,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-12,738988.05889101,-59.94110898999497,False
gcc_90,GSI-2636,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-04-12,738988.05889101,-59.94110898999497,False
gcc_90,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738943.001655014,-104.99834498600103,False
gcc_90,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738942.965058637,-105.03494136303198,False
gcc_90,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738942.965058637,-105.03494136303198,False
gcc_90,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-06-11,2024-06-08,2024-06-17,2024-01-01,2024-07-25,2,2024-02-27,738943.001655014,-104.99834498600103,False
