source_id,observation_site,observed_stratum,binding_status,model_fixture,date,water_year,observed_snow_depth_m,observed_swe_mm,observed_density_kg_m3,snowcourse_count,point_count,snowcourse_ids,source_record_id,quality_flag
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1966-04-21,1966,0.210000,80.000,380.952,1,1,S21,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1966-04-21:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1966-04-22,1966,0.220000,80.000,363.636,1,1,S21,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1966-04-22:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1966-04-23,1966,0.300000,130.000,433.333,1,1,S21,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1966-04-23:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1967-02-27,1967,0.569000,115.000,202.109,1,10,S23,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1967-02-27:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-02-27,1967,0.573000,115.333,201.280,3,30,S11;S21;S22,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-02-27:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1967-03-01,1967,0.498000,95.000,190.763,1,10,S54,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1967-03-01:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-03-01,1967,0.569000,121.000,212.654,1,10,S51,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-03-01:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,open,bound,marcell_open_mn,1967-03-01,1967,0.549500,116.500,212.011,2,20,S52;S5WS,RDS-2021-0016:MEF_snowSWE_biweekly:open:1967-03-01:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1967-03-06,1967,0.498000,,,1,10,S54,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1967-03-06:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,open,bound,marcell_open_mn,1967-03-06,1967,0.545000,,,1,10,S52,RDS-2021-0016:MEF_snowSWE_biweekly:open:1967-03-06:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1967-03-21,1967,0.601000,109.500,182.196,2,20,S23;S54,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1967-03-21:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-03-21,1967,0.627000,122.000,194.577,1,10,S11,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-03-21:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-03-30,1967,0.176000,49.500,281.250,2,20,S11;S22,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-03-30:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-03-31,1967,0.066000,20.500,310.606,2,20,S11;S22,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-03-31:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1967-04-05,1967,0.028000,10.000,357.143,1,10,S51,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1967-04-05:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,open,bound,marcell_open_mn,1967-04-05,1967,0.010000,4.000,400.000,2,20,S52;S5WS,RDS-2021-0016:MEF_snowSWE_biweekly:open:1967-04-05:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1968-02-28,1968,0.308500,51.500,166.937,2,20,S23;S54,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1968-02-28:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1968-02-28,1968,0.335500,61.750,184.054,4,40,S11;S21;S22;S51,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1968-02-28:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,open,bound,marcell_open_mn,1968-02-28,1968,0.356500,65.000,182.328,2,20,S52;S5WS,RDS-2021-0016:MEF_snowSWE_biweekly:open:1968-02-28:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,open,bound,marcell_open_mn,1968-03-12,1968,0.202000,56.000,277.228,1,10,S52,RDS-2021-0016:MEF_snowSWE_biweekly:open:1968-03-12:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,conifer,bound,marcell_conifer_mn,1968-03-21,1968,0.062000,10.000,161.290,1,10,S23,RDS-2021-0016:MEF_snowSWE_biweekly:conifer:1968-03-21:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
marcell_rds_2021_0016,marcell_experimental_forest,deciduous,bound,marcell_deciduous_mn,1968-03-21,1968,0.080667,14.000,173.554,3,30,S11;S21;S22,RDS-2021-0016:MEF_snowSWE_biweekly:deciduous:1968-03-21:stratum_mean,stratum_mean;density_derived_from_mean_swe_depth
