date,year,doy,image_count,smooth_gcc_mean,smooth_ci_gcc_mean,smooth_gcc_90,smooth_ci_gcc_90,outlierflag_gcc_mean,outlierflag_gcc_90,int_flag
2025-10-29,2025,302,22,0.35777,0.00073,0.36218,0.00049,0,0,NA
2025-10-30,2025,303,23,0.35759,0.00073,0.36209,0.00049,0,0,NA
2025-10-31,2025,304,23,0.35746,0.00079,0.36206,0.00054,0,0,NA
2025-11-01,2025,305,22,0.35749,0.00075,0.36223,0.00051,0,0,NA
2025-11-02,2025,306,23,0.3575,0.00079,0.36235,0.00054,0,0,NA
2025-11-03,2025,307,21,0.3572,0.00073,0.36215,0.00049,0,0,NA
2025-11-04,2025,308,22,0.35678,0.00073,0.36182,0.00049,0,0,NA
2025-11-05,2025,309,22,0.35642,0.00079,0.36148,0.00054,0,0,NA
2025-11-06,2025,310,23,0.35626,0.00075,0.36116,0.00051,0,0,NA
2025-11-07,2025,311,21,0.35617,0.00079,0.36088,0.00054,0,0,NA
2025-11-08,2025,312,20,0.3561,0.00073,0.36067,0.00049,0,0,NA
2025-11-09,2025,313,22,0.35606,0.00073,0.36048,0.00049,0,0,NA
2025-11-10,2025,314,21,0.35596,0.00079,0.36036,0.00054,0,0,NA
2025-11-11,2025,315,23,0.35579,0.00075,0.36045,0.00051,0,0,NA
2025-11-12,2025,316,21,0.35561,0.00079,0.36058,0.00054,0,0,NA
2025-11-13,2025,317,22,0.35533,0.00077,0.36061,0.00052,0,0,NA
2025-11-14,2025,318,23,0.35507,0.00083,0.36061,0.00056,0,0,NA
2025-11-15,2025,319,21,0.35518,0.00084,0.36054,0.00057,0,0,NA
2025-11-16,2025,320,22,0.35568,0.00087,0.3604,0.00059,0,0,NA
2025-11-17,2025,321,20,0.35625,0.00109,0.36043,0.00074,0,0,NA
2025-11-18,2025,322,0,0.35712,0.00115,0.36106,0.00078,0,0,NA
2025-11-19,2025,323,0,0.35824,0.00138,0.36209,0.00094,0,0,NA
2025-11-20,2025,324,0,0.35905,0.00159,0.36292,0.00108,0,0,NA
2025-11-21,2025,325,0,0.35939,0.00131,0.36342,0.00089,0,0,NA
2025-11-22,2025,326,21,0.35954,0.00109,0.36378,0.00074,0,0,NA
2025-11-23,2025,327,21,0.35945,0.00087,0.36394,0.00059,0,0,NA
2025-11-24,2025,328,22,0.35914,0.00076,0.36397,0.00051,0,0,NA
2025-11-25,2025,329,23,0.35891,0.00084,0.36402,0.00057,0,0,NA
2025-11-26,2025,330,22,0.35898,0.00079,0.36422,0.00054,0,0,NA
2025-11-27,2025,331,21,0.35916,0.00079,0.36444,0.00054,0,0,NA
2025-11-28,2025,332,22,0.35928,0.00073,0.36459,0.00049,0,0,NA
2025-11-29,2025,333,22,0.35944,0.00073,0.36472,0.00049,0,0,NA
2025-11-30,2025,334,22,0.35957,0.00079,0.36481,0.00054,0,0,NA
2025-12-01,2025,335,23,0.35969,0.00075,0.36487,0.00051,0,0,NA
2025-12-02,2025,336,22,0.35975,0.00079,0.36492,0.00054,0,0,NA
2025-12-03,2025,337,22,0.35968,0.00073,0.36495,0.00049,0,0,NA
2025-12-04,2025,338,24,0.35958,0.00073,0.36495,0.00049,0,0,NA
2025-12-05,2025,339,24,0.35953,0.00079,0.36495,0.00054,0,0,NA
2025-12-06,2025,340,21,0.3594,0.00073,0.36488,0.00049,0,0,NA
2025-12-07,2025,341,23,0.35914,0.00073,0.3648,0.00049,0,0,NA
2025-12-08,2025,342,24,0.35896,0.00079,0.36488,0.00054,0,0,NA
2025-12-09,2025,343,24,0.35897,0.00073,0.36526,0.00049,0,0,NA
2025-12-10,2025,344,24,0.35914,0.00073,0.36583,0.00049,0,0,NA
2025-12-11,2025,345,23,0.35952,0.00079,0.36642,0.00054,0,0,NA
2025-12-12,2025,346,24,0.36036,0.00075,0.36711,0.00051,0,0,NA
2025-12-13,2025,347,23,0.36135,0.00079,0.36772,0.00054,0,0,NA
2025-12-14,2025,348,21,0.36224,0.00073,0.36796,0.00049,0,0,NA
2025-12-15,2025,349,24,0.36312,0.00073,0.368,0.00049,0,0,NA
2025-12-16,2025,350,23,0.36377,0.00079,0.36804,0.00054,0,0,NA
2025-12-17,2025,351,24,0.36425,0.00079,0.36802,0.00054,0,0,NA
2025-12-18,2025,352,23,0.36452,0.00084,0.36806,0.00057,0,0,NA
2025-12-19,2025,353,22,0.36445,0.00078,0.36834,0.00053,0,0,NA
2025-12-20,2025,354,24,0.36405,0.00087,0.36873,0.00059,0,0,NA
2025-12-21,2025,355,24,0.36318,0.00146,0.36913,0.00099,0,0,NA
2025-12-22,2025,356,0,0.36248,0.00293,0.36915,0.00199,0,0,NA
2025-12-23,2025,357,0,0.36209,0.00604,0.36875,0.0041,0,0,NA
2025-12-24,2025,358,0,0.36167,0.01128,0.36832,0.00765,0,0,NA
2025-12-25,2025,359,0,0.36141,0.01871,0.36793,0.0127,0,0,NA
2025-12-26,2025,360,0,0.36107,0.02,0.3676,0.01539,0,0,NA
2025-12-27,2025,361,0,0.36118,0.01643,0.36737,0.01115,0,0,NA
2025-12-28,2025,362,0,0.36113,0.00854,0.36713,0.0058,0,0,NA
2025-12-29,2025,363,0,0.36035,0.00493,0.36683,0.00335,0,0,NA
2025-12-30,2025,364,0,0.3595,0.00265,0.36652,0.0018,0,0,NA
2025-12-31,2025,365,23,0.35853,0.00146,0.36619,0.00099,0,0,NA
