candidate_id,terminal_stock_kg_m2,target_terminal_stock_kg_m2,absolute_difference_kg_m2,state
RIDGE-K000,0.85227119689365183,0.85227119689365127,5.5511151231257827e-16,EQUIFINAL_TERMINAL
RIDGE-K025,0.85227119689365227,0.85227119689365127,9.9920072216264089e-16,EQUIFINAL_TERMINAL
RIDGE-K050,0.85227119689365127,0.85227119689365127,0,EQUIFINAL_TERMINAL
RIDGE-K100,0.85227119689365016,0.85227119689365127,1.1102230246251565e-15,EQUIFINAL_TERMINAL
RIDGE-K200,0.85227119689365161,0.85227119689365127,3.3306690738754696e-16,EQUIFINAL_TERMINAL
