scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count,source_level,source_level_span_is_confidence_interval
BASE,GSI-4832,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.16604623548333097,0.019138500539824705,False,,,,9,0,0,9,0.25,False
BASE,GSI-4832,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.33209247096666195,0.038902963061365724,False,,,,6,0,0,6,0.50,False
BASE,GSI-4832,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.099389095160181518,0,True,739375.669497503,2025-05-04,-42.330502497,19,1,0,18,0.10,False
BASE,GSI-4832,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.24847273790045379,0.011151579283878518,True,739354.059829821,2025-04-13,-39.940170179,7,1,0,6,0.25,False
BASE,GSI-4832,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.49694547580090759,0.12428290526714149,True,739342.362907887,2025-04-01,-29.637092113,7,1,0,6,0.50,False
BASE,GSI-4832,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.099389095160181518,0.046637485845918238,True,739527.599337468,2025-10-03,35.599337468,19,4,3,15,0.10,False
BASE,GSI-4832,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.24847273790045379,0.043551288748797878,False,,,,7,0,0,7,0.25,False
BASE,GSI-4832,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.49694547580090759,0.047035151692783661,False,,,,7,0,0,7,0.50,False
BASE,GSI-4833,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.042468501661891513,0,True,739012.274059491,2024-05-06,-51.725940509,16,1,0,15,0.10,False
BASE,GSI-4833,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.10617125415472878,0,True,738997.852583792,2024-04-21,-52.147416208,11,1,0,10,0.25,False
BASE,GSI-4833,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.21234250830945756,0.0047152159394852813,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-4833,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.042468501661891513,0.0091310165345296068,True,739131.340206375,2024-09-02,15.340206375,16,5,4,11,0.10,False
BASE,GSI-4833,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.10617125415472878,0.0098049199245761904,False,,,,11,0,0,11,0.25,False
BASE,GSI-4833,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.21234250830945756,0.019930528875640435,False,,,,6,0,0,6,0.50,False
BASE,GSI-4833,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.070347759829133508,0,True,739371.286602046,2025-04-30,-46.713397954,9,1,0,8,0.10,False
BASE,GSI-4833,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.17586939957283376,0.0057131091165406973,True,739348.319620856,2025-04-07,-45.680379144,6,1,0,5,0.25,False
BASE,GSI-4833,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.35173879914566752,0.063671860373925193,True,739335.844574650,2025-03-25,-36.155425350,7,1,0,6,0.50,False
BASE,GSI-4833,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.070347759829133508,0.02389303243748123,True,739574.699491325,2025-11-19,82.699491325,9,2,1,7,0.10,False
BASE,GSI-4833,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.17586939957283376,0.02231193075473667,False,,,,6,0,0,6,0.25,False
BASE,GSI-4833,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.35173879914566752,0.024096762179899704,False,,,,7,0,0,7,0.50,False
BASE,GSI-4837,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.061796516862175847,0,True,739005.814009081,2024-04-29,-58.185990919,16,1,0,15,0.10,False
BASE,GSI-4837,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.15449129215543961,0,True,738995.248975859,2024-04-19,-54.751024141,9,1,0,8,0.25,False
BASE,GSI-4837,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.30898258431087922,0,True,738983.215694766,2024-04-07,-43.784305234,5,1,0,4,0.50,False
BASE,GSI-4837,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.061796516862175847,5.9105616793755695e-05,True,739139.956536906,2024-09-10,23.956536906,16,3,2,13,0.10,False
BASE,GSI-4837,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.15449129215543961,0.00036335532697727343,False,,,,9,0,0,9,0.25,False
BASE,GSI-4837,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.30898258431087922,0.008083503353448443,False,,,,5,0,0,5,0.50,False
BASE,GSI-4837,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.099389095160181518,0,True,739365.966271697,2025-04-24,-52.033728303,16,1,0,15,0.10,False
BASE,GSI-4837,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.24847273790045379,0,True,739351.305947006,2025-04-10,-42.694052994,7,1,0,6,0.25,False
BASE,GSI-4837,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.49694547580090759,0.044888013752431462,True,739341.117756684,2025-03-31,-30.882243316,7,1,0,6,0.50,False
BASE,GSI-4837,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.099389095160181518,0.0052162388681569818,True,739527.756851579,2025-10-03,35.756851579,16,4,3,12,0.10,False
BASE,GSI-4837,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.24847273790045379,0.0052162388681569818,False,,,,7,0,0,7,0.25,False
BASE,GSI-4837,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.49694547580090759,0.017192136200294,False,,,,7,0,0,7,0.50,False
BASE,GSI-4838,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.041418508182985869,0,True,739002.059004017,2024-04-26,-61.940995983,13,1,0,12,0.10,False
BASE,GSI-4838,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.10354627045746467,0,True,738988.001765226,2024-04-12,-61.998234774,9,1,0,8,0.25,False
BASE,GSI-4838,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.20709254091492935,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-4838,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.041418508182985869,2.7050837469817764e-05,True,739162.298588297,2024-10-03,46.298588297,13,3,2,10,0.10,False
BASE,GSI-4838,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.10354627045746467,0.00016629664703698895,False,,,,9,0,0,9,0.25,False
BASE,GSI-4838,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.20709254091492935,0.0036995728538605143,False,,,,6,0,0,6,0.50,False
BASE,GSI-4838,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.067093726610463256,0,True,739356.234749726,2025-04-15,-61.765250274,9,1,0,8,0.10,False
BASE,GSI-4838,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.16773431652615814,0,True,739345.313561639,2025-04-04,-48.686438361,6,1,0,5,0.25,False
BASE,GSI-4838,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.33546863305231628,0.020543874342721525,True,739331.917203475,2025-03-21,-40.082796525,6,1,0,5,0.50,False
BASE,GSI-4838,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.067093726610463256,0.0023873133803616413,True,739574.650975879,2025-11-19,82.650975879,9,2,1,7,0.10,False
BASE,GSI-4838,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.16773431652615814,0.0023873133803616413,False,,,,6,0,0,6,0.25,False
BASE,GSI-4838,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.33546863305231628,0.0078683161997263086,False,,,,6,0,0,6,0.50,False
BASE,GSI-4842,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.032624380065175963,0,True,738950.949840491,2024-03-05,-113.050159509,9,1,0,8,0.10,False
BASE,GSI-4842,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.081560950162939905,0,True,738943.001655014,2024-02-27,-106.998344986,9,1,0,8,0.25,False
BASE,GSI-4842,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.16312190032587981,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-4842,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.032624380065175963,0,True,739220.738293183,2024-11-30,104.738293183,9,1,0,8,0.10,False
BASE,GSI-4842,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.081560950162939905,0,False,,,,9,0,0,9,0.25,False
BASE,GSI-4842,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.16312190032587981,0,False,,,,3,0,0,3,0.50,False
BASE,GSI-4842,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.042311240063772494,0,True,739320.552237463,2025-03-10,-97.447762537,9,1,0,8,0.10,False
BASE,GSI-4842,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.10577810015943123,0,True,739313.099732262,2025-03-03,-80.900267738,5,1,0,4,0.25,False
BASE,GSI-4842,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.21155620031886246,0,True,739305.381260616,2025-02-23,-66.618739384,4,1,0,3,0.50,False
BASE,GSI-4842,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.042311240063772494,0,True,739574.290777869,2025-11-19,82.290777869,9,2,1,7,0.10,False
BASE,GSI-4842,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.10577810015943123,0,True,739614.046616607,2025-12-29,120.046616607,5,1,0,4,0.25,False
BASE,GSI-4842,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.21155620031886246,0,False,,,,4,0,0,4,0.50,False
BASE,GSI-5695,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.022167758747112857,0,True,739012.523743148,2024-05-06,-51.476256852,17,1,0,16,0.10,False
BASE,GSI-5695,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.055419396867782141,0,True,738999.832187561,2024-04-23,-50.167812439,11,2,1,9,0.25,False
BASE,GSI-5695,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.11083879373556428,0.0026246221015852433,True,738947.128061334,2024-03-02,-79.871938666,6,2,1,4,0.50,False
BASE,GSI-5695,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.022167758747112857,0.0056762515964070377,True,739130.574694684,2024-09-01,14.574694684,17,5,4,12,0.10,False
BASE,GSI-5695,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.055419396867782141,0.0060880796344712843,False,,,,11,0,0,11,0.25,False
BASE,GSI-5695,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.11083879373556428,0.012629028448619245,False,,,,6,0,0,6,0.50,False
BASE,GSI-5695,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.045614203282346229,0,True,739369.057605435,2025-04-28,-48.942394565,15,1,0,14,0.10,False
BASE,GSI-5695,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11403550820586557,0.0033556902714294871,True,739346.092831461,2025-04-05,-47.907168539,6,1,0,5,0.25,False
BASE,GSI-5695,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22807101641173114,0.033196315717632853,True,739333.831482915,2025-03-23,-38.168517085,4,1,0,3,0.50,False
BASE,GSI-5695,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.045614203282346229,0.015393481118480387,True,739575.457195845,2025-11-20,83.457195845,15,3,2,12,0.10,False
BASE,GSI-5695,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11403550820586557,0.014380720405175705,False,,,,6,0,0,6,0.25,False
BASE,GSI-5695,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.22807101641173114,0.014557727058410004,False,,,,4,0,0,4,0.50,False
BASE,GSI-5700,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.021001575984145909,0,True,739003.214664984,2024-04-27,-60.785335016,13,1,0,12,0.10,False
BASE,GSI-5700,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.052503939960364766,0,True,738989.230158486,2024-04-13,-60.769841514,10,1,0,9,0.25,False
BASE,GSI-5700,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.10500787992072953,0,True,738944.552241575,2024-02-28,-82.447758425,6,2,1,4,0.50,False
BASE,GSI-5700,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.021001575984145909,1.683537730078418e-05,True,739161.913169243,2024-10-02,45.913169243,13,3,2,10,0.10,False
BASE,GSI-5700,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.052503939960364766,9.9496082731271213e-05,False,,,,10,0,0,10,0.25,False
BASE,GSI-5700,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.10500787992072953,0.0023294537047154596,False,,,,6,0,0,6,0.50,False
BASE,GSI-5700,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.042287621797104311,0,True,739354.171833339,2025-04-13,-63.828166661,13,1,0,12,0.10,False
BASE,GSI-5700,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.10571905449276077,0,True,739344.135562133,2025-04-03,-49.864437867,6,1,0,5,0.25,False
BASE,GSI-5700,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.21143810898552154,0.010380751428527749,True,739330.934662836,2025-03-20,-41.065337164,4,1,0,3,0.50,False
BASE,GSI-5700,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.042287621797104311,0.0014443000804938559,True,739575.422279162,2025-11-20,83.422279162,13,2,1,11,0.10,False
BASE,GSI-5700,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.10571905449276077,0.0014443000804938559,False,,,,6,0,0,6,0.25,False
BASE,GSI-5700,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.21143810898552154,0.0044470361060903948,False,,,,4,0,0,4,0.50,False
BASE,GSI-5716,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.031309936348942684,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-5716,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.078274840872356699,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-5716,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.1565496817447134,0.0037314119157778186,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-5716,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.031309936348942684,0.0080698980744669246,True,739130.536823865,2024-09-01,14.536823865,17,5,4,12,0.10,False
BASE,GSI-5716,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.078274840872356699,0.0086553919052001875,False,,,,10,0,0,10,0.25,False
BASE,GSI-5716,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.1565496817447134,0.017954625623785025,False,,,,6,0,0,6,0.50,False
BASE,GSI-5716,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.051984088048802529,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-5716,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12996022012200631,0.0044565242681705785,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-5716,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.25992044024401262,0.047195033507445548,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-5716,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.051984088048802529,0.020769059496996461,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-5716,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12996022012200631,0.019329222733001278,False,,,,6,0,0,6,0.25,False
BASE,GSI-5716,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.25992044024401262,0.020696646644704792,False,,,,7,0,0,7,0.50,False
BASE,GSI-5717,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.029385849939644184,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-5717,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.073464624849110455,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-5717,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.14692924969822091,0.0035021058298558322,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-5717,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.029385849939644184,0.0075739794294572794,True,739130.536823865,2024-09-01,14.536823865,17,5,4,12,0.10,False
BASE,GSI-5717,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.073464624849110455,0.0081234929659514572,False,,,,10,0,0,10,0.25,False
BASE,GSI-5717,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.14692924969822091,0.0168512617982647,False,,,,6,0,0,6,0.50,False
BASE,GSI-5717,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048789515048086256,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-5717,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12197378762021563,0.0041826579248624256,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-5717,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24394757524043126,0.044294761799894479,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-5717,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048789515048086256,0.019492740546145824,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-5717,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12197378762021563,0.018141385927829132,False,,,,6,0,0,6,0.25,False
BASE,GSI-5717,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24394757524043126,0.019424777673675259,False,,,,7,0,0,7,0.50,False
BASE,GSI-5718,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.02934227308546632,0,True,739012.568009859,2024-05-06,-51.431990141,17,1,0,16,0.10,False
BASE,GSI-5718,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.073355682713665799,0,True,738998.434165748,2024-04-22,-51.565834252,10,1,0,9,0.25,False
BASE,GSI-5718,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.1467113654273316,0.0034969124883198035,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4,0.50,False
BASE,GSI-5718,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.02934227308546632,0.0075627478265660412,True,739130.536823865,2024-09-01,14.536823865,17,5,4,12,0.10,False
BASE,GSI-5718,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.073355682713665799,0.0081114464786414351,False,,,,10,0,0,10,0.25,False
BASE,GSI-5718,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.1467113654273316,0.016826272731091069,False,,,,6,0,0,6,0.50,False
BASE,GSI-5718,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048717164117722631,0,True,739371.305844755,2025-04-30,-46.694155245,9,1,0,8,0.10,False
BASE,GSI-5718,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12179291029430657,0.0041764553792548635,True,739348.416696555,2025-04-07,-45.583303445,6,1,0,5,0.25,False
BASE,GSI-5718,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24358582058861314,0.044229076227424682,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6,0.50,False
BASE,GSI-5718,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048717164117722631,0.019463834378243554,True,739574.651081919,2025-11-19,82.651081919,9,2,1,7,0.10,False
BASE,GSI-5718,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12179291029430657,0.018114483710238521,False,,,,6,0,0,6,0.25,False
BASE,GSI-5718,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24358582058861314,0.019395972289251745,False,,,,7,0,0,7,0.50,False
BASE,GSI-5721,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.029662544392501478,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-5721,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.074156360981253694,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-5721,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-5721,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.029662544392501478,2.3934770429929348e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-5721,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.074156360981253694,0.0001414530756456114,False,,,,9,0,0,9,0.25,False
BASE,GSI-5721,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.14831272196250739,0.0033117725046124119,False,,,,6,0,0,6,0.50,False
BASE,GSI-5721,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.048160848301998543,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-5721,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.12040212075499636,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-5721,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.24080424150999272,0.014758261599542508,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-5721,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.048160848301998543,0.002053354091264632,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-5721,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.12040212075499636,0.002053354091264632,False,,,,6,0,0,6,0.25,False
BASE,GSI-5721,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.50,2025-09-05,0.24080424150999272,0.0063223286530039741,False,,,,6,0,0,6,0.50,False
BASE,GSI-5722,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.10,2024-06-27,0.027703082687507447,0,True,739002.548357096,2024-04-26,-61.451642904,13,1,0,12,0.10,False
BASE,GSI-5722,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.25,2024-06-13,0.069257706718768616,0,True,738988.238569571,2024-04-12,-61.761430429,9,1,0,8,0.25,False
BASE,GSI-5722,2024-falling,2024,falling,SOURCE_LEVEL_ANALOGY,0.50,2024-05-21,0.13851541343753723,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4,0.50,False
BASE,GSI-5722,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.10,2024-08-18,0.027703082687507447,2.2353676594731387e-05,True,739161.887811326,2024-10-02,45.887811326,13,3,2,10,0.10,False
BASE,GSI-5722,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.25,2024-08-20,0.069257706718768616,0.00013210890472373774,False,,,,9,0,0,9,0.25,False
BASE,GSI-5722,2024-rising,2024,rising,SOURCE_LEVEL_ANALOGY,0.50,2024-08-24,0.13851541343753723,0.0030930019462755269,False,,,,6,0,0,6,0.50,False
BASE,GSI-5722,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.10,2025-06-16,0.044979417313507596,0,True,739356.231273284,2025-04-15,-61.768726716,9,1,0,8,0.10,False
BASE,GSI-5722,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.25,2025-05-23,0.11244854328376898,0,True,739345.533191252,2025-04-04,-48.466808748,6,1,0,5,0.25,False
BASE,GSI-5722,2025-falling,2025,falling,SOURCE_LEVEL_ANALOGY,0.50,2025-05-01,0.22489708656753796,0.013783353713896065,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5,0.50,False
BASE,GSI-5722,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.10,2025-08-29,0.044979417313507596,0.0019177127027381992,True,739574.604447284,2025-11-19,82.604447284,9,2,1,7,0.10,False
BASE,GSI-5722,2025-rising,2025,rising,SOURCE_LEVEL_ANALOGY,0.25,2025-08-31,0.11244854328376898,0.0019177127027381992,False,,,,6,0,0,6,0.25,False
