scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count
BASE,GSI-2636,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.70,2025-09-05,0.31383352919675556,0.0054330449912488232,False,,,,1,0,0,1
BASE,GSI-2636,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.75,2025-09-05,0.33625020985366666,0.0054330449912488232,False,,,,1,0,0,1
BASE,GSI-2636,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.80,2025-09-05,0.35866689051057782,0.0054330449912488232,False,,,,1,0,0,1
BASE,GSI-2636,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.90,2025-09-05,0.40350025182440002,0.0054330449912488232,False,,,,1,0,0,1
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-05-21,0.01884954014597752,0,True,738950.949840491,2024-03-05,-76.050159509,9,1,0,8
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.20,2024-05-21,0.037699080291955039,0,True,738944.372990225,2024-02-28,-82.627009775,10,1,0,9
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-05-21,0.047123850364943799,0,True,738943.001655014,2024-02-27,-83.998344986,9,1,0,8
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.30,2024-05-21,0.056548620437932559,0,True,738926.273670337,2024-02-10,-100.726329663,7,2,1,5
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.40,2024-05-21,0.075398160583910079,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.60,2024-05-21,0.11309724087586512,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.70,2024-05-21,0.13194678102184262,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.75,2024-05-21,0.1413715510948314,0,False,,,,5,0,0,5
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.80,2024-05-21,0.15079632116782016,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.90,2024-05-21,0.16964586131379769,0,False,,,,3,0,0,3
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.10,2024-08-24,0.01884954014597752,0,True,739220.720934602,2024-11-30,98.720934602,9,1,0,8
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.20,2024-08-24,0.037699080291955039,0,False,,,,10,0,0,10
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.25,2024-08-24,0.047123850364943799,0,False,,,,9,0,0,9
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.30,2024-08-24,0.056548620437932559,0,False,,,,7,0,0,7
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.40,2024-08-24,0.075398160583910079,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.60,2024-08-24,0.11309724087586512,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.70,2024-08-24,0.13194678102184262,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.75,2024-08-24,0.1413715510948314,0,False,,,,5,0,0,5
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.80,2024-08-24,0.15079632116782016,0,False,,,,4,0,0,4
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.90,2024-08-24,0.16964586131379769,0,False,,,,3,0,0,3
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.10,2025-05-01,0.024459672688922227,0,True,739320.546605000,2025-03-10,-51.453395000,9,1,0,8
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.20,2025-05-01,0.048919345377844453,0,True,739314.817494250,2025-03-04,-57.182505750,7,1,0,6
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.25,2025-05-01,0.061149181722305566,0,True,739313.095160418,2025-03-03,-58.904839582,5,1,0,4
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.30,2025-05-01,0.07337901806676668,0,True,739311.473833768,2025-03-01,-60.526166232,4,1,0,3
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.40,2025-05-01,0.097838690755688906,0,True,739308.462651575,2025-02-26,-63.537348425,3,1,0,2
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.12229836344461113,0,True,739305.389613156,2025-02-23,-66.610386844,4,1,0,3
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.60,2025-05-01,0.14675803613353336,0,True,739302.268832056,2025-02-20,-69.731167944,5,1,0,4
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.70,2025-05-01,0.17121770882245557,0,True,739299.278397658,2025-02-17,-72.721602342,3,1,0,2
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.75,2025-05-01,0.18344754516691669,0,True,739297.796233015,2025-02-15,-74.203766985,3,1,0,2
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.80,2025-05-01,0.19567738151137781,0,True,739296.368535605,2025-02-14,-75.631464395,2,1,0,1
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.90,2025-05-01,0.22013705420030005,0,True,739293.497551789,2025-02-11,-78.502448211,1,1,0,0
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.10,2025-09-05,0.024459672688922227,0,True,739574.281430642,2025-11-19,75.281430642,9,2,1,7
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.20,2025-09-05,0.048919345377844453,0,True,739588.663511361,2025-12-03,89.663511361,7,2,1,5
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.25,2025-09-05,0.061149181722305566,0,True,739614.053476257,2025-12-29,115.053476257,5,1,0,4
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.30,2025-09-05,0.07337901806676668,0,False,,,,4,0,0,4
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.40,2025-09-05,0.097838690755688906,0,False,,,,3,0,0,3
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.12229836344461113,0,False,,,,4,0,0,4
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.60,2025-09-05,0.14675803613353336,0,False,,,,5,0,0,5
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.70,2025-09-05,0.17121770882245557,0,False,,,,3,0,0,3
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.75,2025-09-05,0.18344754516691669,0,False,,,,3,0,0,3
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.80,2025-09-05,0.19567738151137781,0,False,,,,2,0,0,2
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.90,2025-09-05,0.22013705420030005,0,False,,,,1,0,0,1
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-05-21,0.012076433954381127,0,True,738950.911670192,2024-03-05,-76.088329808,9,1,0,8
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.20,2024-05-21,0.024152867908762254,0,True,738944.330988742,2024-02-28,-82.669011258,9,1,0,8
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-05-21,0.030191084885952818,0,True,738942.965058637,2024-02-26,-84.034941363,9,1,0,8
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.30,2024-05-21,0.036229301863143382,0,True,738926.221277798,2024-02-10,-100.778722202,7,2,1,5
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.40,2024-05-21,0.048305735817524509,0,False,,,,4,0,0,4
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.060382169771905636,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.60,2024-05-21,0.072458603726286763,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.70,2024-05-21,0.08453503768066789,0,False,,,,4,0,0,4
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.75,2024-05-21,0.090573254657858454,0,False,,,,5,0,0,5
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.80,2024-05-21,0.096611471635049018,0,False,,,,5,0,0,5
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.90,2024-05-21,0.10868790558943014,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.10,2024-08-24,0.012076433954381127,0,True,739218.953777497,2024-11-28,96.953777497,9,1,0,8
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.20,2024-08-24,0.024152867908762254,0,False,,,,9,0,0,9
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.25,2024-08-24,0.030191084885952818,0,False,,,,9,0,0,9
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.30,2024-08-24,0.036229301863143382,0,False,,,,7,0,0,7
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.40,2024-08-24,0.048305735817524509,0,False,,,,4,0,0,4
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.060382169771905636,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.60,2024-08-24,0.072458603726286763,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.70,2024-08-24,0.08453503768066789,0,False,,,,4,0,0,4
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.75,2024-08-24,0.090573254657858454,0,False,,,,5,0,0,5
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.80,2024-08-24,0.096611471635049018,0,False,,,,5,0,0,5
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.90,2024-08-24,0.10868790558943014,0,False,,,,3,0,0,3
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.10,2025-05-01,0.019127568291929423,0,True,739320.520831564,2025-03-10,-51.479168436,8,1,0,7
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.20,2025-05-01,0.038255136583858845,0,True,739314.066400349,2025-03-04,-57.933599651,7,1,0,6
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.25,2025-05-01,0.047818920729823557,0,True,739312.343523422,2025-03-02,-59.656476578,4,1,0,3
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.30,2025-05-01,0.057382704875788268,0,True,739310.497683221,2025-02-28,-61.502316779,3,1,0,2
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.40,2025-05-01,0.076510273167717691,0,True,739307.119023421,2025-02-25,-64.880976579,4,1,0,3
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.095637841459647113,0,True,739303.326204482,2025-02-21,-68.673795518,5,1,0,4
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.60,2025-05-01,0.11476540975157654,0,True,739300.735979640,2025-02-18,-71.264020360,3,1,0,2
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.70,2025-05-01,0.13389297804350594,0,True,739298.543978104,2025-02-16,-73.456021896,2,1,0,1
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.75,2025-05-01,0.14345676218947068,0,True,739297.403692893,2025-02-15,-74.596307107,2,1,0,1
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.80,2025-05-01,0.15302054633543538,0,True,739296.319624294,2025-02-14,-75.680375706,1,1,0,0
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.90,2025-05-01,0.17214811462736482,0,True,739294.018389373,2025-02-12,-77.981610627,1,1,0,0
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.10,2025-09-05,0.019127568291929423,0,True,739575.090936503,2025-11-20,76.090936503,8,2,1,6
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.20,2025-09-05,0.038255136583858845,0,True,739610.966431857,2025-12-25,111.966431857,7,1,0,6
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.25,2025-09-05,0.047818920729823557,0,False,,,,4,0,0,4
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.30,2025-09-05,0.057382704875788268,0,False,,,,3,0,0,3
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.40,2025-09-05,0.076510273167717691,0,False,,,,4,0,0,4
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.095637841459647113,0,False,,,,5,0,0,5
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.60,2025-09-05,0.11476540975157654,0,False,,,,3,0,0,3
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.70,2025-09-05,0.13389297804350594,0,False,,,,2,0,0,2
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.75,2025-09-05,0.14345676218947068,0,False,,,,2,0,0,2
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.80,2025-09-05,0.15302054633543538,0,False,,,,1,0,0,1
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.90,2025-09-05,0.17214811462736482,0,False,,,,1,0,0,1
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-05-21,0.012048713411777172,0,True,738950.911670192,2024-03-05,-76.088329808,9,1,0,8
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.20,2024-05-21,0.024097426823554344,0,True,738944.330988742,2024-02-28,-82.669011258,9,1,0,8
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-05-21,0.03012178352944293,0,True,738942.965058637,2024-02-26,-84.034941363,9,1,0,8
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.30,2024-05-21,0.036146140235331511,0,True,738926.221277798,2024-02-10,-100.778722202,7,2,1,5
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.40,2024-05-21,0.048194853647108689,0,False,,,,4,0,0,4
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.060243567058885859,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.60,2024-05-21,0.072292280470663023,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.70,2024-05-21,0.084340993882440193,0,False,,,,4,0,0,4
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.75,2024-05-21,0.090365350588328786,0,False,,,,5,0,0,5
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.80,2024-05-21,0.096389707294217378,0,False,,,,5,0,0,5
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.90,2024-05-21,0.10843842070599455,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.10,2024-08-24,0.012048713411777172,0,True,739218.953777497,2024-11-28,96.953777497,9,1,0,8
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.20,2024-08-24,0.024097426823554344,0,False,,,,9,0,0,9
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.25,2024-08-24,0.03012178352944293,0,False,,,,9,0,0,9
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.30,2024-08-24,0.036146140235331511,0,False,,,,7,0,0,7
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.40,2024-08-24,0.048194853647108689,0,False,,,,4,0,0,4
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.060243567058885859,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.60,2024-08-24,0.072292280470663023,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.70,2024-08-24,0.084340993882440193,0,False,,,,4,0,0,4
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.75,2024-08-24,0.090365350588328786,0,False,,,,5,0,0,5
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.80,2024-08-24,0.096389707294217378,0,False,,,,5,0,0,5
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.90,2024-08-24,0.10843842070599455,0,False,,,,3,0,0,3
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.10,2025-05-01,0.019083662402678558,0,True,739320.520831564,2025-03-10,-51.479168436,8,1,0,7
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.20,2025-05-01,0.038167324805357117,0,True,739314.066400349,2025-03-04,-57.933599651,7,1,0,6
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.25,2025-05-01,0.047709156006696396,0,True,739312.343523422,2025-03-02,-59.656476578,4,1,0,3
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.30,2025-05-01,0.057250987208035675,0,True,739310.497683221,2025-02-28,-61.502316779,3,1,0,2
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.40,2025-05-01,0.076334649610714234,0,True,739307.119023421,2025-02-25,-64.880976579,4,1,0,3
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.095418312013392792,0,True,739303.326204482,2025-02-21,-68.673795518,5,1,0,4
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.60,2025-05-01,0.11450197441607135,0,True,739300.735979640,2025-02-18,-71.264020360,3,1,0,2
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.70,2025-05-01,0.13358563681874991,0,True,739298.543978104,2025-02-16,-73.456021896,2,1,0,1
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.75,2025-05-01,0.14312746802008919,0,True,739297.403692893,2025-02-15,-74.596307107,2,1,0,1
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.80,2025-05-01,0.15266929922142847,0,True,739296.319624294,2025-02-14,-75.680375706,1,1,0,0
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.90,2025-05-01,0.17175296162410703,0,True,739294.018389373,2025-02-12,-77.981610627,1,1,0,0
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.10,2025-09-05,0.019083662402678558,0,True,739575.090936503,2025-11-20,76.090936503,8,2,1,6
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.20,2025-09-05,0.038167324805357117,0,True,739610.966431857,2025-12-25,111.966431857,7,1,0,6
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.25,2025-09-05,0.047709156006696396,0,False,,,,4,0,0,4
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.30,2025-09-05,0.057250987208035675,0,False,,,,3,0,0,3
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.40,2025-09-05,0.076334649610714234,0,False,,,,4,0,0,4
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.095418312013392792,0,False,,,,5,0,0,5
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.60,2025-09-05,0.11450197441607135,0,False,,,,3,0,0,3
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.70,2025-09-05,0.13358563681874991,0,False,,,,2,0,0,2
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.75,2025-09-05,0.14312746802008919,0,False,,,,2,0,0,2
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.80,2025-09-05,0.15266929922142847,0,False,,,,1,0,0,1
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.90,2025-09-05,0.17175296162410703,0,False,,,,1,0,0,1
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.10,2024-05-21,0.017055045864037551,0,True,738950.949840491,2024-03-05,-76.050159509,9,1,0,8
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.20,2024-05-21,0.034110091728075102,0,True,738944.372990225,2024-02-28,-82.627009775,10,1,0,9
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.25,2024-05-21,0.04263761466009388,0,True,738943.001655014,2024-02-27,-83.998344986,9,1,0,8
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.30,2024-05-21,0.051165137592112657,0,True,738926.353176889,2024-02-10,-100.646823111,7,2,1,5
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.40,2024-05-21,0.068220183456150205,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.085275229320187759,0,False,,,,3,0,0,3
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.60,2024-05-21,0.10233027518422531,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.70,2024-05-21,0.11938532104826285,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.75,2024-05-21,0.12791284398028163,0,False,,,,5,0,0,5
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.80,2024-05-21,0.13644036691230041,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.90,2024-05-21,0.15349541277633796,0,False,,,,3,0,0,3
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.10,2024-08-24,0.017055045864037551,0,True,739220.677663204,2024-11-30,98.677663204,9,1,0,8
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.20,2024-08-24,0.034110091728075102,0,False,,,,10,0,0,10
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.25,2024-08-24,0.04263761466009388,0,False,,,,9,0,0,9
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.30,2024-08-24,0.051165137592112657,0,False,,,,7,0,0,7
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.40,2024-08-24,0.068220183456150205,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.085275229320187759,0,False,,,,3,0,0,3
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.60,2024-08-24,0.10233027518422531,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.70,2024-08-24,0.11938532104826285,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.75,2024-08-24,0.12791284398028163,0,False,,,,5,0,0,5
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.80,2024-08-24,0.13644036691230041,0,False,,,,4,0,0,4
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.90,2024-08-24,0.15349541277633796,0,False,,,,3,0,0,3
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.10,2025-05-01,0.022162248084279725,0,True,739320.532031911,2025-03-10,-51.467968089,9,1,0,8
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.20,2025-05-01,0.044324496168559449,0,True,739314.807518064,2025-03-04,-57.192481936,7,1,0,6
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.25,2025-05-01,0.055405620210699308,0,True,739313.083331508,2025-03-03,-58.916668492,5,1,0,4
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.30,2025-05-01,0.066486744252839167,0,True,739311.459853461,2025-03-01,-60.540146539,4,1,0,3
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.40,2025-05-01,0.088648992337118898,0,True,739308.445815931,2025-02-26,-63.554184069,3,1,0,2
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.11081124042139862,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.60,2025-05-01,0.13297348850567833,0,True,739302.286652172,2025-02-20,-69.713347828,5,1,0,4
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.70,2025-05-01,0.15513573658995805,0,True,739299.289060364,2025-02-17,-72.710939636,3,1,0,2
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.75,2025-05-01,0.16621686063209792,0,True,739297.806434376,2025-02-15,-74.193565624,3,1,0,2
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.80,2025-05-01,0.1772979846742378,0,True,739296.376429167,2025-02-14,-75.623570833,2,1,0,1
