scenario,member_or_default,event_id,event_year,direction,operator,model_level,observed_date,threshold_gsi21,event_date_gsi21,matched,selected_crossing_ordinal,selected_crossing_date,residual_days,global_same_direction_count,in_window_count,extra_in_window_count,out_of_window_count
BASE,GSI-2631,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24317977569110316,0.017414667808738661,False,,,,7,0,0,7
BASE,GSI-2634,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-2634,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-2634,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0028341209513727894,False,,,,0,0,0,0
BASE,GSI-2634,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14831272196250739,0.0028341209513727894,False,,,,6,0,0,6
BASE,GSI-2634,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.01472549643096927,False,,,,0,0,0,0
BASE,GSI-2634,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24040548546323573,0.01472549643096927,True,739331.994745829,2025-03-21,-40.005254171,6,1,0,5
BASE,GSI-2634,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0058266156290275317,False,,,,0,0,0,0
BASE,GSI-2634,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24040548546323573,0.0058266156290275317,False,,,,6,0,0,6
BASE,GSI-2635,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-2635,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13851541343753723,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-2635,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.002646903314272849,False,,,,0,0,0,0
BASE,GSI-2635,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13851541343753723,0.002646903314272849,False,,,,6,0,0,6
BASE,GSI-2635,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013752752961572065,False,,,,0,0,0,0
BASE,GSI-2635,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22452467172714935,0.013752752961572065,True,739331.994745829,2025-03-21,-40.005254171,6,1,0,5
BASE,GSI-2635,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0054417184319521085,False,,,,0,0,0,0
BASE,GSI-2635,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22452467172714935,0.0054417184319521085,False,,,,6,0,0,6
BASE,GSI-2636,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-2636,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13829463662962901,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-2636,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0026426844706794587,False,,,,0,0,0,0
BASE,GSI-2636,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13829463662962901,0.0026426844706794587,False,,,,6,0,0,6
BASE,GSI-2636,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013730832737508516,False,,,,0,0,0,0
BASE,GSI-2636,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22416680656911112,0.013730832737508516,True,739331.994745829,2025-03-21,-40.005254171,6,1,0,5
BASE,GSI-2636,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0054330449912488232,False,,,,0,0,0,0
BASE,GSI-2636,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22416680656911112,0.0054330449912488232,False,,,,6,0,0,6
BASE,GSI-2638,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-2638,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-2638,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-2638,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-2638,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-2638,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.12229836344461113,0,True,739305.389613156,2025-02-23,-66.610386844,4,1,0,3
BASE,GSI-2638,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-2638,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.12229836344461113,0,False,,,,4,0,0,4
BASE,GSI-3941,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-3941,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.060382169771905636,0,False,,,,3,0,0,3
BASE,GSI-3941,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-3941,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.060382169771905636,0,False,,,,3,0,0,3
BASE,GSI-3941,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-3941,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.095637841459647113,0,True,739303.326204482,2025-02-21,-68.673795518,5,1,0,4
BASE,GSI-3941,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-3941,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.095637841459647113,0,False,,,,5,0,0,5
BASE,GSI-3942,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-3942,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.060243567058885859,0,False,,,,3,0,0,3
BASE,GSI-3942,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-3942,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.060243567058885859,0,False,,,,3,0,0,3
BASE,GSI-3942,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-3942,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.095418312013392792,0,True,739303.326204482,2025-02-21,-68.673795518,5,1,0,4
BASE,GSI-3942,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-3942,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.095418312013392792,0,False,,,,5,0,0,5
BASE,GSI-3962,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-3962,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.085275229320187759,0,False,,,,3,0,0,3
BASE,GSI-3962,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-3962,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.085275229320187759,0,False,,,,3,0,0,3
BASE,GSI-3962,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-3962,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.11081124042139862,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
BASE,GSI-3962,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-3962,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.11081124042139862,0,False,,,,4,0,0,4
BASE,GSI-3963,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-3963,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.08507948646792178,0,False,,,,3,0,0,3
BASE,GSI-3963,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-3963,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.08507948646792178,0,False,,,,3,0,0,3
BASE,GSI-3963,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-3963,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.11055688158312715,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
BASE,GSI-3963,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
BASE,GSI-3963,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.11055688158312715,0,False,,,,4,0,0,4
BASE,GSI-4372,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0026246221015852433,False,,,,0,0,0,0
BASE,GSI-4372,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.11083879373556428,0.0026246221015852433,True,738947.128061334,2024-03-02,-79.871938666,6,2,1,4
BASE,GSI-4372,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.012493148788925884,False,,,,0,0,0,0
BASE,GSI-4372,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.11083879373556428,0.012493148788925884,False,,,,6,0,0,6
BASE,GSI-4372,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.033196315717632853,False,,,,0,0,0,0
BASE,GSI-4372,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22807101641173114,0.033196315717632853,True,739333.831482915,2025-03-23,-38.168517085,4,1,0,3
BASE,GSI-4372,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.014557727058410004,False,,,,0,0,0,0
BASE,GSI-4372,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22807101641173114,0.014557727058410004,False,,,,4,0,0,4
BASE,GSI-4377,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4377,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.10500787992072953,0,True,738944.552241575,2024-02-28,-82.447758425,6,2,1,4
BASE,GSI-4377,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.002281952184907881,False,,,,0,0,0,0
BASE,GSI-4377,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.10500787992072953,0.002281952184907881,False,,,,6,0,0,6
BASE,GSI-4377,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.010380751428527749,False,,,,0,0,0,0
BASE,GSI-4377,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.21143810898552154,0.010380751428527749,True,739330.934662836,2025-03-20,-41.065337164,4,1,0,3
BASE,GSI-4377,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0044470361060903948,False,,,,0,0,0,0
BASE,GSI-4377,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.21143810898552154,0.0044470361060903948,False,,,,4,0,0,4
BASE,GSI-4393,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0037314119157778186,False,,,,1,0,0,1
BASE,GSI-4393,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1565496817447134,0.0037314119157778186,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-4393,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.01776144620150347,False,,,,1,0,0,1
BASE,GSI-4393,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1565496817447134,0.01776144620150347,False,,,,6,0,0,6
BASE,GSI-4393,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.047195033507445548,True,739295.114983012,2025-02-13,-76.885016988,1,1,0,0
BASE,GSI-4393,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.25992044024401262,0.047195033507445548,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-4393,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.020696646644704792,False,,,,1,0,0,1
BASE,GSI-4393,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.25992044024401262,0.020696646644704792,False,,,,7,0,0,7
BASE,GSI-4394,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0035021058298558322,False,,,,0,0,0,0
BASE,GSI-4394,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14692924969822091,0.0035021058298558322,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-4394,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.016669953811837425,False,,,,0,0,0,0
BASE,GSI-4394,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14692924969822091,0.016669953811837425,False,,,,6,0,0,6
BASE,GSI-4394,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044294761799894479,False,,,,0,0,0,0
BASE,GSI-4394,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24394757524043126,0.044294761799894479,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-4394,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019424777673675259,False,,,,0,0,0,0
BASE,GSI-4394,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24394757524043126,0.019424777673675259,False,,,,7,0,0,7
BASE,GSI-4395,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0.0034969124883198035,False,,,,0,0,0,0
BASE,GSI-4395,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.1467113654273316,0.0034969124883198035,True,738947.212052154,2024-03-02,-79.787947846,6,2,1,4
BASE,GSI-4395,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.016645233609838769,False,,,,0,0,0,0
BASE,GSI-4395,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.1467113654273316,0.016645233609838769,False,,,,6,0,0,6
BASE,GSI-4395,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.044229076227424682,False,,,,0,0,0,0
BASE,GSI-4395,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24358582058861314,0.044229076227424682,True,739336.080663552,2025-03-26,-35.919336448,7,1,0,6
BASE,GSI-4395,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.019395972289251745,False,,,,0,0,0,0
BASE,GSI-4395,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24358582058861314,0.019395972289251745,False,,,,7,0,0,7
BASE,GSI-4398,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4398,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.14831272196250739,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-4398,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0032442398350823868,False,,,,0,0,0,0
BASE,GSI-4398,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.14831272196250739,0.0032442398350823868,False,,,,6,0,0,6
BASE,GSI-4398,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.014758261599542508,False,,,,0,0,0,0
BASE,GSI-4398,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.24080424150999272,0.014758261599542508,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-4398,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0063223286530039741,False,,,,0,0,0,0
BASE,GSI-4398,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.24080424150999272,0.0063223286530039741,False,,,,6,0,0,6
BASE,GSI-4399,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4399,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13851541343753723,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-4399,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0030299303802175811,False,,,,0,0,0,0
BASE,GSI-4399,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13851541343753723,0.0030299303802175811,False,,,,6,0,0,6
BASE,GSI-4399,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013783353713896065,False,,,,0,0,0,0
BASE,GSI-4399,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22489708656753796,0.013783353713896065,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-4399,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0059046854219303958,False,,,,0,0,0,0
BASE,GSI-4399,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22489708656753796,0.0059046854219303958,False,,,,6,0,0,6
BASE,GSI-4400,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4400,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.13829463662962901,0,True,738944.664576350,2024-02-28,-82.335423650,6,2,1,4
BASE,GSI-4400,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0.0030251010378294133,False,,,,0,0,0,0
BASE,GSI-4400,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.13829463662962901,0.0030251010378294133,False,,,,6,0,0,6
BASE,GSI-4400,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0.013761384715936166,False,,,,0,0,0,0
BASE,GSI-4400,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.22453862782530831,0.013761384715936166,True,739332.195000701,2025-03-22,-39.804999299,6,1,0,5
BASE,GSI-4400,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0.0058952740678665854,False,,,,0,0,0,0
BASE,GSI-4400,2025-rising,2025,rising,EVENT_YEAR_RELATIVE,0.50,2025-09-05,0.22453862782530831,0.0058952740678665854,False,,,,6,0,0,6
BASE,GSI-4402,2024-falling,2024,falling,ABSOLUTE_0_5,0.50,2024-05-21,0.5,0,False,,,,0,0,0,0
BASE,GSI-4402,2024-falling,2024,falling,EVENT_YEAR_RELATIVE,0.50,2024-05-21,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-4402,2024-rising,2024,rising,ABSOLUTE_0_5,0.50,2024-08-24,0.5,0,False,,,,0,0,0,0
BASE,GSI-4402,2024-rising,2024,rising,EVENT_YEAR_RELATIVE,0.50,2024-08-24,0.094247700729887599,0,False,,,,3,0,0,3
BASE,GSI-4402,2025-falling,2025,falling,ABSOLUTE_0_5,0.50,2025-05-01,0.5,0,False,,,,0,0,0,0
BASE,GSI-4402,2025-falling,2025,falling,EVENT_YEAR_RELATIVE,0.50,2025-05-01,0.12247055455611885,0,True,739305.411224007,2025-02-23,-66.588775993,4,1,0,3
BASE,GSI-4402,2025-rising,2025,rising,ABSOLUTE_0_5,0.50,2025-09-05,0.5,0,False,,,,0,0,0,0
