block,order,arm,run,pid,elapsed_ms,rss_kib,hwm_kib,smaps_rss_kib,private_clean_kib,private_dirty_kib,private_total_kib
1,AB,B,4,3189927,3184,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3227,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3269,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3311,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3354,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3395,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3437,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3478,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3520,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3561,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3603,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3644,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3686,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3727,47828,47828,47828,24988,22832,47820
1,AB,B,4,3189927,3768,48516,48516,48516,24988,23520,48508
1,AB,B,4,3189927,3809,52320,52320,52320,24988,27324,52312
1,AB,B,4,3189927,3851,49420,52216,49420,24988,24424,49412
1,AB,B,4,3189927,3891,50108,52216,50108,24988,25112,50100
1,AB,B,4,3189927,3933,50292,52216,50292,24988,25296,50284
1,AB,B,4,3189927,3975,50904,52216,50904,24988,25908,50896
1,AB,B,4,3189927,4017,51960,52216,51960,24988,26964,51952
1,AB,B,4,3189927,4058,52312,52312,52312,24988,27316,52304
1,AB,B,4,3189927,4099,52832,52832,52832,24988,27836,52824
1,AB,B,4,3189927,4140,53356,53356,53708,24988,28712,53700
1,AB,B,4,3189927,4182,54040,54040,54040,24988,29044,54032
1,AB,B,4,3189927,4223,54536,54536,54536,24988,29540,54528
1,AB,B,4,3189927,4264,55012,55012,55012,24988,30016,55004
1,AB,B,4,3189927,4305,55652,55652,55652,24988,30656,55644
1,AB,B,4,3189927,4350,56132,56132,56132,24988,31136,56124
1,AB,B,4,3189927,4394,56452,56452,56452,24988,31456,56444
1,AB,B,4,3189927,4437,57572,57572,57572,24988,32576,57564
1,AB,B,4,3189927,4481,58048,58048,58048,24988,33052,58040
1,AB,B,4,3189927,4525,58368,58368,58848,24988,33852,58840
1,AB,B,4,3189927,4568,59328,59328,59328,24988,34332,59320
1,AB,B,4,3189927,4612,59648,59648,59648,24988,34652,59640
1,AB,B,4,3189927,4656,60768,60768,60768,24988,35772,60760
1,AB,B,4,3189927,4700,61088,61088,61088,24988,36092,61080
1,AB,B,4,3189927,4744,61884,61884,61884,24988,36888,61876
1,AB,B,4,3189927,4787,62364,62364,62364,24988,37368,62356
1,AB,B,4,3189927,4832,63004,63004,63004,24988,38008,62996
1,AB,B,4,3189927,4875,63964,63964,63964,24988,38968,63956
1,AB,B,4,3189927,4919,64280,64280,64280,24988,39284,64272
1,AB,B,4,3189927,4961,64760,64760,64760,24988,39764,64752
1,AB,B,4,3189927,5006,65240,65240,65240,24988,40244,65232
1,AB,B,4,3189927,5050,66036,66036,66036,24988,41040,66028
1,AB,B,4,3189927,5093,66196,66196,66996,24988,42000,66988
1,AB,B,4,3189927,5137,67156,67156,67156,24988,42160,67148
1,AB,B,4,3189927,5181,67796,67796,67796,24988,42800,67788
1,AB,B,4,3189927,5224,67984,67984,67984,25112,42864,67976
1,AB,B,4,3189927,5267,68000,68000,68000,25112,42880,67992
1,AB,B,4,3189927,5310,68000,68000,68000,25112,42880,67992
1,AB,B,4,3189927,5352,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5394,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5436,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5477,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5519,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5560,72056,72056,72056,25112,46936,72048
1,AB,B,4,3189927,5600,73944,73944,75716,25116,50592,75708
2,BA,B,5,3192171,8,20904,20904,20904,19392,1504,20896
2,BA,B,5,3192171,48,25980,25980,27664,23648,4008,27656
2,BA,B,5,3192171,90,30404,30404,30404,23888,6508,30396
2,BA,B,5,3192171,131,31496,31496,31496,23888,7600,31488
2,BA,B,5,3192171,173,32156,32472,32160,23888,8264,32152
2,BA,B,5,3192171,215,32428,32472,32428,24016,8404,32420
2,BA,B,5,3192171,257,32428,32472,32428,24016,8404,32420
2,BA,B,5,3192171,298,32732,32732,32916,24016,8892,32908
2,BA,B,5,3192171,339,33072,33072,33072,24144,8920,33064
2,BA,B,5,3192171,380,33072,33072,33072,24144,8920,33064
2,BA,B,5,3192171,422,33280,33280,33280,24144,9128,33272
2,BA,B,5,3192171,464,33280,33280,33280,24144,9128,33272
2,BA,B,5,3192171,506,33280,33280,33280,24144,9128,33272
2,BA,B,5,3192171,548,33280,33280,33280,24144,9128,33272
2,BA,B,5,3192171,591,33380,33380,33380,24144,9228,33372
2,BA,B,5,3192171,634,33384,33384,33384,24144,9232,33376
2,BA,B,5,3192171,676,33432,33432,33432,24144,9280,33424
2,BA,B,5,3192171,719,33436,33436,33500,24144,9348,33492
2,BA,B,5,3192171,763,33504,33504,33532,24144,9380,33524
2,BA,B,5,3192171,805,33600,33600,33600,24144,9448,33592
2,BA,B,5,3192171,849,33848,33848,33848,24336,9504,33840
2,BA,B,5,3192171,892,34856,36464,34856,24528,10320,34848
2,BA,B,5,3192171,936,36112,36464,36112,24528,11576,36104
2,BA,B,5,3192171,979,36132,36464,36132,24528,11596,36124
2,BA,B,5,3192171,1022,36152,36464,36152,24528,11616,36144
2,BA,B,5,3192171,1064,36880,36880,36880,24528,12344,36872
2,BA,B,5,3192171,1106,36880,36880,36880,24528,12344,36872
2,BA,B,5,3192171,1148,36880,36880,36880,24528,12344,36872
2,BA,B,5,3192171,1192,37140,37140,37140,24528,12604,37132
2,BA,B,5,3192171,1236,37140,37140,37140,24528,12604,37132
2,BA,B,5,3192171,1278,37140,37140,37140,24528,12604,37132
2,BA,B,5,3192171,1320,37220,37220,37220,24528,12684,37212
2,BA,B,5,3192171,1363,37220,37220,37220,24528,12684,37212
2,BA,B,5,3192171,1405,37300,37300,37316,24528,12780,37308
2,BA,B,5,3192171,1449,37316,37316,37316,24528,12780,37308
2,BA,B,5,3192171,1492,37516,37516,37516,24528,12980,37508
2,BA,B,5,3192171,1534,37520,37520,37520,24528,12984,37512
2,BA,B,5,3192171,1577,37576,37576,37576,24528,13040,37568
2,BA,B,5,3192171,1620,37576,37576,37576,24528,13040,37568
2,BA,B,5,3192171,1663,37648,37648,37648,24528,13112,37640
2,BA,B,5,3192171,1706,37652,37652,37652,24528,13116,37644
2,BA,B,5,3192171,1750,37704,37704,37704,24528,13168,37696
2,BA,B,5,3192171,1792,38552,38552,38696,24528,14160,38688
2,BA,B,5,3192171,1835,40680,40680,40740,24528,16204,40732
2,BA,B,5,3192171,1878,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,1922,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,1965,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2010,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2054,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2097,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2140,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2184,42204,42204,42204,24528,17668,42196
2,BA,B,5,3192171,2226,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2270,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2313,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2356,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2401,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2445,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2488,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2530,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2573,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2616,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2659,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2702,42208,42208,42208,24528,17672,42200
2,BA,B,5,3192171,2746,44016,44016,44016,24528,19480,44008
2,BA,B,5,3192171,2789,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,2832,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,2876,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,2919,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,2963,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3006,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3049,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3092,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3135,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3178,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3222,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3266,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3309,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3352,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3397,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3440,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3482,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3525,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3567,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3612,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3656,47192,47192,47192,24528,22656,47184
2,BA,B,5,3192171,3699,48164,48164,48164,24528,23628,48156
2,BA,B,5,3192171,3742,51972,51972,51972,24528,27436,51964
2,BA,B,5,3192171,3786,49172,51880,49172,24528,24636,49164
2,BA,B,5,3192171,3829,49540,51880,49540,24528,25004,49532
2,BA,B,5,3192171,3872,50096,51880,50456,24528,25920,50448
2,BA,B,5,3192171,3916,50992,51880,50992,24528,26456,50984
2,BA,B,5,3192171,3959,51340,51880,51340,24528,26804,51332
2,BA,B,5,3192171,4002,52388,52388,52388,24528,27852,52380
2,BA,B,5,3192171,4047,52912,52912,52912,24528,28376,52904
2,BA,B,5,3192171,4093,53772,53772,53772,24528,29236,53764
2,BA,B,5,3192171,4137,54104,54104,54104,24528,29568,54096
2,BA,B,5,3192171,4180,54440,54440,54760,24528,30224,54752
2,BA,B,5,3192171,4226,55400,55400,55400,24528,30864,55392
2,BA,B,5,3192171,4270,55716,55716,55716,24528,31180,55708
2,BA,B,5,3192171,4313,56196,56196,56676,24528,32140,56668
2,BA,B,5,3192171,4357,57156,57156,57156,24528,32620,57148
2,BA,B,5,3192171,4401,57636,57636,57636,24528,33100,57628
2,BA,B,5,3192171,4445,58432,58432,58432,24528,33896,58424
2,BA,B,5,3192171,4490,58752,58752,58752,24528,34216,58744
2,BA,B,5,3192171,4533,59392,59392,59872,24528,35336,59864
2,BA,B,5,3192171,4577,60352,60352,60352,24528,35816,60344
2,BA,B,5,3192171,4621,60672,60672,60672,24528,36136,60664
2,BA,B,5,3192171,4665,61312,61312,61312,24528,36776,61304
2,BA,B,5,3192171,4709,61948,61948,61948,24528,37412,61940
2,BA,B,5,3192171,4753,62428,62428,63068,24528,38532,63060
2,BA,B,5,3192171,4797,63388,63388,63388,24528,38852,63380
2,BA,B,5,3192171,4841,64184,64184,64184,24528,39648,64176
2,BA,B,5,3192171,4885,64984,64984,64984,24528,40448,64976
2,BA,B,5,3192171,4929,64984,64984,64984,24528,40448,64976
2,BA,B,5,3192171,4973,65744,65744,65744,24528,41208,65736
2,BA,B,5,3192171,5018,66348,66348,66348,24528,41812,66340
2,BA,B,5,3192171,5061,66508,66508,66508,24528,41972,66500
2,BA,B,5,3192171,5105,67464,67464,67464,24528,42928,67456
2,BA,B,5,3192171,5150,67600,67600,67600,24600,42992,67592
2,BA,B,5,3192171,5193,67616,67616,67616,24600,43008,67608
2,BA,B,5,3192171,5236,67616,67616,67616,24600,43008,67608
2,BA,B,5,3192171,5280,71672,71672,71672,24600,47064,71664
2,BA,B,5,3192171,5322,71728,71728,71728,24656,47064,71720
2,BA,B,5,3192171,5364,71728,71728,71728,24656,47064,71720
2,BA,B,5,3192171,5406,71728,71728,71728,24656,47064,71720
2,BA,B,5,3192171,5448,71728,71728,71728,24656,47064,71720
2,BA,B,5,3192171,5490,71728,71728,71728,24656,47064,71720
2,BA,B,5,3192171,5532,70104,75728,58168,27152,31008,58160
3,AB,B,8,3194574,10,21884,21884,22784,21140,1636,22776
3,AB,B,8,3194574,53,29476,29476,29708,24592,5108,29700
3,AB,B,8,3194574,99,31652,31652,31652,24592,7052,31644
3,AB,B,8,3194574,143,32736,32736,32736,24592,8136,32728
3,AB,B,8,3194574,186,33132,33176,33132,24720,8404,33124
3,AB,B,8,3194574,230,33132,33176,33132,24720,8404,33124
3,AB,B,8,3194574,272,33368,33368,33368,24720,8640,33360
3,AB,B,8,3194574,315,33776,33776,33776,24848,8920,33768
3,AB,B,8,3194574,358,33776,33776,33776,24848,8920,33768
3,AB,B,8,3194574,401,33984,33984,33984,24848,9128,33976
3,AB,B,8,3194574,445,33984,33984,33984,24848,9128,33976
3,AB,B,8,3194574,488,33984,33984,33984,24848,9128,33976
3,AB,B,8,3194574,532,33984,33984,33984,24848,9128,33976
3,AB,B,8,3194574,575,34088,34088,34088,24848,9232,34080
3,AB,B,8,3194574,620,34088,34088,34088,24848,9232,34080
3,AB,B,8,3194574,664,34136,34136,34136,24848,9280,34128
3,AB,B,8,3194574,708,34204,34204,34204,24848,9348,34196
3,AB,B,8,3194574,752,34236,34236,34272,24848,9416,34264
3,AB,B,8,3194574,795,34356,34356,34356,24848,9500,34348
3,AB,B,8,3194574,838,34500,34500,35084,24912,10164,35076
3,AB,B,8,3194574,882,35240,36784,35240,24912,10320,35232
3,AB,B,8,3194574,925,36496,36784,36496,24912,11576,36488
3,AB,B,8,3194574,968,36536,36784,36536,24912,11616,36528
3,AB,B,8,3194574,1011,36760,36784,36984,24912,12064,36976
3,AB,B,8,3194574,1054,37260,37260,37260,24912,12340,37252
3,AB,B,8,3194574,1096,37260,37260,37260,24912,12340,37252
3,AB,B,8,3194574,1139,37264,37264,37264,24912,12344,37256
3,AB,B,8,3194574,1181,37520,37520,37520,24912,12600,37512
3,AB,B,8,3194574,1225,37520,37520,37520,24912,12600,37512
3,AB,B,8,3194574,1267,37784,37784,37784,24912,12864,37776
3,AB,B,8,3194574,1311,37784,37784,37784,24912,12864,37776
3,AB,B,8,3194574,1354,37820,37820,37820,24912,12900,37812
3,AB,B,8,3194574,1397,37840,37840,37840,24912,12920,37832
3,AB,B,8,3194574,1441,37840,37840,37840,24912,12920,37832
3,AB,B,8,3194574,1485,37960,37960,37960,24912,13040,37952
3,AB,B,8,3194574,1529,37964,37964,37964,24912,13044,37956
3,AB,B,8,3194574,1572,37964,37964,37964,24912,13044,37956
3,AB,B,8,3194574,1616,37992,37992,37992,24912,13072,37984
3,AB,B,8,3194574,1660,37996,37996,37996,24912,13076,37988
3,AB,B,8,3194574,1703,38080,38080,38080,24912,13160,38072
3,AB,B,8,3194574,1747,38216,38216,38264,24912,13344,38256
3,AB,B,8,3194574,1790,41052,41052,41052,24912,16132,41044
3,AB,B,8,3194574,1832,42656,42656,42656,24912,17736,42648
3,AB,B,8,3194574,1877,42656,42656,42656,24912,17736,42648
3,AB,B,8,3194574,1920,42656,42656,42656,24912,17736,42648
3,AB,B,8,3194574,1964,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2007,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2051,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2094,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2138,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2182,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2225,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2269,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2312,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2355,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2401,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2446,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2489,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2535,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2580,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2624,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2666,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2709,42660,42660,42660,24912,17740,42652
3,AB,B,8,3194574,2751,44436,44436,44436,24912,19516,44428
3,AB,B,8,3194574,2793,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,2837,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,2879,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,2923,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,2966,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3009,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3052,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3095,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3138,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3181,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3226,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3269,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3312,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3355,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3398,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3441,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3483,47612,47612,47612,24912,22692,47604
3,AB,B,8,3194574,3527,47648,47648,47648,24912,22728,47640
3,AB,B,8,3194574,3570,47648,47648,47648,24912,22728,47640
3,AB,B,8,3194574,3613,47648,47648,47648,24912,22728,47640
3,AB,B,8,3194574,3658,47648,47648,47648,24912,22728,47640
3,AB,B,8,3194574,3701,48584,48584,49644,24912,24724,49636
3,AB,B,8,3194574,3748,52172,52172,52172,24912,27252,52164
3,AB,B,8,3194574,3791,49444,52072,49444,24912,24524,49436
3,AB,B,8,3194574,3835,50500,52072,50500,24912,25580,50492
3,AB,B,8,3194574,3878,51048,52072,51048,24912,26128,51040
3,AB,B,8,3194574,3922,51396,52072,51744,24912,26824,51736
3,AB,B,8,3194574,3966,52444,52444,52444,24912,27524,52436
3,AB,B,8,3194574,4010,52792,52792,52792,24912,27872,52784
3,AB,B,8,3194574,4054,53840,53840,53840,24912,28920,53832
3,AB,B,8,3194574,4098,54176,54176,54176,24912,29256,54168
3,AB,B,8,3194574,4142,54988,54988,54988,24912,30068,54980
3,AB,B,8,3194574,4186,55468,55468,55468,24912,30548,55460
3,AB,B,8,3194574,4229,55788,55788,56424,24912,31504,56416
3,AB,B,8,3194574,4273,56584,56584,56584,24912,31664,56576
3,AB,B,8,3194574,4317,57064,57064,57064,24912,32144,57056
3,AB,B,8,3194574,4360,58024,58024,58024,24912,33104,58016
3,AB,B,8,3194574,4404,58344,58344,58344,24912,33424,58336
3,AB,B,8,3194574,4447,58824,58824,59144,24912,34224,59136
3,AB,B,8,3194574,4493,59620,59620,59620,24912,34700,59612
3,AB,B,8,3194574,4536,60260,60260,60260,24912,35340,60252
3,AB,B,8,3194574,4580,61220,61220,61220,24912,36300,61212
3,AB,B,8,3194574,4624,61540,61540,61540,24912,36620,61532
3,AB,B,8,3194574,4667,62020,62020,62340,24912,37420,62332
3,AB,B,8,3194574,4710,62656,62656,62656,24912,37736,62648
3,AB,B,8,3194574,4754,63136,63136,63136,24912,38216,63128
3,AB,B,8,3194574,4798,64096,64096,64096,24912,39176,64088
3,AB,B,8,3194574,4842,64416,64416,64416,24912,39496,64408
3,AB,B,8,3194574,4886,65532,65532,65532,24912,40612,65524
3,AB,B,8,3194574,4930,65852,65852,65852,24912,40932,65844
3,AB,B,8,3194574,4975,66172,66172,66172,24912,41252,66164
3,AB,B,8,3194574,5020,67128,67128,67128,24912,42208,67120
3,AB,B,8,3194574,5064,67572,67572,67572,24912,42652,67564
3,AB,B,8,3194574,5107,68404,68404,68404,25040,43356,68396
3,AB,B,8,3194574,5151,68420,68420,68420,25040,43372,68412
3,AB,B,8,3194574,5194,68420,68420,68420,25040,43372,68412
3,AB,B,8,3194574,5237,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5282,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5326,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5370,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5413,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5457,72476,72476,72476,25040,47428,72468
3,AB,B,8,3194574,5501,62104,76452,62424,27856,34560,62416
4,BA,B,9,3196718,9,20908,20908,21996,20356,1632,21988
4,BA,B,9,3196718,52,28724,28724,29144,23892,5244,29136
4,BA,B,9,3196718,97,30952,30952,30952,23892,7052,30944
4,BA,B,9,3196718,141,32036,32036,32036,23892,8136,32028
4,BA,B,9,3196718,184,32432,32476,32432,24020,8404,32424
4,BA,B,9,3196718,228,32432,32476,32432,24020,8404,32424
4,BA,B,9,3196718,271,32668,32668,32668,24020,8640,32660
4,BA,B,9,3196718,314,33076,33076,33076,24148,8920,33068
4,BA,B,9,3196718,358,33076,33076,33076,24148,8920,33068
4,BA,B,9,3196718,402,33284,33284,33284,24148,9128,33276
4,BA,B,9,3196718,444,33284,33284,33284,24148,9128,33276
4,BA,B,9,3196718,488,33284,33284,33284,24148,9128,33276
4,BA,B,9,3196718,532,33284,33284,33284,24148,9128,33276
4,BA,B,9,3196718,576,33388,33388,33388,24148,9232,33380
4,BA,B,9,3196718,619,33388,33388,33392,24148,9236,33384
4,BA,B,9,3196718,662,33436,33436,33436,24148,9280,33428
4,BA,B,9,3196718,705,33504,33504,33504,24148,9348,33496
4,BA,B,9,3196718,747,33536,33536,33572,24148,9416,33564
4,BA,B,9,3196718,790,33656,33656,33656,24148,9500,33648
4,BA,B,9,3196718,833,34120,34120,35064,24532,10524,35056
4,BA,B,9,3196718,876,34860,36468,34860,24532,10320,34852
4,BA,B,9,3196718,918,36116,36468,36116,24532,11576,36108
