run,elapsed_ms,rss_kib,hwm_kib,smaps_rollup_rss_kib,smaps_rollup_private_kib
6,2049,42704,42704,42704,17596
6,2085,42704,42704,42704,17596
6,2120,42704,42704,42704,17596
6,2155,42708,42708,42708,17600
6,2190,42708,42708,42708,17600
6,2226,42708,42708,42708,17600
6,2261,42708,42708,42708,17600
6,2297,42708,42708,42708,17600
6,2332,42708,42708,42708,17600
6,2367,42708,42708,42708,17600
6,2404,42708,42708,42708,17600
6,2439,42708,42708,42708,17600
6,2474,42708,42708,42708,17600
6,2508,42708,42708,42708,17600
6,2542,42708,42708,42708,17600
6,2577,42708,42708,42708,17600
6,2612,42708,42708,42708,17600
6,2647,43476,43476,44128,19656
6,2682,44764,45936,47968,22860
6,2717,47968,47968,47968,22860
6,2752,47968,47968,47968,22860
6,2787,47968,47968,47968,22860
6,2821,47968,47968,47968,22860
6,2856,47968,47968,47968,22860
6,2891,47968,47968,47968,22860
6,2926,47968,47968,47968,22860
6,2960,47968,47968,47968,22860
6,2996,47968,47968,47968,22860
6,3031,47968,47968,47968,22860
6,3066,47968,47968,47968,22860
6,3100,47968,47968,47968,22860
6,3135,47968,47968,47968,22860
6,3170,47968,47968,47968,22860
6,3205,47968,47968,47968,22860
6,3240,47968,47968,47968,22860
6,3275,47968,47968,47968,22860
6,3310,47968,47968,47968,22860
6,3345,47968,47968,47968,22860
6,3381,47968,47968,47968,22860
6,3416,47968,47968,47968,22860
6,3451,47968,47968,47968,22860
6,3487,47968,47968,47968,22860
6,3522,47968,47968,47968,22860
6,3556,47968,47968,47968,22860
6,3592,47968,47968,47968,22860
6,3627,47980,47980,47980,22872
6,3662,48656,48656,48872,27160
6,3697,52268,52268,52268,27160
6,3732,45724,51892,45724,20616
6,3768,49552,51892,49552,25132
6,3803,50240,51892,50612,25504
6,3838,51168,51892,51168,26060
6,3874,51344,51892,51344,26236
6,3909,52052,52052,52052,26944
6,3946,52400,52400,52400,27292
6,3982,52924,52924,53276,28168
6,4018,53800,53800,53800,28692
6,4054,53956,53956,53956,28848
6,4090,54628,54628,54628,29520
6,4126,54944,54944,54944,29836
6,4163,55440,55440,55440,30652
6,4199,55760,55760,56400,31292
6,4235,56560,56560,56560,31452
6,4271,57196,57196,57196,32088
6,4307,57676,57676,57676,32568
6,4342,58316,58316,58316,33208
6,4378,58316,58316,58316,33208
6,4413,58956,58956,58956,33848
6,4449,59276,59276,59276,34804
6,4486,60232,60232,60232,35124
6,4522,60872,60872,60872,35764
6,4559,61032,61032,61032,35924
6,4595,61672,61672,61672,36564
6,4631,61832,61832,61832,36724
6,4667,62472,62472,62792,37844
6,4703,63588,63588,63588,38480
6,4741,64068,64068,64068,38960
6,4776,64388,64388,64388,39280
6,4814,64708,64708,64708,39600
6,4850,65184,65184,65184,40076
6,4886,65504,65504,65984,40876
6,4922,66304,66304,66304,41196
6,4959,66940,66940,66940,41832
6,4995,67260,67260,67260,42152
6,5032,67740,67740,67740,42632
6,5069,67972,67972,67972,42856
6,5105,68052,68052,68052,42872
6,5141,68052,68052,68052,42872
6,5176,68052,68052,68052,42872
6,5212,72108,72108,72108,46928
6,5248,72108,72108,72108,46928
6,5284,72108,72108,72108,46928
6,5319,72108,72108,72108,46928
6,5355,72108,72108,72108,46928
6,5390,72108,72108,72108,46928
6,5427,72108,72108,74348,50752
6,5464,70208,75624,0,0
7,3,16788,20548,20936,1456
7,38,24484,25556,25556,1660
7,73,30908,31156,31156,6508
7,107,31700,31700,31728,7264
7,143,32784,32784,32784,8136
7,178,33220,33220,33220,8404
7,213,33220,33220,33220,8404
7,249,33240,33240,33240,8424
7,284,33736,33736,33736,8920
7,320,33864,33864,33864,8920
7,355,33864,33864,33864,8920
7,391,34072,34072,34072,9128
7,426,34072,34072,34072,9128
7,461,34072,34072,34072,9128
7,496,34072,34072,34072,9128
7,531,34072,34072,34072,9128
7,566,34176,34176,34176,9232
7,601,34176,34176,34176,9232
7,635,34224,34224,34224,9280
7,670,34224,34224,34228,9348
7,705,34296,34296,34296,9352
7,741,34392,34392,34392,9448
7,776,34444,34444,34444,9500
7,811,34524,34524,34524,9580
7,846,35264,36556,35264,10320
7,882,36464,36556,36464,11576
7,918,36540,36556,36540,11596
7,953,36560,36560,36560,11616
7,987,36784,36784,36784,12000
7,1022,37288,37288,37288,12344
7,1058,37288,37288,37288,12344
7,1094,37288,37288,37288,12344
7,1128,37296,37532,37532,12604
7,1163,37548,37548,37548,12604
7,1198,37548,37548,37548,12604
7,1234,37812,37812,37812,12868
7,1270,37812,37812,37812,12868
7,1305,37812,37812,37812,12868
7,1340,37824,37824,37824,12892
7,1375,37836,37836,37836,12892
7,1411,37836,37836,37836,12892
7,1447,37984,37984,37984,13040
7,1482,37984,37984,37984,13040
7,1518,37984,37984,37984,13040
7,1553,37984,37984,37984,13040
7,1588,38020,38020,38020,13076
7,1625,38024,38024,38024,13088
7,1660,38068,38104,38104,13160
7,1695,38104,38104,38104,13160
7,1730,39224,39224,39224,15176
7,1765,40956,41028,41092,16148
7,1802,42508,42508,42508,17564
7,1837,42508,42508,42508,17564
7,1872,42508,42508,42508,17564
7,1909,42508,42508,42508,17564
7,1945,42508,42508,42508,17564
7,1980,42508,42508,42508,17564
7,2016,42508,42508,42508,17564
7,2052,42508,42508,42508,17564
7,2087,42508,42508,42508,17564
7,2122,42508,42508,42508,17564
7,2158,42512,42512,42512,17568
7,2194,42512,42512,42512,17568
7,2229,42512,42512,42512,17568
7,2265,42512,42512,42512,17568
7,2300,42512,42512,42512,17568
7,2335,42512,42512,42512,17568
7,2371,42512,42512,42512,17568
7,2406,42512,42512,42512,17568
7,2441,42512,42512,42512,17568
7,2478,42512,42512,42512,17568
7,2513,42512,42512,42512,17568
7,2548,42512,42512,42512,17568
7,2583,42512,42512,42512,17568
7,2620,42512,42512,42512,17568
7,2657,42592,42592,42592,18332
7,2693,44564,44564,44568,19944
7,2729,47772,47772,47772,22828
7,2764,47772,47772,47772,22828
7,2800,47772,47772,47772,22828
7,2836,47772,47772,47772,22828
7,2871,47772,47772,47772,22828
7,2906,47772,47772,47772,22828
7,2942,47772,47772,47772,22828
7,2978,47772,47772,47772,22828
7,3013,47772,47772,47772,22828
7,3048,47772,47772,47772,22828
7,3082,47772,47772,47772,22828
7,3118,47772,47772,47772,22828
7,3154,47772,47772,47772,22828
7,3189,47772,47772,47772,22828
7,3225,47772,47772,47772,22828
7,3261,47772,47772,47772,22828
7,3296,47772,47772,47772,22828
7,3331,47772,47772,47772,22828
7,3367,47772,47772,47772,22828
7,3402,47772,47772,47772,22828
7,3438,47772,47772,47772,22828
7,3474,47772,47772,47772,22828
7,3510,47772,47772,47772,22828
7,3545,47772,47772,47772,22828
7,3580,47784,47784,47784,22840
7,3615,48460,51944,52264,27320
7,3651,52264,52264,52264,27320
7,3686,49460,51844,49460,24516
7,3722,49896,51844,49896,24952
7,3758,50452,51844,50452,25508
7,3795,50996,51844,50996,26052
7,3830,51348,51872,51872,26928
7,3866,52396,52396,52396,27452
7,3902,52744,52744,52744,27800
7,3938,53440,53440,53440,28496
7,3974,53792,53792,53792,28848
7,4010,54124,54124,54124,29500
7,4045,54444,54444,54924,29980
7,4081,55084,55084,55084,30140
7,4117,55724,55724,55724,30780
7,4153,56200,56200,56200,31256
7,4189,56520,56520,56520,31576
7,4226,57160,57160,57160,32216
7,4263,57640,57640,57960,33016
7,4298,58280,58280,58280,33336
7,4335,58756,58756,58756,33812
7,4371,59236,59236,59236,34292
7,4407,59716,59716,59716,34772
7,4443,60036,60036,60036,35572
7,4480,60516,60836,60836,35892
7,4516,61476,61476,61476,36532
7,4552,61796,61796,61796,36852
7,4589,62272,62272,62272,37328
7,4626,62752,62752,62752,37808
7,4662,63072,63712,63712,38768
7,4698,64032,64032,64032,39088
7,4734,64508,64508,64508,39564
7,4771,64988,64988,64988,40044
7,4807,65468,65468,65468,40524
7,4843,65948,65948,65948,41164
7,4880,66108,66108,66584,41640
7,4917,67384,67384,67384,42440
7,4954,67864,67864,67864,42920
7,4990,68500,68564,68564,43620
7,5026,68628,68628,68628,43620
7,5063,68644,68644,68644,43636
7,5099,68644,68644,68644,43636
7,5134,72700,72700,72700,47692
7,5171,72700,72700,72700,47692
7,5206,72700,72700,72700,47692
7,5241,72700,72700,72700,47692
7,5278,72700,72700,72700,47692
7,5313,72700,72700,72700,47692
7,5349,72700,72700,72700,47692
7,5385,62808,76260,62808,35472
8,3,19576,20356,20640,1504
8,38,25520,25520,25672,2088
8,73,30988,30988,30988,6508
8,108,31532,31532,31600,7296
8,143,32616,32616,32616,8136
8,179,33460,33460,33460,8404
8,214,33460,33460,33460,8404
8,249,33480,33480,33480,8424
8,284,33976,33976,33976,8920
8,320,33976,33976,33976,8920
8,355,33976,33976,33976,8920
8,390,34184,34184,34184,9128
8,425,34184,34184,34184,9128
8,461,34184,34184,34184,9128
8,496,34184,34184,34184,9128
8,532,34184,34184,34184,9128
8,567,34288,34288,34288,9232
8,602,34288,34288,34288,9232
8,637,34336,34336,34336,9280
8,672,34336,34336,34404,9348
8,706,34408,34408,34408,9352
8,742,34504,34504,34504,9448
8,777,34556,34556,34556,9500
8,813,34636,34636,34636,9580
8,849,35424,36576,35424,10320
8,884,36624,36624,36680,11576
8,920,36700,36700,36700,11596
8,955,36720,36720,36720,11616
8,990,36944,36944,37244,12292
8,1026,37444,37444,37444,12340
8,1062,37444,37444,37444,12340
8,1097,37444,37444,37444,12340
8,1132,37688,37688,37708,12604
8,1168,37708,37708,37708,12604
8,1203,37708,37708,37708,12604
8,1240,37748,37748,37748,12644
8,1275,37748,37748,37748,12644
8,1310,37748,37748,37748,12644
8,1345,37868,37868,37880,12776
8,1380,37880,37880,37880,12776
8,1415,37880,37880,37880,12972
8,1452,38080,38080,38080,12976
8,1487,38080,38080,38080,12976
8,1522,38136,38136,38136,13032
8,1558,38136,38136,38136,13032
8,1593,38144,38144,38144,13040
8,1628,38148,38148,38148,13112
8,1664,38228,38232,38232,13128
8,1699,38232,38232,38232,13128
8,1734,39416,39416,39416,15208
8,1769,41252,41252,41288,16632
8,1805,42896,42896,42896,17792
8,1840,42896,42896,42896,17792
8,1875,42896,42896,42896,17792
8,1911,42896,42896,42896,17792
8,1946,42896,42896,42896,17792
8,1981,42896,42896,42896,17792
8,2016,42896,42896,42896,17792
8,2051,42896,42896,42896,17792
8,2087,42896,42896,42896,17792
8,2123,42896,42896,42896,17792
8,2159,42900,42900,42900,17796
8,2193,42900,42900,42900,17796
8,2229,42900,42900,42900,17796
8,2265,42900,42900,42900,17796
8,2301,42900,42900,42900,17796
8,2336,42900,42900,42900,17796
8,2371,42900,42900,42900,17796
8,2406,42900,42900,42900,17796
8,2441,42900,42900,42900,17796
8,2477,42900,42900,42900,17796
8,2513,42900,42900,42900,17796
8,2549,42900,42900,42900,17796
8,2585,42900,42900,42900,17796
8,2620,42900,42900,42900,17796
8,2656,43616,43616,43616,19804
8,2692,45740,47824,47824,22720
8,2728,47828,47828,47828,22724
8,2763,47828,47828,47828,22724
8,2798,47828,47828,47828,22724
8,2834,47828,47828,47828,22724
8,2869,47828,47828,47828,22724
8,2904,47828,47828,47828,22724
8,2939,47828,47828,47828,22724
8,2974,47828,47828,47828,22724
8,3010,47828,47828,47828,22724
8,3046,47828,47828,47828,22724
8,3081,47828,47828,47828,22724
8,3117,47828,47828,47828,22724
8,3153,47828,47828,47828,22724
8,3189,47828,47828,47828,22724
8,3225,47828,47828,47828,22724
8,3261,47828,47828,47828,22724
8,3296,47828,47828,47828,22724
8,3332,47828,47828,47828,22724
8,3368,47828,47828,47828,22724
8,3403,47828,47828,47828,22724
8,3439,47828,47828,47828,22724
8,3474,47828,47828,47828,22724
8,3509,47828,47828,47828,22724
8,3545,47828,47828,47828,22724
8,3582,47908,48580,48580,23476
8,3617,52388,52388,52388,27284
8,3654,52388,52388,52388,27284
8,3690,49616,51864,49616,24512
8,3725,50236,51864,50236,25132
8,3761,50608,51864,50608,25504
8,3796,51152,51864,51500,26396
8,3832,51500,52212,52212,27108
8,3869,52560,52560,52560,27456
8,3906,53084,53084,53084,27980
8,3943,53432,53432,53432,28328
8,3978,53956,53956,53956,29028
8,4014,54132,54624,54624,29520
8,4051,55104,55104,55104,30000
8,4086,55744,55744,55744,30640
8,4122,55904,55904,55904,30800
8,4158,56544,56544,56544,31440
8,4194,56700,56700,56700,31596
8,4230,57660,57660,57660,32556
8,4267,57972,57972,57972,32868
8,4303,58452,58452,58452,33348
8,4339,58932,58932,58932,33828
8,4375,59412,59412,59412,34308
8,4410,59888,59888,59888,35264
8,4446,60368,60368,60848,35744
8,4483,61008,61008,61008,35904
8,4519,61488,61488,61488,36384
8,4556,61968,61968,61968,36864
8,4592,62448,62448,62448,37344
8,4627,63084,63084,63084,38300
8,4664,63672,63884,63884,38780
8,4701,64204,64204,64204,39100
8,4737,64684,64684,64684,39580
8,4773,65640,65640,65640,40536
8,4809,65800,65800,65800,40696
8,4846,66440,66440,66600,41496
8,4881,67076,67076,67076,41972
8,4919,67236,67236,67236,42132
8,4955,68036,68036,68036,42932
8,4992,68356,68360,68548,43316
8,5028,68548,68548,68548,43316
8,5064,68564,68564,68564,43332
8,5100,68564,68564,68564,43332
8,5136,72620,72620,72620,47388
8,5172,72620,72620,72620,47388
8,5209,72620,72620,72620,47388
8,5244,72620,72620,72620,47388
8,5279,72620,72620,72620,47388
8,5314,72620,72620,72620,47388
8,5349,72620,72620,72620,47388
8,5385,70840,76136,70840,43304
9,3,16844,19508,20828,1504
9,39,25900,25900,26052,2088
9,74,31316,31316,31316,6508
9,110,31860,31928,32072,7496
9,145,32944,32944,32944,8428
9,180,33796,33796,33796,8404
9,215,33796,33796,33796,8404
9,251,33816,33816,33816,8424
9,287,34312,34312,34312,8920
9,322,34312,34312,34312,8920
9,356,34312,34312,34312,8920
9,392,34520,34520,34520,9128
9,428,34520,34520,34520,9128
9,463,34520,34520,34520,9128
9,498,34520,34520,34520,9128
9,533,34520,34520,34520,9128
9,568,34624,34624,34624,9232
9,603,34624,34624,34624,9232
9,638,34672,34672,34672,9280
9,673,34672,34672,34676,9348
9,709,34744,34744,34744,9352
9,743,34840,34840,34840,9448
9,779,34892,34892,34892,9500
9,813,35036,35036,35036,9580
9,848,35840,37132,35840,10320
9,883,37040,37132,37040,11576
9,918,37116,37132,37116,11596
9,953,37136,37136,37136,11616
9,988,37360,37360,37360,12032
9,1024,37860,37860,37860,12340
9,1059,37860,37860,37860,12340
9,1094,37860,37860,37860,12340
9,1129,37928,37928,38072,12588
9,1164,38120,38120,38120,12600
9,1199,38120,38120,38120,12600
9,1235,38308,38308,38308,12788
9,1270,38312,38312,38312,12792
9,1306,38312,38312,38312,12792
9,1341,38316,38316,38316,12796
9,1377,38320,38320,38320,12800
9,1412,38320,38320,38320,12800
9,1447,38416,38416,38416,12896
9,1481,38416,38416,38416,12896
9,1516,38460,38460,38468,12948
9,1551,38468,38468,38468,12948
9,1585,38536,38536,38536,13016
9,1621,38544,38544,38544,13024
9,1656,38640,38640,38640,13120
9,1691,38680,38680,38680,13160
9,1726,39524,39656,39656,14136
9,1762,41592,41592,41592,16072
9,1797,43132,43132,43132,17612
9,1833,43132,43132,43132,17612
9,1868,43132,43132,43132,17612
9,1902,43132,43132,43132,17612
9,1938,43132,43132,43132,17612
9,1973,43132,43132,43132,17612
9,2007,43132,43132,43132,17612
9,2042,43132,43132,43132,17612
9,2078,43132,43132,43132,17612
9,2113,43132,43132,43132,17612
9,2148,43136,43136,43136,17616
9,2182,43136,43136,43136,17616
9,2217,43136,43136,43136,17616
9,2252,43136,43136,43136,17616
9,2287,43136,43136,43136,17616
9,2322,43136,43136,43136,17616
9,2358,43136,43136,43136,17616
9,2393,43136,43136,43136,17616
9,2429,43136,43136,43136,17616
9,2464,43136,43136,43136,17616
9,2500,43136,43136,43136,17616
9,2536,43136,43136,43136,17616
9,2572,43136,43136,43136,17616
9,2607,43136,43136,43136,17616
9,2642,43180,43180,43180,18352
9,2677,45164,45164,45164,19976
9,2713,48372,48372,48372,22852
9,2748,48372,48372,48372,22852
9,2783,48372,48372,48372,22852
9,2818,48372,48372,48372,22852
9,2854,48372,48372,48372,22852
9,2890,48372,48372,48372,22852
9,2925,48372,48372,48372,22852
9,2960,48372,48372,48372,22852
9,2995,48372,48372,48372,22852
9,3031,48372,48372,48372,22852
9,3067,48372,48372,48372,22852
9,3103,48372,48372,48372,22852
9,3139,48372,48372,48372,22852
9,3174,48372,48372,48372,22852
9,3209,48372,48372,48372,22852
9,3244,48372,48372,48372,22852
9,3279,48372,48372,48372,22852
9,3315,48372,48372,48372,22852
9,3351,48372,48372,48372,22852
9,3387,48372,48372,48372,22852
9,3424,48372,48372,48372,22852
9,3460,48372,48372,48372,22852
9,3495,48372,48372,48372,22852
9,3531,48372,48372,48372,22852
9,3565,48384,48384,48384,22864
9,3601,49060,52864,52864,27344
9,3637,52864,52864,52864,27344
9,3672,49984,52548,49984,24464
9,3708,50672,52548,50672,25152
9,3743,50856,52548,50856,25336
9,3779,51412,52548,51412,25892
9,3815,51948,52548,51948,27148
9,3852,52844,52844,52844,27324
9,3888,53540,53540,53540,28020
9,3924,53888,53888,53888,28368
9,3959,54588,54588,54588,29068
9,3996,54748,54748,54748,29228
9,4032,55240,55240,55240,30040
9,4067,55560,56200,56200,30680
9,4102,56360,56360,56360,30840
9,4138,57000,57000,57000,31480
9,4174,57480,57480,57480,31960
9,4210,57956,57956,57956,32436
9,4246,58276,58276,58276,32756
9,4282,58596,58596,58596,33556
9,4318,59556,59556,59556,34036
9,4354,59876,59876,59876,34356
9,4390,60356,60356,60356,34836
9,4426,60836,60836,60836,35316
9,4462,61472,61472,61472,35952
9,4497,61792,61792,61792,36272
9,4533,62272,62272,62592,37072
9,4569,63232,63232,63232,37712
9,4606,63392,63392,63392,37872
9,4643,64188,64188,64188,38668
9,4679,64188,64188,64188,38668
9,4715,64828,64828,64828,39948
9,4752,65468,65628,65628,40108
9,4790,66104,66104,66104,40584
9,4825,66424,66424,66424,40904
9,4862,66904,66904,66904,41384
9,4899,67384,67384,67384,41864
9,4936,67704,67704,68020,42500
9,4972,68660,68660,68660,43140
9,5008,68788,68788,68788,43204
9,5045,68868,68868,68868,43220
9,5081,68868,68868,68868,43220
9,5117,68868,69144,71196,46736
9,5153,73200,73200,73200,47552
9,5190,73200,73200,73200,47552
9,5225,73200,73200,73200,47552
9,5260,73200,73200,73200,47552
9,5295,73200,73200,73200,47552
9,5330,73200,73200,73200,47552
9,5366,69144,76816,70924,43468
10,3,8252,19632,19712,1456
10,38,25752,25752,25752,1812
10,73,31092,31196,31196,6508
10,108,31740,31740,31768,7264
10,144,32824,32824,32824,8136
10,179,33700,33700,33700,8404
10,214,33700,33700,33700,8404
10,248,33720,33720,33720,8424
10,283,34216,34216,34216,8920
10,318,34216,34216,34216,8920
10,353,34216,34216,34216,8920
10,388,34424,34424,34424,9128
10,423,34424,34424,34424,9128
10,459,34424,34424,34424,9128
10,494,34424,34424,34424,9128
10,529,34424,34424,34424,9128
10,564,34528,34528,34528,9232
10,599,34528,34528,34528,9232
10,637,34576,34576,34576,9280
10,673,34576,34576,34576,9348
10,708,34648,34648,34648,9352
10,743,34744,34744,34744,9448
10,779,34796,34796,34796,9500
10,814,34940,34940,34940,9580
10,849,35680,36876,35680,10320
10,884,36880,36880,36936,11576
10,919,36956,36956,36956,11596
10,953,36976,36976,36976,11616
10,988,37204,37204,37204,12072
10,1024,37704,37704,37704,12344
10,1059,37704,37704,37704,12344
10,1094,37704,37704,37704,12344
10,1129,37764,37764,37952,12592
10,1164,37972,37972,37972,12612
10,1199,37972,37972,37972,12612
10,1234,38240,38240,38240,12880
10,1271,38256,38256,38256,12896
10,1305,38256,38256,38256,12896
10,1341,38260,38260,38276,12916
10,1376,38276,38276,38276,12916
10,1412,38276,38276,38276,12916
10,1447,38368,38368,38368,13008
10,1482,38368,38368,38368,13008
10,1517,38368,38368,38368,13008
10,1552,38368,38368,38368,13008
10,1586,38404,38404,38404,13044
10,1622,38408,38408,38408,13048
10,1659,38488,38488,38524,13164
10,1694,38524,38524,38524,13164
10,1729,39464,39680,39680,14320
10,1764,41408,41476,41476,16172
10,1799,42948,42948,42948,17588
10,1834,42948,42948,42948,17588
10,1870,42948,42948,42948,17588
10,1905,42948,42948,42948,17588
10,1941,42948,42948,42948,17588
10,1977,42948,42948,42948,17588
10,2012,42948,42948,42948,17588
10,2047,42948,42948,42948,17588
10,2082,42948,42948,42948,17588
10,2117,42948,42948,42948,17588
10,2152,42952,42952,42952,17592
10,2188,42952,42952,42952,17592
10,2224,42952,42952,42952,17592
10,2260,42952,42952,42952,17592
10,2295,42952,42952,42952,17592
10,2331,42952,42952,42952,17592
10,2367,42952,42952,42952,17592
10,2402,42952,42952,42952,17592
10,2437,42952,42952,42952,17592
10,2474,42952,42952,42952,17592
10,2509,42952,42952,42952,17592
10,2545,42952,42952,42952,17592
10,2580,42952,42952,42952,17592
10,2616,42952,42952,42952,17592
10,2652,43636,43672,43672,18964
10,2688,44960,46804,48164,22804
10,2723,48176,48176,48176,22816
10,2758,48176,48176,48176,22816
10,2794,48176,48176,48176,22816
10,2831,48176,48176,48176,22816
10,2866,48176,48176,48176,22816
10,2902,48176,48176,48176,22816
10,2938,48176,48176,48176,22816
10,2973,48176,48176,48176,22816
10,3009,48176,48176,48176,22816
10,3044,48176,48176,48176,22816
10,3079,48176,48176,48176,22816
10,3114,48176,48176,48176,22816
10,3150,48176,48176,48176,22816
10,3185,48176,48176,48176,22816
10,3220,48176,48176,48176,22816
10,3256,48176,48176,48176,22816
10,3292,48176,48176,48176,22816
10,3328,48176,48176,48176,22816
10,3364,48176,48176,48176,22816
10,3400,48176,48176,48176,22816
10,3436,48176,48176,48176,22816
10,3472,48176,48176,48176,22816
10,3508,48176,48176,48176,22816
10,3544,48176,48176,48176,22816
10,3579,48188,48860,48860,23500
10,3614,52476,52476,52476,27116
10,3651,52476,52476,52476,27116
10,3687,49728,51908,49728,24368
10,3723,50600,51908,50600,25240
10,3759,50968,51908,50968,25608
10,3794,51516,51908,51692,26332
10,3832,52216,52216,52216,26856
10,3868,52736,52736,52736,27376
10,3904,53260,53260,53260,27900
10,3941,53612,53612,53612,28252
10,3977,54136,54136,54136,29108
10,4013,54468,55136,55136,29776
10,4049,55456,55456,55456,30096
10,4084,55936,55936,55936,30576
10,4120,56096,56096,56096,30736
10,4156,56736,56736,56736,31376
10,4193,57056,57056,57056,31696
10,4229,57532,57532,57692,32332
10,4265,58332,58332,58332,32972
10,4302,58812,58812,58812,33452
10,4337,59292,59292,59292,33932
10,4375,59772,59772,59772,34412
10,4411,60252,60252,60252,35212
10,4447,60572,61048,61048,35688
10,4483,61528,61528,61528,36168
10,4519,62328,62328,62328,36968
10,4555,62328,62328,62328,36968
10,4591,62908,62908,62908,37548
10,4628,63224,63224,63224,37864
10,4665,64024,64024,64344,38984
10,4701,64984,64984,64984,39624
10,4737,65460,65460,65460,40100
10,4773,65940,65940,65940,40580
10,4810,66420,66420,66420,41060
10,4846,66580,66580,66580,42016
10,4882,67376,67536,67536,42176
10,4919,68336,68336,68336,42976
10,4958,68816,68816,68816,43456
10,4996,68880,68880,68880,43520
10,5033,68880,68880,68880,43520
10,5069,68960,68960,68960,43536
10,5104,68960,68960,68960,43536
10,5140,73016,73016,73016,47592
10,5176,73016,73016,73016,47592
10,5212,73016,73016,73016,47592
10,5247,73016,73016,73016,47592
10,5283,73016,73016,73016,47592
10,5318,73016,73016,73016,47592
10,5355,73016,73016,73016,47592
10,5391,62104,76412,62104,34888
11,3,19164,20524,21020,1508
11,39,25324,25324,25700,2092
11,74,30468,30468,30468,6512
11,109,31012,31080,31224,7472
11,144,32096,32096,32096,8432
11,180,32876,32876,32876,8408
11,215,32876,32876,32876,8408
11,249,32896,32896,32896,8428
11,284,33392,33392,33392,8924
11,319,33392,33392,33392,8924
11,355,33392,33392,33392,8924
11,391,33600,33600,33600,9132
11,426,33600,33600,33600,9132
11,461,33600,33600,33600,9132
11,496,33600,33600,33600,9132
11,531,33600,33600,33600,9132
11,566,33704,33704,33704,9236
11,603,33704,33704,33704,9236
11,640,33720,33752,33752,9284
11,677,33752,33752,33752,9284
11,715,33820,33820,33824,9356
11,751,33852,33852,33852,9384
11,788,33920,33920,33960,9492
11,824,33972,34100,34104,9508
11,859,35156,35156,35864,11192
11,895,35112,36448,35712,11516
11,930,36368,36448,36368,11580
11,965,36408,36448,36408,11620
11,1000,36408,36448,36408,11620
11,1035,37084,37084,37084,12296
11,1070,37132,37132,37132,12344
11,1105,37132,37132,37132,12344
11,1140,37136,37136,37136,12348
11,1175,37392,37392,37392,12604
11,1210,37392,37392,37392,12604
11,1245,37392,37392,37392,12604
11,1280,37668,37668,37668,12880
11,1315,37668,37668,37668,12880
11,1350,37668,37668,37668,12880
11,1386,37716,37716,37716,12928
11,1421,37716,37716,37716,12928
11,1456,37780,37780,37780,12992
11,1492,37784,37784,37784,12996
11,1528,37792,37792,37792,13004
11,1564,37792,37792,37792,13004
11,1600,37928,37928,37928,13140
11,1635,37932,37932,37932,13144
11,1670,37936,37936,37936,13148
11,1705,37980,37980,37980,13192
11,1741,38048,38048,38096,13308
11,1776,40880,40880,40880,16092
11,1811,42392,42392,42392,17604
11,1846,42420,42420,42420,17632
11,1882,42420,42420,42420,17632
11,1917,42420,42420,42420,17632
11,1953,42420,42420,42420,17632
11,1989,42420,42420,42420,17632
11,2026,42420,42420,42420,17632
11,2061,42420,42420,42420,17632
11,2097,42420,42420,42420,17632
11,2132,42420,42420,42420,17632
11,2166,42420,42420,42420,17636
11,2200,42424,42424,42424,17636
11,2236,42424,42424,42424,17636
11,2272,42424,42424,42424,17636
11,2307,42424,42424,42424,17636
11,2342,42424,42424,42424,17636
11,2377,42424,42424,42424,17636
11,2412,42424,42424,42424,17636
11,2448,42424,42424,42424,17636
11,2483,42424,42424,42424,17636
11,2519,42424,42424,42424,17636
11,2555,42424,42424,42424,17636
11,2593,42424,42424,42424,17636
11,2629,42424,42424,42424,17636
11,2665,42424,42424,42424,17636
11,2701,44436,44436,44436,19648
11,2737,47652,47652,47652,22864
11,2773,47652,47652,47652,22864
11,2808,47652,47652,47652,22864
11,2844,47652,47652,47652,22864
11,2879,47652,47652,47652,22864
11,2915,47652,47652,47652,22864
11,2951,47652,47652,47652,22864
11,2986,47652,47652,47652,22864
11,3023,47652,47652,47652,22864
11,3058,47652,47652,47652,22864
11,3094,47652,47652,47652,22864
11,3130,47652,47652,47652,22864
11,3164,47652,47652,47652,22864
11,3200,47652,47652,47652,22864
11,3236,47652,47652,47652,22864
11,3272,47652,47652,47652,22864
11,3306,47652,47652,47652,22864
11,3342,47652,47652,47652,22864
11,3379,47652,47652,47652,22864
11,3415,47652,47652,47652,22864
11,3452,47652,47652,47652,22864
11,3487,47652,47652,47652,22864
11,3523,47652,47652,47652,22864
11,3559,47652,47652,47652,22864
11,3595,47652,47652,47652,22864
11,3630,48336,48336,48336,23548
11,3665,52144,52144,52144,27356
11,3701,45620,51864,46352,24476
11,3736,49264,51864,49952,25164
11,3772,50324,51864,50324,25536
11,3808,50868,51864,50868,26080
11,3844,51216,51864,51216,26428
11,3880,51740,51864,51740,26952
11,3916,52440,52964,52964,28176
11,3952,53312,53312,53312,28524
11,3990,53660,53660,53660,28872
11,4026,54172,54172,54172,29384
11,4062,54664,54664,54664,29876
11,4097,54824,54824,54824,30516
11,4133,55304,55784,55784,30996
11,4168,56420,56420,56420,31632
11,4205,56740,56740,56740,31952
11,4240,56900,56900,56900,32112
11,4276,57380,57380,57380,32592
11,4313,57860,57860,57860,33072
11,4349,58180,58180,58820,34032
11,4385,58980,58980,58980,34192
